year,mêmes_ADJ allées_NOUN,mêmes_ADJ vallées_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,1.7902721083373763e-08
1803,0.0,1.3652374342143503e-08
1804,0.0,4.943701892301533e-09
1805,0.0,1.1371510844071508e-08
1806,0.0,5.76333825108577e-08
1807,0.0,2.2775640928784924e-08
1808,0.0,5.211970233176544e-08
1809,0.0,6.777091243748146e-08
1810,0.0,0.0
1811,0.0,4.763445815569867e-08
1812,0.0,2.6672083208723052e-08
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,3.236668177919455e-08
1816,0.0,4.4034472068688046e-08
1817,0.0,4.670620334934483e-09
1818,0.0,2.384235386898581e-08
1819,0.0,1.5526575580793178e-08
1820,0.0,3.678609061807947e-08
1821,0.0,4.930744257336528e-09
1822,0.0,1.604098542884458e-08
1823,0.0,1.1859224713361982e-08
1824,0.0,3.536867154707579e-08
1825,0.0,7.924898959288385e-09
1826,0.0,1.2331177856594877e-08
1827,0.0,1.1982455028203276e-08
1828,0.0,2.2930752408001354e-08
1829,0.0,2.0575622983187714e-08
1830,0.0,2.0873670791843324e-08
1831,0.0,5.3010101197514814e-08
1832,0.0,2.3000948701223933e-08
1833,2.20088942626262e-08,3.59092489077284e-08
1834,0.0,2.14694217959277e-08
1835,0.0,1.8907719834260206e-08
1836,0.0,3.763620171071125e-08
1837,6.957890930081589e-10,2.2961039292113128e-08
1838,0.0,1.8936486156917454e-08
1839,0.0,1.677954131196202e-08
1840,0.0,1.7198159341091923e-08
1841,0.0,3.274479709602929e-08
1842,0.0,3.287049921141261e-08
1843,0.0,1.4767278067040479e-08
1844,0.0,3.2931368743049916e-09
1845,3.348136878855712e-09,2.4553003186156275e-08
1846,5.854501328173001e-10,8.196302303531411e-09
1847,0.0,2.534815024546333e-08
1848,4.02261068899179e-09,4.98803736093123e-08
1849,0.0,2.262441967104678e-08
1850,6.788996032014438e-10,2.987158254086353e-08
1851,0.0,3.740674614505224e-08
1852,8.463708844885787e-09,2.148479971708639e-08
1853,0.0,1.3735443005202796e-08
1854,0.0,3.221311928314208e-08
1855,1.0613874223963649e-09,3.1841622671890946e-09
1856,1.5531567143511893e-09,1.501384794266869e-08
1857,4.393358121745905e-09,2.636014961865385e-08
1858,1.468102750479261e-09,1.2723557318849998e-08
1859,2.036869339860914e-09,1.4258085379026397e-08
1860,4.577183909670879e-10,1.830873586072812e-08
1861,0.0,2.87673795895671e-08
1862,0.0,2.981871105589562e-08
1863,0.0,2.6471489888990618e-08
1864,9.589455896019672e-10,1.7740493518658695e-08
1865,3.294791106611683e-09,1.9298061815220535e-08
1866,1.4596839292835284e-09,2.0435575009969398e-08
1867,1.455843445796745e-09,5.192508467644075e-08
1868,2.9639244392143382e-09,3.1615194018286275e-08
1869,8.30198221279943e-09,1.0743741896135361e-08
1870,1.1468097582678638e-09,1.6055336615750093e-08
1871,0.0,8.496941816815706e-09
1872,6.047339295989218e-10,1.69325495846806e-08
1873,5.986004469882289e-10,2.8134220286801792e-08
1874,0.0,1.0754296120296658e-08
1875,0.0,2.574687130163511e-08
1876,6.04601479992084e-10,3.023007266733657e-08
1877,1.2369631985365004e-09,1.608052180301911e-08
1878,0.0,1.69094480639842e-08
1879,0.0,1.9549840857280287e-08
1880,0.0,2.9522093214495726e-08
1881,0.0,2.9284532132578533e-08
1882,6.655385131892899e-10,1.4641846846075168e-08
1883,6.319338941018771e-10,1.3902545781263598e-08
1884,1.9805090900604227e-09,1.650424152899177e-08
1885,2.5782542767416317e-09,1.353583467533781e-08
1886,0.0,1.613365974151293e-08
1887,6.528924623161458e-10,2.6768590899450828e-08
1888,0.0,3.106901047544852e-08
1889,0.0,1.7542383545787743e-08
1890,3.9326319978272295e-09,1.1142456735058204e-08
1891,0.0,7.649063604731055e-09
1892,1.2537024751679837e-09,1.002961980134387e-08
1893,3.695050043717174e-09,9.23762488724833e-09
1894,0.0,2.457600345451283e-08
1895,4.814891596538473e-09,1.8055843042930064e-08
1896,0.0,1.8280790214930676e-08
1897,4.661370844871726e-09,2.2724183423861177e-08
1898,5.6583548957434e-10,1.9804241802034994e-08
1899,0.0,1.6582735185011188e-08
1900,0.0,1.8168686111152965e-08
1901,2.794369402536745e-09,1.0059729937950124e-08
1902,9.820567692386817e-10,1.3748794991386148e-08
1903,0.0,1.9440793863623185e-08
1904,0.0,1.9348650681649815e-08
1905,0.0,2.7352022868853965e-08
1906,5.144184633820714e-09,3.806696469155213e-08
1907,3.0857059130084963e-09,1.902852098112362e-08
1908,8.349361202419914e-09,1.4734167663732478e-08
1909,1.6502950117569526e-09,1.1001967337165297e-08
1910,1.068830135508847e-09,1.977335806202518e-08
1911,1.5961122423746588e-09,8.51259862599818e-09
1912,3.646594803896619e-09,1.40654377034366e-08
1913,0.0,1.6969567084856862e-08
1914,1.3393487430235496e-09,2.276892807628883e-08
1915,0.0,1.1780762143587253e-08
1916,4.394984820521586e-09,2.0876177231343718e-08
1917,0.0,2.4126133979507358e-08
1918,0.0,1.378365155346728e-08
1919,9.207848372660976e-10,1.1970202606903513e-08
1920,0.0,1.2115570768855832e-08
1921,0.0,9.844571380313027e-09
1922,0.0,1.623145884366295e-08
1923,0.0,9.554353752605493e-09
1924,1.289162443462999e-09,1.2891624656674594e-08
1925,3.299453377181294e-09,1.3197813508725176e-08
1926,0.0,6.687683296036084e-09
1927,0.0,8.919379901328739e-09
1928,1.1426041224282812e-09,9.14083297942625e-09
1929,0.0,2.0052731031228177e-08
1930,1.0503603542488804e-09,1.1553964007759987e-08
1931,1.1405356659111021e-09,1.3686427990933225e-08
1932,1.0959536611565568e-09,1.53433514782364e-08
1933,1.1470662197865522e-09,4.588264879146209e-09
1934,0.0,8.38710612072191e-09
1935,0.0,1.4361940969820353e-08
1936,0.0,1.9399543305098632e-08
1937,0.0,6.295559185076627e-09
1938,3.8895642262559704e-09,9.075650453382877e-09
1939,0.0,1.6823456405745674e-08
1940,0.0,1.7750480196809804e-08
1941,0.0,5.9030051957620344e-09
1942,0.0,6.068423541449874e-09
1943,0.0,1.4516175816936538e-08
1944,0.0,9.639558484764166e-09
1945,0.0,2.832055301382752e-08
1946,0.0,6.960552134671616e-09
1947,2.3841741914054637e-09,3.5762612871081956e-09
1948,1.0871887834440486e-09,1.4133454406817236e-08
1949,0.0,8.835307596655184e-09
1950,1.0635361480382244e-09,1.0635361036293034e-08
1951,1.0661401761424827e-09,1.7058242818279723e-08
1952,1.0544803918932644e-09,8.435843135146115e-09
1953,1.0773827385790469e-09,2.1547654771580937e-09
1954,0.0,2.34540866728139e-08
1955,0.0,9.385607846468247e-10
1956,0.0,1.3081712602058815e-08
1957,8.835037701437898e-10,8.835037590415595e-09
1958,4.1361216673863055e-09,8.272243334772611e-09
1959,1.5501495642666896e-09,5.425523585955716e-09
1960,0.0,1.1765417085030094e-08
1961,0.0,8.33779090214648e-09
1962,0.0,1.0781326054143392e-08
1963,0.0,9.052474325699222e-09
1964,6.083968329129164e-10,1.0951143103454797e-08
1965,2.188817349590977e-09,4.924839203113152e-09
1966,1.1078149508847446e-09,1.0524241922382771e-08
1967,4.930335584241163e-10,7.888536934785861e-09
1968,0.0,1.1677681044375277e-08
1969,9.083515606356229e-10,9.537691525451919e-09
1970,9.197450023812337e-10,9.657322941336588e-09
1971,5.138397485282553e-10,6.166076982339064e-09
1972,0.0,3.5911027485013847e-09
1973,5.513203782392395e-10,6.064523994098181e-09
1974,0.0,3.937900228123681e-09
1975,0.0,6.282628195464213e-09
1976,5.713526873840635e-10,8.570290255249802e-09
1977,5.876781838942691e-10,7.052138428775834e-09
1978,1.1881182704343018e-09,1.0693064211864112e-08
1979,0.0,6.437170796402825e-09
1980,5.685150683554241e-10,9.664756106531058e-09
1981,0.0,6.325549417596221e-09
1982,0.0,3.1037510339615437e-09
1983,0.0,1.0736036948344463e-08
1984,5.799008495621649e-10,8.118611560803402e-09
1985,2.4062232206745193e-09,7.218669662023558e-09
1986,2.997242676272549e-09,4.7955883708539204e-09
1987,1.2221633705067347e-09,2.4443267410134695e-09
1988,0.0,3.597932174415064e-09
1989,0.0,4.390497743145261e-09
1990,5.44865097484859e-10,9.262707045820662e-09
1991,5.861465202094962e-10,8.20605094986604e-09
1992,2.2039776670368383e-09,3.30596661157756e-09
1993,0.0,8.308811416668505e-09
1994,5.274926606624319e-10,1.5824779264761446e-09
1995,3.253470381991974e-09,7.0491861237087505e-09
1996,5.338092190498855e-10,3.2028553142993132e-09
1997,9.58978896292706e-10,5.753873377756236e-09
1998,4.768129224785866e-10,6.675381136744818e-09
1999,4.570201161957499e-10,6.8553016596695215e-09
2000,0.0,7.510653432518666e-09
2001,4.3812117822561447e-10,2.6287270138425356e-09
2002,0.0,3.504977197366088e-09
2003,8.333845835650777e-10,3.7502307925763034e-09
2004,0.0,4.404791198453495e-09
2005,0.0,3.602999676388663e-09
2006,4.1178899179428186e-10,5.353256948836815e-09
2007,1.1983438685803094e-09,2.3966877371606188e-09
2008,4.257439678578834e-10,4.257439734089985e-09
2009,1.430457752249481e-09,6.198650481792356e-09
2010,9.447586046817946e-10,4.2514138876015295e-09
2011,1.1471915639660324e-09,2.6767803529281764e-09
2012,1.0212758416727752e-09,1.0212758416727752e-09
2013,5.578250084070646e-10,2.5102124823206395e-09
2014,2.5985342766432495e-09,3.681256854903836e-09
2015,1.994917786518613e-09,3.768178213903184e-09
2016,2.899876117012923e-09,5.59261792432153e-09
2017,1.0062445321423752e-09,3.773417134311785e-09
2018,5.162933414126769e-10,4.3884935685412074e-09
2019,2.55098775436835e-10,3.3162841361900064e-09
