year,aux_ADP oeufs_NOUN,aux_ADP voeux_NOUN
1800,6.917161954334006e-08,3.9302057075474295e-07
1801,6.667310969987739e-08,1.6430159632818686e-07
1802,4.699464284385613e-08,1.7007585029205075e-07
1803,3.1400460898112215e-07,2.340407121437238e-07
1804,7.662737999680758e-08,1.7550141251376772e-07
1805,7.960057502032214e-08,1.648869130121966e-07
1806,8.645007376628655e-09,7.780506905419315e-08
1807,1.4234775580490577e-08,8.54086508184082e-08
1808,1.8128592405020072e-08,1.246340701754889e-07
1809,4.518061036407062e-09,3.140052342587296e-07
1810,5.8503168531842675e-08,1.6380887757350138e-07
1811,5.0141537144554604e-08,1.4039629547824006e-07
1812,1.3336040716183106e-08,1.1202274663446588e-07
1813,5.4639092583741444e-08,1.121539270343419e-07
1814,1.0698702368472368e-07,2.989343386161636e-07
1815,3.7761129112467984e-08,2.3735567822313897e-07
1816,3.012885052555703e-08,1.668674798338543e-07
1817,5.916119061311065e-08,1.9616605584360514e-07
1818,3.814776827759658e-08,1.1325118265403944e-07
1819,3.726378139390363e-08,1.1593176196811328e-07
1820,2.4919610375206958e-08,2.0054352489751182e-07
1821,5.916893086599373e-09,1.1044866710108181e-07
1822,1.804610860745015e-08,1.0226128210888419e-07
1823,3.656594182999129e-08,1.0179167730939298e-07
1824,8.421112696055388e-09,1.1368501873221248e-07
1825,2.993850611865412e-08,7.220463515977826e-08
1826,1.673516958344834e-08,7.48678701256722e-08
1827,9.032927417162995e-08,1.1245072784049626e-07
1828,2.2013523004460467e-08,1.0639869429951432e-07
1829,1.371708191477694e-08,1.1573787617180642e-07
1830,2.713577385016208e-08,8.036363396968227e-08
1831,3.1182412207897414e-09,1.0757932500382594e-07
1832,1.2176972319366541e-08,1.718306066322839e-07
1833,5.096796495962508e-08,2.1198040656145167e-07
1834,4.760610750054184e-08,7.28093425550469e-08
1835,1.285724948729694e-08,6.126101226300307e-08
1836,2.2178474501366452e-08,6.922372364215335e-08
1837,1.669893889832963e-08,1.4541991788519226e-07
1838,2.524864739505972e-08,5.428459104450667e-08
1839,3.705481832483315e-08,1.3493547612597467e-07
1840,1.2739376997750185e-08,5.5416290223320175e-08
1841,2.1829864138567245e-08,3.659712533021775e-08
1842,1.2074877098200432e-08,9.19032316915036e-08
1843,2.067418880535854e-08,6.261326035428283e-08
1844,3.0187086219601866e-08,7.080244301960192e-08
1845,1.0602433431206038e-08,5.022205229465726e-08
1846,2.4588905578326603e-08,4.156695965207291e-08
1847,3.235934187273415e-08,4.907833428546837e-08
1848,4.263967390283341e-08,4.103063133698015e-08
1849,3.192557191944445e-07,6.703531596485846e-08
1850,3.1229382635444836e-08,6.177986477950981e-08
1851,1.3543821397732358e-08,6.191461210391935e-08
1852,1.2370036106545967e-08,4.427170807730363e-08
1853,2.1498954394516545e-08,3.762317035693741e-08
1854,1.1430461910322265e-08,9.767849462605227e-08
1855,1.0083180512765466e-08,9.605555817415734e-08
1856,1.656700471253103e-08,3.727576114442854e-08
1857,1.2691923734209354e-08,7.56633937726292e-08
1858,1.810660127388175e-08,6.117095097124547e-08
1859,1.8841041837802663e-08,7.078121200265741e-08
1860,4.9433585891378584e-08,5.309533435138292e-08
1861,2.4523011954435958e-08,6.696668464201139e-08
1862,1.2198563326126788e-08,4.382446761042047e-08
1863,1.1487628237549785e-08,8.241124049845894e-08
1864,2.0137857159596706e-08,5.130359070903978e-08
1865,1.6003270930653457e-08,4.89511826629041e-08
1866,1.800276755448138e-08,5.352174170525359e-08
1867,1.552899675516528e-08,8.63800408978932e-08
1868,2.1735446775750233e-08,6.174842326345242e-08
1869,2.051078074050139e-08,7.471784613244381e-08
1870,1.6055336615750093e-08,5.3326655091723296e-08
1871,1.911811908783534e-08,6.054071377548098e-08
1872,2.8422494247060115e-08,3.507456725060365e-08
1873,1.975381419550004e-08,7.24306516985962e-08
1874,1.852128866941527e-08,4.421210775262807e-08
1875,1.773673402594156e-08,7.09469389903461e-08
1876,1.6928840995689143e-08,4.957732002708326e-08
1877,2.3502301438327322e-08,6.432208721207644e-08
1878,1.5701630662334765e-08,1.1111923470252805e-07
1879,1.8327975470633362e-08,5.254019797007459e-08
1880,1.4119261759759638e-08,8.086486502634216e-08
1881,1.6036767469529423e-08,6.205532088188193e-08
1882,2.4624924765959122e-08,5.790185042542362e-08
1883,1.9589950550624735e-08,3.791603475633565e-08
1884,2.178559999066465e-08,4.027035060971684e-08
1885,2.7716233141905633e-08,3.480643329112354e-08
1886,1.677900607344185e-08,3.6784744139595205e-08
1887,2.1545451422966266e-08,6.398346386049525e-08
1888,1.6485597775783845e-08,5.5163347667530616e-08
1889,2.7566601890072207e-08,5.5759716843795104e-08
1890,1.769684393471138e-08,8.520702721170892e-08
1891,2.039750490734349e-08,5.16311828846483e-08
1892,2.1939793759528925e-08,6.26851246465776e-08
1893,6.220000881018706e-08,4.249307394843527e-08
1894,2.7726772655611853e-08,2.7726773765834878e-08
1895,2.1667012406467734e-08,5.537125247201402e-08
1896,4.304831285883992e-08,3.951009475144929e-08
1897,2.5054868624252435e-08,3.903898004864459e-08
1898,1.923840697859447e-08,4.639851169940812e-08
1899,1.6029977345510815e-08,2.9296165493519766e-08
1900,1.8687791869531623e-08,3.633737222230593e-08
1901,1.5089594740391732e-08,4.3033288932292635e-08
1902,1.964113566232939e-08,3.633610035080892e-08
1903,2.6461078883599498e-08,3.564145245604777e-08
1904,2.579820090886642e-08,2.741058935384899e-08
1905,2.477164318115399e-08,4.231822359201942e-08
1906,4.629766126029722e-08,4.629766081620801e-08
1907,2.9314207394826042e-08,6.222840198688573e-08
1908,3.0941750717161653e-08,5.107844458507316e-08
1909,3.630649092478677e-08,5.225934529562437e-08
1910,2.4583093671814993e-08,4.435645095668406e-08
1911,2.1813534423209546e-08,6.171634225893285e-08
1912,2.9172759097306766e-08,6.042928646365908e-08
1913,2.969674284258872e-08,5.6211689525298425e-08
1914,2.7456650120161186e-08,4.888622839871459e-08
1915,3.534228543156104e-08,8.010918151057922e-08
1916,2.966614820465452e-08,6.922100936890274e-08
1917,2.4126132980306636e-08,6.360526327853222e-08
1918,2.756730221875614e-08,5.972916028440522e-08
1919,3.314825314237879e-08,8.287063479883727e-08
1920,2.2716694747515476e-08,3.8618381381638756e-08
1921,3.7106463346425755e-08,4.695103328344885e-08
1922,3.6889676535700744e-08,6.49258353746518e-08
1923,3.3971033097657255e-08,8.811237250938575e-08
1924,1.933743609683347e-08,8.121723737986031e-08
1925,5.389107027298223e-08,7.6987248576188e-08
1926,5.015762494231524e-08,6.241837269271855e-08
1927,5.6861045205636174e-08,6.243566019747959e-08
1928,6.398583118905066e-08,5.3702393643106916e-08
1929,2.1166771890790415e-08,5.23599084090165e-08
1930,2.835972989778668e-08,7.352522146675255e-08
1931,3.649714130915527e-08,7.185374784057785e-08
1932,4.6030052880396966e-08,9.5347971296178e-08
1933,5.391211344019098e-08,9.291236580111217e-08
1934,6.949316322391041e-08,1.0783422510485252e-07
1935,3.4708023122220766e-08,8.617164581892212e-08
1936,7.517323252770325e-08,1.297344454087579e-07
1937,6.29555889641864e-08,7.932404599841902e-08
1938,3.630259959308546e-08,1.0242519721259669e-07
1939,6.72938211820906e-08,1.1317597170545923e-07
1940,1.2678914629304927e-07,9.889553354014424e-08
1941,8.854507527189526e-08,4.7224041566096275e-08
1942,1.0923162463427616e-07,5.461581054078124e-08
1943,4.645176421291808e-08,9.580676163523094e-08
1944,1.1888788264968753e-07,1.0924833304670756e-07
1945,4.1391577276783664e-08,1.285317381416462e-07
1946,4.315542145860718e-08,1.3085838190818322e-07
1947,4.1723048349595615e-08,1.0728783905733508e-07
1948,5.979538308942267e-08,1.0871887923258328e-07
1949,6.479225422850732e-08,1.011151837815305e-07
1950,4.4668517329427004e-08,7.232046073113452e-08
1951,4.904244754744269e-08,1.0128331950909342e-07
1952,4.217921489857446e-08,1.254831687447222e-07
1953,5.063698715890297e-08,1.023513576114965e-07
1954,6.547599129547166e-08,1.4365627976076212e-07
1955,9.10403965548312e-08,8.91632723210023e-08
1956,3.488456634670456e-08,1.0203735456570939e-07
1957,3.8874164776103726e-08,1.3517608010715776e-07
1958,5.707847910985109e-08,1.1167528413125183e-07
1959,5.1154935065689244e-08,1.643158498154662e-07
1960,4.706166573109627e-08,1.0934916616633927e-07
1961,4.029932254567825e-08,1.5424913613060198e-07
1962,4.566208766654256e-08,1.2747332789331267e-07
1963,5.3668242627757934e-08,1.306142820567402e-07
1964,5.293052529609099e-08,1.277633288054858e-07
1965,7.496699661047046e-08,1.1491290763387951e-07
1966,7.699313608888758e-08,1.334916959194743e-07
1967,5.4726723708320435e-08,1.1882108452709872e-07
1968,4.760900745859331e-08,1.0914140347040302e-07
1969,7.221394821010918e-08,9.219768060120259e-08
1970,5.4724827003305165e-08,1.26005062384138e-07
1971,4.521789676026344e-08,1.1047554693277561e-07
1972,5.0788452887751134e-08,1.1748036143899299e-07
1973,5.1824113778131675e-08,1.234957665019465e-07
1974,5.738083264095195e-08,1.2320002440446842e-07
1975,7.59626854751616e-08,1.4849848639642005e-07
1976,8.113208344040501e-08,1.805474454386058e-07
1977,9.931761013604046e-08,1.4691954675072338e-07
1978,1.0039599462885462e-07,1.5742567427423637e-07
1979,7.549045388799414e-08,2.2881215500092367e-07
1980,8.300319986886961e-08,1.7282857811551366e-07
1981,7.021359871295374e-08,1.9862225997258065e-07
1982,5.4005270366808134e-08,1.7256856210678961e-07
1983,8.399370632350411e-08,1.8061804496483091e-07
1984,1.1076105943530479e-07,1.6411193826115777e-07
1985,9.324114802478078e-08,2.237787555259274e-07
1986,1.1809136524210118e-07,1.7084283854273963e-07
1987,1.0816145917802444e-07,2.1693399787636736e-07
1988,1.6850316275629496e-07,1.9368869175195869e-07
1989,1.4049593144438433e-07,2.1458558308040665e-07
1990,1.0624869695163852e-07,1.9724116384622903e-07
1991,1.3246910790520872e-07,1.746716691286565e-07
1992,1.1791280640771618e-07,2.1709179520712496e-07
1993,1.002596525800925e-07,2.520339421607787e-07
1994,1.2290578732532254e-07,2.2682183953293134e-07
1995,1.4044148127778655e-07,1.632157733411077e-07
1996,1.6601466601429138e-07,1.8149513891785318e-07
1997,1.1555695667020416e-07,2.0042658377406042e-07
1998,1.0013071694014997e-07,1.6497726562647586e-07
1999,9.597422359619578e-08,1.403051754778062e-07
2000,7.510653243780752e-08,1.0735816857732061e-07
2001,4.731708569405413e-08,1.292457483259568e-07
2002,4.906968231743747e-08,7.44807664432301e-08
2003,5.6670153458782124e-08,7.583799543908754e-08
2004,5.065510055857203e-08,4.845270495934528e-08
2005,5.0892369651833747e-08,6.845699118684934e-08
2006,4.77675232701813e-08,5.888582421675892e-08
2007,3.2355285395357924e-08,4.234148320847453e-08
2008,4.129716399403627e-08,4.598035019398594e-08
2009,3.242370882894363e-08,3.814554005998616e-08
