year,ces_DET iles_NOUN,ces_DET villes_NOUN
1800,2.2952400957620966e-07,3.1787503189661948e-06
1801,2.5954890969792643e-07,2.8383697241451955e-06
1802,2.551137754380761e-07,3.616349601998081e-06
1803,2.125869797975355e-07,4.025500203397314e-06
1804,4.770672230591799e-07,3.6459801151522697e-06
1805,1.4498676925711607e-07,5.236580562950621e-06
1806,1.7578181132904547e-07,3.893134987720259e-06
1807,3.3024679613191665e-07,3.994277932406476e-06
1808,2.5606635878361317e-07,4.436973085830687e-06
1809,2.50752382413566e-07,5.385528965007325e-06
1810,5.07807524030568e-07,2.8923965942340146e-06
1811,4.838658114181271e-07,3.976223695190129e-06
1812,1.653669094991983e-07,3.34201186547034e-06
1813,2.041776518968419e-07,3.496901953781162e-06
1814,1.44747149377622e-07,4.5406550270854495e-06
1815,1.0249449222676787e-07,5.755875008617295e-06
1816,1.0197456745686395e-07,2.7162317053353036e-06
1817,1.0431052022141785e-07,3.118417410519214e-06
1818,1.0133000749590337e-07,3.96498361965314e-06
1819,1.0972113195784061e-07,3.8712926198058994e-06
1820,1.530776057023786e-07,3.817447051801537e-06
1821,1.2819934880337058e-07,3.4958975305698914e-06
1822,2.0552512580707116e-07,3.4859067454817705e-06
1823,1.9567720066504535e-07,3.303782307284564e-06
1824,1.8021180814287163e-07,3.034968969473084e-06
1825,2.2101662167095526e-07,3.78457932015408e-06
1826,3.0387546656740483e-07,4.74486114399042e-06
1827,2.442577334837992e-07,3.4749119777188753e-06
1828,2.2380415504175133e-07,3.841359671241662e-06
1829,4.466624755616877e-07,3.956520743031433e-06
1830,1.9203777990028925e-07,4.316675386917268e-06
1831,1.5747117698694524e-07,3.950811617414729e-06
1832,2.55716420038965e-07,4.178054496151162e-06
1833,8.201208896441159e-07,3.2758500765339704e-06
1834,2.9310427596129784e-07,3.935438201096986e-06
1835,3.7512914730086777e-07,4.000117229452371e-06
1836,2.574047193171225e-07,4.573470249624734e-06
1837,3.833797962426999e-07,4.347290257555869e-06
1838,4.248085065938767e-07,4.809236230585157e-06
1839,3.3139591604225416e-07,4.2137622529025975e-06
1840,4.5989152175351933e-07,4.92440616994827e-06
1841,3.338685270470876e-07,3.781703156846561e-06
1842,2.864429156090864e-07,3.858594084249489e-06
1843,4.140744707115118e-07,3.9251424084341124e-06
1844,2.810143364673223e-07,4.506108695068178e-06
1845,3.4262599513112946e-07,3.7158738734888175e-06
1846,3.711753784330085e-07,4.120983419397817e-06
1847,3.7105379391277893e-07,3.849682968848356e-06
1848,3.2904956581703004e-07,3.6702301997593167e-06
1849,3.770736656250051e-07,2.7693966870856457e-06
1850,2.7020204296235306e-07,3.0251766105493516e-06
1851,2.3604946530753068e-07,3.6155554710148863e-06
1852,2.7214079700854654e-07,3.4284532688388936e-06
1853,3.0815168550191174e-07,3.440430020873464e-06
1854,2.2757009610074874e-07,3.157405373599431e-06
1855,3.0143402085514026e-07,3.0721858763627097e-06
1856,2.2520773690359874e-07,3.0038052472036725e-06
1857,2.2064420956979802e-07,2.792223270375871e-06
1858,1.766617074849819e-07,3.1671871028038368e-06
1859,2.1539893424460388e-07,3.1510367648479587e-06
1860,1.4463901543138036e-07,3.426022061603362e-06
1861,1.6128595969888693e-07,2.966341199339695e-06
1862,1.7394247731061796e-07,3.2109328600427034e-06
1863,2.1526815974226565e-07,3.1860686107165748e-06
1864,1.8747385976958242e-07,3.0604748104678947e-06
1865,1.741532420496128e-07,3.530604061552367e-06
1866,2.04355741661999e-07,2.957806032100052e-06
1867,1.3927569142424545e-07,3.22809020758541e-06
1868,1.4473830578509705e-07,2.5395892464530334e-06
1869,1.318550193474266e-07,2.556033962264337e-06
1870,1.1869481175708074e-07,2.645690159397418e-06
1871,1.1258447996098653e-07,2.5034115225253117e-06
1872,1.215515206265394e-07,2.3233878749806536e-06
1873,2.5260938296689517e-07,2.5332771400599086e-06
1874,9.141151990910146e-08,2.695743617664448e-06
1875,1.2987866870872722e-07,2.5741150864178053e-06
1876,1.348261280398333e-07,2.8234889413170094e-06
1877,1.224593546567121e-07,2.5419593612241442e-06
1878,1.3708731083639236e-07,3.014109253740571e-06
1879,1.0141480155656524e-07,2.775466512616731e-06
1880,1.3284941902114156e-07,2.533123975467788e-06
1881,1.1992712645181314e-07,2.4096986805943743e-06
1882,1.0981385645258968e-07,2.3926110372940457e-06
1883,1.162758399009256e-07,2.911951412443159e-06
1884,1.802263236427848e-07,2.602388960326607e-06
1885,1.5533982034021676e-07,2.5569836878958085e-06
1886,2.9363261333514856e-07,2.391653822542139e-06
1887,1.358016349373159e-07,2.4268013731898463e-06
1888,2.3143244010093156e-07,2.2395051360035723e-06
1889,1.9296621045494788e-07,2.584995471011098e-06
1890,2.0384142374041403e-07,2.1170667849901292e-06
1891,1.823026873903899e-07,2.2220531405992006e-06
1892,2.613969622977663e-07,2.3312597079439e-06
1893,2.0877031947641456e-07,2.2626022797567202e-06
1894,1.0964678542890738e-07,2.1986071629953585e-06
1895,2.9370837761888424e-07,1.989152082160217e-06
1896,1.810387856293616e-07,2.290405973326415e-06
1897,1.7771476845673817e-07,2.1599627899604457e-06
1898,1.9012072449697826e-07,1.8842322191403582e-06
1899,2.736151341053983e-07,2.006510911201076e-06
1900,1.7805311758323228e-07,2.0307399495322898e-06
1901,1.905760034226489e-07,2.067274522232765e-06
1902,1.8609976448757948e-07,1.6758798935256891e-06
1903,1.8360749054480152e-07,2.1336269639959937e-06
1904,1.2092906764848976e-07,2.071380464485628e-06
1905,1.5637099670673393e-07,2.0818502406427797e-06
1906,1.7490227133265535e-07,1.9805110937909376e-06
1907,1.265139495387757e-07,1.994394700943758e-06
1908,1.1639991792655735e-07,2.013669529787876e-06
1909,1.2322203318815284e-07,1.873635042670685e-06
1910,1.063485997043756e-07,1.9848175085712683e-06
1911,1.4258602731853642e-07,1.9307637586507553e-06
1912,1.0835596098157652e-07,1.973849663272631e-06
1913,1.5802909164586154e-07,1.921803445270598e-06
1914,1.1116594267335245e-07,2.0016566963931837e-06
1915,1.1309531267045259e-07,2.0109761038611396e-06
1916,9.998590644322292e-08,2.1634313611684775e-06
1917,8.115154259691337e-08,1.8357794786538761e-06
1918,1.1371512442792664e-07,2.2191679818206467e-06
1919,1.0036554504155859e-07,1.9916575411116355e-06
1920,1.7037521571339198e-07,1.8923007303328632e-06
1921,1.6508589406605267e-07,1.618296089134219e-06
1922,9.001081335835437e-08,1.5641223072293542e-06
1923,9.872831530088888e-08,1.5467436753624497e-06
1924,9.668718337074722e-08,1.6191879765869999e-06
1925,8.248633420748774e-08,1.5265470736380848e-06
1926,9.585679239254574e-08,1.6641184856780455e-06
1927,1.259862441038706e-07,1.779416308522741e-06
1928,1.0283436902014387e-07,1.5048095889369506e-06
1929,9.580749726900706e-08,1.9930186709871123e-06
1930,1.0608639833264988e-07,1.6490657515078055e-06
1931,8.55401767196895e-08,1.52717728241214e-06
1932,1.0740346167992243e-07,1.6976322285700007e-06
1933,1.3076554816748853e-07,1.5175685632584646e-06
1934,1.4258080227591563e-07,1.8847026126422861e-06
1935,9.095895858735048e-08,1.6791503014701448e-06
1936,1.297344409678658e-07,1.6089496028826034e-06
1937,9.695160829714666e-08,1.8483761579091151e-06
1938,9.205302364811985e-08,1.6841813419432583e-06
1939,9.329370698196726e-08,1.595169514700956e-06
1940,6.339457292448003e-08,1.9018372086065938e-06
1941,7.378756494702543e-08,1.8151741016936285e-06
1942,6.371844696317908e-08,1.4897980094019658e-06
1943,1.56774703663487e-07,1.4864564192862417e-06
1944,8.032965403970138e-08,1.6708567542877972e-06
1945,8.496165815330414e-08,1.914905098487907e-06
1946,1.5034792077983639e-07,1.88491748076558e-06
1947,1.084799259309932e-07,1.549713246618012e-06
1948,6.631851645622078e-08,1.6688347415083626e-06
1949,6.282885378627867e-08,1.5589409230187812e-06
1950,6.062156199249102e-08,1.6059395591128123e-06
1951,7.569595217304936e-08,1.4616781882637042e-06
1952,1.1388388321265097e-07,1.7578187794242695e-06
1953,9.696444491780198e-08,1.4727822374993593e-06
1954,9.577085613443614e-08,1.4736984752516946e-06
1955,8.916327454144835e-08,1.4294280958893069e-06
1956,1.1947964129177535e-07,1.5366651382464624e-06
1957,6.537927843552893e-08,1.4012369717875117e-06
1958,8.52041096566225e-08,1.718144943652078e-06
1959,1.0928554283751168e-07,1.6912132139168534e-06
1960,7.612916752552934e-08,1.7011408317557652e-06
1961,6.114380102228978e-08,1.715500545174109e-06
1962,8.307962834352978e-08,1.5556819334960892e-06
1963,8.147227070764984e-08,2.159015110692053e-06
1964,7.239922172885827e-08,1.7643508414266762e-06
1965,7.387258538216201e-08,1.916309628313684e-06
1966,8.36400282366867e-08,1.9087651708105113e-06
1967,5.669885938530683e-08,1.7793580582292634e-06
1968,9.072660200892813e-08,2.0148491444160754e-06
1969,8.402251860939458e-08,2.21047358195392e-06
1970,1.9590568678395925e-07,1.92134727683424e-06
1971,6.885452541460779e-08,2.0163071496881457e-06
1972,7.028301163281014e-08,1.998192161067891e-06
1973,6.836372912211175e-08,1.7774568448203354e-06
1974,1.0519818893772737e-07,1.8676897610703236e-06
1975,6.910891059419555e-08,1.8653693985015707e-06
1976,6.513420647280554e-08,1.6734920365024664e-06
1977,5.994317442414854e-08,1.8029967066013342e-06
1978,7.366333409919434e-08,1.79584078807693e-06
1979,6.027532428731774e-08,1.6871239552074258e-06
1980,5.685150505918557e-08,1.6890583225404043e-06
1981,4.680906712239974e-08,1.549759602426093e-06
1982,6.952402453741513e-08,1.7089254100710605e-06
1983,6.06270340597348e-08,1.6318776516754951e-06
1984,4.697196881453536e-08,1.6318410018811846e-06
1985,5.353846654898575e-08,1.7198480009028572e-06
1986,9.531231848214361e-08,1.648483518579269e-06
1987,4.033139089365534e-08,1.6609200201855856e-06
1988,5.037105260674579e-08,1.8205536918003418e-06
1989,5.049072360208129e-08,1.6875976029950834e-06
1990,5.012758941269624e-08,1.6683769388237124e-06
1991,4.5133281112441637e-08,1.5960769417233678e-06
1992,3.195767639407876e-08,1.6061486718399465e-06
1993,2.326467091195994e-08,1.8473257341611315e-06
1994,2.584714065001492e-08,1.7739577771180848e-06
1995,2.7654498579998688e-08,1.7915777164034807e-06
1996,2.7224270171544163e-08,1.7717128173444507e-06
1997,2.3015493511024943e-08,1.7822622311314262e-06
1998,1.716526476513991e-08,1.7050830223297453e-06
1999,2.5593126312672965e-08,1.625620598133537e-06
2000,2.3415566707818414e-08,1.9209600452541054e-06
2001,2.4972906631504088e-08,1.7616853114077458e-06
2002,2.0591740756970012e-08,1.8409893272064437e-06
2003,2.125130676988718e-08,1.9147010448250512e-06
2004,5.0214619573552e-08,1.7597141237502e-06
2005,2.4770622997216662e-08,1.6010829426704731e-06
2006,2.058944986726985e-08,1.6805108771222876e-06
2007,2.0771293240962052e-08,1.5862077731298996e-06
2008,1.2346575040123042e-08,1.6101636646226325e-06
2009,1.430457752249481e-08,1.4290272787320646e-06
2010,8.502827442136152e-09,1.4549281956988125e-06
2011,8.030341003273378e-09,1.3456557468316532e-06
2012,6.808505204070059e-09,1.2068076387095061e-06
2013,3.62586255464592e-09,1.1549767151564083e-06
2014,9.74450325985643e-09,1.1522334091296216e-06
