year,des_DET oies_NOUN,des_DET voies_NOUN
1907,2.0571374115263552e-07,4.631644877406416e-06
1908,2.3329098497448797e-07,5.0960573645397744e-06
1909,2.06286882686868e-07,4.7330460333228075e-06
1910,2.3353938516379458e-07,4.962578408651552e-06
1911,1.5961122912244718e-07,5.0905340245321895e-06
1912,1.963951848926726e-07,4.968745884070813e-06
1913,2.0310450832283777e-07,4.760493844457869e-06
1914,2.05590032109626e-07,5.409629736163879e-06
1915,2.2265640298169131e-07,4.985618581088147e-06
1916,2.0326804528458808e-07,5.087194963948605e-06
1917,2.006855638336802e-07,4.965596836825625e-06
1918,1.780388352301543e-07,6.04987461372275e-06
1919,1.556126307811212e-07,5.571669163373372e-06
1920,2.0672191913817528e-07,4.81442471311766e-06
1921,1.8098865894877747e-07,5.4251162353580185e-06
1922,1.9403969986342418e-07,5.059050522504549e-06
1923,1.7940952901085438e-07,4.681633079428593e-06
1924,1.753260949755031e-07,4.540430275312701e-06
1925,2.144644692947395e-07,4.636831654636353e-06
1926,1.905989606143521e-07,4.900957179643228e-06
1927,1.97341287533348e-07,4.382760131704799e-06
1928,1.999557204257485e-07,4.550992080964988e-06
1929,1.7267630436634818e-07,4.383750027869837e-06
1930,1.2709360419638216e-07,4.7224200514506265e-06
1931,1.6081552534075172e-07,4.791390480818336e-06
1932,1.3699420930990414e-07,4.594237850596983e-06
1933,1.9156006159093408e-07,4.733942212453712e-06
1934,1.833181748622792e-07,4.778254194093279e-06
1935,1.555876947278989e-07,4.537176678809374e-06
1936,1.4549657834095342e-07,4.58920438717314e-06
1937,1.4353875066319688e-07,4.409409555705679e-06
1938,1.8669909152002617e-07,4.680442565074827e-06
1939,1.6058752638770102e-07,4.5040977454391395e-06
1940,1.5721854085271048e-07,3.8898911824958304e-06
1941,3.099077856560939e-07,3.869419948898667e-06
1942,1.9115534288793867e-07,4.253964760891904e-06
1943,2.5548469428926524e-07,4.421627213702095e-06
1944,1.8636479559575037e-07,4.498460693724837e-06
1945,1.655663024457965e-07,4.374435974341395e-06
1946,1.8654280431462666e-07,4.919718044504862e-06
1947,1.5497132821451487e-07,4.644371166762085e-06
1948,1.5764236893645034e-07,4.966278403628621e-06
1949,1.4431001538195432e-07,4.881016330671173e-06
1950,1.8611882524055545e-07,4.614683483339377e-06
1951,1.7271470653668075e-07,4.555617103108034e-06
1952,1.4868173003890206e-07,4.491031830866632e-06
1953,2.090122475095768e-07,4.6532161661616556e-06
1954,1.6515585476994943e-07,4.783656230245015e-06
1955,1.4735403697230254e-07,4.828895207253936e-06
1956,1.447709490065563e-07,4.649240388232556e-06
1957,1.6433170024754418e-07,4.712609062096362e-06
1958,1.5055483104653433e-07,4.861597460603662e-06
1959,1.8601795304107327e-07,4.825615448567078e-06
1960,1.6333167007775984e-07,4.815515794120984e-06
1961,1.8412622465602269e-07,4.984609581981658e-06
1962,1.3888884398127743e-07,4.87315941199995e-06
1963,1.5065903680167025e-07,4.828202015971783e-06
1964,1.8981980876020543e-07,4.875083668309799e-06
1965,1.4665075670494687e-07,4.896384211861005e-06
1966,1.5287846633071922e-07,4.7918534136215385e-06
1967,1.0846737996672573e-07,4.908148881099805e-06
1968,1.4642015400134767e-07,4.924388171900773e-06
1969,1.8348700825399078e-07,4.971408237963715e-06
1970,1.292241685324491e-07,5.000653388265164e-06
1971,1.8755150177351965e-07,4.724756543339481e-06
1972,1.2671462146229828e-07,4.802843697859771e-06
1973,1.2735500609650785e-07,4.7060708290302955e-06
1974,1.3895161798949118e-07,4.6073430510773505e-06
1975,1.1537190047761214e-07,4.456667987540186e-06
1976,1.3826734579502897e-07,4.639955108132199e-06
1977,1.53384004442092e-07,4.639719392685038e-06
1978,1.5207913484083235e-07,4.536829642631801e-06
1979,1.3576577662099965e-07,4.350942244712996e-06
1980,1.3928618591840802e-07,4.6333977223866896e-06
1981,1.448550888683009e-07,4.577167743491373e-06
1982,1.4463480058068967e-07,4.8219876944699536e-06
1983,1.0925496984892646e-07,4.752906647809141e-06
1984,1.6121243034961097e-07,4.520907221916559e-06
1985,1.3354538586085596e-07,4.557988361852949e-06
1986,1.1569356783702744e-07,4.464692906935852e-06
1987,1.3504905882477658e-07,4.785991848166304e-06
1988,1.3132452536535055e-07,4.225771299104508e-06
1989,1.388494883514113e-07,4.41629179448455e-06
1990,1.482033047395248e-07,4.5550720884079965e-06
1991,1.6587946483070937e-07,4.5291543706582615e-06
1992,1.6089037568889353e-07,4.588681569828168e-06
1993,1.5952916765371583e-07,4.581478599163802e-06
1994,1.5455535029573753e-07,4.573888638503831e-06
1995,1.6538474323368746e-07,4.746813651479442e-06
1996,1.4306086804083407e-07,4.703926840932127e-06
1997,1.246672529653381e-07,4.598783078790802e-06
1998,1.5162651001432437e-07,4.6150723278515215e-06
1999,1.3710602941863215e-07,4.5395807504178265e-06
2000,1.3828438072405191e-07,4.455142985193561e-06
2001,1.5903799188698997e-07,4.315493477236032e-06
2002,1.8313505278921838e-07,4.236641018451337e-06
2003,1.6501014521441704e-07,4.351934180135686e-06
2004,1.4932242076159952e-07,4.3382787353607455e-06
2005,1.5132599084921594e-07,4.29972956084157e-06
2006,1.6512738998386567e-07,4.378964263196394e-06
2007,1.4340181364591587e-07,4.061187439674541e-06
2008,1.8008970226190968e-07,4.0049733129876586e-06
2009,1.8738996199196833e-07,3.93614305949086e-06
2010,1.9603741474583103e-07,3.81682477978984e-06
2011,2.661484601595987e-07,3.7509342121211375e-06
2012,2.6042533352033104e-07,3.3266356567196453e-06
2013,2.8058596573954375e-07,3.241521078223286e-06
2014,2.6743247116822744e-07,3.31053258406655e-06
2015,3.189651867074872e-07,3.1661562225338002e-06
2016,2.730026037733868e-07,3.1306233410077766e-06
2017,2.098019905583115e-07,2.9860305659212827e-06
2018,2.689888269902241e-07,2.8804004799098948e-06
2019,2.9361868286725823e-07,2.7800663531252212e-06
