year,ces_DET oies_NOUN,ces_DET voix_NOUN
1982,8.069752865935698e-09,6.226124966701718e-07
1983,1.7051352996233504e-08,6.441622133479541e-07
1984,7.538710988796993e-09,6.825433160884131e-07
1985,1.0828004715079942e-08,5.829075817587182e-07
1986,1.4386764946028308e-08,6.527994429461614e-07
1987,1.2832715334809564e-08,6.129149525690991e-07
1988,1.2592763165564236e-08,5.88261947598312e-07
1989,1.7013179087754793e-08,6.113768407089992e-07
1990,9.262706268664544e-09,5.770121518366977e-07
1991,7.619904984768056e-09,5.8438808991923e-07
1992,1.2121877501769518e-08,6.226236806128327e-07
1993,1.2186256670432272e-08,6.469794300301146e-07
1994,1.3714809232734382e-08,6.989277920865788e-07
1995,1.6267353131205198e-08,6.572010562422292e-07
1996,1.0676184603042316e-08,6.496458055949006e-07
1997,1.822059936262832e-08,6.784775621326844e-07
1998,1.3350762273489636e-08,7.881717536406541e-07
1999,9.597422329088445e-09,7.294041068917068e-07
2000,1.1928685039741538e-08,7.819915452955684e-07
2001,1.22673927682726e-08,8.214772009296212e-07
2002,1.6210519815373914e-08,8.219171547807491e-07
2003,1.2084076406182476e-08,7.008764484339736e-07
2004,1.8940602419803554e-08,8.175292549594815e-07
2005,1.4862373554080932e-08,9.57046822236407e-07
2006,6.588624035241963e-09,8.202836738746555e-07
2007,1.3581230362547103e-08,8.424357389458237e-07
2008,1.277231942431456e-08,8.131709705594403e-07
2009,2.1933686200625857e-08,8.310959458412981e-07
2010,1.700565521733921e-08,7.917077198271727e-07
2011,2.2179037717506844e-08,7.804726607218981e-07
2012,2.5531894598529448e-08,8.80339754871784e-07
2013,3.1796024591024263e-08,8.54587938192708e-07
2014,2.3819897165822113e-08,8.78954182326197e-07
2015,3.036708307035951e-08,9.659835882303014e-07
2016,2.4856080527158042e-08,9.399741145443841e-07
2017,1.9370207215985147e-08,7.760661162592442e-07
2018,2.4007639431999905e-08,8.81054589285668e-07
2019,2.4744581716973357e-08,9.658039488158465e-07
