year,ces_DET oies_NOUN,ces_DET voix_NOUN
1800,1.6978488659447066e-07,3.144164537616234e-07
1801,1.2620267497709392e-07,2.6193008739738843e-07
1802,8.727576528144709e-08,4.274274658655486e-07
1803,7.411289004721766e-08,4.739324310776283e-07
1804,1.1617699158250616e-07,4.795390822209811e-07
1805,2.2743021688143017e-08,2.8428777198996613e-07
1806,2.305335300434308e-08,4.697120772334529e-07
1807,6.547996900252429e-08,2.7615464048835747e-07
1808,1.3823051503436545e-07,1.6315733120109144e-07
1809,3.6144488291256494e-08,2.2816208922193937e-07
1810,1.6380887757350138e-08,3.2059735310951964e-07
1811,5.515568934910675e-08,2.8580675603961936e-07
1812,2.6672082320544632e-09,2.3204711396829225e-07
1813,2.8757416448144113e-09,2.933256357806613e-07
1814,0.0,5.003216614341e-07
1815,1.8880564667256294e-08,3.6142795423188545e-07
1816,1.622322720606917e-08,5.701305525462885e-07
1817,4.203558356952186e-08,5.558038136399546e-07
1818,2.2650237241350624e-07,4.863840388225071e-07
1819,3.1053151161586356e-09,4.5234087764356445e-07
1820,1.1866481131050932e-08,5.363649435707885e-07
1821,1.9722976807301507e-08,3.776950130429668e-07
1822,4.0102463572111446e-08,3.057812989482045e-07
1823,1.2847493069401139e-08,2.915392514069026e-07
1824,4.210556348027694e-09,4.7410865278152414e-07
1825,6.516027784009282e-08,4.4027216006270464e-07
1826,2.906634755106552e-08,2.862595014363478e-07
1827,1.474763688946723e-08,2.9771791076882437e-07
1828,1.3024667566696735e-07,3.0818930873977024e-07
1829,6.858540846366168e-09,3.249233699875731e-07
1830,6.992679768558219e-08,4.686139192244809e-07
1831,4.365537531469954e-08,5.924658132983041e-07
1832,1.3529969367098715e-09,7.766202649861498e-07
1833,8.108540172635514e-09,7.401938830753352e-07
1834,4.387229601832132e-08,7.168919928801643e-07
1835,6.882410019670715e-08,7.744601973058707e-07
1836,2.9571300075303952e-08,7.789349538711576e-07
1837,2.435261814426326e-08,7.062259541612548e-07
1838,5.680945602826171e-08,7.101182042390519e-07
1839,5.523265411699896e-08,6.725798940010463e-07
1840,1.9109066218270243e-08,6.911111967156103e-07
1841,2.6966304744746594e-08,5.585877360658742e-07
1842,9.391571076378114e-09,6.87597193405054e-07
1843,1.063243981747064e-08,6.934713425721384e-07
1844,1.756339607084101e-08,7.437000633103708e-07
1845,2.2320911785556063e-08,8.236416206841568e-07
1846,2.3418005756781213e-08,7.540597479760436e-07
1847,4.314578827546711e-08,8.057476392764329e-07
1848,4.1835152453373325e-08,5.840830894499049e-07
1849,1.256912218750017e-08,8.153170583113933e-07
1850,2.4440385715251978e-08,6.782206902755661e-07
1851,7.094382636907426e-09,6.056022741063316e-07
1852,3.776116352938175e-08,8.353029983254601e-07
1853,3.5234398509942366e-08,6.915497010595573e-07
1854,4.78001130344019e-08,7.970149091818257e-07
1855,4.2455496895854594e-08,7.663217189701754e-07
1856,3.313401081284084e-08,7.827910124547088e-07
1857,2.3919394687155204e-08,8.747664494990204e-07
1858,1.5170395550878624e-08,7.09093654904791e-07
1859,2.2405563404603868e-08,7.979435494576137e-07
1860,2.1512764458719857e-08,9.136059162528909e-07
1861,1.4147891413962554e-08,8.861295981432704e-07
1862,2.48489247234307e-08,8.977238508123264e-07
1863,1.548332484446746e-08,8.545796106318448e-07
1864,1.7261020501813107e-08,7.757869866509282e-07
1865,1.6473956032658776e-08,7.775706833967888e-07
1866,2.8707117127879656e-08,7.600087386094856e-07
1867,2.135237053835226e-08,6.96863729388042e-07
1868,3.062721931623713e-08,7.622225766112933e-07
1869,2.5882651910613674e-08,8.42895410357869e-07
1870,1.834895568819661e-08,7.001273445439438e-07
1871,1.0621176826930423e-08,6.999356045866989e-07
1872,1.5118347462816928e-08,7.885730326506746e-07
1873,2.2148216927142528e-08,6.321220737959266e-07
1874,2.8080662239915455e-08,5.992532905452208e-07
1875,1.4303817685856757e-08,5.996160652443905e-07
1876,1.8138044621807126e-08,6.215303365308955e-07
1877,1.1751150386096754e-08,6.896069955075745e-07
1878,1.932508364443919e-08,6.20818305208104e-07
1879,2.5659166347224982e-08,5.66945377755701e-07
1880,2.695495404658743e-08,5.910836478051351e-07
1881,1.4642266288333872e-08,5.891768708465861e-07
1882,1.7304001120876933e-08,5.816806556424581e-07
1883,2.4013488364449387e-08,5.491505703503208e-07
1884,3.1027976632458376e-08,5.703866285955428e-07
1885,1.5469525438405185e-08,5.266084457389297e-07
1886,2.2587123282846733e-08,6.369569049979873e-07
1887,3.852065377785152e-08,4.896693361899906e-07
1888,3.360525724360741e-08,6.207461638041423e-07
1889,2.255449160770695e-08,5.701274474745333e-07
1890,1.7696843102044113e-08,5.381151204630896e-07
1891,4.0157585701194876e-08,5.596565344490045e-07
1892,3.259626435436758e-08,6.042845726028645e-07
1893,2.0322774685332945e-08,4.5079608312903474e-07
1894,1.260307880279754e-08,5.992763760787057e-07
1895,9.629782971032341e-09,5.75379523581887e-07
1896,2.9485144881213898e-08,5.543207066693867e-07
1897,7.57472740087195e-09,5.22656208090666e-07
1898,2.602843285348655e-08,5.109494587429708e-07
1899,1.0502398950507086e-08,5.958729794031115e-07
1900,1.661137050135153e-08,6.047576874834704e-07
1901,2.235495566438317e-09,4.4318700886947227e-07
1902,1.8659078726557254e-08,4.4929097242629723e-07
1903,9.720396265677778e-09,5.141009680187381e-07
1904,2.2573425795258117e-08,5.17038941438841e-07
1905,9.289366220688322e-09,4.814988230350536e-07
1906,6.687439879637935e-09,5.036156736082376e-07
1907,2.571421719999023e-08,4.808558493607507e-07
1908,1.4243027868232616e-08,5.083287675233805e-07
1909,1.8153245739949142e-08,6.689196254683338e-07
1910,1.0688301244066167e-08,6.247311929996613e-07
1911,1.4897047262429908e-08,5.937537252975744e-07
1912,2.865181703004538e-08,6.027300187838591e-07
1913,2.1742258216050914e-08,6.315860758832059e-07
1914,1.339348720819089e-08,7.031580793182002e-07
1915,1.4136914638918086e-08,6.455857501919127e-07
1916,1.4283700444650549e-08,7.976897506978275e-07
1917,1.754627876326964e-08,8.027422815359841e-07
1918,1.378365155346728e-08,6.983716929198636e-07
1919,1.2890988054792274e-08,7.264992447630902e-07
1920,2.8774480576032602e-08,6.762003010862827e-07
1921,1.5902769490150348e-08,7.080519068836111e-07
1922,2.1396013683006032e-08,6.315512735000084e-07
1923,1.4862327812892318e-08,6.942830061973382e-07
1924,1.8048273875415077e-08,6.471595455082024e-07
1925,1.319781373076978e-08,6.862863060064228e-07
1926,2.1177663178661987e-08,5.327854140091404e-07
1927,1.6723837870102898e-08,6.64493811086686e-07
1928,1.3711249469139375e-08,6.638529796987314e-07
1929,1.559656914729146e-08,6.283189364353348e-07
1930,1.6805765667982087e-08,5.199283705792368e-07
1931,1.4826963656844327e-08,4.961330049013668e-07
1932,1.4247397928102146e-08,5.39209203509472e-07
1933,2.5235457501437963e-08,4.886502225076583e-07
1934,3.5944740517379614e-09,4.361295182775393e-07
1935,1.4361940969820353e-08,5.050615783375179e-07
1936,1.9399543305098632e-08,4.946883542800151e-07
1937,5.036447148221157e-09,4.205433512538548e-07
1938,9.075649898271365e-09,5.57504236553541e-07
1939,1.3764645423464117e-08,4.86350813844183e-07
1940,1.2678914584896006e-08,4.0572525605853116e-07
1941,2.066051907334554e-08,5.873490067642706e-07
1942,6.068423541449874e-09,5.097475792581463e-07
1943,2.3225881884414434e-08,6.183890981503737e-07
1944,0.0,6.779822641078681e-07
1945,1.3071024262956144e-08,6.88407261861812e-07
1946,1.1136883415474585e-08,7.071921146462046e-07
1947,1.549713202209091e-08,6.711450311058798e-07
1948,1.087188805648509e-08,6.175232556415722e-07
1949,8.835307596655184e-09,4.947772254126903e-07
1950,1.0635361258337639e-08,5.71118881964594e-07
1951,1.4925962243950153e-08,5.074827100770563e-07
1952,1.2653764258629963e-08,4.924423322449911e-07
1953,1.0773827607835074e-08,3.7385182238836023e-07
1954,1.563605800392054e-08,6.352148602672969e-07
1955,1.1262729415761896e-08,4.608333483702154e-07
1956,1.5698054856017052e-08,4.918723810476422e-07
1957,2.0320586824329467e-08,4.779755471417957e-07
1958,2.0680608225909225e-08,4.913712459142516e-07
1959,2.712761748568937e-08,3.921878288792868e-07
1960,1.3841666590685975e-08,5.598954189167671e-07
1961,2.779263619245853e-08,5.148586126324517e-07
1962,1.331810878246742e-08,5.568237639863582e-07
1963,1.422531736849919e-08,5.9940315111362e-07
1964,9.734349160073208e-09,4.98277010763104e-07
1965,1.1491290807796872e-08,5.86055854512324e-07
1966,8.862519607077957e-09,4.990706230501019e-07
1967,1.3311906243984595e-08,5.941054368463483e-07
1968,1.4372530499073832e-08,6.485604231443176e-07
1969,1.6804503566447693e-08,5.441025905383867e-07
1970,1.5175792178467873e-08,5.725412677293207e-07
1971,1.798439097644433e-08,5.323379923538596e-07
1972,1.3851396252206882e-08,6.130525633807338e-07
1973,1.2129047988196362e-08,5.209977445019831e-07
1974,1.5751600079827455e-08,4.787361547187174e-07
1975,8.567220266542108e-09,4.249341216677749e-07
1976,7.998937512354587e-09,4.953627801285165e-07
1977,8.815172591880582e-09,4.960003892051645e-07
1978,1.425741957827853e-08,6.017818989789703e-07
1979,1.1703946700691858e-08,5.705674155365159e-07
1980,9.66475621755336e-09,5.724946703367095e-07
1981,9.48832451497239e-09,5.775226910031961e-07
