year,dernières_ADJ îles_NOUN,dernières_ADJ iles_NOUN,dernières_ADJ villes_NOUN
1832,4.058990654698391e-08,0.0,3.92369123858316e-08
1833,1.1351956175076339e-07,8.108539617524002e-09,1.0077756940063409e-07
1834,6.440826183506942e-08,0.0,1.101474680353931e-07
1835,3.327758690829796e-08,2.2689263801112247e-09,6.352993864311429e-08
1836,3.293167694096155e-08,6.720750067579218e-10,9.005805168271763e-08
1837,5.218418053232199e-08,2.087367279024477e-09,1.0367257630150561e-07
1838,3.471689069556305e-08,1.8936485712828244e-09,1.3508027052466787e-07
1839,3.635567225046543e-08,2.0974426639952526e-09,1.1186359927251033e-07
1840,2.5478755105723394e-08,1.2739377330817092e-09,1.4650284185790952e-07
1841,2.118781061710706e-08,6.420548537278137e-10,1.1428576129901558e-07
1842,4.628702754416736e-08,6.708265054555795e-09,1.0666141747606162e-07
1843,4.134837894298471e-08,4.7255288571079745e-09,9.982679927134086e-08
1844,2.6893950177964143e-08,1.6465683816413446e-09,1.2678576410962705e-07
1845,1.5066614622583074e-08,1.1160455892778032e-09,1.0379223880363497e-07
1846,3.805426018743674e-08,1.7563503984519002e-09,9.894107222407911e-08
1847,4.7460368080010085e-08,2.1572894581822766e-09,1.493922923145874e-07
1848,4.103063133698015e-08,8.045221711050488e-10,7.240699773092274e-08
1849,1.4245005175439474e-08,3.3517659758786067e-09,6.452149392544015e-08
1850,1.3577992064028876e-08,1.3577992064028876e-09,1.1201843364005981e-07
1851,2.257303499675345e-08,2.579775504329973e-09,9.158203084780325e-08
1852,1.3021090872200602e-08,1.3021090872200602e-09,1.5885730419995525e-07
1853,2.448492075757258e-08,4.180352286553557e-09,9.137055911878633e-08
1854,3.221311928314208e-08,2.0782657816909023e-09,9.819805768529477e-08
1855,3.131092896069276e-08,1.0613874223963649e-09,1.0879220724291372e-07
1856,2.2261913201759853e-08,1.0354378465748937e-09,9.318940641378504e-08
1857,2.2943092758964667e-08,9.763018171682347e-10,7.175818694804548e-08
1858,8.31924928945682e-09,3.9149408159744326e-09,4.991549573674092e-08
1859,2.3933214521321133e-08,0.0,9.114990007219603e-08
1860,2.9751696217772405e-08,4.577183909670879e-10,9.703629899604493e-08
1861,2.169343282787395e-08,9.431927461278633e-10,1.1035355385047296e-07
1862,2.710791768834042e-08,1.8071945329101169e-09,1.0436548336656415e-07
1863,1.897955925755923e-08,1.9978483312144135e-09,1.00891341503484e-07
1864,1.342523781033833e-08,0.0,1.006892844657159e-07
1865,2.447559133145205e-08,9.41368871743009e-10,9.601962602800995e-08
1866,1.9949013108089275e-08,4.865612912574591e-10,1.0363755365006e-07
1867,1.552899675516528e-08,5.82337378318698e-09,7.618913855367282e-08
1868,1.975949714960734e-08,9.87974813071446e-10,6.81702587712607e-08
1869,2.0999133099053324e-08,4.883519144627257e-10,9.083345275939791e-08
1870,1.4335121534259088e-08,1.7202146374017957e-09,9.17447806614291e-08
1871,1.6993883633631413e-08,3.18635318130589e-09,6.797553453452565e-08
1872,2.9027228620748247e-08,6.047339295989218e-10,6.893966997267853e-08
1873,1.97538145840781e-08,1.1972008939764578e-09,9.038866721766681e-08
1874,1.7326366119618797e-08,4.182226565063729e-09,1.0634803970788198e-07
1875,2.803548326824057e-08,1.1443054281912168e-09,9.841026837875688e-08
1876,2.7811667635546655e-08,1.209202959984168e-09,9.189942318243993e-08
1877,3.0924081073635534e-08,3.092407996341251e-09,9.462768701951063e-08
1878,2.717589886458427e-08,1.2078177347163432e-09,9.66254205536643e-08
1879,9.774920428640144e-09,6.10932526790009e-10,9.530547373515219e-08
1880,2.8238524407697696e-08,1.2835692508872398e-09,7.829772386003242e-08
1881,2.7890029841159958e-08,1.3945015142624584e-09,1.0737661426674094e-07
1882,3.527354053289855e-08,1.9966155395678697e-09,9.916524135178406e-08
1883,2.5277355764075082e-09,0.0,1.1690777057538071e-07
1884,5.149323811792783e-08,1.9805090900604227e-09,9.440426396167823e-08
1885,3.996294140051759e-08,1.2891271383708158e-09,8.121500627567002e-08
1886,2.0651084398082276e-08,1.9360391623202133e-09,1.2455184617010673e-07
1887,2.4809914123125054e-08,1.9586774424595887e-09,9.597518868531552e-08
1888,1.7119660356001987e-08,1.268122939990235e-09,7.672143453874014e-08
1889,1.7542383545787743e-08,1.8795409673089125e-09,1.0838686392844465e-07
1890,3.211649257650606e-08,1.3108772956016423e-09,9.438316794785351e-08
1891,1.784781566982474e-08,1.9122659011827636e-09,6.246735750892185e-08
1892,1.002961980134387e-08,0.0,1.0217674883961081e-07
1893,1.7859408174558666e-08,2.4633666773077323e-09,7.328515749804865e-08
1894,1.827446460822557e-08,6.301539290376468e-10,8.633109160882668e-08
1895,2.5880042997528108e-08,3.611168697403855e-09,8.245501703640912e-08
1896,1.1204354777305525e-08,2.358811590497112e-09,8.727602818225932e-08
1897,1.5732126712464378e-08,5.826713556089658e-10,9.206207352008278e-08
1898,1.3014216371232123e-08,0.0,8.430949094417883e-08
1899,1.7688250864011934e-08,2.7637891975018647e-09,7.020024384019052e-08
1900,1.9206897405865675e-08,4.15284251431558e-09,8.357595504548954e-08
1901,9.500856101851696e-09,1.1177477832191585e-09,5.6446264551368586e-08
1902,2.1114219705964388e-08,4.910283846193408e-10,4.4192553616539954e-08
1903,1.2420506401156217e-08,0.0,6.858279988364302e-08
1904,8.061937784020756e-09,1.6123875568041512e-09,6.342057901065346e-08
1905,1.0837593933388234e-08,0.0,4.489860216949637e-08
1906,1.594697174311932e-08,0.0,4.629766081620801e-08
1907,1.7999951751335175e-08,3.599990305858114e-09,7.817121883135769e-08
1908,1.3260750719723546e-08,9.822778146428846e-10,6.630375537497457e-08
1909,9.901770070541716e-09,0.0,6.656190265630357e-08
1910,3.206490406526541e-09,5.344150677544235e-10,7.32148635051999e-08
1911,7.448523575703803e-09,5.320374141248863e-10,5.7460042057755345e-08
1912,3.125652625612929e-09,0.0,5.62617508137464e-08
1913,9.545381374209683e-09,0.0,5.46207949980726e-08
1914,5.357394972094198e-09,6.696743715117748e-10,5.826166926681253e-08
1915,1.0602685840410686e-08,0.0,7.421880354741006e-08
1916,5.493730803607377e-09,0.0,5.383856560570166e-08
1917,1.315970976634162e-08,0.0,8.444146715191891e-08
1918,8.040463406189247e-09,1.1486376294556067e-09,6.432370724951397e-08
1919,2.301962176431971e-08,9.207848372660976e-10,7.366278964582307e-08
1920,2.2716695191604686e-09,0.0,5.6034515694136644e-08
1921,1.1359120755116692e-08,7.572747429129834e-10,5.755288157160976e-08
1922,1.2542490601674672e-08,0.0,5.4596721810185045e-08
1923,4.246379248229459e-09,0.0,6.688047449188161e-08
1924,1.804827398643738e-08,0.0,4.512068585427187e-08
1925,8.798542339150117e-09,0.0,5.0591619782380803e-08
1926,1.2260752413340015e-08,0.0,3.232380052509143e-08
1927,6.689535148041159e-09,0.0,5.797597069090443e-08
1928,5.713020723163709e-09,2.2852082448565625e-09,3.5420729460611255e-08
1929,5.570202965543558e-09,2.2280812750352652e-09,5.570203143179242e-08
1930,2.2057568216382606e-08,2.100720708497761e-09,6.617270287279098e-08
1931,3.4216069977333063e-09,0.0,7.413481739604322e-08
1932,2.301502632917618e-08,0.0,5.698959171240858e-08
1933,2.064719240024715e-08,3.4411986593596566e-09,3.211785326584504e-08
1934,2.2765002327673756e-08,1.1981580172459871e-09,5.511526879331541e-08
1935,1.4361940969820353e-08,0.0,4.4282650435434334e-08
1936,2.0612015205756506e-08,0.0,6.547345776652946e-08
1937,7.554670666820584e-09,0.0,1.057653946645587e-07
1938,1.9447821131279852e-08,0.0,4.148868626430158e-08
1939,7.647025235257843e-09,0.0,3.976452944698394e-08
1940,1.2678914806940611e-08,0.0,8.621661606866837e-08
1941,1.4757512545315876e-08,0.0,6.493305448884712e-08
1942,9.102635090130207e-09,0.0,4.247896612241675e-08
1943,1.4516175816936538e-08,0.0,6.096794180621146e-08
1944,2.5705489292704442e-08,3.2131861615880553e-09,5.1410978585408884e-08
1945,1.089252066321933e-08,4.357008087652048e-09,4.574858536443571e-08
1946,1.3921104269343232e-08,0.0,4.872386583087973e-08
1947,1.4305045148432782e-08,2.3841741914054637e-09,5.1259746669529704e-08
1948,1.4133454406817236e-08,1.0871887834440486e-09,3.8051606310318675e-08
1949,1.3743811422273211e-08,0.0,5.2030145525350235e-08
1950,2.1270722960764488e-09,1.0635361480382244e-09,5.104973510583477e-08
1951,2.2388944032059044e-08,1.0661401761424827e-09,5.224086763178093e-08
1952,5.272402070488624e-09,0.0,4.323369751091377e-08
1953,1.4005975934594517e-08,1.0773827385790469e-09,4.201792691560513e-08
1954,1.4658803948464083e-08,9.772536113672459e-10,3.127211556375187e-08
1955,4.6928039232341234e-09,0.0,3.754243138587299e-08
1956,5.232684952005684e-09,1.744228317335228e-09,4.273359266449006e-08
1957,1.0602045463770082e-08,0.0,4.50586910005768e-08
1958,6.617794756635931e-09,0.0,4.053399393910695e-08
1959,1.8601795659378695e-08,7.750747821333448e-10,4.80546376024904e-08
1960,5.536666680683311e-09,0.0,5.813500081330858e-08
1961,1.737039845295385e-08,6.948159270159238e-10,5.072156383789661e-08
1962,1.0781326054143392e-08,6.341956404476434e-10,4.312530421657357e-08
1963,1.8104948651398445e-08,1.9398159745165344e-09,5.754787224532265e-08
1964,6.083968440151466e-09,1.825190498738749e-09,4.806334885643082e-08
1965,6.5664522708175355e-09,1.0944086747954884e-09,6.128688312401209e-08
1966,7.754704434148607e-09,0.0,4.597432123887302e-08
1967,8.381570104631919e-09,2.9582012395223956e-09,4.683818843886911e-08
1968,8.982831367632116e-09,2.245707925174756e-09,5.2549566476045584e-08
1969,1.0446043141598693e-08,1.3625273131978588e-09,6.131372742856911e-08
1970,7.817832603507213e-09,4.5987250119061684e-10,4.046878032681889e-08
1971,4.1107179882260425e-09,0.0,5.087013477123037e-08
1972,9.747279428040656e-09,1.5390440033513642e-09,5.591860130493842e-08
1973,2.7566018356850464e-09,1.102640756478479e-09,3.6387145740945925e-08
1974,1.1251143128276908e-08,2.2502286700643026e-09,7.594521633791373e-08
1975,3.4268881066168433e-09,0.0,4.512069295969923e-08
1976,7.427584769459372e-09,1.7140580066410394e-09,5.256444879364608e-08
1977,8.815172591880582e-09,0.0,5.406639402849578e-08
1978,1.544553818177974e-08,5.940591352171509e-10,5.4653440884067095e-08
1979,8.192762912528906e-09,1.1703946700691858e-09,4.8571379807071935e-08
1980,6.822181042309694e-09,5.685150683554241e-10,3.6953480275769834e-08
1981,1.3283654176632353e-08,0.0,3.795329561739891e-08
1982,8.069752865935698e-09,1.2415004579935385e-09,3.47620137119975e-08
1983,6.946847541655643e-09,0.0,4.4207212113178684e-08
1984,9.278413592994639e-09,0.0,3.3054348591576854e-08
1985,1.2031115659283387e-08,6.015558051686298e-10,3.789801539255677e-08
1986,7.1933827783254856e-09,0.0,2.937297871596911e-08
1987,1.588812459374367e-08,6.110816852533674e-10,4.766437200487417e-08
1988,6.596209356501959e-09,0.0,4.4374498742172364e-08
1989,1.1525056464734007e-08,0.0,3.84168536982088e-08
1990,7.083246433836621e-09,0.0,4.90378582185258e-08
1991,3.5168792322792797e-09,0.0,3.57549367890897e-08
1992,7.713921945651236e-09,0.0,3.691662442406596e-08
1993,1.0524494165053966e-08,0.0,3.655877023334142e-08
1994,3.164955852952289e-09,0.0,3.797947201178431e-08
1995,4.880205572987961e-09,0.0,3.416144167545099e-08
1996,9.074756945892659e-09,0.0,4.911044726441105e-08
1997,1.2946214766884623e-08,4.79489448146353e-10,2.972834600711849e-08
1998,9.059445638115449e-09,0.0,3.2900093316357015e-08
1999,5.0272213059088244e-09,0.0,2.9249287436527993e-08
2000,9.719669513685858e-09,0.0,3.534425019324772e-08
2001,1.095302959441824e-08,0.0,3.066848108801423e-08
2002,1.4019908789464353e-08,0.0,3.24210382984802e-08
2003,9.167230530238157e-09,0.0,3.9169076870848585e-08
2004,7.047666006343434e-09,0.0,4.757174565384048e-08
2005,7.656374201303606e-09,0.0,3.0175122844866564e-08
2006,7.000412693969338e-09,0.0,2.9648807853277503e-08
2007,8.787854888225866e-09,3.994479469415779e-10,2.995859560428471e-08
2008,8.51487946817997e-09,0.0,3.916844448781376e-08
2009,1.2397300963584712e-08,0.0,2.9562793102400065e-08
2010,7.085689368580006e-09,0.0,2.739800031292816e-08
2011,8.030340836739924e-09,0.0,2.8679789210173112e-08
2012,1.2595735121578855e-08,6.808505426114664e-10,2.6893596682953103e-08
2013,1.0319762822064149e-08,2.789125042035323e-10,2.621777461797592e-08
2014,1.1260315346817151e-08,0.0,2.425298539776577e-08
2015,1.573768493301486e-08,0.0,2.571227497583095e-08
2016,1.118523584864306e-08,4.1426800878596737e-10,3.1070101158547914e-08
2017,7.043711836018929e-09,0.0,1.4338984222206363e-08
2018,9.809573597863164e-09,0.0,1.8070267060465994e-08
2019,1.3775333762566788e-08,0.0,2.9081260066732284e-08
