year,cents_ADJ îles_NOUN,cents_ADJ villes_NOUN
1964,0.0,2.251068309533366e-08
1965,5.472043373977442e-10,2.0793764932136583e-08
1966,1.1078149508847446e-09,2.99110034518435e-08
1967,0.0,1.873527466500491e-08
1968,0.0,2.4253646202510026e-08
1969,9.083515606356229e-10,9.991866889436096e-09
1970,4.5987250119061684e-10,2.5292987260172595e-08
1971,5.138397485282553e-10,1.644287195290417e-08
1972,0.0,2.975485102751918e-08
1973,0.0,1.598829157956061e-08
1974,0.0,1.0688586016271984e-08
1975,1.1422960355389478e-09,1.8276736568623164e-08
1976,5.713526873840635e-10,1.2569759455516305e-08
1977,0.0,2.1744092748576804e-08
1978,1.7821774056514528e-09,2.1386128423728223e-08
1979,1.1703946700691858e-09,1.345953837272873e-08
1980,5.685150683554241e-10,2.1603572264439208e-08
1981,0.0,1.5813874654213578e-08
1982,0.0,1.8001756529884005e-08
1983,0.0,1.7682884490000106e-08
1984,5.799008495621649e-10,1.8556827185989277e-08
1985,1.2031116103372597e-09,1.5038894574104233e-08
1986,1.1988970927134801e-09,1.9182353483415682e-08
1987,0.0,1.3443797186596385e-08
1988,5.996553809062277e-10,1.199310784016916e-08
1989,2.7440609784434855e-09,1.2073869015694072e-08
1990,2.724325431913144e-09,1.471135746555774e-08
1991,1.7584396161396398e-09,2.2859714121636898e-08
1992,5.509944167592096e-10,2.0386792698445788e-08
1993,5.539207426075166e-10,2.1602909683338112e-08
1994,1.0549853213248639e-09,1.5824779708850656e-08
1995,0.0,2.4943274112843028e-08
1996,0.0,1.7615704450690828e-08
1997,1.917957792585412e-09,1.6302641014931396e-08
1998,9.536258449571733e-10,1.3350762273489636e-08
1999,2.285100553223174e-09,1.6452723627935484e-08
2000,4.4180314962005696e-10,1.1045078629479121e-08
2001,0.0,1.664860427297299e-08
2002,3.9430991805033955e-09,1.5772396722013582e-08
2003,4.1669229178253886e-10,2.2084691408963408e-08
2004,0.0,1.0571499231559756e-08
2005,1.3511248786457486e-09,2.522099862289906e-08
2006,1.2353669198716943e-09,1.4000825387938676e-08
2007,3.994479469415779e-10,1.757570977645173e-08
2008,4.257439678578834e-10,1.830699147831183e-08
2009,4.76819250749827e-10,1.8119131084404216e-08
2010,0.0,9.447585824773341e-09
2011,1.1471915639660324e-09,1.2619107536693264e-08
2012,1.7021263287730903e-09,1.6340413466764403e-08
2013,0.0,1.1156499724052082e-08
2014,1.5158115873603606e-09,1.9272462736807938e-08
2015,1.5516027351836215e-09,1.906254887273917e-08
2016,6.214020409345267e-10,2.4856079861024227e-08
2017,2.515611330355938e-10,8.553078245654433e-09
2018,0.0,1.4456214003644163e-08
2019,2.55098775436835e-10,1.9642605764147447e-08
