year,seuls_ADJ yeux_NOUN
1890,1.1142456735058204e-08
1891,1.0198752065093686e-08
1892,1.3163876211308434e-08
1893,1.1085149687062312e-08
1894,1.0082462864602348e-08
1895,1.745398137131815e-08
1896,3.2433661090180976e-08
1897,1.1653426668090106e-08
1898,1.584339415217073e-08
1899,1.326618814800895e-08
1900,9.863001082521805e-09
1901,1.5648469187112823e-08
1902,8.838511256215043e-09
1903,8.640352433531007e-09
1904,1.1286712897629059e-08
1905,1.7030505006232488e-08
1906,1.3374879870298173e-08
1907,1.131425531042396e-08
1908,1.817213934884876e-08
1909,1.7053048750881317e-08
1910,1.8170112525695004e-08
1911,2.8197982615552064e-08
1912,1.40654377034366e-08
1913,3.075734156254839e-08
1914,1.0045115850232378e-08
1915,2.0027295377644805e-08
1916,7.69122365795738e-09
1917,3.070598708632133e-08
1918,1.9526840588923733e-08
1919,2.3940405213807026e-08
1920,2.0445025228355007e-08
1921,1.5145495524393482e-08
1922,2.951174238319254e-08
1923,3.1847843473542525e-08
1924,3.2229060309418855e-08
1925,2.639562701745035e-08
1926,4.346993875969929e-08
1927,2.2298449309232637e-08
1928,3.5420729460611255e-08
1929,2.4508894469477127e-08
1930,2.10072066408884e-08
1931,2.8513390759599133e-08
1932,2.301502632917618e-08
1933,2.523545639121494e-08
1934,2.3963160344919743e-08
1935,1.9149254626427137e-08
1936,2.5461901032031165e-08
1937,4.0291578073947676e-08
1938,1.4261735792331365e-08
1939,2.9058696782158222e-08
1940,2.028626333583361e-08
1941,2.6563522936839945e-08
1942,4.8547388331598995e-08
1943,4.645176332473966e-08
1944,2.8918675454292497e-08
1945,2.832055301382752e-08
1946,4.037120149291695e-08
1947,3.457052599742383e-08
1948,3.913879709216417e-08
1949,4.0249734212238764e-08
1950,4.0414374069541736e-08
1951,3.0918066329377325e-08
1952,4.5342655852209646e-08
1953,3.663101466599983e-08
1954,2.8340354063516315e-08
1955,2.440258128899586e-08
1956,3.401245152190313e-08
1957,1.1485549400447326e-08
1958,1.7371711180658167e-08
1959,1.6276571201956358e-08
1960,2.629916728835724e-08
1961,2.153929301584867e-08
1962,2.0928455413127267e-08
1963,3.0390449268224984e-08
1964,2.981144575642247e-08
1965,2.6265809083270142e-08
1966,1.0524241922382771e-08
1967,2.1200442290592036e-08
1968,2.380450325745187e-08
1969,2.043791091921321e-08
1970,2.851209579546321e-08
1971,2.6205826841874114e-08
1972,2.1033601527165047e-08
1973,2.1501493918663073e-08
1974,2.6440186928766707e-08
1975,2.056132863970106e-08
1976,2.4568166168137395e-08
1977,2.4682483612537e-08
1978,1.3663360221016774e-08
1979,1.8141117053005473e-08
1980,1.762396628635088e-08
1981,2.783241725978769e-08
1982,2.5450759721934446e-08
1983,2.1472073896688926e-08
1984,2.7835241667162336e-08
1985,2.5866899733273385e-08
1986,1.8582904104391673e-08
1987,2.0776777631681398e-08
1988,2.6984492862425213e-08
1989,2.1952487827547884e-08
1990,2.7788120249283565e-08
1991,2.5204300868608698e-08
1992,2.5345743281945943e-08
1993,2.1048988330107932e-08
1994,2.3737170451454404e-08
1995,2.331653803366862e-08
1996,3.202855225481471e-08
1997,2.924885578181602e-08
1998,2.1456582288692516e-08
1999,2.6050146928469076e-08
2000,2.6066386382694873e-08
2001,2.4534786646768225e-08
2002,3.417352800738627e-08
2003,2.2918076325595393e-08
2004,3.303593487657963e-08
2005,3.0175122844866564e-08
2006,2.594270576139479e-08
2007,3.674920989737984e-08
2008,3.15050527888161e-08
2009,3.4330987830344384e-08
2010,4.156937905008817e-08
2011,2.2179037273417634e-08
2012,2.7574447614142628e-08
2013,3.5979713430833726e-08
2014,4.309235990263005e-08
2015,3.3913604369217865e-08
2016,3.355570754592918e-08
2017,3.3960752432449226e-08
2018,2.710540059069899e-08
2019,3.3673039467885246e-08
