year,derniers_ADJ airs_NOUN,derniers_ADJ verres_NOUN
1882,7.320923423037584e-09,1.4641846846075168e-08
1883,6.319338941018771e-10,1.516641390253426e-08
1884,6.601696966868076e-10,4.621187876807653e-09
1885,0.0,0.0
1886,1.2906927748801422e-09,9.680196200179125e-09
1887,1.3057849246322917e-09,4.570247291724172e-09
1888,3.1703073499755874e-09,5.706553452000662e-09
1889,5.012109394186837e-09,1.3156786771162388e-08
1890,6.554386478008212e-10,7.209825181320184e-09
1891,6.374220040683554e-10,5.099376032546843e-09
1892,0.0,6.8953633913793055e-09
1893,0.0,6.158416554491453e-10
1894,6.301539290376468e-10,8.822155450616265e-09
1895,4.213029924926559e-09,3.611168697403855e-09
1896,7.66613794667137e-09,9.435246361988447e-09
1897,1.7480140668268973e-09,8.740070001067579e-09
1898,3.960848538042683e-09,5.092519295146758e-09
1899,1.1055156790007459e-09,1.6582735185011188e-09
1900,1.038210628578895e-09,3.114631885736685e-09
1901,0.0,5.588738916095792e-10
1902,4.910283846193408e-10,7.856454153909453e-09
1903,0.0,3.2401321625741275e-09
1904,5.374625189347171e-10,3.7622376325430196e-09
1905,5.160759042333041e-10,6.708986699521802e-09
1906,1.0288369045596824e-09,4.115347618238729e-09
1907,2.057137349353866e-09,3.0857059130084963e-09
1908,9.822778146428846e-10,5.893666887857307e-09
1909,5.500983557560346e-10,1.6502950117569526e-09
1910,1.068830135508847e-09,5.34415089958884e-09
1911,1.5961122423746588e-09,4.25629931299909e-09
1912,0.0,7.293189607793238e-09
1913,0.0,2.6514948014977335e-09
1914,1.3393487430235496e-09,6.027069510139427e-09
1915,3.534228465440492e-09,5.890381071793627e-09
1916,3.2962386153911893e-09,3.2962386153911893e-09
1917,2.1932848870420685e-09,1.0966424435210342e-09
1918,9.189101035644853e-09,4.594550517822427e-09
1919,1.8415696745321952e-09,6.4454939163738345e-09
1920,0.0,1.514446346106979e-09
1921,3.0290989716519334e-09,3.7863738810983705e-09
1922,6.640141769764796e-09,1.4755870969551665e-09
1923,5.307974060286824e-09,2.1231896241147297e-09
1924,3.867487219366694e-09,1.289162443462999e-09
1925,8.798542339150117e-09,0.0
1926,5.57306911730393e-09,1.1146138456652466e-09
1927,5.574612327308159e-09,2.2298449753321847e-09
1928,0.0,2.2852082448565625e-09
1929,2.2280812750352652e-09,2.2280812750352652e-09
1930,3.1510811737689437e-09,4.201441416995522e-09
1931,4.5621426636444085e-09,6.843213995466613e-09
1932,4.383814644626227e-09,3.287861094491973e-09
1933,1.0323596200123575e-08,2.2941324395731044e-09
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,1.196828414151696e-09,0.0
1936,1.576212937948185e-08,0.0
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,3.8895642262559704e-09
1939,1.5294050470515685e-09,1.2235240376412548e-08
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,6.535512131478072e-09
1946,1.1136883415474585e-08,5.568441707737293e-09
1947,1.1920870957027319e-09,2.3841741914054637e-09
1948,8.697510267552389e-09,4.348755133776194e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,3.190608444114673e-09,4.2541445921528975e-09
1951,8.529121409139861e-09,3.1984206394497505e-09
1952,4.2179215675730575e-09,4.2179215675730575e-09
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,2.9317608341017376e-09,0.0
1955,2.815682353940474e-09,4.6928039232341234e-09
1956,4.360570571293465e-09,1.744228317335228e-09
1957,4.417518795207798e-09,3.534015080575159e-09
1958,5.790570245522986e-09,1.0753916868111446e-08
1959,1.5501495642666896e-09,7.750747821333448e-10
1960,2.076250060767393e-09,4.844583401109048e-09
1961,4.16889545107324e-09,2.779263708063695e-09
1962,1.2683912808952869e-09,8.8787386332001e-09
1963,3.879631726988464e-09,1.0345685197421517e-08
1964,1.8251904432275978e-09,1.9468698653213323e-08
1965,6.0192477668863376e-09,3.830430195250756e-09
1966,3.8773522170743036e-09,3.3234448526542337e-09
1967,4.437302081328198e-09,6.902469706915326e-09
1968,3.1439910674890825e-09,9.431973424511852e-09
1969,2.2708788183223305e-09,4.995933444718048e-09
1970,4.598724956395017e-09,5.058597540852361e-09
1971,5.138397263237948e-09,1.541519245584766e-09
1972,3.5911027485013847e-09,3.0780880067027283e-09
1973,3.859242703185828e-09,6.615844760915479e-09
1974,5.06301445213353e-09,5.06301445213353e-09
1975,2.2845920710778955e-09,6.8537762132336866e-09
1976,1.142705374768127e-09,3.9994687561772935e-09
1977,5.876781727920388e-09,2.3507127355770763e-09
1978,2.970295565063452e-09,3.5643548113029055e-09
1979,1.1703946700691858e-09,1.1703946700691858e-09
1980,2.8425752862659692e-09,2.2740602734216964e-09
1981,2.5302198114474095e-09,3.1627747087981106e-09
1982,1.8622506869903077e-09,8.069752865935698e-09
1983,6.315316269933646e-09,1.0736036948344463e-08
1984,7.538710988796993e-09,8.118611560803402e-09
1985,5.414002135495366e-09,6.015557829641693e-09
1986,7.792831269171074e-09,8.392279760016663e-09
1987,3.0554083707556856e-09,5.49973533381376e-09
1988,3.597932174415064e-09,7.795519785247507e-09
1989,3.2928733073589456e-09,6.036934507847036e-09
1990,2.724325431913144e-09,1.089730194969718e-09
1991,9.96449056600568e-09,4.10302547493302e-09
1992,3.856960972825618e-09,6.060938417817852e-09
1993,2.7696036575264316e-09,2.2156829704300662e-09
1994,4.747434001473039e-09,6.329911705904578e-09
1995,3.253470381991974e-09,5.4224509327127635e-09
1996,6.4057106285986265e-09,4.270473752399084e-09
1997,4.794894259418925e-09,2.3974471297094624e-09
1998,4.291316191284977e-09,9.059445638115449e-09
1999,4.570201106446348e-09,5.0272213059088244e-09
2000,5.743440834038438e-09,3.5344251969604557e-09
2001,3.066848330846028e-09,7.448059946568719e-09
2002,7.448076377869484e-09,1.752488598683044e-09
2003,5.8336921959778465e-09,3.7502307925763034e-09
2004,3.9643119897903034e-09,4.845270407116686e-09
2005,7.656374201303606e-09,4.053374524914943e-09
2006,4.529678854225949e-09,2.8825228870488218e-09
2007,5.991719120856942e-09,9.18730247434496e-09
2008,7.2376473703172906e-09,1.2772319202269955e-08
2009,4.291373478793048e-09,1.3350939020995156e-08
2010,7.085689368580006e-09,1.1809482280966677e-08
2011,8.030340836739924e-09,2.141424282342541e-08
2012,5.446804340891731e-09,2.3489343803362317e-08
2013,5.29933741333366e-09,2.3149738126448938e-08
2014,4.7639794331644225e-09,2.6418431886554572e-08
2015,4.654808538617772e-09,2.238741103610664e-08
2016,6.628288140575478e-09,2.4441812129794016e-08
2017,6.037467414898856e-09,2.8929530770938072e-08
2018,4.130346731301415e-09,2.9945013579890656e-08
2019,4.591778068885333e-09,2.7040469419148394e-08
