year,mêmes_ADJ iles_NOUN,mêmes_ADJ villes_NOUN
1800,3.144164484325529e-09,1.603523855919775e-07
1801,2.3811825400343878e-08,1.3334621939975477e-07
1802,0.0,2.416867346255458e-07
1803,0.0,1.4627543976075685e-07
1804,0.0,1.8044511307380162e-07
1805,2.842877711017877e-09,1.9615856672317022e-07
1806,0.0,1.440834580535011e-07
1807,0.0,1.822051274302794e-07
1808,0.0,2.22075257738652e-07
1809,0.0,2.620475356707175e-07
1810,2.3401267590372754e-09,2.1529166360778618e-07
1811,0.0,2.1811567307850055e-07
1812,0.0,1.1735716043403954e-07
1813,0.0,9.489947672136623e-08
1814,0.0,1.888006266881348e-07
1815,8.091670444798638e-09,1.9689731800554e-07
1816,2.3176038865813098e-09,1.4137383175238938e-07
1817,0.0,1.4634609613040084e-07
1818,1.1921177378582115e-09,2.1577331210664852e-07
1819,4.140420006848444e-09,2.1012631634675927e-07
1820,0.0,1.76810573293551e-07
1821,9.86148829262845e-10,1.6074226039108908e-07
1822,0.0,8.421517350143404e-08
1823,0.0,9.882686669016039e-08
1824,1.6842225392110777e-09,1.0189546628680546e-07
1825,8.805443041381977e-10,1.426481759381204e-07
1826,8.807984341885344e-10,1.3916614705067332e-07
1827,0.0,1.0046827725318508e-07
1828,0.0,6.512333783348367e-08
1829,0.0,1.6631960875201912e-07
1830,2.0873671680021744e-09,1.6594569274275273e-07
1831,0.0,1.9021271668862028e-07
1832,0.0,3.788391467196561e-08
1833,1.1583628500844156e-09,1.1120283716081758e-07
1834,0.0,1.4655213931291655e-07
1835,0.0,9.529490796467144e-08
1836,6.720750067579218e-10,1.8280439917361946e-07
1837,0.0,1.7742621594152297e-07
1838,0.0,1.249808008196851e-07
1839,0.0,1.6010477565941983e-07
1840,1.2739377330817092e-09,1.5414646270528465e-07
1841,6.420548537278137e-10,1.1364370777755539e-07
1842,6.708265054555795e-10,1.784398477866489e-07
1843,1.1813822142769936e-09,1.3585895430878736e-07
1844,0.0,1.8386680267212796e-07
1845,1.6740683839167048e-09,1.5792045360285556e-07
1846,4.0981511517657054e-09,1.9554033769964008e-07
1847,1.0786447290911383e-09,1.5478552484182728e-07
1848,2.413566457803995e-09,1.3676877586021874e-07
1849,1.6758829879393033e-09,1.0222886004385145e-07
1850,1.3577992064028876e-09,1.1337623107010586e-07
1851,0.0,1.0835056940550203e-07
1852,2.6042181744401205e-09,1.4713832285906392e-07
1853,1.7915795513800958e-09,1.194386385350299e-07
1854,5.195664454227256e-10,1.4340034226734133e-07
1855,2.653468555990912e-09,1.8415072133848298e-07
1856,2.0708756931497874e-09,1.2994745191008406e-07
1857,4.881509085841174e-10,1.0592874843950995e-07
1858,4.893676019968041e-10,7.04689355757182e-08
1859,0.0,1.2017528661090182e-07
1860,4.577183909670879e-10,1.0207119771621365e-07
1861,9.431927461278633e-10,1.1318312687080834e-07
1862,0.0,1.18371239921089e-07
1863,3.995696662428827e-09,1.4983862683948246e-07
1864,4.794727948009836e-10,1.3137554333297885e-07
1865,4.706844247692743e-09,1.143763199706882e-07
1866,4.865612912574591e-10,1.6591739893101476e-07
1867,0.0,1.198644383748615e-07
1868,0.0,1.0620729540278262e-07
1869,0.0,5.762552746091387e-08
1870,0.0,1.0550650131335715e-07
1871,0.0,7.009977309735405e-08
1872,6.047339295989218e-10,8.647695182162352e-08
1873,0.0,8.200826329129995e-08
1874,5.974609140757536e-10,1.0694550667267322e-07
1875,5.721527140956084e-10,9.612165285943775e-08
1876,3.627608879952504e-09,1.1003746891447008e-07
1877,6.184815992682502e-10,9.586464955191332e-08
1878,6.039088673581716e-10,1.2017785877560527e-07
1879,6.10932526790009e-10,1.3684888244824833e-07
1880,4.492492600149944e-09,1.0717803178295071e-07
1881,0.0,1.1156011936463983e-07
1882,1.3310770263785798e-09,1.1580370085084724e-07
1883,6.319338941018771e-10,8.467914369703067e-08
1884,3.300848483434038e-09,1.2279156180738937e-07
1885,6.445635691854079e-10,9.475084539189993e-08
1886,0.0,1.2003442861896474e-07
1887,0.0,9.532229938713499e-08
1888,1.268122939990235e-09,7.672143453874014e-08
1889,0.0,1.0838686392844465e-07
1890,1.3108772956016423e-09,9.438316794785351e-08
1891,6.374220040683554e-10,8.605196910593804e-08
1892,6.268512375839919e-10,7.459529882680727e-08
1893,0.0,9.299208869606446e-08
1894,6.301539290376468e-10,9.200247319540722e-08
1895,0.0,8.305688226073471e-08
1896,5.89702897624278e-10,9.907008546861107e-08
1897,5.826713556089658e-10,8.623536018603772e-08
1898,5.6583548957434e-10,5.6583548513344795e-08
1899,5.527578395003729e-10,9.175779780434823e-08
1900,5.191053142894475e-10,9.914911203168231e-08
1901,5.588738916095792e-10,5.6446264551368586e-08
1902,0.0,7.414528369054096e-08
1903,5.400220270956879e-10,7.398301704597543e-08
1904,2.1498500757388683e-09,1.1071728067690856e-07
1905,2.0643036724443675e-09,1.0269910433180485e-07
1906,1.0288369045596824e-09,9.002322798323803e-08
1907,0.0,1.0645685932786364e-07
1908,0.0,1.1296194912802093e-07
1909,1.1001967115120692e-09,7.866406548373561e-08
1910,0.0,8.176550636562752e-08
1911,0.0,1.1119581699858827e-07
1912,0.0,7.762037768088703e-08
1913,5.30298971401777e-10,7.583275163369763e-08
1914,0.0,7.902157506123331e-08
1915,2.3561523843085297e-09,5.5369582696584985e-08
1916,0.0,7.801097723358907e-08
1917,0.0,1.2063067345025047e-07
1918,0.0,1.1486376649827434e-07
1919,0.0,8.01082791213048e-08
1920,0.0,5.5277290300637105e-08
1921,0.0,3.7863738810983705e-08
1922,7.377935484775833e-10,7.156597092716765e-08
1923,0.0,1.0297469543729676e-07
1924,0.0,4.769901096324247e-08
1925,0.0,6.598907020816114e-08
1926,0.0,7.80229711949687e-08
1927,0.0,9.811317625008087e-08
1928,0.0,1.1426040913420366e-07
1929,0.0,1.626499397389125e-07
1930,1.0503603542488804e-09,7.562594817045465e-08
1931,0.0,1.0036713860017699e-07
1932,2.1919073223131136e-09,8.548438756861287e-08
1933,0.0,1.0208889023033407e-07
1934,0.0,6.350237669039416e-08
1935,1.196828414151696e-09,5.984141893122796e-08
1936,0.0,5.577368611398015e-08
1937,0.0,7.554670844456268e-08
1938,0.0,6.482607517455108e-08
1939,0.0,4.435274547631707e-08
1940,0.0,5.0715659227762444e-08
1941,0.0,1.0625409174735978e-07
1942,0.0,8.799214157306778e-08
1943,0.0,4.3548528338988035e-08
1944,0.0,5.462416652335378e-08
1945,0.0,8.931866801731303e-08
1946,1.3921104269343232e-09,4.733175273941015e-08
1947,1.1920870957027319e-09,7.867775053682635e-08
1948,0.0,4.566192757238241e-08
1949,0.0,7.657266820615405e-08
1950,1.0635361480382244e-09,5.424034199563721e-08
1951,0.0,5.224086763178093e-08
1952,2.1089607837865287e-09,4.74516177462192e-08
1953,2.1547654771580937e-09,5.171437322815109e-08
1954,9.772536113672459e-10,5.0817188679275205e-08
1955,1.8771215692936494e-09,4.223523575319632e-08
1956,0.0,4.447782231409292e-08
1957,8.835037701437898e-10,4.8592706747285774e-08
1958,1.6544486891589827e-09,4.715178647529683e-08
1959,0.0,6.200598079431074e-08
1960,0.0,5.4674583083169637e-08
1961,2.0844477810477713e-09,7.295567172604933e-08
1962,6.341956404476434e-10,5.580921680348183e-08
1963,0.0,6.660035012373555e-08
1964,0.0,4.867174752121173e-08
1965,0.0,6.128688312401209e-08
1966,0.0,6.148373188352707e-08
1967,9.860671168482327e-10,7.346199737412462e-08
1968,4.4914158503495116e-10,6.108325578679796e-08
1969,9.083515606356229e-10,9.628526242977387e-08
1970,1.3796175313274261e-09,6.714138578445272e-08
1971,5.138397485282553e-10,5.7550053611521435e-08
1972,0.0,6.823095333174933e-08
1973,1.6539611902288698e-09,6.781240813324985e-08
1974,1.1251143350321513e-09,8.100823123413647e-08
1975,0.0,7.824727532579345e-08
1976,0.0,5.713526718409412e-08
1977,0.0,7.287209768946923e-08
1978,5.940591352171509e-10,7.841580895728839e-08
1979,5.851973350345929e-10,5.325295759917026e-08
1980,0.0,5.5145960686786566e-08
1981,2.5302198114474095e-09,5.3767170271612486e-08
1982,1.2415004579935385e-09,5.959202198368985e-08
1983,6.315316047889041e-10,7.957298464589257e-08
1984,0.0,7.828661807707249e-08
1985,0.0,8.662403416792586e-08
1986,1.1988970927134801e-09,5.874595743193822e-08
1987,0.0,4.888653393209097e-08
1988,0.0,5.336933028843305e-08
1989,0.0,6.750390468823753e-08
1990,0.0,6.211462277860846e-08
1991,0.0,6.09592376576984e-08
