year,tes_DET allées_NOUN,tes_DET vallées_NOUN
1800,0.0,1.8864987794131594e-08
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,1.950339223455444e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,2.55858996212055e-08
1806,0.0,3.7461699520235925e-08
1807,0.0,2.2775640928784924e-08
1808,0.0,0.0
1809,0.0,4.518061036407062e-09
1810,0.0,4.680253518074551e-09
1811,0.0,5.0141535368197765e-09
1812,0.0,0.0
1813,0.0,5.7514832008109806e-08
1814,0.0,0.0
1815,0.0,6.74305908887618e-08
1816,0.0,1.1588019432906549e-08
1817,0.0,1.5568734412774177e-08
1818,0.0,2.741870730460505e-08
1819,0.0,1.7596785362172795e-08
1820,2.3732962262101864e-09,2.7292905713238724e-08
1821,0.0,1.0847637343935901e-08
1822,0.0,2.606660132187244e-08
1823,0.0,3.9530747564242574e-09
1824,0.0,7.57900142644985e-09
1825,0.0,2.3774695989686734e-08
1826,0.0,8.80798456392995e-09
1827,0.0,1.8434546111834038e-09
1828,1.8344602503717056e-09,4.586150570418113e-09
1829,0.0,1.0287811491593857e-08
1830,0.0,3.861629238599562e-08
1831,0.0,1.870944776882766e-08
1832,1.3529969367098715e-09,8.117981509236927e-09
1833,0.0,1.2741991461950875e-08
1834,0.0,1.3068342852307069e-08
1835,7.563087933704082e-10,1.1344631900556124e-08
1836,0.0,2.6210926040715066e-08
1837,0.0,1.87863058442872e-08
1838,6.312161904276081e-10,1.830526930035603e-08
1839,0.0,9.088918062616358e-09
1840,0.0,2.738966137227905e-08
1841,0.0,1.2841096630467064e-08
1842,0.0,1.542900918138912e-08
1843,5.906911071384968e-10,1.8311423488626133e-08
1844,0.0,8.781698035420504e-09
1845,0.0,5.580227835366713e-09
1846,0.0,3.5127007969038004e-09
1847,5.393223645455691e-10,1.4561703842730367e-08
1848,0.0,8.045221600028185e-09
1849,0.0,0.0
1850,0.0,4.752297222410107e-09
1851,0.0,1.6123596680017727e-08
1852,0.0,7.161599979710331e-09
1853,0.0,1.6124216628554677e-08
1854,0.0,3.6369652289813814e-09
1855,0.0,6.368324534378189e-09
1856,0.0,3.1063135952358323e-09
1857,0.0,1.4644527812635033e-09
1858,4.893676019968041e-10,7.340513863418607e-09
1859,0.0,2.036869339860914e-09
1860,9.154367819341758e-10,1.0985241161165504e-08
1861,0.0,4.715963730639317e-10
1862,4.517986262886353e-10,3.2077704076316493e-08
1863,0.0,1.1987090431375691e-08
1864,1.4384183844029508e-09,2.8768367688059016e-09
1865,0.0,1.2237795776748328e-08
1866,0.0,7.784980660119345e-09
1867,4.85281148598915e-10,1.164674756637396e-08
1868,4.93987406535723e-10,3.457911734727759e-09
1869,4.883519144627257e-10,2.930111597798657e-09
1870,0.0,1.1468097582678638e-09
1871,1.0621177271019633e-09,8.496941816815706e-09
1872,3.628403577593531e-09,9.071008832961525e-09
1873,0.0,0.0
1874,2.9873046258899194e-09,5.974609251779839e-09
1875,0.0,1.1443054281912168e-09
1876,6.04601479992084e-10,7.859819461941697e-09
1877,2.4739263970730008e-09,4.9478527941460015e-09
1878,0.0,7.850815053611626e-09
1879,0.0,4.276527798552365e-09
1880,0.0,6.417846254436199e-09
1881,0.0,3.4862537301449947e-09
1882,0.0,4.6587693702804245e-09
1883,6.319338941018771e-10,5.055470986281563e-09
1884,0.0,2.6406787867472303e-09
1885,0.0,6.445635580831777e-09
1886,0.0,5.80811748696064e-09
1887,1.3057849246322917e-09,5.223139698529167e-09
1888,0.0,2.53624587998047e-09
1889,0.0,5.638623068460191e-09
1890,0.0,1.9663159989136147e-09
1891,0.0,2.5496880162734215e-09
1892,0.0,3.761107425503951e-09
1893,0.0,4.926733243593162e-09
1894,0.0,0.0
1895,0.0,2.4074457982692365e-09
1896,0.0,1.179405795248556e-09
1897,0.0,9.322741356676545e-09
1898,5.6583548957434e-10,1.6975064687230201e-09
1899,5.527578395003729e-10,4.4220627160029835e-09
1900,0.0,8.30568502863116e-09
1901,0.0,3.353243460679778e-09
1902,0.0,1.9641135384773634e-09
1903,0.0,2.7001101354784396e-09
1904,0.0,2.6873125946735854e-09
1905,5.160759042333041e-10,1.0321518084666081e-09
1906,0.0,6.173021205313489e-09
1907,1.5428529565042481e-09,8.228549397415463e-09
1908,4.911389073214423e-10,2.4556945366072114e-09
1909,5.500983557560346e-10,1.6502950117569526e-09
1910,5.34415089958884e-09,7.481811059584231e-09
1911,0.0,4.25629931299909e-09
1912,5.209421227725386e-10,2.6047106693738442e-09
1913,0.0,5.302989602995467e-09
1914,6.696743715117748e-10,6.027069510139427e-09
1915,0.0,2.3561523843085297e-09
1916,2.197492410260793e-09,1.0987461607214755e-08
1917,8.773139548168274e-09,6.579854550103903e-09
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,0.0,4.603924352863942e-09
1920,1.514446346106979e-09,7.572231730534895e-09
1921,7.572747429129834e-10,6.058197943303867e-09
1922,7.377935484775833e-10,3.6889677978990676e-09
1923,3.1847844361720945e-09,2.1231896241147297e-09
1924,5.156649773851996e-09,9.02413699321869e-09
1925,1.0998177923937646e-09,3.299453377181294e-09
1926,0.0,3.343841648018042e-09
1927,5.574612327308159e-09,1.1149224654616319e-08
1928,0.0,5.713020723163709e-09
1929,2.2280812750352652e-09,3.342121912552898e-09
1930,5.2518016602221e-09,3.1510811737689437e-09
1931,0.0,0.0
1932,0.0,1.0959536611565568e-09
1933,0.0,5.735331320977366e-09
1934,0.0,0.0
1935,0.0,3.590485242455088e-09
1936,0.0,4.849885826274658e-09
1937,1.2591118148108649e-09,7.554670666820584e-09
1938,0.0,6.482607339819424e-09
1939,0.0,3.058810094103137e-09
1940,0.0,2.2822046474857416e-08
1941,0.0,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,1.2852744646352221e-08
1945,2.178504043826024e-09,2.178504043826024e-09
1946,1.3921104269343232e-09,8.352662561605939e-09
1947,0.0,3.5762612871081956e-09
1948,5.435944139264848e-09,2.174377566888097e-09
1949,0.0,1.9634016634739737e-09
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,1.0661401761424827e-09,0.0
1952,0.0,1.0544803918932644e-09
1953,3.232148326759443e-09,4.30953106533849e-09
1954,0.0,3.9090144454689835e-09
1955,0.0,9.385607846468247e-10
1956,0.0,6.976913269340912e-09
1957,0.0,1.590306802912167e-08
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,1.5501495642666896e-09,4.650448914844674e-09
1960,0.0,8.997083078554624e-09
1961,6.948159270159238e-10,2.779263708063695e-09
1962,0.0,2.5367825617905737e-09
1963,1.2932106496776896e-09,5.1728425987107585e-09
1964,6.083968329129164e-10,2.4335873316516654e-09
1965,5.472043373977442e-10,6.0192477668863376e-09
1966,5.539074754423723e-10,5.5390746434014204e-09
1967,4.930335584241163e-10,2.465167847631733e-09
1968,2.6948494546985557e-09,3.5931326802796093e-09
1969,4.5417578031781147e-10,2.2708788183223305e-09
1970,1.3796175313274261e-09,3.219107425067591e-09
1971,5.138397485282553e-10,7.193756368373272e-09
1972,0.0,4.104117490300041e-09
1973,5.513203782392395e-10,5.513203671370093e-09
1974,0.0,5.625571564138454e-09
1975,0.0,3.4268881066168433e-09
1976,0.0,2.8567633814091664e-09
1977,0.0,5.876781838942691e-10
1978,1.1881182704343018e-09,2.9702956760857546e-09
1979,5.851973350345929e-10,4.681578680276743e-09
1980,5.685150683554241e-10,5.6851505725319385e-09
1981,0.0,3.1627747087981106e-09
1982,6.207502289967692e-10,5.586751949948621e-09
1983,0.0,1.8945948143667124e-09
1984,5.799008495621649e-10,5.219107812592938e-09
1985,6.015558051686298e-10,4.210890747202711e-09
1986,5.994485463567401e-10,2.997242676272549e-09
1987,1.2221633705067347e-09,2.4443267410134695e-09
1988,5.996553809062277e-10,2.99827696004229e-09
1989,5.488122178931576e-10,6.036934507847036e-09
1990,3.2691906959314565e-09,1.089730194969718e-09
1991,5.861465202094962e-10,2.930732601047481e-09
1992,0.0,7.713922056673539e-09
1993,5.539207426075166e-10,1.661762283333701e-09
1994,0.0,7.384897138251745e-09
1995,0.0,6.506940763983948e-09
1996,1.6014276571496566e-09,1.067618438099771e-09
1997,1.917957792585412e-09,8.151320507465698e-09
1998,9.536258449571733e-10,3.814503379828693e-09
1999,0.0,4.570201106446348e-09
2000,0.0,6.627047355323157e-09
2001,1.7524847129024579e-09,4.8193329327261836e-09
2002,0.0,4.8193434798449175e-09
2003,4.1669229178253886e-10,5.000307723435071e-09
2004,3.523833003171717e-09,2.642874807889939e-09
2005,9.007499190971657e-10,1.8014998381943315e-09
2006,2.4707338397433887e-09,9.471146533712727e-09
2007,0.0,1.1983438685803094e-09
2008,8.514879357157668e-10,2.9802078582719105e-09
2009,1.430457752249481e-09,7.1522885392028e-09
2010,2.3618964561933353e-09,3.3066551718974324e-09
2011,3.059177577924288e-09,4.206369030868018e-09
2012,3.4042526575461807e-09,7.489356135259584e-09
2013,1.6734750252211938e-09,6.1360752590111645e-09
2014,1.5158115873603606e-09,3.4647122948427977e-09
2015,2.438232948875907e-09,5.763095889399494e-09
2016,4.1426800878596737e-10,5.799752067492392e-09
2017,2.0124890642847504e-09,3.848885299362337e-08
2018,2.323319980845895e-09,7.486253505994966e-09
2019,1.7856913725466939e-09,6.632568272380013e-09
