year,les_DET iles_NOUN,les_DET villes_NOUN
1903,1.775592423314265e-06,2.700488153095648e-05
1904,1.6521597743235361e-06,2.6100791615135677e-05
1905,1.8805805694910305e-06,2.6146985646846588e-05
1906,1.5854376762547417e-06,2.457994332871749e-05
1907,1.8596521584868242e-06,2.433644954180636e-05
1908,1.6374570961374957e-06,2.4576590021752054e-05
1909,1.4671123054199597e-06,2.4642756670800736e-05
1910,1.588816019193473e-06,2.508116835997498e-05
1911,1.6732576604283622e-06,2.624008573093306e-05
1912,1.4122741269773087e-06,2.361117992677464e-05
1913,2.133392705161441e-06,2.315709593858628e-05
1914,1.84763162636159e-06,2.4273016833831207e-05
1915,1.7211692764362851e-06,2.728306651533785e-05
1916,1.7173403286108169e-06,2.54579503007335e-05
1917,1.6932159851990036e-06,2.3709409788352787e-05
1918,2.0422776820794297e-06,2.6255558736920648e-05
1919,1.444711411835442e-06,2.5089545147238823e-05
1920,2.267126134825048e-06,2.4072881615211372e-05
1921,2.112039279467126e-06,2.051684532489162e-05
1922,1.9153121257886596e-06,2.0408106593095e-05
1923,1.846113434567087e-06,2.185505275065225e-05
1924,1.866707282971447e-06,2.056858750165702e-05
1925,2.4173995498699696e-06,2.112420088451472e-05
1926,2.031941049196462e-06,2.180184696953802e-05
1927,2.332417825101629e-06,2.1858056243218016e-05
1928,2.1846590883001227e-06,2.0064127852492675e-05
1929,2.498793172378555e-06,2.2596085727855098e-05
1930,2.346505034722668e-06,2.379171189659246e-05
1931,2.611826730003486e-06,2.1232211452115735e-05
1932,2.3004066846965543e-06,2.1257116372908058e-05
1933,2.6141639288823626e-06,1.9593037677623215e-05
1934,2.681477646149233e-06,2.261283532334346e-05
1935,2.1554879943153082e-06,1.993916157516651e-05
1936,2.5461900463596976e-06,2.0352546357571555e-05
1937,2.4439360082340045e-06,2.16126535406147e-05
1938,2.0614691251807926e-06,2.167783782169863e-05
1939,2.529635974468647e-06,2.162578721254249e-05
1940,2.2035953612942194e-06,2.2221065819394425e-05
1941,2.703576443607858e-06,2.04598159143643e-05
1942,2.2180087917433866e-06,1.9455365077192255e-05
1943,2.334201090192778e-06,2.0633292479033116e-05
1944,2.45808745980014e-06,2.210029390425916e-05
1945,2.3658553374161784e-06,2.1915751403867034e-05
1946,1.9865415694653166e-06,2.2326666453409416e-05
1947,1.9216444631098284e-06,2.1970165221318894e-05
1948,1.8503953622683866e-06,2.0580483578669373e-05
1949,2.1518881965221226e-06,2.2797056089984835e-05
1950,1.888840227337596e-06,1.948398289641773e-05
1951,2.317788766248441e-06,1.9399486291149515e-05
1952,2.4105421836395635e-06,1.976623491373175e-05
1953,2.4865993122347163e-06,2.0402396444296755e-05
1954,2.37765803312584e-06,2.009037939387781e-05
1955,2.7011778769292505e-06,1.859664337189315e-05
1956,2.7724508413484727e-06,1.8393760228718747e-05
1957,2.2962263415138295e-06,1.860835641309677e-05
1958,2.1971078290050627e-06,1.982360424790386e-05
1959,2.8421992599447776e-06,2.044104678589065e-05
1960,1.7807303667183305e-06,2.0203988583489263e-05
1961,1.5862647231301708e-06,2.1055006641290674e-05
1962,1.8315570571303397e-06,2.0194691387587227e-05
1963,1.7988560081505511e-06,2.3621138325324864e-05
1964,1.6688325654712344e-06,2.2082980535742536e-05
1965,1.492226211041725e-06,2.3209672690427396e-05
1966,1.8622368980203419e-06,2.3476813794331974e-05
1967,1.6122197763479562e-06,2.20509258497259e-05
1968,1.6142148560049918e-06,2.467583840370935e-05
1969,1.5914319710930158e-06,2.805852614073956e-05
1970,2.390417272124523e-06,2.412123285466805e-05
1971,1.4228222795509282e-06,2.456153947605344e-05
1972,1.7734917676648365e-06,2.461085273353092e-05
1973,1.7950991342274847e-06,2.4046389171417104e-05
1974,2.2485410759998103e-06,2.678784676390933e-05
1975,2.3588412840780393e-06,2.417098426121811e-05
1976,1.9465986120792422e-06,2.365285763517022e-05
1977,2.1156414824474723e-06,2.574441737124289e-05
1978,2.0904941155919232e-06,2.4814443804643815e-05
1979,1.8223044691012547e-06,2.3068478185450658e-05
1980,1.7322653960150092e-06,2.3377908860311436e-05
1981,1.5586153896407495e-06,2.2422175675274048e-05
1982,1.7474118791938054e-06,2.341097410862858e-05
1983,1.756289368159969e-06,2.275471535995166e-05
1984,1.9560055370959617e-06,2.244854215405212e-05
1985,1.7270666656798994e-06,2.279234797697427e-05
1986,1.4476682608233205e-06,2.098249706250499e-05
1987,2.0740112187667137e-06,2.150274269752117e-05
1988,1.6898288262012784e-06,2.2712547206538147e-05
1989,1.5086848108580853e-06,2.4231156430687406e-05
1990,1.4101108494202208e-06,2.2990038587522577e-05
1991,1.4208191743136922e-06,2.2046729554858757e-05
1992,1.2920819063566569e-06,2.4190308067773003e-05
1993,1.2601697090275366e-06,2.538784860917076e-05
1994,1.0776674841395106e-06,2.4494649323969497e-05
1995,1.1322077622111237e-06,2.382408069934172e-05
1996,1.1823874501715181e-06,2.520113230275456e-05
1997,9.719250932960222e-07,2.5896745228237705e-05
1998,9.016532427352786e-07,2.3803931071597617e-05
1999,8.496003705005251e-07,2.4069422124739503e-05
2000,9.326464471826057e-07,2.4952600824690307e-05
2001,7.123850407353416e-07,2.339961429242976e-05
2002,7.43493268728912e-07,2.4926082687670714e-05
2003,6.612906808811658e-07,2.5289888526458526e-05
2004,6.541115062930203e-07,2.3516299052062095e-05
2005,6.593489283446274e-07,2.2461549406216363e-05
2006,6.032708732561787e-07,2.3053595668898197e-05
2007,5.628221622089313e-07,2.12610173093708e-05
2008,5.63685008447834e-07,2.190367581533792e-05
2009,6.122359277327405e-07,2.0482724721659906e-05
2010,3.3113789443817154e-07,1.8776132264974876e-05
2011,3.1165371416896903e-07,1.7554326404933818e-05
2012,2.927657314355514e-07,1.6563051531193196e-05
2013,2.4432734746504536e-07,1.5168098684625875e-05
2014,2.802086127573489e-07,1.5475787222385406e-05
2015,2.3828186002106122e-07,1.5159823988142307e-05
2016,2.839807158316887e-07,1.5345315432568896e-05
2017,1.8841928817181497e-07,1.7416081050214416e-05
2018,1.6056722529356193e-07,1.3416140973276924e-05
2019,1.6938559088686134e-07,1.4608231026613794e-05
