year,belles_ADJ oies_NOUN,belles_ADJ voies_NOUN
1880,5.776061406947974e-09,1.7969970400599777e-08
1881,6.2752567586699115e-09,2.022027167924989e-08
1882,0.0,3.128031167420886e-08
1883,1.0110942305630033e-08,4.613117354779206e-08
1884,1.2543224237049344e-08,3.9610181801208455e-08
1885,1.933690763067375e-09,2.7716232864349877e-08
1886,5.162771099520569e-09,3.807543791367607e-08
1887,5.876032105334161e-09,2.9380160526670807e-08
1888,3.804368819970705e-09,3.6775563927449184e-08
1889,6.265136742733546e-10,3.00726554769426e-08
1890,2.6217545912032847e-09,2.8839300725280737e-08
1891,3.1871101313640793e-09,2.7409146952095398e-08
1892,5.641661138255927e-09,2.6327752422616868e-08
1893,0.0,5.1114856347567184e-08
1894,2.520615716150587e-09,4.159015887239548e-08
1895,6.018614495673091e-10,2.8287487907618925e-08
1896,4.1279202278587945e-09,3.3023361822870356e-08
1897,2.330685422435863e-09,3.787363667129284e-08
1898,6.224190496340043e-09,3.395012981854961e-08
1899,1.6582735185011188e-09,2.5979618456517528e-08
1900,7.786579381274805e-09,4.464305547458025e-08
1901,1.676621730339889e-09,2.2913829056392387e-08
1902,4.910283735171106e-09,2.258730624760119e-08
1903,1.6200660812870638e-09,2.7001101798873606e-08
1904,6.449550227216605e-09,3.493506284257819e-08
1905,0.0,2.838417501038748e-08
1906,5.144184522798412e-10,3.549487459508782e-08
1907,2.5714217422034835e-09,3.5485619775954547e-08
1908,1.964555629285769e-09,3.437972395659017e-08
1909,2.2003934230241384e-09,2.8055016088046614e-08
1910,1.6032452032632705e-09,3.313373397872965e-08
1911,1.5961122423746588e-09,2.2345570727111408e-08
1912,5.209421061191932e-09,4.4801023335594437e-08
1913,7.954484682048957e-09,3.553003224965323e-08
1914,1.0045115850232378e-08,2.9465672568562695e-08
1915,0.0,2.0027295377644805e-08
1916,0.0,1.4283700444650549e-08
1917,5.483212106582869e-09,3.3995917192441993e-08
1918,4.594550517822427e-09,2.412139110674616e-08
1919,3.6831393490643904e-09,2.8544329566670967e-08
1920,9.086678076641874e-09,2.1202248845497706e-08
1921,1.9689142760626055e-08,2.2718241510233383e-08
1922,7.377935484775833e-10,8.853522359686394e-09
1923,3.1847844361720945e-09,2.5478275489376756e-08
1924,3.867487219366694e-09,1.675911143195208e-08
1925,2.1996355847875293e-09,2.4195990988573612e-08
1926,4.458455382660986e-09,2.6750733184144337e-08
1927,5.574612327308159e-09,2.5643217327342427e-08
1928,0.0,2.399468712610542e-08
1929,2.2280812750352652e-09,4.3447585085232276e-08
1930,5.251801771244402e-09,3.466189113510154e-08
1931,0.0,1.1405356659111021e-08
1932,1.0959536611565568e-09,2.4110979879310435e-08
1933,0.0,2.064719240024715e-08
1934,1.1981580172459871e-09,2.036868629318178e-08
1935,1.196828414151696e-09,1.795242710045386e-08
1936,2.424942913137329e-09,2.7886843056990074e-08
1937,0.0,2.895957251780601e-08
1938,2.5930428915188486e-09,2.3337385357535823e-08
1939,1.5294050470515685e-09,1.5294050470515685e-08
1940,2.5357829169792012e-09,1.7750480196809804e-08
1941,5.9030051957620344e-09,1.1806010391524069e-08
1942,0.0,2.1239483061208375e-08
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,2.178504043826024e-09,1.9606536838523425e-08
1946,1.3921104269343232e-09,2.5057987684817817e-08
1947,3.5762612871081956e-09,8.344609447874518e-09
1948,0.0,1.6307831529616124e-08
1949,2.945102384188658e-09,1.1780409536754632e-08
1950,2.1270722960764488e-09,2.2334258886758107e-08
1951,2.1322803522849654e-09,1.0661401539380222e-08
1952,3.1634410646574906e-09,1.687168627029223e-08
1953,1.0773827385790469e-09,1.1851209791302608e-08
1954,9.772536113672459e-10,1.3681550115052232e-08
1955,4.6928039232341234e-09,1.1262729415761896e-08
1956,1.744228317335228e-09,1.3953826538681824e-08
1957,0.0,7.068030161150318e-09
1958,0.0,1.2408365002158916e-08
1959,2.325224457422337e-09,8.525822714489095e-09
1960,0.0,1.6610000486139143e-08
1961,0.0,1.042223907177231e-08
1962,1.2683912808952869e-09,9.512934440181198e-09
1963,0.0,9.052474325699222e-09
1964,2.4335873316516654e-09,1.2776333768727e-08
1965,2.188817349590977e-09,1.0396882466068291e-08
1966,0.0,8.862519607077957e-09
1967,0.0,7.888536934785861e-09
1968,9.431973424511852e-09,5.3896989093971115e-09
1969,0.0,1.4533624970169967e-08
1970,1.8394900047624674e-09,1.6555409487750694e-08
1971,3.5968783507200897e-09,1.284599360218408e-08
1972,0.0,1.1799337507056862e-08
1973,5.513203782392395e-10,5.513203671370093e-09
1974,1.6876715580593782e-09,1.012602890426706e-08
1975,5.711480177694739e-10,7.4249242310031605e-09
1976,0.0,7.998937512354587e-09
1977,2.3507127355770763e-09,4.7014254711541525e-09
1978,2.3762365408686037e-09,1.3069301196821925e-08
1979,1.7555920051037788e-09,1.6385525825057812e-08
1980,1.1370301367108482e-09,1.0233271119375331e-08
1981,1.2651099057237047e-09,8.855769451088236e-09
1982,0.0,7.449002747961231e-09
1983,2.5261264191556165e-09,8.209910973278056e-09
1984,1.1598016991243298e-09,1.2177918229383522e-08
1985,1.8046674155058895e-09,1.2632671797518924e-08
1986,1.7983456945813714e-09,5.395036861699509e-09
1987,6.110816852533674e-10,1.4665960890170027e-08
1988,1.1993107618124554e-09,6.596209356501959e-09
1989,2.1952488715726304e-09,4.939309850016116e-09
1990,5.44865097484859e-10,4.90378582185258e-09
1991,1.7584396161396398e-09,1.1136783939491579e-08
1992,1.1019888335184191e-09,1.0468894195980738e-08
1993,0.0,9.416652346772025e-09
1994,1.0549853213248639e-09,1.318731612798274e-08
1995,2.1689803286761844e-09,5.964695848348356e-09
1996,1.6014276571496566e-09,1.1743802375008272e-08
1997,1.917957792585412e-09,5.753873377756236e-09
1998,9.536258449571733e-10,1.0966696883940585e-08
1999,1.8280804647829996e-09,3.656160929565999e-09
2000,1.3254094488601709e-09,7.068850393920911e-09
2001,3.943090742808408e-09,8.762423675534592e-09
2002,1.3143663935011318e-09,5.6955880012310445e-09
2003,1.6667691671301554e-09,1.0000615446870142e-08
2004,4.404791253964646e-10,6.166707589017051e-09
2005,9.007499190971657e-10,6.7556245042510454e-09
2006,3.294311934354255e-09,9.471146533712727e-09
2007,1.997239706952314e-09,7.589511241690161e-09
2008,3.8316958494988285e-09,7.2376473703172906e-09
2009,3.814554005998616e-09,9.53638501499654e-09
2010,0.0,8.030448306328708e-09
2011,1.529588788962144e-09,1.1089518636708817e-08
2012,3.063827413996023e-09,1.4297861561374248e-08
2013,3.3469500504423877e-09,6.136075203500013e-09
2014,1.9489005964601347e-09,1.8406284496563785e-08
2015,5.541438335976423e-09,1.4629397249166232e-08
2016,6.4211539696490405e-09,2.2991875070488277e-08
2017,1.257805665177969e-09,1.2578056818313144e-08
2018,4.646640239247546e-09,1.290733386838383e-08
2019,5.1019755087367e-10,1.785691416955615e-08
