year,bonnes_ADJ oies_NOUN,bonnes_ADJ voix_NOUN
1857,0.0,1.0251168802710708e-08
1858,4.893676130990343e-09,3.4255731584664773e-09
1859,0.0,5.092173349652285e-10
1860,0.0,5.950338888283113e-09
1861,0.0,9.903524222920623e-09
1862,0.0,1.445755604123633e-08
1863,9.989241656072068e-10,2.1476870060155306e-08
1864,4.794727948009836e-10,2.8768367688059016e-09
1865,0.0,5.177528628053096e-09
1866,4.865612801552288e-09,1.702964524952222e-08
1867,5.338092634588065e-09,1.3102591012170706e-08
1868,0.0,1.9265508299781686e-08
1869,4.883519144627257e-10,1.904572499711321e-08
1870,0.0,3.4404292748035914e-09
1871,0.0,1.0621176826930423e-08
1872,0.0,0.0
1873,0.0,1.7958012854535355e-09
1874,0.0,1.5533982988813477e-08
1875,0.0,8.58229043387837e-09
1876,0.0,1.0278225381910033e-08
1877,0.0,5.566334504436554e-09
1878,0.0,1.1474268646338714e-08
1879,0.0,4.27652757650776e-09
1880,0.0,2.5671385017744797e-09
1881,6.972507571312292e-10,5.5780060570498335e-09
1882,0.0,2.6621540527571597e-08
1883,0.0,6.319338829996468e-09
1884,0.0,9.902545450302114e-09
1885,0.0,5.156508553483263e-09
1886,6.453463874400711e-10,1.0325542199041138e-08
1887,6.528924623161458e-10,5.876032105334161e-09
1888,0.0,1.0779045211961602e-08
1889,0.0,8.771191772893872e-09
1890,6.554386478008212e-10,1.0487018364813139e-08
1891,0.0,1.466070642663908e-08
1892,0.0,5.641661360300532e-09
1893,0.0,1.847525021858587e-09
1894,0.0,5.041231432301174e-09
1895,0.0,7.22233739480771e-09
1896,5.89702897624278e-10,8.845543852942228e-09
1897,0.0,9.905413378419325e-09
1898,1.6975064687230201e-09,7.921697076085366e-09
1899,0.0,1.7688250864011934e-08
1900,5.191053142894475e-10,9.34389543516545e-09
1901,0.0,7.265360757457984e-09
1902,4.910283846193408e-10,2.455141867585553e-09
1903,5.400220270956879e-10,1.0260418292773466e-08
1904,0.0,4.299700151477737e-09
1905,0.0,5.160758931310738e-09
1906,0.0,1.0288369267641428e-08
1907,2.5714217422034835e-09,1.2857108266928208e-08
1908,9.822778146428846e-10,5.893666887857307e-09
1909,1.6502950117569526e-09,1.980354014108343e-08
1910,2.67207544979442e-09,5.878565634276356e-09
1911,1.0640748282497725e-09,1.0640748726586935e-08
1912,1.5628263128064646e-09,2.6047106693738442e-09
1913,5.30298971401777e-10,7.42418571064718e-09
1914,0.0,1.0045115850232378e-08
1915,0.0,1.8849219074468238e-08
1916,0.0,1.0987461607214755e-08
1917,0.0,8.773139548168274e-09
1918,4.594550517822427e-09,2.2972752589112133e-09
1919,0.0,4.603924352863942e-09
1920,0.0,1.514446346106979e-09
1921,0.0,1.2116395886607734e-08
1922,0.0,7.377935595798135e-09
1923,0.0,4.246379248229459e-09
1924,0.0,6.445812328337297e-09
1925,0.0,5.499089184013428e-09
1926,0.0,2.229227691330493e-09
1927,0.0,3.3447675740205796e-09
1928,0.0,1.0283437212876834e-08
1929,1.1140406375176326e-09,1.0026365515614089e-08
1930,2.100720708497761e-09,1.05036033204442e-08
1931,0.0,7.983749661377715e-09
1932,0.0,2.1919073223131136e-09
1933,0.0,5.735331320977366e-09
1934,0.0,4.7926320689839486e-09
1935,0.0,9.574627313213568e-09
1936,0.0,2.424942913137329e-09
1937,0.0,3.777335333410292e-09
1938,0.0,3.8895642262559704e-09
1939,0.0,6.117620188206274e-09
1940,0.0,2.5357829613881222e-08
1941,0.0,8.854508237732261e-09
1942,0.0,2.4273694165799498e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,0.0,5.568441707737293e-09
1947,0.0,2.3841741914054637e-09
1948,0.0,1.0871888278529696e-08
1949,0.0,2.945102384188658e-09
1950,0.0,8.508289184305795e-09
1951,0.0,2.1322803522849654e-09
1952,0.0,3.1634410646574906e-09
1953,1.0773827385790469e-09,6.464296653518886e-09
1954,0.0,8.795282724349818e-09
1955,0.0,5.631364707880948e-09
1956,0.0,3.488456634670456e-09
1957,0.0,3.534015080575159e-09
1958,0.0,1.6544486891589827e-09
1959,0.0,4.650448914844674e-09
1960,0.0,1.5225833038812198e-08
1961,6.948159270159238e-10,2.779263708063695e-09
1962,0.0,6.341956293454132e-09
1963,1.2932106496776896e-09,1.2285501505004959e-08
1964,0.0,1.034274621503073e-08
1965,0.0,3.830430195250756e-09
1966,0.0,5.539074976468328e-09
1967,0.0,5.423369309198733e-09
1968,0.0,8.084548142051062e-09
1969,9.083515606356229e-10,5.904285060864822e-09
1970,4.5987250119061684e-10,1.0117195081704722e-08
1971,0.0,3.5968783507200897e-09
1972,0.0,2.7189777540570503e-08
1973,1.102640756478479e-09,8.821126051827832e-09
1974,0.0,7.313243344242437e-09
1975,0.0,5.711480177694739e-09
1976,0.0,7.427584769459372e-09
1977,0.0,2.3507127355770763e-09
1978,0.0,2.3762365408686037e-09
1979,5.851973350345929e-10,4.681578680276743e-09
1980,0.0,3.411090521154847e-09
1981,6.325549528618524e-10,5.69299452024552e-09
1982,0.0,2.483000915987077e-09
1983,0.0,6.315316269933646e-09
1984,0.0,4.639206796497319e-09
1985,0.0,4.210890747202711e-09
1986,5.994485463567401e-10,6.593933843390687e-09
1987,0.0,6.110816852533674e-10
1988,0.0,2.99827696004229e-09
1989,0.0,5.488122178931576e-10
1990,0.0,4.358920779878872e-09
1991,5.861465202094962e-10,2.9307325455363298e-09
1992,0.0,2.2039776670368383e-09
1993,0.0,3.323524566667402e-09
1994,0.0,2.1099706426497278e-09
1995,0.0,5.964695848348356e-09
1996,0.0,1.014237493990322e-08
1997,0.0,2.3974471297094624e-09
1998,4.768129224785866e-10,7.152193948201102e-09
1999,4.570201161957499e-10,7.312321859131998e-09
2000,0.0,7.510653432518666e-09
2001,0.0,4.381211837767296e-09
2002,4.38122149670761e-10,4.381221607729913e-09
2003,4.1669229178253886e-10,7.91715315529018e-09
2004,4.404791253964646e-10,3.523833003171717e-09
2005,0.0,3.602999676388663e-09
2006,0.0,5.353256948836815e-09
2007,0.0,3.994479413904628e-09
2008,0.0,6.811903485726134e-09
2009,0.0,3.814554005998616e-09
2010,0.0,6.140930874920514e-09
2011,7.64794394481072e-10,4.971163480860241e-09
2012,0.0,3.4042526575461807e-09
2013,5.578250084070646e-10,5.020424964641279e-09
2014,0.0,2.165445156521173e-09
2015,4.433150790905671e-10,4.876465897751814e-09
2016,2.0713400439298368e-10,2.6927420293532123e-09
2017,5.031222660711876e-10,3.018733707449428e-09
2018,0.0,4.130346731301415e-09
2019,2.55098775436835e-10,3.826481798085979e-09
