year,premiers_ADJ airs_NOUN,premiers_ADJ verres_NOUN
1967,5.916402479044791e-09,8.874604162656397e-09
1968,6.737123747768692e-09,3.1439910674890825e-09
1969,4.541757636644661e-09,7.72098829315837e-09
1970,5.518470125309705e-09,4.1388523719376735e-09
1971,8.735275613958038e-09,6.679916619845017e-09
1972,7.69522046084603e-09,6.156176013405457e-09
1973,3.859242703185828e-09,4.9618833486420044e-09
1974,7.313243344242437e-09,5.06301445213353e-09
1975,3.998036124386317e-09,7.4249242310031605e-09
1976,4.570821499072508e-09,3.4281160132820787e-09
1977,1.7630346071939584e-09,9.402850942308305e-09
1978,4.158414057542359e-09,1.0693064211864112e-08
1979,2.3407893401383717e-09,5.851973128301324e-09
1980,2.2740602734216964e-09,8.527726080842513e-09
1981,2.5302198114474095e-09,3.795329828193417e-09
1982,4.966001831974154e-09,1.924325765401136e-08
1983,8.209910973278056e-09,8.209910973278056e-09
1984,7.538710988796993e-09,9.858314165001048e-09
1985,7.820225356169885e-09,7.820225356169885e-09
1986,1.7983456945813714e-09,5.395036861699509e-09
1987,7.944062296871834e-09,7.944062296871834e-09
1988,2.99827696004229e-09,7.195864348830128e-09
1989,2.1952488715726304e-09,1.5366742545097622e-08
1990,7.628111475810329e-09,1.0897301727652575e-08
1991,1.6998249918742658e-08,9.96449056600568e-09
1992,7.713921945651236e-09,7.713921945651236e-09
1993,6.093128224193833e-09,1.0524494165053966e-08
1994,4.2199412852994556e-09,5.802419433820205e-09
1995,7.591431483433553e-09,3.253470381991974e-09
1996,4.270473752399084e-09,5.3380921904988554e-09
1997,6.233362714880286e-09,5.274384040632185e-09
1998,4.291316191284977e-09,7.629006759657386e-09
1999,2.7421207526856506e-09,9.597422412355172e-09
2000,9.277866475088103e-09,7.510653432518666e-09
2001,6.571817756650944e-09,7.886181485616817e-09
2002,2.6287327870022636e-09,1.4019908789464353e-08
2003,7.083769126836614e-09,1.4167538253673229e-08
2004,6.607186797680242e-09,9.250062049659391e-09
2005,1.8014998381943315e-09,1.8014997493764895e-08
2006,7.412201963319376e-09,1.1118302722934459e-08
2007,3.994479413904628e-09,1.7176262190332636e-08
2008,9.366367237362283e-09,1.0643598891135753e-08
2009,7.629108011997232e-09,1.2874119548200724e-08
2010,9.447585824773341e-09,1.6060896612657416e-08
2011,6.883149605840799e-09,2.2561435386592166e-08
2012,6.468080293586809e-09,3.1319125071149756e-08
2013,6.693900100884775e-09,2.119734965333464e-08
2014,7.795602385840539e-09,2.5119163638009923e-08
2015,7.314698624583116e-09,2.349569960813369e-08
2016,6.214019965256057e-09,2.5891750965456595e-08
2017,1.0062445099379147e-08,2.5156113636626287e-08
2018,2.323319980845895e-09,2.7879840658329158e-08
2019,5.867272001580659e-09,2.5254779600913935e-08
