year,premiers_ADJ airs_NOUN,premiers_ADJ verres_NOUN
1800,9.432493897065797e-09,9.432493897065797e-09
1801,0.0,4.7623651688866175e-09
1802,2.9091921760482364e-08,8.951360541686881e-09
1803,3.510610468993036e-08,2.3404069793286908e-08
1804,5.19088700912107e-08,0.0
1805,2.842877755426798e-08,0.0
1806,7.492339904047185e-08,0.0
1807,5.693910232196231e-09,1.1387820464392462e-08
1808,9.064295980465431e-09,5.891792298484688e-08
1809,1.3554183553310395e-08,9.036122072814123e-09
1810,2.106114038724627e-08,2.3401267590372754e-09
1811,2.2563691359778204e-08,0.0
1812,5.3344164641089264e-09,1.3336041604361526e-08
1813,3.163315653864629e-08,2.8757416004054903e-08
1814,2.5173417128598885e-08,2.8320094713762956e-08
1815,2.697223555614414e-09,5.394447111228828e-09
1816,3.0128852301913867e-08,4.6352077731626196e-09
1817,6.227493631882908e-09,7.7843672841027e-08
1818,2.1458118837358597e-08,4.887682791832049e-08
1819,1.5526575580793178e-08,1.0351049795076506e-08
1820,9.493184904840746e-09,5.933240565525466e-09
1821,1.2819934447350079e-08,3.35290586406245e-08
1822,1.2030739071633434e-08,1.7043547018147365e-08
1823,2.075364236020505e-08,1.9765373782121287e-09
1824,2.6105450245950124e-08,1.51580028528997e-08
1825,1.1447076175841175e-08,2.3774695989686734e-08
1826,2.6423952803611428e-08,9.688783109140786e-09
1827,1.2904182611350734e-08,4.3321183085254233e-08
1828,8.255071293206129e-09,3.118582370120748e-08
1829,2.2290258527846163e-08,6.601345603485242e-08
1830,2.0873670791843324e-08,5.218417697960831e-09
1831,9.354723218280014e-09,9.354723218280014e-09
1832,6.764984572527055e-09,5.411987746839486e-09
1833,1.2741991461950875e-08,1.3900354645102198e-08
1834,8.401078055442213e-09,1.3068342852307069e-08
1835,1.8907719834260206e-08,4.159698363537245e-08
1836,9.409050427677812e-09,4.5029025841358816e-08
1837,4.174734336004349e-09,2.0873672568200163e-08
1838,2.5248647617104325e-08,3.787297231383491e-08
1839,1.2584655095793096e-08,2.0974425751774106e-08
1840,1.0191501864653674e-08,9.554533164646273e-09
1841,1.2841097074556274e-08,1.7977535904378783e-08
1842,8.049918065466954e-09,6.037438549100216e-09
1843,8.860366662588604e-09,1.1813821920725331e-08
1844,9.330554107123135e-09,1.920996517412732e-08
1845,1.1160455892778032e-09,1.897277535078956e-08
1846,1.1709002656346001e-09,1.4636253098387897e-08
1847,7.011190739092399e-09,3.235934187273415e-09
1848,1.6090443422100975e-09,8.84974404868899e-09
1849,2.011059585527164e-08,2.011059585527164e-08
1850,3.394498016007219e-09,8.146795238417326e-09
1851,6.449438760824933e-10,1.1608989325395669e-08
1852,1.2370036550635177e-08,9.765818376195057e-09
1853,7.763511611358354e-09,1.911018188138769e-08
1854,1.2469595134234623e-08,9.352196350675968e-09
1855,1.4328730202350926e-08,3.1841622671890946e-08
1856,6.212626857404757e-09,6.212626857404757e-09
1857,1.9526036343364694e-09,8.78671624349181e-09
1858,8.808616946964776e-09,7.34051397444091e-09
1859,1.7313389832906978e-08,6.619825576592575e-09
1860,1.4646988510946812e-08,2.242820151820979e-08
1861,8.017138064531082e-09,1.0375120318428799e-08
1862,1.2650361647104091e-08,1.7620147119146168e-08
1863,8.990317823531768e-09,1.5982786649715308e-08
1864,4.315255264231155e-09,1.1507347075223606e-08
1865,1.4120533631256649e-09,1.5061901947888146e-08
1866,1.9462451650298362e-09,8.271541673821048e-09
1867,4.367530337390235e-09,2.426405742994575e-09
1868,1.4819622196071691e-09,1.0373735648272486e-08
1869,2.441759683335931e-09,1.1720445947105418e-08
1870,2.8670243956696595e-09,1.77755516972411e-08
1871,2.1242354542039266e-09,7.434824311758348e-09
1872,1.2094679036067646e-08,1.1489944995446422e-08
1873,8.979006871356887e-09,8.979006871356887e-09
1874,5.974609251779839e-09,5.974609251779839e-09
1875,5.721527140956084e-10,1.4303817685856757e-08
1876,1.209202959984168e-09,4.232210137899983e-09
1877,2.4739263970730008e-09,1.855444864418132e-08
1878,2.4156354694326865e-09,1.9928991790152395e-08
1879,1.4051448005147904e-08,7.94212251520321e-09
1880,7.701415505323439e-09,6.417846254436199e-09
1881,6.972507571312292e-10,1.3945014920579979e-08
1882,1.2645231528551903e-08,1.3976308999019693e-08
1883,8.21514056781325e-09,6.951272890631799e-09
1884,7.922036360241691e-09,1.7164412113856997e-08
1885,5.80107206715752e-09,1.740321664556177e-08
1886,4.5174246565693466e-09,1.355227396970804e-08
1887,0.0,1.0446279397058333e-08
1888,0.0,6.974675947901687e-09
1889,2.5060546970934183e-09,7.51816386923565e-09
1890,0.0,1.6385966361553983e-08
1891,7.0116419337296065e-09,3.1871101313640793e-09
1892,5.641661360300532e-09,9.402768341715273e-09
1893,6.158416554491453e-10,9.23762488724833e-09
1894,3.780923574225881e-09,6.9316934414587195e-09
1895,4.213029924926559e-09,4.213029924926559e-09
1896,5.89702897624278e-10,5.897029087265082e-09
1897,0.0,6.409385022720926e-09
1898,0.0,1.1316709347397591e-08
1899,5.527578395003729e-09,3.8693048765026106e-09
1900,4.671947717582725e-09,2.387884379118077e-08
1901,0.0,1.0059729937950124e-08
1902,3.928227076954727e-09,8.838511256215043e-09
1903,3.7801539676252105e-09,1.1880484152015924e-08
1904,3.7622376325430196e-09,1.0749250378694342e-09
1905,3.096455536422127e-09,5.160758931310738e-09
1906,1.0288369045596824e-09,1.0802787109298606e-08
1907,5.65712765521198e-09,1.491424583832668e-08
1908,7.367083831866239e-09,4.4202499438483756e-09
1909,1.2102163715610459e-08,6.0510818578052294e-09
1910,6.412980813053082e-09,1.1222716089775986e-08
1911,2.128149656499545e-09,6.384448969498635e-09
1912,3.125652625612929e-09,6.772247651554153e-09
1913,7.954484182448596e-09,1.0605979205990934e-08
1914,2.0090231700464756e-09,3.3483718020477227e-09
1915,9.424609537234119e-09,7.068456930880984e-09
1916,0.0,2.197492410260793e-09
1917,1.0966424435210342e-09,2.1932848870420685e-09
1918,8.040463406189247e-09,5.743188147278033e-09
1919,6.4454939163738345e-09,1.3811772170413406e-08
1920,7.572231730534895e-09,9.843901693784574e-09
1921,6.815472630705699e-09,1.3630945261411398e-08
1922,2.951174193910333e-09,8.115729421831475e-09
1923,2.1231896241147297e-09,6.369568872344189e-09
1924,0.0,7.734974438733389e-09
1925,2.1996355847875293e-09,1.3197813508725176e-08
1926,1.1146138456652466e-09,1.7833821530643945e-08
1927,5.574612327308159e-09,3.3447675740205796e-09
1928,5.713020723163709e-09,1.0283437212876834e-08
1929,5.570202965543558e-09,1.2254447234738564e-08
1930,8.402882833991043e-09,1.470504518152893e-08
1931,1.4826963656844327e-08,2.2810713318222042e-08
1932,1.9727165678773417e-08,7.6716757391182e-09
1933,1.1470662197865522e-09,5.735331320977366e-09
1934,0.0,2.3963160344919743e-09
1935,0.0,5.98414207075848e-09
1936,3.031178508194898e-08,7.274828739411987e-09
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,0.0,7.779128452511941e-09
1939,0.0,3.058810094103137e-09
1940,0.0,7.607348528892999e-09
1941,0.0,1.7709016475464523e-08
1942,3.034211770724937e-09,1.517105907566929e-08
1943,1.4516175816936538e-08,1.1612940831184915e-08
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,1.3071024262956144e-08,1.742803235060819e-08
1946,0.0,6.960552134671616e-09
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,9.784699273041042e-09,6.523132700664291e-09
1949,8.835307596655184e-09,4.908504269707237e-09
1950,2.1270722960764488e-09,3.190608444114673e-09
1951,4.264560704569931e-09,6.396841278899501e-09
1952,1.0544803918932644e-09,5.272402070488624e-09
1953,3.232148326759443e-09,8.619061908632375e-09
1954,8.795282724349818e-09,1.3681550115052232e-08
1955,1.1262729415761896e-08,7.508486277174597e-09
1956,2.616342476002842e-09,7.849027205963921e-09
1957,4.417518795207798e-09,5.301022731885041e-09
1958,0.0,5.790570245522986e-09
1959,0.0,6.200598257066758e-09
1960,1.1765417085030094e-08,9.689166802218097e-09
1961,2.08444772553662e-09,3.47407969059077e-09
1962,4.43936931660005e-09,1.0147130247162295e-08
1963,3.2330267352165265e-09,5.1728425987107585e-09
1964,7.909158661334459e-09,7.300761772910391e-09
1965,4.377634699181954e-09,1.2585699593614663e-08
1966,2.215629901769489e-09,1.0524241922382771e-08
