year,aviez_VERB ôté_VERB,aviez_VERB voté_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,4.475680270843441e-09
1803,1.950339223455444e-09,1.950339223455444e-09
1804,0.0,9.887403784603066e-09
1805,0.0,0.0
1806,5.76333825108577e-09,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,6.7770917766551975e-09
1810,9.360507036149102e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,0.0,0.0
1819,1.449147024601416e-08,2.070210003424222e-09
1820,1.1866481131050932e-09,0.0
1821,2.9584463767662328e-09,0.0
1822,0.0,0.0
1823,9.882686891060644e-10,0.0
1824,8.421112696055388e-10,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,9.172301251858528e-10,0.0
1829,7.715858174606183e-09,0.0
1830,1.0436835840010872e-09,6.262101504006523e-09
1831,0.0,3.1182412207897414e-09
1832,0.0,4.058990921151917e-09
1833,0.0,3.4750886612755494e-09
1834,1.4935249481595747e-08,1.8669061851994684e-09
1835,0.0,0.0
1836,0.0,6.720750067579218e-10
1837,6.957890930081589e-10,4.174734336004349e-09
1838,6.312161904276081e-10,5.680945491803868e-09
1839,1.3982950353153e-09,6.9914751765765e-10
1840,6.369688665408546e-10,1.2739377330817092e-09
1841,0.0,7.704658244733764e-09
1842,3.3541325272778977e-09,4.024959032733477e-09
1843,1.7720733769266417e-09,1.2404512972352677e-08
1844,5.488561272137815e-10,8.232841963717874e-09
1845,5.022205318283568e-09,6.696273757711424e-09
1846,0.0,5.269050973311096e-09
1847,3.775256551818984e-09,5.9325460100012606e-09
1848,0.0,3.298540818263973e-08
1849,8.379414939696517e-10,3.6869426622843093e-08
1850,1.3577992064028876e-09,2.1724787302446202e-08
1851,6.449438760824933e-10,2.96674187438839e-08
1852,1.9531636308300904e-09,9.765818376195057e-09
1853,2.388772735173461e-09,7.763511611358354e-09
1854,2.5978321716024766e-09,8.313063126763609e-09
1855,5.306937111981824e-10,1.5920811335945473e-09
1856,2.0708756931497874e-09,1.65670055451983e-08
1857,0.0,5.857811125054013e-09
1858,9.787352039936081e-10,4.404308473482388e-09
1859,6.619825576592575e-09,4.073738679721828e-09
1860,4.577183909670879e-10,2.288591982591015e-09
1861,4.715963730639317e-10,4.715963619617014e-09
1862,1.8071945051545413e-09,9.035972525772706e-10
1863,0.0,8.990317823531768e-09
1864,4.794728170054441e-09,5.753673537611803e-09
1865,4.706844358715045e-10,4.706844358715045e-10
1866,1.9462451650298362e-09,1.3137154475373336e-08
1867,9.7056229719783e-10,4.367530337390235e-09
1868,9.87974813071446e-10,1.778354707937524e-08
1869,0.0,4.883519144627257e-10
1870,0.0,5.734048791339319e-09
1871,2.1242354542039266e-09,2.0180236148803488e-08
1872,1.0280476914203973e-08,3.265563108811875e-08
1873,4.190203295451056e-09,8.979006871356887e-09
1874,0.0,8.961913877669758e-09
1875,0.0,2.2886109007913547e-08
1876,0.0,1.3301232115736639e-08
1877,1.1751150275074451e-08,1.1132669008873108e-08
1878,3.6234530931267273e-09,2.536417298415472e-08
1879,0.0,9.163987790827832e-09
1880,0.0,3.016387850607316e-08
1881,0.0,2.4403776777148778e-08
1882,0.0,8.652000893505374e-09
1883,0.0,3.854796659652493e-08
1884,0.0,1.4523733327109767e-08
1885,0.0,1.5469526104539e-08
1886,6.453463874400711e-10,1.0325542199041138e-08
1887,0.0,1.6322312390570914e-08
1888,6.340614699951175e-10,2.9800888867725916e-08
1889,0.0,2.380751951136517e-08
1890,0.0,3.2771932723107966e-08
1891,2.5496880162734215e-09,2.7409146952095398e-08
1892,2.5074049503359674e-09,3.13425623232888e-08
1893,6.158416554491453e-10,2.2170299374124625e-08
1894,0.0,2.3315696040526745e-08
1895,0.0,1.9861428057765806e-08
1896,1.179405795248556e-09,1.47425724961181e-08
1897,0.0,2.4472196713531957e-08
1898,5.6583548957434e-10,2.546259736391221e-08
1899,0.0,2.7085134135518274e-08
1900,1.038210628578895e-09,1.245852754294674e-08
1901,0.0,1.7883964531506535e-08
1902,4.910283846193408e-10,1.5221880644844532e-08
1903,0.0,3.0241231741001684e-08
1904,0.0,2.042357571951925e-08
1905,0.0,2.8900251081154238e-08
1906,0.0,2.3148830408104004e-08
1907,0.0,3.754275823553144e-08
1908,0.0,2.504808449543816e-08
1909,5.500983557560346e-10,1.7053048750881317e-08
1910,1.068830135508847e-09,3.634022505139001e-08
1911,0.0,1.649316061502759e-08
1912,0.0,1.40654377034366e-08
1913,1.060597942803554e-09,1.3257474229533273e-08
1914,0.0,2.678697441638178e-08
1915,0.0,1.4136913861761968e-08
1916,0.0,1.3184954461564757e-08
1917,1.0966424435210342e-09,7.676496771580332e-09
1918,0.0,1.9526840588923733e-08
1919,0.0,9.207848705727883e-09
1920,1.514446346106979e-09,7.572231730534895e-09
1921,0.0,1.817459427400081e-08
1922,0.0,1.1804696775641332e-08
1923,0.0,1.9108707505210987e-08
1924,0.0,3.0939897754933554e-08
1925,0.0,3.079489729884699e-08
1926,0.0,2.0063049888108253e-08
1927,0.0,2.5643217327342427e-08
1928,0.0,3.4278122562625413e-09
1929,2.2280812750352652e-09,1.7824650200282122e-08
1930,0.0,2.520864939015155e-08
1931,1.1405356659111021e-09,1.710803587684495e-08
1932,1.0959536611565568e-09,1.3151444377967891e-08
1933,0.0,1.8353059516584835e-08
1934,0.0,1.3179738189705859e-08
1935,0.0,7.180970484910176e-09
1936,0.0,1.8187071404440758e-08
1937,1.2591118148108649e-09,1.510934133364117e-08
1938,0.0,2.463390735840676e-08
1939,0.0,7.647025235257843e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,0.0,2.9032352077962287e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,1.742803235060819e-08
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,1.1920870957027319e-09,2.5033829231801974e-08
1948,5.435944139264848e-09,2.717971980814582e-08
1949,9.817008317369869e-10,1.0798709482173763e-08
1950,0.0,1.914365022059883e-08
1951,0.0,4.264560704569931e-09
1952,0.0,1.5817205323287453e-08
1953,0.0,8.619061908632375e-09
1954,0.0,4.886268278880834e-09
1955,9.385607846468247e-10,5.631364707880948e-09
1956,1.744228317335228e-09,3.488456634670456e-09
1957,8.835037701437898e-10,8.835037701437898e-10
1958,0.0,4.9633461784992505e-09
1959,1.5501495642666896e-09,1.007597205671118e-08
1960,2.7683333403416555e-09,5.536666680683311e-09
1961,2.08444772553662e-09,3.47407969059077e-09
1962,6.341956404476434e-10,3.170978146727066e-09
1963,0.0,1.2932106496776896e-09
1964,0.0,1.8251904432275978e-09
1965,0.0,1.0396882466068291e-08
1966,5.539074754423723e-10,3.3234448526542337e-09
1967,0.0,5.916402479044791e-09
1968,0.0,6.287982134978165e-09
1969,9.083515606356229e-10,8.629339909305145e-09
1970,4.5987250119061684e-10,1.0117195081704722e-08
1971,5.138397485282553e-10,1.0276794526475896e-08
1972,5.130146862875051e-10,3.0780880067027283e-09
1973,1.6539611902288698e-09,4.410563025913916e-09
1974,0.0,3.937900228123681e-09
1975,5.711480177694739e-10,2.8557400888473694e-09
1976,0.0,4.570821499072508e-09
1977,5.876781838942691e-10,4.11374712072643e-09
1978,5.940591352171509e-10,1.1881182704343018e-09
1979,0.0,4.681578680276743e-09
1980,0.0,0.0
1981,6.325549528618524e-10,0.0
1982,0.0,1.2415004579935385e-09
1983,1.2630632095778083e-09,1.2630632095778083e-09
1984,1.1598016991243298e-09,2.3196033982486597e-09
1985,0.0,6.015558051686298e-10
1986,0.0,4.7955883708539204e-09
1987,0.0,1.8332451112712533e-09
1988,0.0,1.798966087207532e-09
1989,0.0,3.2928733073589456e-09
1990,0.0,1.089730194969718e-09
1991,2.344586080837985e-09,5.861465202094962e-10
1992,0.0,3.856960972825618e-09
1993,0.0,0.0
1994,0.0,1.0549853213248639e-09
1995,0.0,3.795715741716776e-09
1996,1.067618438099771e-09,2.135236876199542e-09
1997,0.0,1.438468344439059e-09
1998,4.768129224785866e-10,1.9072516899143466e-09
1999,9.140402323914998e-10,1.8280804647829996e-09
2000,0.0,0.0
2001,0.0,1.7524847129024579e-09
2002,4.38122149670761e-10,3.066854992184176e-09
2003,0.0,4.166922806803086e-09
2004,8.809582507929292e-10,3.523833003171717e-09
2005,0.0,1.3511248786457486e-09
2006,0.0,4.1178899179428186e-10
2007,0.0,2.3966877371606188e-09
2008,0.0,2.9802078582719105e-09
2009,1.430457752249481e-09,4.76819250749827e-09
2010,2.3618964561933353e-09,9.447586046817946e-10
2011,0.0,0.0
2012,2.0425516833455504e-09,6.808505426114664e-10
2013,1.6734750252211938e-09,1.3945624655065103e-09
2014,1.5158115873603606e-09,1.7323561474213989e-09
2015,2.21657536769726e-09,1.7732603163622684e-09
2016,1.2428040818690533e-09,1.4499380585064614e-09
2017,1.7609279590047322e-09,2.7671724911471074e-09
2018,7.744400121190154e-10,0.0
2019,1.02039510174734e-09,3.06118530524202e-09
