year,certaines_DET oies_NOUN,certaines_DET voix_NOUN
1860,0.0,1.5562426014525954e-08
1861,0.0,2.499460749483262e-08
1862,0.0,2.5752521892741242e-08
1863,0.0,1.548332484446746e-08
1864,0.0,2.9727313943794798e-08
1865,0.0,2.2122168985561075e-08
1866,0.0,2.5301186923343266e-08
1867,4.85281148598915e-10,9.220341823379385e-09
1868,0.0,7.903798615593871e-09
1869,0.0,2.539430044024016e-08
1870,0.0,2.064257520473234e-08
1871,0.0,1.0621176826930423e-08
1872,7.256807155187062e-09,2.1770421798628092e-08
1873,5.986004469882289e-10,2.1549615425442425e-08
1874,2.3898436563030145e-09,1.1949218503559678e-08
1875,0.0,2.803548238006215e-08
1876,0.0,9.06902175579205e-09
1877,6.184815992682502e-10,6.803297813995357e-09
1878,1.8117265465633636e-09,1.509772207253235e-08
1879,1.832797580370027e-09,1.649517811230794e-08
1880,0.0,8.343199908722454e-09
1881,2.091752326904839e-09,9.064259565150223e-09
1882,0.0,1.8635077481121698e-08
1883,0.0,1.895801765572358e-08
1884,6.601696966868076e-10,2.178560087884307e-08
1885,0.0,1.8047780214747178e-08
1886,0.0,2.3877815502615363e-08
1887,0.0,1.5669418873542895e-08
1888,0.0,2.853276592773568e-08
1889,0.0,2.5687060034584874e-08
1890,0.0,1.2453334030659846e-08
1891,0.0,1.529812809764053e-08
1892,0.0,2.0686091062316336e-08
1893,2.463366621796581e-09,8.005941742883493e-09
1894,6.301539290376468e-10,1.3863386438828229e-08
1895,1.2037228991346183e-09,2.4074457982692365e-08
1896,0.0,1.3563166811891847e-08
1897,0.0,2.1558839380375616e-08
1898,0.0,1.810673611046809e-08
1899,1.6582735185011188e-09,1.9346524382513053e-08
1900,5.191053142894475e-10,1.7130475260529465e-08
1901,1.676621730339889e-09,1.8442838367604963e-08
1902,0.0,2.3078333910575566e-08
1903,5.400220270956879e-10,3.0241231741001684e-08
1904,0.0,3.0097901060344157e-08
1905,0.0,1.9610884027798647e-08
1906,8.745113966313056e-09,1.491813494958194e-08
1907,2.057137349353866e-09,4.371417006154843e-08
1908,0.0,5.8445530193296236e-08
1909,0.0,3.245580249000568e-08
1910,0.0,3.153048933057789e-08
1911,0.0,2.7665944757337968e-08
1912,0.0,3.177747021076982e-08
1913,0.0,2.2272557353986144e-08
1914,0.0,2.6117300766514973e-08
1915,0.0,1.7671142549247065e-08
1916,0.0,2.3073669863649116e-08
1917,4.386569774084137e-09,2.0836205649743533e-08
1918,0.0,5.16886933255023e-08
1919,0.0,8.10290661235058e-08
1920,2.2716695191604686e-09,2.3473918808747385e-08
1921,7.572747429129834e-10,4.0135563095233806e-08
1922,2.951174193910333e-09,6.71392164086626e-08
1923,0.0,3.8217414122243554e-08
1924,0.0,4.6409848186712566e-08
1925,0.0,4.2892894569490636e-08
1926,0.0,3.232380230144827e-08
1927,0.0,5.1286435542863273e-08
1928,0.0,3.7705935707066374e-08
1929,0.0,4.678970721982978e-08
1930,0.0,4.936693587254126e-08
1931,0.0,2.2810713318222042e-08
1932,0.0,5.150982262946968e-08
1933,0.0,4.3588517684156614e-08
1934,0.0,3.354842448288764e-08
1935,0.0,5.505410882733486e-08
1936,0.0,4.9711328387047615e-08
1937,0.0,3.273690629690407e-08
1938,0.0,4.926781604908115e-08
1939,1.5294050470515685e-09,4.7411558234955464e-08
1940,0.0,4.057252667166722e-08
1941,0.0,5.9030050181263505e-08
1942,0.0,5.765002475399683e-08
1943,8.709705845433291e-09,7.548411717905879e-08
1944,3.2131861615880553e-09,5.46241629706401e-08
1945,0.0,6.31766177150439e-08
1946,0.0,5.568441796555135e-08
1947,0.0,3.933887415819015e-08
1948,1.0871887834440486e-09,5.6533816295001316e-08
1949,0.0,6.282885234298874e-08
1950,0.0,4.5732054587688253e-08
1951,0.0,3.8381047673397006e-08
1952,1.0544803918932644e-09,5.799642099901803e-08
1953,1.0773827385790469e-09,5.4946518446286063e-08
1954,2.9317608341017376e-09,8.208930513120549e-08
1955,9.385607846468247e-10,3.2849626574460444e-08
1956,0.0,4.971050682200939e-08
1957,0.0,4.947621334849828e-08
1958,8.272243445794913e-10,6.204182767532984e-08
1959,7.750747821333448e-10,4.340418779946731e-08
1960,6.920833350854139e-10,5.121416801756595e-08
1961,2.08444772553662e-09,4.724748281503821e-08
1962,0.0,6.468795366032509e-08
1963,6.466053248388448e-10,4.4615768857170224e-08
1964,0.0,4.31961746372167e-08
1965,5.472043373977442e-10,6.402290697593571e-08
1966,1.1078149508847446e-09,5.871419173075765e-08
1967,0.0,5.2261555971711005e-08
1968,4.4914158503495116e-10,6.916780215249219e-08
1969,0.0,5.677197290054892e-08
1970,0.0,5.7024190702748e-08
1971,0.0,4.727325553233186e-08
1972,0.0,7.28480884504279e-08
1973,0.0,4.6310911550051514e-08
1974,5.625571675160757e-10,5.7943388309666943e-08
1975,0.0,3.998036213204159e-08
1976,1.7140580066410394e-09,4.799362596230594e-08
1977,5.876781838942691e-10,4.818961230057539e-08
1978,0.0,7.425739134703235e-08
1979,0.0,6.788289264036962e-08
1980,1.7055452605774235e-09,6.31051717547848e-08
1981,1.2651099057237047e-09,6.199038615761765e-08
1982,3.7245013739806154e-09,7.262777401706444e-08
1983,0.0,6.567928600986761e-08
1984,5.799008495621649e-10,6.610869807133213e-08
1985,0.0,7.760069919982016e-08
1986,0.0,8.572114218452498e-08
1987,0.0,7.516304911803218e-08
1988,5.996553809062277e-10,8.934865114440527e-08
1989,5.488122178931576e-10,7.299202486876766e-08
1990,0.0,8.826814479334644e-08
1991,0.0,1.1136783939491579e-07
1992,0.0,9.036308767917944e-08
1993,5.539207426075166e-10,9.361260744356059e-08
1994,2.1099706426497278e-09,1.0549853435293244e-07
1995,0.0,1.0573779007927442e-07
1996,1.067618438099771e-09,1.0889708157435507e-07
1997,1.438468344439059e-09,1.1076205908011616e-07
1998,0.0,1.3207718119190304e-07
1999,0.0,1.5675790265845535e-07
2000,0.0,1.2547209493618539e-07
2001,0.0,1.1960708334868286e-07
2002,0.0,1.2442669117262994e-07
2003,8.333845835650777e-10,1.550095340974167e-07
2004,2.2023955992267474e-09,1.5504864947502028e-07
2005,4.5037495954858286e-10,1.6033348337884945e-07
2006,0.0,1.4206720067022616e-07
2007,1.5977917877663117e-09,1.3621175298794697e-07
2008,2.1287198670449925e-09,1.3538658549805405e-07
2009,0.0,1.2731073795180237e-07
2010,9.447586046817946e-10,1.3415572297503786e-07
2011,0.0,1.1701354551973964e-07
2012,0.0,1.1846799807813113e-07
2013,0.0,1.143541243919799e-07
2014,6.496335691608124e-10,1.143355046195893e-07
2015,4.433150790905671e-10,1.0927717042363838e-07
2016,1.4499380585064614e-09,8.906762083427111e-08
2017,0.0,1.1043533909571579e-07
2018,2.0651733656507076e-09,1.0403310746198713e-07
2019,5.1019755087367e-10,1.137740532897169e-07
