year,ils_PRON allaient_VERB,ils_PRON valaient_VERB
1800,1.2828191131575295e-06,3.144164484325529e-09
1801,1.126299395082242e-06,2.3811825400343878e-08
1802,6.444979874231649e-07,1.3427040812530322e-08
1803,7.645329844763182e-07,1.9503391568420625e-08
1804,1.1790728962068897e-06,1.9774807569206132e-08
1805,1.0006929471728654e-06,4.832892108730391e-08
1806,8.270390310372022e-07,1.4408345627714425e-08
1807,1.2697419720097969e-06,2.8469550272802735e-08
1808,8.339152088865376e-07,1.5862518409903714e-08
1809,1.2560210223000468e-06,1.129515236897305e-08
1810,1.0156150125339991e-06,0.0
1811,1.1808331663587524e-06,0.0
1812,1.1655700546953085e-06,2.9339290108509886e-08
1813,1.1531723913549285e-06,2.8757416004054903e-08
1814,1.6488587846197333e-06,2.5173417128598885e-08
1815,1.4834729711310501e-06,0.0
1816,1.1564842878897252e-06,2.0858434979231788e-08
1817,1.6425014734977594e-06,7.317304806520042e-08
1818,1.4508072752050793e-06,2.980294322441068e-08
1819,1.685150920138767e-06,2.070209959015301e-08
1820,1.9010102505490067e-06,2.7292905713238724e-08
1821,1.8845304055048473e-06,3.35290586406245e-08
1822,1.942964388490509e-06,2.606660132187244e-08
1823,1.9597368350332545e-06,1.9765373782121287e-08
1824,2.016856456066307e-06,2.105278174013847e-08
1825,2.482254444657883e-06,5.371320188629625e-08
1826,1.9597765117396193e-06,3.3470338944852074e-08
1827,1.8139593009891541e-06,2.488663675137559e-08
1828,1.8849079310712114e-06,1.375845182227664e-08
1829,2.1030001278177224e-06,2.4862211400744627e-08
1830,2.36289955068969e-06,3.861629238599562e-08
1831,1.7508924656794989e-06,2.8064169654840043e-08
1832,2.128264156908699e-06,8.11798162025923e-09
1833,2.430245160667255e-06,4.40177885252524e-08
1834,2.433512122479442e-06,3.5471215964477665e-08
1835,2.4111124901082803e-06,4.689114518896531e-08
1836,2.3495742027535016e-06,3.4947901017545746e-08
1837,2.306540778818089e-06,1.9482093938094636e-08
1838,2.5198149558036675e-06,4.1660268124132926e-08
1839,2.394580349118769e-06,1.957613138259262e-08
1840,2.738966117021846e-06,3.885510135859249e-08
1841,2.5194231625391694e-06,1.219904177673925e-08
1842,2.4672998790720158e-06,5.702025340781347e-08
1843,2.3993871991478954e-06,6.202256663812022e-08
1844,2.625178836979103e-06,2.6893951066142563e-08
1845,2.8565186767082196e-06,2.7343116215661212e-08
1846,2.7697645919033675e-06,2.868705717418152e-08
1847,2.6998476982953434e-06,5.17749452200178e-08
1848,2.7160667457337695e-06,3.298540818263973e-08
1849,2.3018253045847814e-06,4.357295857460031e-08
1850,2.474589109624503e-06,3.733947728790099e-08
1851,2.6520091580550798e-06,7.67483214758613e-08
1852,2.103557250165977e-06,4.948014531436229e-08
1853,2.275903256077072e-06,3.0456851263238605e-08
1854,2.0517678933629213e-06,4.780011186866773e-08
1855,2.2055631063722103e-06,3.92713346286655e-08
1856,2.1583701652616583e-06,2.329735160344626e-08
1857,2.282105526774103e-06,6.199516455751564e-08
1858,2.1938349732408824e-06,4.7468658337379566e-08
1859,2.5170613753289217e-06,5.3467820393393595e-08
1860,2.539879233154352e-06,7.55235358695927e-08
1861,2.3843911947096785e-06,6.649509165512768e-08
1862,2.1297787782259547e-06,4.789065588539643e-08
1863,2.513792594527331e-06,3.0467186995508655e-08
1864,2.2204385459190235e-06,4.171413259257406e-08
1865,2.292703925377282e-06,3.671338610899966e-08
1866,2.3277092964235635e-06,3.843834095462739e-08
1867,2.4312585082952864e-06,3.591080677267655e-08
1868,2.0841328876031184e-06,4.149494325922376e-08
1869,2.30062582318169e-06,3.809144943911491e-08
1870,2.1904066329625493e-06,3.612450871770534e-08
1871,2.5905051188601647e-06,9.665271250014484e-08
1872,2.452800742958061e-06,3.8702971494330995e-08
1873,2.0340443711575062e-06,5.088103804951061e-08
1874,2.2129952697014232e-06,4.301718625754347e-08
1875,2.28689438586116e-06,7.952922587151079e-08
1876,1.9117499050480546e-06,4.776351580915161e-08
1877,2.0515034293566714e-06,3.8964339532654435e-08
1878,2.0677840097960143e-06,3.6838439410047386e-08
1879,2.13948567306943e-06,5.315112883153006e-08
1880,1.936264226287676e-06,3.786529312321818e-08
1881,2.2130739409931266e-06,7.321132589055424e-08
1882,2.101770661511182e-06,3.92667720561235e-08
1883,1.8559898933290242e-06,4.044376922252013e-08
1884,2.1323481291801727e-06,3.234831691401041e-08
1885,2.2314790726341016e-06,5.34987760758554e-08
1886,2.0083179776975157e-06,5.679048342699389e-08
1887,1.959330234058143e-06,4.439668632727489e-08
1888,2.078453462672769e-06,3.550744231972658e-08
1889,2.1270138859108556e-06,3.069917031695013e-08
1890,1.83129557740358e-06,3.5393687092266646e-08
1891,1.7248639210265537e-06,3.888274280328119e-08
1892,1.8818073783677391e-06,5.390920598813409e-08
1893,1.9023348443170107e-06,3.695049954899332e-08
1894,1.894242672051405e-06,3.843939033743027e-08
1895,2.0926723323100305e-06,5.236194500213287e-08
1896,2.0391926796037296e-06,4.717623225403145e-08
1897,2.1075222207400657e-06,5.010973680441566e-08
1898,2.0851038016189705e-06,4.9227688592168306e-08
1899,1.8865624724639929e-06,4.9748205555033564e-08
1900,1.984539665045304e-06,4.671947628764883e-08
1901,1.8163401591664297e-06,4.8622028181455335e-08
1902,1.5614702419952664e-06,2.995273185035785e-08
1903,1.7080897123378236e-06,2.9161189019077938e-08
1904,1.7026812315634743e-06,3.815983884436491e-08
1905,1.66640907650617e-06,4.231822403610863e-08
1906,1.8729975863607251e-06,3.549487193055256e-08
1907,1.7279953397064673e-06,3.239991297476763e-08
1908,1.6767482691193436e-06,3.5361999994876214e-08
1909,1.6816507013572846e-06,5.115914625264395e-08
1910,2.0516194467745663e-06,3.6874638897899104e-08
1911,1.8520221942708304e-06,5.213966680628346e-08
1912,1.7800592786443303e-06,3.959160110866833e-08
1913,1.7886983698645054e-06,2.8636144122629048e-08
1914,1.8784365920510027e-06,3.4823066208389264e-08
1915,2.179440969030111e-06,1.7671142549247065e-08
1916,2.2711083715876157e-06,3.5159877675994267e-08
1917,2.285402842971962e-06,2.8512703753591495e-08
1918,1.9986295001217513e-06,3.2161853624756986e-08
1919,2.0533501583486213e-06,2.762354567309444e-08
1920,1.7931044453689537e-06,6.133507746142186e-08
1921,1.8303331046354288e-06,3.862101283225172e-08
1922,1.941134826211055e-06,5.3121134158118366e-08
1923,1.9713814936039853e-06,3.078624910557437e-08
1924,1.78420083329911e-06,2.0626598651318773e-08
1925,1.952176603481348e-06,2.639562701745035e-08
1926,1.7844967601376993e-06,5.5730692949396143e-08
1927,2.131731775989465e-06,2.6758139703986217e-08
1928,1.7470417219556111e-06,3.6563331917705e-08
1929,1.7668684790805855e-06,5.013182757807044e-08
1930,1.7173391597680165e-06,3.2561171536826805e-08
1931,1.6560577478230698e-06,4.44808918587114e-08
1932,1.7020160214542557e-06,2.6302887201623548e-08
1933,1.504950830621965e-06,3.670611814499125e-08
1934,1.5947483689160435e-06,5.2718954535180274e-08
1935,1.5726325841569633e-06,9.574627313213568e-09
1936,1.6465362762119184e-06,4.001155851085514e-08
1937,1.5575213581087155e-06,2.5182236518261902e-08
1938,1.6647335883135383e-06,2.5930428471099276e-08
1939,1.5385815288482263e-06,2.9058696782158222e-08
1940,1.7319397613846377e-06,2.5357829169792012e-08
1941,2.0040702679580136e-06,2.6563523825018365e-08
1942,1.8842454778678075e-06,1.2136846860855144e-08
1943,2.685492518139654e-06,1.1612940831184915e-08
1944,2.162474345368537e-06,2.2492303131116387e-08
1945,2.376747886501107e-06,3.267756021330115e-08
1946,2.1313210822881956e-06,1.9489546865258944e-08
1947,2.0897287527077424e-06,4.172304990390785e-08
1948,1.8427849113322736e-06,2.0656586663392318e-08
1949,1.5834834528050123e-06,2.6505921901787133e-08
1950,1.6644340803395608e-06,1.914365110877725e-08
1951,1.988351471027272e-06,4.051332602728053e-08
1952,1.937080412517389e-06,2.636201035244312e-08
1953,1.7195027908201155e-06,3.663101377782141e-08
1954,1.7776243339540088e-06,2.0522326060756768e-08
1955,1.7297675185545813e-06,1.8771215692936494e-08
1956,1.686668724687479e-06,1.4825940697349438e-08
1957,1.6671716025484784e-06,1.767007518083119e-08
1958,1.607296951533499e-06,1.4890037869363937e-08
1959,1.489693715939211e-06,2.8677767716089875e-08
1960,1.6783021123956132e-06,2.7683332959327345e-08
1961,1.7787288015824743e-06,2.362374207365292e-08
1962,1.82902022061171e-06,1.8391673517470508e-08
1963,1.767818957887357e-06,2.5864213437643002e-08
1964,1.765567560596537e-06,2.4335873316516654e-08
1965,1.6388769381592283e-06,2.9001830270658502e-08
1966,1.8018610035142046e-06,1.9940669115925402e-08
1967,1.6846956327754015e-06,1.8735275109094118e-08
1968,1.9578081378313072e-06,1.7965663401398047e-08
1969,1.6395745490171976e-06,2.3617140021414684e-08
1970,1.5116009137727815e-06,2.1614007472692265e-08
1971,1.5815986955658445e-06,2.003975030362426e-08
1972,1.4405452191113e-06,1.7955514408640738e-08
1973,1.371133834027205e-06,1.7642252103655665e-08
1974,1.4288951888374868e-06,2.2502287144732236e-08
1975,1.335344080644063e-06,2.5701660799626325e-08
1976,1.3541059047383897e-06,2.3425460238257756e-08
1977,1.3951480184459797e-06,2.4682483612537e-08
1978,1.5706923193192779e-06,2.5544543369449002e-08
1979,1.5519433418376138e-06,2.516348507342059e-08
1980,1.5634164753919322e-06,9.09624087164218e-09
1981,1.515601610435624e-06,1.3916208629893845e-08
1982,1.6493333987455117e-06,1.5518755391852324e-08
1983,1.5763029068693868e-06,1.8314415761722103e-08
1984,1.6080650198091462e-06,1.4497520961498367e-08
1985,1.5905135626326228e-06,1.5640450601317468e-08
1986,1.6994366092148994e-06,1.8582904548480883e-08
1987,1.489206113092223e-06,1.894353229836554e-08
1988,1.4655577160738176e-06,7.195864570874733e-09
1989,1.5844208860471554e-06,1.2073868571604862e-08
1990,1.5152698722431523e-06,1.7435683341560093e-08
1991,1.385650364227331e-06,1.52398094144246e-08
1992,1.5675791189551092e-06,1.5427843669257868e-08
1993,1.5814437688277394e-06,1.606370148010683e-08
1994,1.604632643648074e-06,1.318731657207195e-08
1995,1.5763064027396467e-06,9.760411145975922e-09
1996,1.4519610260776972e-06,1.2811421035152648e-08
1997,1.4725121104675054e-06,1.2946214766884623e-08
1998,1.630223437132372e-06,1.4304387452312994e-08
1999,1.488514470793234e-06,1.3253583786010381e-08
2000,1.6474839412694564e-06,1.3695897749244068e-08
2001,1.5001268707237614e-06,1.4896120115182043e-08
2002,1.6775697133653011e-06,1.6648641576466616e-08
2003,1.7501076854387065e-06,1.6667691671301554e-08
2004,1.6672134961481788e-06,1.1452457648886138e-08
2005,1.717279758395307e-06,1.8014998381943315e-08
2006,1.8546975866229332e-06,1.2353669420761548e-08
2007,2.1246636379146366e-06,1.5977917877663117e-08
2008,2.3015718966235e-06,1.6604014163590364e-08
2009,2.609154932997626e-06,1.8119131972582636e-08
2010,3.2556380347159575e-06,2.07846901911779e-08
2011,3.5792377275356557e-06,1.7207873792557393e-08
2012,4.345528736848792e-06,2.7234021260369445e-08
2013,4.727288114736439e-06,3.0680374685232437e-08
2014,5.241893177299062e-06,2.9883143071174345e-08
2015,4.850088657804008e-06,3.036708307035951e-08
2016,5.033977686252911e-06,2.941302934544865e-08
2017,4.74972569008969e-06,2.490455219827936e-08
2018,5.309044581736089e-06,2.220061379176741e-08
2019,4.879274342783901e-06,2.7550666636955157e-08
