year,bonnes_ADJ îles_NOUN,bonnes_ADJ villes_NOUN
1800,0.0,7.231578535993322e-08
1801,0.0,2.7383600809116615e-07
1802,0.0,2.394488944901241e-07
1803,0.0,2.691468239390815e-07
1804,0.0,5.19088700912107e-08
1805,0.0,1.7910129201936797e-07
1806,0.0,4.063153573596878e-07
1807,0.0,5.4092147649953404e-08
1808,0.0,1.5635910699529632e-07
1809,0.0,2.778607495201868e-07
1810,0.0,2.8315534450484847e-07
1811,0.0,8.097858223976573e-07
1812,0.0,7.494854852296839e-07
1813,0.0,3.6521919821730364e-07
1814,0.0,9.754699021868873e-07
1815,0.0,8.118643108900869e-07
1816,0.0,6.628347364312503e-07
1817,0.0,3.5605694392870646e-06
1818,0.0,3.230639151752257e-07
1819,0.0,8.384350280721264e-07
1820,0.0,8.591332516516559e-07
1821,0.0,7.15944054263673e-07
1822,0.0,1.0206077405428005e-06
1823,0.0,1.1029078450519592e-06
1824,0.0,5.167194558453048e-06
1825,0.0,4.312025339459069e-06
1826,0.0,8.722547136130743e-06
1827,0.0,1.8471414703347122e-06
1828,0.0,1.8500531998033587e-06
1829,0.0,6.52418691515777e-07
1830,4.174734336004349e-09,5.844627821716131e-07
1831,0.0,1.1054165209856137e-06
1832,0.0,5.506697304813457e-07
1833,0.0,9.42907343315369e-07
1834,0.0,1.4804566286219512e-06
1835,0.0,2.966243002333613e-06
1836,0.0,2.97057141973589e-06
1837,0.0,2.4310871453714356e-06
1838,0.0,4.013903917021722e-06
1839,0.0,2.0352183582872385e-06
1840,0.0,2.094353641624025e-06
1841,0.0,8.250404910370435e-07
1842,0.0,1.5174095757686246e-06
1843,0.0,2.0225262826745194e-06
1844,0.0,1.9456949758023256e-06
1845,0.0,9.743078431267982e-07
1846,0.0,1.1931473880011367e-06
1847,0.0,1.4200358009475167e-06
1848,0.0,1.3363112971731539e-06
1849,0.0,1.2627778700480263e-06
1850,0.0,1.399891021769406e-06
1851,0.0,1.2234585240467055e-06
1852,0.0,1.3691676961080645e-06
1853,0.0,2.026873744398472e-06
1854,0.0,1.5961081083482043e-06
1855,3.714855978387277e-09,1.2598668988061945e-06
1856,0.0,1.648934790821066e-06
1857,0.0,2.046328643645623e-06
1858,0.0,1.3026966056428613e-06
1859,0.0,1.2394349648836567e-06
1860,0.0,1.5580734045173017e-06
1861,0.0,1.236054117725871e-06
1862,0.0,1.2636807658061855e-06
1863,1.4983863039219614e-09,2.3539648736914387e-06
1864,0.0,1.0553196045925972e-06
1865,0.0,1.005381932372984e-06
1866,0.0,7.809308666395509e-07
1867,0.0,2.084767801946441e-06
1868,0.0,1.790704322601755e-06
1869,4.883519144627257e-10,1.6100962663134766e-06
1870,0.0,1.521816576310897e-06
1871,0.0,2.0732538814627333e-06
1872,0.0,2.0627474555112713e-06
1873,0.0,1.6772784625640469e-06
1874,0.0,2.838536701688099e-06
1875,0.0,2.0231320312369405e-06
1876,0.0,1.3706315939998603e-06
1877,0.0,7.056875048760958e-07
1878,0.0,1.3950294845965772e-06
1879,0.0,2.0276850243305944e-06
1880,0.0,9.16468453127095e-07
1881,0.0,1.217399850483858e-06
1882,0.0,1.0016354963227059e-06
1883,0.0,1.3624494834552081e-06
1884,0.0,7.8494176047883e-07
1885,0.0,1.294283606512181e-06
1886,0.0,1.1777572126447922e-06
1887,0.0,7.482147719173327e-07
1888,0.0,1.4545370576879435e-06
1889,0.0,1.0870012084884806e-06
1890,0.0,6.167677497614932e-07
1891,0.0,5.704927161787055e-07
1892,0.0,8.518908582999529e-07
1893,0.0,6.02908983182715e-07
1894,0.0,1.2231288215591718e-06
1895,0.0,6.506122143257187e-07
1896,0.0,8.00816506885127e-07
1897,0.0,8.02921135800716e-07
1898,0.0,7.259669454473539e-07
1899,0.0,5.914508918181127e-07
1900,0.0,6.156589269501467e-07
1901,0.0,5.292535480982963e-07
1902,0.0,7.812261344497529e-07
1903,0.0,7.976125537823009e-07
1904,0.0,7.09987974190085e-07
1905,0.0,5.222688228556649e-07
1906,0.0,5.313942756934864e-07
1907,0.0,4.083417528555344e-07
1908,0.0,5.67756574199052e-07
1909,0.0,6.524166575871959e-07
1910,0.0,7.358895305342728e-07
1911,0.0,7.602814551255221e-07
1912,0.0,3.3861238257770765e-07
1913,0.0,3.590123975882875e-07
1914,0.0,4.942197113777524e-07
1915,0.0,3.2986134268497835e-07
1916,0.0,4.405972333643149e-07
1917,0.0,2.4564789669057063e-07
1918,0.0,3.8134770008468877e-07
1919,1.8415696745321952e-09,3.4989825081765957e-07
1920,2.2716695191604686e-09,2.938025893683971e-07
1921,0.0,3.1956993939985523e-07
1922,0.0,3.836526452083433e-07
1923,0.0,5.169966668105985e-07
1924,0.0,5.362915511675226e-07
1925,1.0998177923937646e-09,7.511755706346435e-07
1926,0.0,4.1909481751645217e-07
1927,0.0,4.4262423504193293e-07
1928,1.1426041224282812e-09,3.9305580923354455e-07
1929,0.0,6.049240415251234e-07
1930,1.0503603542488804e-09,3.5712250756603225e-07
1931,0.0,5.063978250063883e-07
1932,0.0,3.6056876684398276e-07
1933,0.0,5.482976810355922e-07
1934,0.0,4.67281626725935e-07
1935,3.590485242455088e-09,5.002743019844047e-07
1936,0.0,3.8677838087863847e-07
1937,0.0,7.34062198581853e-07
1938,0.0,3.7210164549605906e-07
1939,1.5294050470515685e-09,5.016448794137318e-07
1940,0.0,8.520230601050116e-07
1941,0.0,6.788455948480987e-07
1942,0.0,4.520975664945581e-07
1943,0.0,7.954864713610732e-07
1944,0.0,4.0807463896896934e-07
1945,0.0,5.838390899626233e-07
1946,0.0,3.703013851108494e-07
1947,0.0,4.780269291515538e-07
1948,0.0,6.218719974526721e-07
1949,0.0,4.3096667035058545e-07
1950,0.0,3.243785329232196e-07
1951,0.0,2.739980224930605e-07
1952,0.0,4.534265602984533e-07
1953,0.0,2.176313103063876e-07
1954,0.0,1.983824784446142e-07
1955,0.0,2.609198990199957e-07
1956,0.0,1.9709780385568365e-07
1957,0.0,5.05364166514255e-07
1958,0.0,3.209630472511549e-07
1959,7.750747821333448e-10,2.9762872699734544e-07
1960,0.0,4.1040543052872636e-07
1961,0.0,2.918226940096247e-07
1962,0.0,2.942667656213871e-07
1963,0.0,3.3817458167106906e-07
1964,0.0,2.2997400961344283e-07
1965,0.0,5.712813049285614e-07
1966,0.0,6.358857866928247e-07
1967,0.0,1.0871389815036991e-06
1968,4.4914158503495116e-10,4.060240001990678e-07
1969,0.0,3.774200623141155e-07
1970,0.0,2.9339865381672325e-07
1971,5.138397485282553e-10,3.4581414709577984e-07
1972,0.0,3.467979379223607e-07
1973,0.0,2.822760230003496e-07
1974,5.625571675160757e-10,4.7592336116508704e-07
1975,0.0,5.802863825010718e-07
1976,0.0,3.930906351534702e-07
1977,0.0,4.307681056303636e-07
1978,0.0,3.6475230924537527e-07
1979,0.0,2.4519769681319303e-07
1980,5.685150683554241e-10,4.036457124101389e-07
1981,0.0,4.389931405057723e-07
1982,0.0,7.908357808616984e-07
1983,0.0,2.8166308219113034e-07
1984,0.0,2.771926173039674e-07
1985,0.0,3.3987904313192985e-07
1986,0.0,2.931303466624513e-07
1987,6.110816852533674e-10,3.5076087812058176e-07
1988,1.1993107618124554e-09,6.890040520346474e-07
1989,0.0,2.980050268774903e-07
1990,0.0,3.405406836520797e-07
1991,0.0,3.0127932149071057e-07
1992,0.0,3.2949464978671017e-07
1993,0.0,4.891120064520749e-07
1994,0.0,3.9667447815361356e-07
1995,0.0,3.454101169531043e-07
1996,0.0,3.2669122873585366e-07
1997,0.0,3.059142734684883e-07
1998,1.9072516899143466e-09,3.0659069771843406e-07
1999,0.0,3.8709604854858526e-07
2000,1.3254094488601709e-09,2.6243107065226923e-07
2001,0.0,2.6331083180508585e-07
2002,8.76244299341522e-10,3.2158166618501127e-07
2003,0.0,3.2543669092888194e-07
2004,8.809582507929292e-10,2.783828190189297e-07
2005,0.0,3.5354433336465263e-07
2006,4.1178899179428186e-10,3.043120577750358e-07
2007,0.0,2.8920030681334197e-07
2008,0.0,2.5885234489209097e-07
2009,4.76819250749827e-10,1.6497946209170777e-07
2010,4.723793023408973e-10,1.5257851293526414e-07
2011,3.82397197240536e-10,9.06281356627403e-08
2012,0.0,1.062126866457902e-07
2013,2.789125042035323e-10,1.3973516033161104e-07
2014,2.1654451842767486e-10,2.288875569078641e-07
2015,6.649726325136385e-10,1.972752059486993e-07
2016,2.0713400439298368e-10,1.4975787898663384e-07
2017,0.0,1.2351652012299041e-07
2018,2.5814667070633845e-10,1.3604329662797454e-07
2019,0.0,1.903036905837041e-07
