year,bonnes_ADJ oies_NOUN,bonnes_ADJ voies_NOUN
1910,2.67207544979442e-09,4.5959694716657395e-08
1911,1.0640748282497725e-09,6.756874881830299e-08
1912,1.5628263128064646e-09,5.1052328586820295e-08
1913,5.30298971401777e-10,4.2423916823963737e-08
1914,0.0,4.888622839871459e-08
1915,0.0,3.416420923940677e-08
1916,0.0,3.735737053034427e-08
1917,0.0,6.141197417264266e-08
1918,4.594550517822427e-09,5.054005569604669e-08
1919,0.0,8.379142002468143e-08
1920,0.0,4.164727585020955e-08
1921,0.0,4.4679211441689404e-08
1922,0.0,3.467629738906908e-08
1923,0.0,3.078624999375279e-08
1924,0.0,4.2542360745301266e-08
1925,0.0,4.7292164850887275e-08
1926,0.0,4.346993875969929e-08
1927,0.0,4.7941668412931904e-08
1928,0.0,5.713020456710183e-08
1929,1.1140406375176326e-09,3.78773812315103e-08
1930,2.100720708497761e-09,5.987053697253941e-08
1931,0.0,6.158892773555635e-08
1932,0.0,6.13734059129456e-08
1933,0.0,4.473558234963093e-08
1934,0.0,5.032263672433146e-08
1935,0.0,3.351119559624749e-08
1936,0.0,4.9711328387047615e-08
1937,0.0,5.414180748175568e-08
1938,0.0,4.797129449229942e-08
1939,0.0,5.352917753498332e-08
1940,0.0,1.5214697057785997e-08
1941,0.0,2.3612020783048138e-08
1942,0.0,1.517105907566929e-08
1943,0.0,4.064529335323641e-08
1944,0.0,3.534504600111177e-08
1945,0.0,2.6142048525912287e-08
1946,0.0,3.201854070766785e-08
1947,0.0,4.0530959921625254e-08
1948,0.0,4.67491183542279e-08
1949,0.0,5.104844191805569e-08
1950,0.0,3.722376362702562e-08
1951,0.0,2.2388944032059044e-08
1952,0.0,4.323369751091377e-08
1953,1.0773827385790469e-09,4.417269394707546e-08
1954,0.0,3.713563856422297e-08
1955,0.0,3.191106756617046e-08
1956,0.0,2.8779767902165077e-08
1957,0.0,3.3573144264664734e-08
1958,0.0,2.4816730004317833e-08
1959,0.0,3.1778064624177205e-08
1960,0.0,3.18358317485945e-08
1961,6.948159270159238e-10,4.307858603169734e-08
1962,0.0,2.473363025501385e-08
1963,1.2932106496776896e-09,3.2330266463986845e-08
1964,0.0,3.102823953327061e-08
1965,0.0,4.1587529864273165e-08
1966,0.0,3.6557892713062756e-08
1967,0.0,3.303324902503846e-08
1968,0.0,3.09907690621003e-08
1969,9.083515606356229e-10,2.7704722072030563e-08
1970,4.5987250119061684e-10,3.311081897550139e-08
1971,0.0,1.849823050292798e-08
1972,0.0,2.0520587895589415e-08
1973,1.102640756478479e-09,2.4258095976392724e-08
1974,0.0,2.5877628928583363e-08
1975,0.0,2.056132863970106e-08
1976,0.0,3.313845553520878e-08
1977,0.0,2.52701610747863e-08
1978,0.0,3.742572474152439e-08
1979,5.851973350345929e-10,2.750427441355896e-08
1980,0.0,3.411090432337005e-08
1981,6.325549528618524e-10,2.7199863694704618e-08
1982,0.0,1.924325765401136e-08
1983,0.0,2.7787390166622572e-08
1984,0.0,3.36342509399401e-08
1985,0.0,2.5265343595037848e-08
1986,5.994485463567401e-10,2.3977941410180392e-08
1987,0.0,1.8943532964499354e-08
1988,0.0,1.679035044332977e-08
1989,0.0,1.4269117443177493e-08
1990,0.0,2.5608660081388734e-08
1991,5.861465202094962e-10,1.1722930182145319e-08
1992,0.0,1.597883780846132e-08
1993,0.0,1.994114740000441e-08
1994,0.0,2.4264663167627987e-08
1995,0.0,1.7351842629409475e-08
1996,0.0,2.7758080278772468e-08
1997,0.0,1.8700088588730068e-08
1998,4.768129224785866e-10,2.288702027897216e-08
1999,4.570201161957499e-10,1.828080442578539e-08
2000,0.0,1.3254094710646314e-08
2001,0.0,2.1467938537966802e-08
2002,4.38122149670761e-10,1.7086764003693133e-08
2003,4.1669229178253886e-10,1.7917768602160322e-08
2004,4.404791253964646e-10,1.8940601975714344e-08
2005,0.0,1.7564623533417034e-08
2006,0.0,1.8942293067425453e-08
2007,0.0,1.677681460421354e-08
2008,0.0,1.0217855006544596e-08
2009,0.0,1.43045770784056e-08
2010,0.0,9.919965293647692e-09
2011,7.64794394481072e-10,1.911985947344874e-08
2012,0.0,1.3617010630184723e-08
2013,5.578250084070646e-10,1.4503449996539075e-08
2014,0.0,1.017759210242275e-08
2015,4.433150790905671e-10,2.4825643762937943e-08
2016,2.0713400439298368e-10,3.541991588917881e-08
2017,5.031222660711876e-10,3.2954506679061524e-08
2018,0.0,2.349134753387716e-08
2019,2.55098775436835e-10,1.4540630033366142e-08
