year,certain_ADJ ombre_NOUN,certain_ADJ nombre_NOUN
1800,0.0,1.5236621038638987e-05
1801,0.0,1.4265664503909647e-05
1802,2.2378401354217203e-09,1.2236509974172805e-05
1803,0.0,1.2392455573717598e-05
1804,0.0,1.2633629921765532e-05
1805,0.0,1.0586876669549383e-05
1806,0.0,1.1881122190970927e-05
1807,0.0,1.1897425792994909e-05
1808,0.0,1.2379562576825265e-05
1809,0.0,1.3676170965482015e-05
1810,0.0,1.2337148291408084e-05
1811,0.0,1.0622484296618495e-05
1812,0.0,1.249853812623769e-05
1813,0.0,1.2247784070495982e-05
1814,0.0,1.3845379726262763e-05
1815,0.0,1.2768656233674847e-05
1816,2.3176038865813098e-09,1.6093441445264034e-05
1817,0.0,1.391533442074433e-05
1818,0.0,1.4106329217611346e-05
1819,0.0,1.44552413985366e-05
1820,1.1866481131050932e-09,1.3905142623116262e-05
1821,0.0,1.3249895346234553e-05
1822,0.0,1.235055606230162e-05
1823,0.0,1.2611296369868796e-05
1824,8.421112696055388e-10,1.320346291322494e-05
1825,0.0,1.2791667359124403e-05
1826,0.0,1.601027361175511e-05
1827,0.0,1.4295990695245564e-05
1828,0.0,1.4786666724830866e-05
1829,0.0,1.6492218492203392e-05
1830,1.0436835840010872e-09,1.6567433704040013e-05
1831,0.0,1.700065149634611e-05
1832,0.0,1.6295494788209908e-05
1833,0.0,1.8859305782825686e-05
1834,0.0,1.9016306396224536e-05
1835,7.563087933704082e-10,1.7075182768166997e-05
1836,0.0,1.719638385111466e-05
1837,0.0,1.999002051888965e-05
1838,0.0,1.739126855682116e-05
1839,0.0,2.18259865505388e-05
1840,6.369688665408546e-10,1.9446659280220047e-05
1841,6.420548537278137e-10,2.093548209813889e-05
1842,6.708265054555795e-10,2.0690973542514257e-05
1843,5.906911071384968e-10,2.151651460735593e-05
1844,5.488561272137815e-10,2.13197672565002e-05
1845,0.0,2.2563093807548285e-05
1846,5.854501328173001e-10,2.3334871002589352e-05
1847,0.0,2.392541864537634e-05
1848,8.045221711050488e-10,2.5731033019837923e-05
1849,1.6758829879393033e-09,2.8624919650610536e-05
1850,0.0,2.5901377739501186e-05
1851,1.2898877521649865e-09,2.503027099010069e-05
1852,1.9531636308300904e-09,2.6069526938954368e-05
1853,2.9859659189668264e-09,2.7964168111793697e-05
1854,5.195664454227256e-10,2.4790593670331873e-05
1855,2.653468555990912e-09,2.5714232833706774e-05
1856,0.0,2.5362533051520586e-05
1857,1.4644527812635033e-09,2.6684281692723744e-05
1858,0.0,2.556554136390332e-05
1859,2.5460866748261424e-09,2.73424248007359e-05
1860,1.373155145145688e-09,2.8388609280227683e-05
1861,3.3011746669586728e-09,2.8981483410461806e-05
1862,9.035972525772706e-10,2.859026972146239e-05
