year,en_ADP ombres_NOUN,en_ADP nombres_NOUN
1882,9.983077475794744e-09,5.271065237621997e-07
1883,1.64302811356265e-08,6.192951937933344e-07
1884,1.7824582698722224e-08,6.812951305334991e-07
1885,3.0294486919046903e-08,6.561657017734035e-07
1886,2.0005737511041843e-08,6.240499723642046e-07
1887,3.1991731930247624e-08,6.02619733669485e-07
1888,2.4728397107764977e-08,5.693871871770284e-07
1889,3.633779144252003e-08,4.6612617055075134e-07
1890,3.146105653772935e-08,4.4963091738736694e-07
1891,2.8683990294098294e-08,6.074631624386484e-07
1892,3.3849967495669375e-08,5.083763721103196e-07
1893,3.079208360512453e-08,4.4402182242109234e-07
1894,4.2850468284783005e-08,4.871089984703758e-07
1895,5.416753201537006e-08,6.295470698081118e-07
1896,5.012474701970859e-08,5.897029051737945e-07
1897,4.719637947125932e-08,4.6788510843498443e-07
1898,3.734514208986184e-08,4.4022000711407827e-07
1899,4.643165851803133e-08,3.896942715186924e-07
1900,3.166542394961169e-08,4.6719479573908984e-07
1901,3.688567679072108e-08,4.0183033811480584e-07
1902,4.8611809688736685e-08,4.7138725989270824e-07
1903,4.806195974538241e-08,4.870998786543623e-07
1904,8.008191532127285e-08,4.606053769506957e-07
1905,3.509316215399849e-08,3.308046614414195e-07
1906,5.7614865489608036e-08,5.118463644038229e-07
1907,3.3942766264338786e-08,3.8005612412739254e-07
1908,6.090122184332358e-08,4.0224275288380795e-07
1909,6.16110171769435e-08,4.092731664684379e-07
1910,3.6874638453809894e-08,3.4630097811572114e-07
1911,6.065226620943776e-08,5.299092840083119e-07
1912,3.542406545875565e-08,5.193792773638961e-07
1913,7.212066283068808e-08,3.913606327898833e-07
1914,4.620753202289052e-08,4.2725224247419646e-07
1915,1.1780761610680202e-07,6.444076769973606e-07
1916,1.1646709907608965e-07,6.768276801238926e-07
1917,1.0418103357778818e-07,4.134342095341026e-07
1918,7.466144325007917e-08,4.789818799366685e-07
1919,6.629650783906982e-08,3.747594394809539e-07
1920,3.8618381381638756e-08,3.5362322758913933e-07
1921,7.042655131295206e-08,3.5591912883603527e-07
1922,7.304156213194801e-08,4.662855361270424e-07
1923,8.280439356411762e-08,3.1954002643885815e-07
1924,7.734974616369072e-08,4.1768864189606347e-07
1925,6.488925219372277e-08,3.431431476741409e-07
1926,6.13037585139864e-08,4.1463635724880987e-07
1927,6.355057990958812e-08,3.7907365779688007e-07
1928,8.569531217972326e-08,3.6563332184158526e-07
1929,1.0249174153820206e-07,4.378179649933145e-07
1930,7.667630907981504e-08,5.41985954782831e-07
1931,6.386999729102172e-08,3.4330124520920435e-07
1932,3.507051715700982e-08,3.781040041062056e-07
1933,7.685343916818965e-08,4.794736838675817e-07
1934,6.589869272488613e-08,3.342860992461283e-07
1935,4.4282650435434334e-08,3.710168012815984e-07
1936,4.849885826274658e-08,3.5040424606336273e-07
1937,6.29555889641864e-08,3.5255132146971846e-07
1938,9.07565009811151e-08,3.6691557658841134e-07
1939,6.882322622914216e-08,3.854100825151363e-07
1940,1.2678914806940611e-08,4.488335765273632e-07
1941,1.0330258959356797e-07,4.3682238448639055e-07
1942,6.675266206457309e-08,3.489343498586095e-07
1943,1.1612940742367073e-07,3.1935587685438804e-07
1944,6.7476911169706e-08,3.7272959652057125e-07
1945,8.714015953259491e-08,4.3570079810706375e-07
1946,6.682130049284751e-08,3.0626429126101584e-07
1947,8.344609625510202e-08,3.6835490435649376e-07
1948,7.827759573864057e-08,4.142189342637437e-07
1949,6.381055328574803e-08,2.5622391719437587e-07
1950,6.381216910433807e-08,4.6157469490992753e-07
1951,6.183613265875465e-08,3.806120472127361e-07
1952,6.221434034614504e-08,3.680136617667529e-07
1953,6.8952495269059e-08,3.857030161924513e-07
1954,8.697557118964028e-08,3.195619218132606e-07
1955,6.94535016165787e-08,3.8011711644969637e-07
1956,1.0552581386491511e-07,3.6716005347159353e-07
1957,7.244730682032241e-08,4.0729523509419607e-07
1958,8.851300831169695e-08,4.6159119726496556e-07
1959,6.045583234026708e-08,3.425830663594809e-07
1960,1.058887473259773e-07,3.7234083372084115e-07
1961,7.990383421585534e-08,4.6761110983339904e-07
1962,7.673767116189723e-08,3.9700647835871905e-07
1963,7.629942766484987e-08,3.8343694708231624e-07
1964,7.787479805454467e-08,3.9728313705467144e-07
1965,7.332537887982937e-08,2.993207752766125e-07
1966,6.536108365651216e-08,3.8496570908819194e-07
1967,1.0353704404941766e-07,3.5005383214326e-07
1968,7.725235290356736e-08,4.1141368178898574e-07
1969,6.222208293049647e-08,4.146624750234196e-07
1970,5.4264954529870124e-08,3.7847507439181527e-07
1971,8.529739581319973e-08,2.872364222028523e-07
1972,6.515286798958186e-08,3.396157353119378e-07
1973,6.61584478311994e-08,4.206574528708984e-07
1974,5.513060147288584e-08,3.020932091146733e-07
1975,5.3687912782152125e-08,3.2041404285365616e-07
1976,6.684826192593363e-08,3.1938615085991273e-07
1977,7.228441578632783e-08,3.837538518070005e-07
1978,6.237621030802387e-08,2.631681859099899e-07
1979,6.320131551440511e-08,2.978654389806934e-07
1980,7.163289805767192e-08,2.490095964979844e-07
1981,7.970192111850238e-08,3.0805424833246775e-07
1982,7.573152649431591e-08,2.9361484532586246e-07
1983,1.0041352405121273e-07,2.658747941808315e-07
1984,1.0670175765170598e-07,3.1314645809743524e-07
1985,9.384270716061849e-08,2.4363009920591594e-07
1986,8.392279449154216e-08,2.6255845009259815e-07
1987,7.638521282160582e-08,2.5482105847629555e-07
1988,8.814934182588274e-08,2.5965078886969195e-07
1989,9.384688581803857e-08,2.173296334007091e-07
1990,8.281949703814462e-08,2.3592658804361122e-07
1991,7.795748457883889e-08,2.4383695773622094e-07
1992,9.146507246038382e-08,3.774311743143244e-07
1993,7.92106676361648e-08,2.980093505300374e-07
1994,8.91462617058636e-08,2.7113124145827783e-07
1995,8.133676221433461e-08,2.7112254485928133e-07
1996,1.0569422670414497e-07,2.658369773200775e-07
1997,1.1843389557952833e-07,1.941932237237154e-07
1998,1.1062059968036664e-07,2.2553251577406286e-07
1999,7.312321673169642e-08,1.73210624510034e-07
2000,1.011729191535693e-07,1.533056899205576e-07
2001,1.0339659706204429e-07,1.9408767837347796e-07
2002,8.105259902135842e-08,3.2245789549634196e-07
2003,9.083891949757117e-08,2.2501383223350047e-07
2004,9.117917998402447e-08,2.0702518677140347e-07
2005,9.27772432213203e-08,2.004168624392122e-07
2006,1.0912408254792894e-07,1.972469287903067e-07
2007,1.0984818743509095e-07,1.5538525355296429e-07
2008,1.1111917785910919e-07,1.294261600115476e-07
2009,1.2731074638949735e-07,1.7642311922472231e-07
2010,1.294319345035433e-07,1.6627751930897716e-07
2011,1.3460380765550894e-07,1.3689820099749284e-07
2012,1.46723297622664e-07,1.2425522577519388e-07
2013,1.8045639493813326e-07,1.3220452410589445e-07
2014,1.777830558324922e-07,1.123866055774414e-07
2015,1.5227872895984262e-07,1.3609772653300212e-07
2016,1.491364765016101e-07,1.1620217454932913e-07
2017,1.363461390457843e-07,1.0716504172947339e-07
2018,1.4301326078935972e-07,9.654685217963532e-08
2019,1.2168211926955053e-07,1.043353981544648e-07
