year,mon_DET air_NOUN,mon_DET nerf_NOUN
1874,1.6728906082619233e-07,2.3898436563030145e-09
1875,1.624913661402161e-07,6.293679799540541e-09
1876,2.569556318832156e-07,6.650616279912924e-09
1877,1.7131939955561393e-07,1.2988113695655557e-08
1878,1.358794881056724e-07,4.831270938865373e-09
1879,1.3868168480257737e-07,0.0
1880,1.854757591956968e-07,1.9253538763308597e-09
1881,1.3875289717191208e-07,4.183504653809678e-09
1882,1.6239140165907884e-07,1.3310770263785798e-09
1883,1.6809441660825541e-07,1.8958017378167824e-09
1884,1.0760765789541438e-07,4.621187876807653e-09
1885,1.1150949896787665e-07,0.0
1886,1.1358096596580936e-07,0.0
1887,1.3776030716172727e-07,1.9586774424595887e-09
1888,1.2871447729878582e-07,1.9021844099853524e-09
1889,1.1089292373256399e-07,1.8795409673089125e-09
1890,1.0749193646297783e-07,6.554386478008212e-10
1891,1.332212002935762e-07,8.92390783491237e-09
1892,1.2537025106951205e-07,3.761107425503951e-09
1893,1.4287526561851394e-07,3.695050043717174e-09
1894,1.1216739892461192e-07,5.041231432301174e-09
1895,1.0472389000426574e-07,1.8055843487019274e-09
1896,1.4624632260762382e-07,5.89702897624278e-10
1897,1.1478626049665763e-07,2.330685422435863e-09
1898,9.902120945426418e-08,6.7900258748920805e-09
1899,9.452159055456377e-08,1.1055156790007459e-09
1900,1.1627959217719308e-07,6.22926377147337e-09
1901,9.109644327764954e-08,1.676621730339889e-09
1902,1.0016979423710382e-07,4.910283846193408e-10
1903,1.1988489134751035e-07,2.7001101354784396e-09
1904,1.0158041874319679e-07,5.374625189347171e-10
1905,8.566860154601841e-08,5.160758931310738e-09
1906,7.098974830199722e-08,7.201858220895474e-09
1907,1.1777111375010918e-07,2.5714217422034835e-09
1908,1.1738220173640457e-07,2.4556945366072114e-09
1909,1.1827114576590247e-07,5.500983557560346e-10
1910,1.3093168682587475e-07,2.137660271017694e-09
1911,1.5961122468155509e-07,5.320374141248863e-10
1912,1.3023552636326485e-07,1.0418842455450772e-09
1913,1.5961999189073595e-07,1.060597942803554e-09
1914,1.4732836106645664e-07,2.678697486047099e-09
1915,8.482148650124088e-08,4.712304768617059e-09
1916,1.1317085935047544e-07,1.0987462051303964e-09
1917,9.979446535801628e-08,1.0966424213165737e-08
1918,1.0108011139209339e-07,3.44591288836682e-09
1919,1.519294960949935e-07,0.0
1920,1.1055458104536342e-07,9.086678076641874e-09
1921,1.15105757814149e-07,7.572747429129834e-10
1922,1.7190590106963555e-07,4.426761179843197e-09
1923,1.7940952456996229e-07,6.369568872344189e-09
1924,1.4438619144740983e-07,3.867487219366694e-09
1925,1.6827212601100427e-07,1.0998177923937646e-09
1926,1.6942130898200958e-07,0.0
1927,2.8876491597884524e-07,1.8953683067479687e-08
1928,1.7824623643747373e-07,7.998228745975666e-09
1929,2.183519605125639e-07,4.4561625500705304e-09
1930,1.7541018415556664e-07,2.100720708497761e-09
1931,1.1633463614657558e-07,1.1405356659111021e-09
1932,1.632970887399665e-07,5.479768305782784e-09
1933,1.3879500571079006e-07,0.0
1934,1.317973783443449e-07,7.188948103475923e-09
1935,1.6875280284267546e-07,5.98414207075848e-09
1936,1.3822174960154143e-07,6.0623572828433225e-09
1937,1.208747373304675e-07,7.554670666820584e-09
1938,1.1539040922770027e-07,6.482607339819424e-09
1939,7.799965739963e-08,4.588215141154706e-09
1940,8.621661695684679e-08,0.0
1941,8.854507971278736e-08,8.854508237732261e-09
1942,1.608132293995368e-07,0.0
1943,1.5677470432962082e-07,8.709705845433291e-09
1944,1.4780655810398002e-07,9.639558484764166e-09
1945,1.6338780639557626e-07,2.178504043826024e-09
1946,2.631088840132634e-07,6.960552134671616e-09
1947,1.955022828070696e-07,1.7881307101674793e-08
1948,1.5220642346491786e-07,3.2615663503321457e-09
1949,1.688525461673862e-07,1.9634016634739737e-09
1950,1.4889505894899457e-07,2.1270722960764488e-09
1951,1.460612031323194e-07,0.0
1952,1.697713489789976e-07,1.0544803918932644e-09
1953,1.572978778341394e-07,0.0
1954,1.6417860493334047e-07,9.772536113672459e-10
1955,1.7738798696598224e-07,2.815682353940474e-09
1956,1.8052763017806228e-07,1.744228317335228e-09
1957,1.378265830354053e-07,3.534015080575159e-09
1958,1.795076887134428e-07,1.0753916535044539e-08
1959,2.0772004205582562e-07,5.425523585955716e-09
1960,2.3115583580590737e-07,6.920833239831836e-09
1961,1.9107437410070816e-07,9.03260666262895e-09
1962,2.2006589173173552e-07,6.341956404476434e-09
1963,1.4483959898115017e-07,7.1126584622049904e-09
1964,1.6791752344147426e-07,7.909158661334459e-09
1965,1.8276624391688756e-07,3.830430195250756e-09
1966,1.7558866360900538e-07,2.215629901769489e-09
1967,2.164417356453896e-07,1.9721342336964653e-09
1968,1.8998688666727048e-07,5.3896989093971115e-09
1969,1.5260306707176596e-07,2.7250546263957176e-09
1970,1.6003562830491092e-07,3.219107425067591e-09
1971,1.4849968632546506e-07,5.138397485282553e-09
1972,1.8571131477074232e-07,1.5390440033513642e-09
1973,1.290089750582979e-07,3.3079223804577396e-09
1974,1.3613883975693852e-07,3.3753429495853027e-09
1975,1.2850830444222083e-07,2.2845920710778955e-09
1976,1.2112676817110923e-07,2.8567634369203176e-09
1977,1.2928920334331906e-07,2.9383909194713453e-09
1978,1.5564349808983025e-07,2.970295565063452e-09
1979,1.6619604004119992e-07,5.851973128301324e-09
1980,1.4610836895911916e-07,3.411090521154847e-09
1981,1.5244573692285712e-07,6.3255494731073725e-09
1982,1.3159904366233377e-07,1.8622506869903077e-09
1983,1.4272613579890958e-07,1.2630632095778083e-09
1984,1.6121243628930415e-07,3.4794050418618383e-09
1985,1.2091271806013992e-07,3.0077789148208467e-09
1986,1.7324062717705146e-07,3.5966913891627428e-09
1987,1.6132557068004871e-07,6.721898593298192e-09
1988,1.4631591138680733e-07,2.9982768490199874e-09
1989,1.8934021817074154e-07,6.036934285802431e-09
1990,1.4602385300932497e-07,2.179460389939436e-09
1991,1.4712277085493497e-07,5.2753188484189195e-09
1992,1.5813539100406615e-07,1.65298330578878e-09
1993,1.5066644820649344e-07,4.985286516934195e-09
1994,1.5033540812225965e-07,3.164955852952289e-09
1995,1.4694841876661258e-07,8.675921314704738e-09
1996,1.6868371321976383e-07,4.804283193493575e-09
1997,1.6014947945564018e-07,4.79489448146353e-09
1998,1.6259320112510522e-07,1.43043876743576e-09
1999,1.5721492374609625e-07,3.1991407856146736e-09
2000,1.5772373096467618e-07,4.418031274155965e-09
2001,1.8795399192583773e-07,6.133696300869573e-09
2002,1.914593834584366e-07,5.257465574004527e-09
2003,1.875115316352094e-07,6.250384487760385e-09
2004,2.2552531930841724e-07,1.1011977996133737e-08
2005,1.639364910488439e-07,7.205999241755023e-09
2006,2.3430793127943161e-07,2.8825229980711242e-09
2007,2.1050906262587432e-07,5.991719120856942e-09
2008,2.7375337552371093e-07,7.663391587975354e-09
2009,2.9372066379096395e-07,3.337734755248789e-09
2010,4.3364418722546816e-07,1.2754241662804588e-08
2011,4.5925904501586956e-07,8.030340836739924e-09
2012,6.243399468530697e-07,1.0893608903828067e-08
2013,6.417776852174484e-07,1.617692513278257e-08
2014,7.503267838160355e-07,1.4508482415465096e-08
2015,7.671567487932407e-07,1.174785002611145e-08
2016,8.167293721328406e-07,1.677785466114301e-08
2017,9.737931421227586e-07,1.6099912070188793e-08
2018,1.1670810451391844e-06,1.7037680155596036e-08
2019,1.0614659586849484e-06,1.6836519456386867e-08
