year,en_ADP airs_NOUN,en_ADP nerfs_NOUN
1847,9.168480197274675e-09,3.66739207890987e-08
1848,2.735375304041554e-08,4.424871846708811e-08
1849,6.703531951757213e-09,2.8490010350878947e-08
1850,2.0366988096043315e-09,5.906426636670403e-08
1851,3.8696632564949596e-09,8.319776156895387e-08
1852,5.859490670445666e-09,1.282577386518824e-07
1853,1.1943863675867306e-09,7.703791737867505e-08
1854,7.27393034694046e-09,5.247621004400571e-08
1855,1.2736649068756378e-08,9.074862816760287e-08
1856,1.0872097000458325e-08,8.645906035553708e-08
1857,7.322263684272912e-09,6.345961622855611e-08
1858,2.4468379322684086e-08,5.04048642824273e-08
1859,1.3748867822016564e-08,6.976277688863775e-08
1860,1.373155189554609e-08,4.027921818305913e-08
1861,1.2733101684148096e-08,5.611996911625283e-08
1862,1.0843167252971853e-08,3.930648162508987e-08
1863,9.489779628779615e-09,2.6970951694238465e-08
1864,1.3904711160250827e-08,3.452204211384924e-08
1865,7.530950973944073e-09,6.730787305286867e-08
1866,1.0704348518686402e-08,1.3088498462821008e-07
1867,2.426405742994575e-08,8.783588612004678e-08
1868,1.1855697756857353e-08,1.2843672436702036e-07
1869,1.5627261262807224e-08,7.569454396616493e-08
1870,8.027668307875047e-09,7.683625113941162e-08
1871,6.37270636261178e-09,1.391374269132939e-07
1872,1.269941263259966e-08,7.861540751719076e-08
1873,1.496501056408306e-08,1.0355788049309922e-07
1874,3.5847653734322193e-09,1.1351757223110326e-07
1875,6.293679799540541e-09,4.291145216939185e-08
1876,2.0556450763820067e-08,6.771536220639973e-08
1877,7.421779191219002e-09,9.833857461671869e-08
1878,2.8383716710322915e-08,1.020605964185961e-07
1879,5.498392852132383e-09,7.209003882735487e-08
1880,1.2193908105473383e-08,8.086486502634216e-08
1881,2.022027217885025e-08,5.020205406935929e-08
1882,9.983077475794744e-09,7.52058539887912e-08
1883,7.583206784733676e-09,6.066565561013704e-08
1884,1.9805090900604227e-08,1.1156868140460574e-07
1885,1.6114089618213256e-08,6.703461252755005e-08
1886,1.5488312854472497e-08,6.517998230037847e-08
1887,1.8933882017790893e-08,5.092561039532484e-08
1888,6.974675947901687e-09,5.389522428345117e-08
1889,8.771191772893872e-09,7.455512474052739e-08
1890,1.1797895993481688e-08,4.7191583973926754e-08
1891,1.1473596073230397e-08,4.398211927991724e-08
1892,1.0656471260972467e-08,5.0774950466347946e-08
1893,2.3401982574000613e-08,5.4194064347257154e-08
1894,9.452309157609307e-09,6.994708456886656e-08
1895,9.027921299420427e-09,4.513960760732516e-08
1896,1.4152869098893461e-08,5.130415203780103e-08
1897,1.6897470089816125e-08,5.127508018176741e-08
1898,5.6583546736987955e-09,5.545187775624072e-08
1899,1.1055156790007459e-08,9.231055742020544e-08
1900,6.748368974740515e-09,6.02162160134867e-08
1901,2.235495566438317e-09,5.6446264551368586e-08
1902,8.838511256215043e-09,4.1246384085980026e-08
1903,1.1880484596105134e-08,6.858279988364302e-08
1904,1.2361637935498493e-08,8.814384955257992e-08
1905,4.644683138099737e-09,5.26397414546409e-08
1906,2.0576738091193647e-09,6.378788697247728e-08
1907,8.742833790265081e-09,3.7028470956101955e-08
1908,2.1118972570732808e-08,4.665819730576004e-08
1909,9.351672325408344e-09,6.436150812305641e-08
1910,1.2825961404061559e-08,5.2907090264397993e-08
1911,1.702519769608557e-08,3.6710581241550244e-08
1912,6.772247651554153e-09,4.167537070998151e-08
1913,5.833288518886093e-09,5.1438998838193584e-08
1914,7.36641797560722e-09,4.218948390644073e-08
1915,2.3561523843085297e-09,2.9451904026700504e-08
1916,1.0987462051303964e-09,3.735737053034427e-08
1917,2.1932848870420685e-09,3.180263163926611e-08
1918,1.4932289182922887e-08,3.790504266021344e-08
1919,1.289098744416961e-08,2.5781975665495338e-08
1920,1.2872794385998532e-08,5.7548959375708364e-08
1921,2.2718242898012164e-08,4.695103328344885e-08
1922,2.1396012073182646e-08,5.3121134158118366e-08
1923,1.9108707505210987e-08,6.369568694708505e-08
1924,2.9650736976805092e-08,4.898817351772777e-08
1925,2.3096173862313663e-08,3.629398648286042e-08
1926,1.8948435376309192e-08,5.684530535177146e-08
1927,2.0068604777989663e-08,6.020581366783517e-08
1928,6.8556245125250825e-09,5.3702393643106916e-08
1929,1.2254447234738564e-08,5.7930112262738476e-08
1930,1.68057662230936e-08,4.411513643276521e-08
1931,7.983749661377715e-09,3.877821086462063e-08
1932,5.4797681947604815e-09,3.06867029564728e-08
1933,1.605892663292252e-08,3.326492148403304e-08
1934,2.3963160344919743e-09,4.553000465534751e-08
1935,4.787313656606784e-09,4.547948151412129e-08
1936,1.2124714565686645e-08,3.8799086610197264e-08
1937,3.777335333410292e-09,6.547381303789734e-08
1938,1.0372171566075394e-08,6.093650739558143e-08
1939,0.0,2.2941076593951948e-08
1940,2.5357829169792012e-09,2.2822046474857416e-08
1941,0.0,4.427253941230447e-08
1942,6.068423541449874e-09,7.282108072104165e-08
1943,2.0322646676618206e-08,3.774205836748479e-08
1944,6.4263723231761105e-09,3.855823393905666e-08
1945,1.5249527862692958e-08,4.1391576388605245e-08
1946,1.3921104269343232e-08,4.872386583087973e-08
1947,7.152522574216391e-09,4.7683485604466114e-08
1948,1.6307831529616124e-08,7.392883816237372e-08
1949,8.835307596655184e-09,6.675565344949064e-08
1950,7.444753036267571e-09,6.168509969484148e-08
1951,1.3859821956785368e-08,4.691016641800161e-08
1952,1.0544803696888039e-08,4.5342655852209646e-08
1953,5.386913581872932e-09,7.54167928107563e-08
1954,7.818028890937967e-09,5.374894840315392e-08
1955,1.2201290200408721e-08,4.035811329572425e-08
1956,1.744228317335228e-09,5.05826207586324e-08
1957,8.835037590415595e-09,3.534015036166238e-08
1958,1.1581141212690937e-08,5.2942358053087446e-08
1959,5.425523585955716e-09,3.332821663093455e-08
1960,2.2838749558218296e-08,3.737250153790228e-08
1961,4.863711378089164e-09,2.848745239703021e-08
1962,8.244543714397423e-09,3.868593267952747e-08
1963,1.6165133231993423e-08,2.9743844720542256e-08
1964,6.083968384640315e-09,3.467862086381501e-08
1965,1.2038495811328431e-08,2.3529786119524942e-08
1966,6.092982229866095e-09,3.9881339120029224e-08
1967,1.5284040255636455e-08,3.9442685562107727e-08
1968,1.5719955531734442e-08,2.784677910483424e-08
1969,8.629339798282842e-09,2.952142530432411e-08
1970,1.6095537708205043e-08,2.4373242979436327e-08
1971,9.762954888969944e-09,3.699646100585596e-08
1972,2.3598676068825597e-08,3.026786643545165e-08
1973,9.372446541089374e-09,2.866866033457427e-08
1974,9.563471792262135e-09,2.306484425673716e-08
1975,3.4268881066168433e-09,3.0270843609514486e-08
1976,6.8562320265641574e-09,3.028169359708954e-08
1977,7.639816335114347e-09,1.8218024422367307e-08
1978,1.1287123569125868e-08,3.386137237271214e-08
1979,1.1118749476679568e-08,1.7555919384903973e-08
1980,6.253665585376211e-09,2.3309118191150446e-08
1981,1.2018544381930951e-08,2.213942273954217e-08
1982,7.449002747961231e-09,2.3588508923921836e-08
1983,1.2630632317822688e-08,2.5261265079734585e-08
1984,1.0438215292118969e-08,3.015484395518797e-08
1985,7.82022557821449e-09,2.7671566371623157e-08
1986,8.392279760016663e-09,2.6375735373562748e-08
1987,1.2221634038134255e-08,2.0165694891716157e-08
1988,1.4991384134077634e-08,1.6190695006912392e-08
1989,4.939309850016116e-09,2.030605195102453e-08
1990,8.717841171179685e-09,2.8332985735346483e-08
1991,1.1722930182145319e-08,3.165191131415668e-08
1992,7.713921945651236e-09,3.305966345124034e-08
1993,8.862731548653358e-09,2.6588196533339215e-08
1994,7.912389743403025e-09,2.320967773528082e-08
1995,1.3556126887692699e-08,2.8196744494835002e-08
1996,4.270473752399084e-09,2.2953797085278893e-08
1997,1.054876808126437e-08,3.308477047880842e-08
1998,7.629006981701991e-09,2.765514928171342e-08
1999,1.2339543165040823e-08,1.96518641359944e-08
2000,1.192868470667463e-08,2.5624583344097118e-08
2001,7.0099388516098315e-09,2.8039755406439326e-08
2002,1.0076809608960957e-08,2.6287329646379476e-08
2003,1.2500768864498468e-08,3.791899771954377e-08
2004,1.4535811221350059e-08,2.7750184372621334e-08
2005,1.1259373877692269e-08,2.8823997411109303e-08
2006,1.070651389767363e-08,4.117890028965121e-08
2007,1.358123019601365e-08,2.5564668604260987e-08
2008,1.021785517307805e-08,4.044567702976565e-08
2009,3.337734755248789e-09,2.9085974517784052e-08
2010,8.9752067999882e-09,4.2514137987836875e-08
2011,2.2943831279320648e-09,5.5447593183544086e-08
2012,4.425528637996834e-09,6.638293115202032e-08
2013,6.693900156395927e-09,4.3789263770577236e-08
2014,4.547434789836657e-09,6.084901116309993e-08
2015,6.871383573248124e-09,6.16207955772552e-08
2016,4.349813981230355e-09,5.3440572855834034e-08
2017,4.024978267347379e-09,4.3771638758016707e-08
2018,1.8070267504555204e-09,4.827342792168565e-08
2019,7.652963041060445e-09,3.851991436931712e-08
