year,en_ADP os_NOUN,en_ADP noces_NOUN
1848,4.738635652756784e-07,4.02261068899179e-09
1849,6.234284910533461e-07,0.0
1850,5.607710704680358e-07,0.0
1851,4.849977699450392e-07,5.159551008659946e-09
1852,5.240988798504986e-07,2.408901877970493e-08
1853,5.840549306412868e-07,7.166318205520383e-09
1854,5.756796213063353e-07,7.79349651480743e-09
1855,7.169671789597487e-07,1.9104973603134567e-08
1856,5.896818606743182e-07,1.4496129630003907e-08
1857,1.0446429996591178e-06,9.274867540653986e-09
1858,6.342203846543271e-07,7.34051397444091e-09
1859,6.925355933162791e-07,6.619825576592575e-09
1860,1.3466075188262039e-06,9.612086238064421e-09
1861,7.696452826166933e-07,8.488735048217677e-09
1862,7.662504799554881e-07,1.7168348520613108e-08
1863,9.100199349632021e-07,1.2486552236623538e-08
1864,1.2792334018740803e-06,4.315255264231155e-09
1865,1.4708888329550973e-06,2.3534221682552925e-08
1866,1.6144103938131593e-06,1.2650593461671633e-08
1867,1.7868052282210556e-06,7.570385918143074e-08
1868,1.891477722892887e-06,1.975949626142892e-09
1869,1.260924591406365e-06,2.0510780629479086e-08
1870,1.7953307178686373e-06,1.3188312664169644e-08
1871,1.2352429621387273e-06,9.559059321873065e-09
1872,1.782755589374574e-06,1.669065596843211e-07
1873,2.064572981907986e-06,8.380406590902112e-09
1874,1.7983574025492999e-06,1.0754296120296658e-08
1875,1.916711653393577e-06,2.0597497041308088e-08
1876,2.0629001937777502e-06,6.04601479992084e-09
1877,1.9092526599706616e-06,9.27722432209066e-09
1878,1.9518333829182666e-06,2.0532902267333952e-08
1879,1.9195499589841347e-06,4.887460391955756e-08
1880,1.634625391488953e-06,2.2462462112571302e-08
1881,1.981586592592066e-06,1.8825771164188154e-08
1882,1.451539446861716e-06,5.257754409626614e-08
1883,2.0809582110814517e-06,3.09647596452578e-08
1884,1.7375666629959596e-06,8.582206056928499e-09
1885,1.6913347735680873e-06,1.5469526104539e-08
1886,1.7714758087095106e-06,1.8069698626277386e-08
1887,1.6929501498452737e-06,1.4363633837888301e-08
1888,2.4303576537931804e-06,8.242799331981132e-09
1889,1.9603612599894404e-06,6.265136853755848e-09
1890,1.46162813052797e-06,1.9663159989136147e-08
1891,1.4412111113415449e-06,7.202868346212199e-08
1892,1.853599087553448e-06,6.8953633913793055e-09
1893,1.7884041199067724e-06,4.932891783937521e-07
1894,1.7833356196206296e-06,2.0164925729204697e-08
1895,1.5913216202534386e-06,2.768562623600701e-08
1896,1.3616239584735013e-06,8.255840810988957e-08
1897,1.5236855688272044e-06,2.7385553380554484e-08
1898,1.4841864413028816e-06,1.5277558773618694e-08
1899,1.4493310800389736e-06,1.3874222304366413e-07
1900,1.8064864661937463e-06,2.387884379118077e-08
1901,1.459778559365077e-06,7.991896966430545e-08
1902,1.4377311572388862e-06,6.383369222096036e-09
1903,1.72645036400354e-06,8.640352433531007e-09
1904,1.5914265532046556e-06,1.5747651627151527e-07
1905,1.4604947864427231e-06,9.805441791854719e-09
1906,1.8668246184461168e-06,4.629765903985117e-09
1907,1.940394895427744e-06,5.50284258160616e-08
1908,2.131051815013052e-06,8.840499887696751e-09
1909,1.4412577229450108e-06,8.251475058784763e-09
1910,1.7742580666890717e-06,9.619471441624228e-09
1911,1.6152655462065013e-06,1.755723388896513e-08
1912,1.5742871255497448e-06,1.0939784189645252e-08
1913,1.6083968148450367e-06,4.9317803396675686e-08
1914,1.6286480786220636e-06,2.276892807628883e-08
1915,2.628288029882242e-06,2.3561523843085297e-09
1916,9.11959375571314e-07,1.538244731591476e-08
1917,1.1854705235236906e-06,2.4126133979507358e-08
1918,1.0027606549556367e-06,6.89182577673364e-09
1919,1.5091663954081014e-06,2.1178051312631396e-08
1920,1.2925800092489226e-06,1.741613253614105e-08
1921,1.58724787979736e-06,6.815472630705699e-09
1922,1.3804117315885378e-06,1.1804696775641332e-08
1923,1.8471749854143127e-06,1.1677542488541803e-08
1924,1.562464831295074e-06,9.02413699321869e-09
1925,1.5947357496770564e-06,1.2097995494286806e-08
1926,2.298333811268094e-06,2.452150482668003e-08
1927,2.244338929813239e-06,2.1183527820767267e-08
1928,1.814455345083843e-06,7.998228745975666e-09
1929,1.4972706594562624e-06,1.4482528065684619e-08
1930,1.6627204786345828e-06,7.352522590764465e-09
1931,1.6400903177782311e-06,1.2545892325022123e-08
1932,1.604476210559369e-06,3.06867030674951e-08
1933,1.584098413331958e-06,2.2941325283909464e-08
1934,1.6510617797393934e-06,1.0783422155213884e-08
1935,1.3943050589659833e-06,2.6330225111337313e-08
1936,1.487702434133098e-06,1.6974599503782883e-08
1937,1.6204769508476602e-06,3.021868266728234e-08
1938,1.5869422895775642e-06,7.779128452511941e-09
1939,1.838344815041637e-06,2.2941076593951948e-08
1940,1.6482589444422047e-06,7.607348528892999e-09
1941,1.3931091871199897e-06,2.9515025978810172e-09
1942,1.2743689694616478e-06,1.517105907566929e-08
1943,1.669360244704876e-06,1.4516175816936538e-08
1944,1.7319073322141776e-06,1.6065930807940276e-08
1945,1.6099145341286203e-06,2.178504132643866e-08
1946,1.3489550383383175e-06,3.6194869323935563e-08
1947,1.1050647117372137e-06,1.4305045148432782e-08
1948,1.6818810308905086e-06,2.5005342685346932e-08
1949,1.218290776705544e-06,1.47255123650325e-08
1950,1.3102765024086693e-06,1.0635361036293034e-08
1951,1.4904640011081938e-06,1.3859822178829972e-08
1952,1.6270632841042243e-06,9.490323416017077e-09
1953,1.6160740869963774e-06,1.7238123040108633e-08
1954,1.3603370234704926e-06,8.795282724349818e-09
1955,1.6969179341685958e-06,2.2525458387434583e-08
1956,1.3953826965007465e-06,1.2209598665435806e-08
1957,1.729900418467878e-06,6.184526224473075e-09
1958,1.5030666418169858e-06,5.790570523078742e-09
1959,1.4470646192421555e-06,7.750747599288843e-09
1960,1.4928237987987814e-06,8.997083078554624e-09
1961,1.2847146990679903e-06,7.64297514166401e-09
1962,1.4466002085100627e-06,8.8787386332001e-09
1963,1.5596120874761255e-06,2.8450633848819962e-08
1964,1.1669051218632376e-06,4.380457241381919e-08
1965,1.4916789723429247e-06,1.6963333848707407e-08
1966,1.5581417756038718e-06,2.326411419062424e-08
1967,1.3967641052659019e-06,4.437302081328198e-09
1968,1.371678422401601e-06,1.2575964686289964e-08
1969,1.8117071931555984e-06,9.537691525451919e-09
1970,1.222800960931636e-06,5.0126104156333895e-08
1971,1.7599011243873974e-06,9.762954888969944e-09
1972,1.5575126326439204e-06,1.3851396474251487e-08
1973,1.1406818885006942e-06,9.923766697284009e-09
1974,1.7388641708748764e-06,7.313243344242437e-09
1975,1.2902233947897912e-06,6.8537762132336866e-09
1976,1.7266278291572235e-06,5.142174241967723e-09
1977,1.6167026615221403e-06,1.23412418062685e-08
1978,2.081583261315245e-06,8.851480970406556e-08
1979,1.7778295386960963e-06,9.948355028654987e-09
1980,1.6083291711765924e-06,1.0801786132219604e-08
1981,1.7300377521678456e-06,1.5813874654213578e-08
1982,1.5655321021768032e-06,2.110550845202397e-08
1983,1.5497785170737188e-06,1.9577480414589843e-08
1984,1.8377057813268038e-06,2.551563760277986e-08
1985,1.6422472981503233e-06,1.5038894574104233e-08
1986,1.8061384707834804e-06,1.9182353483415682e-08
1987,1.6627532204438467e-06,1.3443797186596385e-08
1988,1.8031637409876566e-06,1.0793796967334401e-08
1989,1.5630172356395633e-06,9.878619700032232e-09
1990,1.671101244937745e-06,1.961514328741032e-08
1991,1.4284390772445477e-06,1.4653663171770859e-08
1992,1.8645650925463997e-06,2.2039776226279173e-08
1993,1.60249271630164e-06,2.049506697687775e-08
1994,1.7618255014895112e-06,1.3714808844156323e-08
1995,1.6858399476404884e-06,1.6809596992128917e-08
1996,1.672958092058252e-06,1.494665791135219e-08
1997,1.7808238226280082e-06,1.5343662340683295e-08
1998,1.567284130032931e-06,1.0489884516573511e-08
1999,1.5643798860764946e-06,1.3710603319339043e-08
2000,1.7544002730573993e-06,1.899753454548403e-08
2001,1.42038891226548e-06,1.7524847351069184e-08
2002,1.5364943237727857e-06,1.927737436346888e-08
2003,1.513426354904368e-06,1.8751153518792307e-08
2004,1.4469738971456536e-06,2.1583476339515073e-08
2005,1.4461539876720053e-06,1.7114247796712334e-08
2006,1.469674884901906e-06,1.5647981910227315e-08
2007,1.6013867707442841e-06,2.3567428897308673e-08
2008,1.9469271137495525e-06,1.7881246705542253e-08
2009,1.8090522644342855e-06,3.003961168701608e-08
2010,1.752527168719098e-06,1.983992992116157e-08
2011,1.8171514284404111e-06,2.600300952337875e-08
2012,1.9441686163190752e-06,1.7702113552786614e-08
2013,1.9507140223140595e-06,2.5659950608769577e-08
2014,1.99026067093655e-06,1.992209548717927e-08
2015,2.0600850803020876e-06,1.3742767812630063e-08
2016,1.974815631911042e-06,1.9884863672325892e-08
2017,1.9020537820324535e-06,2.1382696502314502e-08
2018,2.1023465706093702e-06,1.2649186587054828e-08
2019,1.9823726233880734e-06,1.3775333762566788e-08
