year,bien_ADV être_VERB,bien_ADV etre_VERB,bien_ADV naître_VERB
1849,4.35059246228775e-06,1.0893239199560867e-08,1.4245005175439474e-08
1850,4.4257467379793525e-06,9.504594444820214e-09,2.5798184921654865e-08
1851,4.742272267321823e-06,4.514607354622058e-09,2.257303499675345e-08
1852,4.776787136506755e-06,7.161600201754936e-09,2.018269107395554e-08
1853,4.828306828130735e-06,1.1346670270029335e-08,2.6873692604567623e-08
1854,4.465673555387184e-06,1.3508727303435109e-08,1.0910895298366086e-08
1855,4.399981662572827e-06,7.960405667972736e-09,1.5920811335945473e-08
1856,4.5222745939099696e-06,9.836659486950339e-09,1.1907535402144731e-08
1857,4.873210400546668e-06,1.3180074809326925e-08,2.147863931156735e-08
1858,4.9974219109572005e-06,1.6638498356869036e-08,2.300027723833864e-08
1859,4.784606062457897e-06,1.171199848215565e-08,1.476730293603623e-08
1860,4.54514383818605e-06,7.781212646440494e-09,7.323494255473406e-09
1861,4.877249466517242e-06,1.0375120318428799e-08,2.263662679524714e-08
1862,5.35742810825468e-06,1.1294965851504912e-08,2.801151488540654e-08
1863,4.940179678669665e-06,1.7980635647063536e-08,1.39849385405455e-08
1864,5.016723662265576e-06,1.6781548595190543e-08,4.027571520737183e-08
1865,5.063152457296383e-06,1.0355057256106193e-08,1.835669216632141e-08
1866,5.09235042045475e-06,6.811858188626729e-09,1.1677471434268227e-08
1867,5.065364803158445e-06,1.3102591012170706e-08,2.135237053835226e-08
1868,4.7630264816689305e-06,1.4325635011580573e-08,1.1361710683388537e-08
1869,5.357220288715325e-06,1.6115612622158437e-08,2.197583626184496e-08
1870,4.880822416453157e-06,1.1468097582678638e-08,2.121598008386627e-08
1871,4.910170446237316e-06,1.3807530230280918e-08,2.8677177965619194e-08
1872,4.964260824635858e-06,1.3908880269752899e-08,1.7537283625301825e-08
1873,5.310184405971086e-06,1.7359413628792453e-08,1.1373408881354408e-08
1874,5.206274181546178e-06,1.2546679251101978e-08,2.0911132381229436e-08
1875,5.073850388725987e-06,1.6020275495076675e-08,1.8881038954532414e-08
1876,5.449877789942548e-06,6.04601479992084e-09,1.269663130187837e-08
1877,5.47603622180759e-06,8.040260790487253e-09,7.421779191219002e-09
1878,5.2842024160781875e-06,1.0870359501424787e-08,2.294853729267743e-08
1879,5.202701231610263e-06,8.55305515301552e-09,1.7717043832021773e-08
1880,5.046994374424685e-06,1.8611754803998792e-08,1.2193908105473383e-08
1881,4.986040039511863e-06,6.275256814181063e-09,7.669758161910067e-09
1882,5.576547209784621e-06,1.4641847290164378e-08,2.1297232422057277e-08
1883,5.4997208280838095e-06,1.64302811356265e-08,1.7062214752172622e-08
1884,5.327569397195475e-06,1.7824580922365385e-08,1.386356363042296e-08
1885,4.80586595585919e-06,1.4824961702686323e-08,2.513797880965285e-08
1886,5.1711604101001285e-06,1.8069698626277386e-08,1.5488312854472497e-08
1887,4.91954460812849e-06,1.3057849024278312e-08,2.0239665943222462e-08
1888,5.241151939117117e-06,8.876860579931645e-09,6.340614699951175e-09
1889,5.159340162208537e-06,8.771191772893872e-09,6.265136853755848e-09
1890,5.0698181439656764e-06,1.507508901044119e-08,8.520702365899524e-09
1891,5.0260723583051e-06,1.1473596295275001e-08,1.529812720946211e-08
1892,5.001018962502712e-06,1.6298132399228393e-08,2.193979398157353e-08
1893,4.971073849446839e-06,1.4780200174868696e-08,3.571881634911733e-08
1894,5.291402430884773e-06,1.4493540811955086e-08,9.452309157609307e-09
1895,5.162165507499594e-06,1.3240951446391591e-08,1.5046536461227333e-08
1896,5.197641257836949e-06,1.0614652268259306e-08,5.897029087265082e-09
1897,5.229475391388405e-06,1.4566784223291052e-08,7.574727511894253e-09
1898,5.489170234795893e-06,1.0750873968845553e-08,1.3580051749784161e-08
1899,5.268887889542384e-06,1.0502398950507086e-08,1.6029977345510815e-08
1900,5.327578037395142e-06,1.2458527209879833e-08,1.557315876254961e-08
1901,5.69604253541911e-06,1.7883964531506535e-08,8.38310842965484e-09
1902,5.8628788792702835e-06,8.838511256215043e-09,1.0802624572647801e-08
1903,5.7884963098331355e-06,1.5660639007819555e-08,1.0260418292773466e-08
1904,5.920149760640925e-06,1.1286712897629059e-08,7.524475265086039e-09
1905,5.910101208428387e-06,1.341797323251015e-08,1.5482276793932215e-08
1906,5.822188086312963e-06,2.211999294843281e-08,1.3374879870298173e-08
1907,5.901927124796202e-06,1.3885677496716653e-08,1.7485668024619372e-08
1908,5.941798463027226e-06,9.331639461152008e-09,2.2101250607420297e-08
1909,5.83269275011844e-06,1.6502950117569526e-08,1.0451868703853506e-08
1910,5.9293352023814805e-06,1.549803652078907e-08,1.2291546447329438e-08
1911,5.751856406277511e-06,8.512598514975878e-09,1.0640748726586935e-08
1912,5.93457252762164e-06,1.5628263128064646e-08,1.4586379215586476e-08
1913,6.0072266023780685e-06,9.545381485231985e-09,2.3863453435524207e-08
1914,5.672811766999075e-06,1.87508826243743e-08,1.0714789944188396e-08
1915,5.465095455292612e-06,1.5314990164938536e-08,8.246533234057551e-09
1916,5.613494522549445e-06,2.8567400889301098e-08,1.2086208478478966e-08
1917,5.922966010984965e-06,1.7546279096336548e-08,3.289927441585405e-09
1918,5.605351816484472e-06,1.6080926812378493e-08,9.189101035644853e-09
1919,5.320294803823344e-06,1.4732557396257562e-08,8.287063479883727e-09
1920,5.82607526666834e-06,1.3630017559052021e-08,6.815008557481406e-09
1921,5.69773510505911e-06,9.844571380313027e-09,6.058197943303867e-09
1922,5.782088010164443e-06,1.770704471937279e-08,1.1066902949607993e-08
1923,6.322858553176047e-06,1.9108707505210987e-08,1.0615948120573648e-08
1924,6.314317488431698e-06,1.0313299547703991e-08,2.3204924204378585e-08
1925,5.908221282879822e-06,2.5295809891190402e-08,1.4297631523163545e-08
1926,6.2775052356300876e-06,2.0063049888108253e-08,3.009457216762712e-08
1927,6.195624337124173e-06,1.8953683067479687e-08,4.4596899506643695e-09
1928,5.99524400968221e-06,2.0566874425753667e-08,1.3711249025050165e-08
1929,6.053696779417805e-06,1.0026365959703298e-08,1.7824650200282122e-08
1930,6.2286367210617755e-06,1.3654684494213143e-08,1.7856125467119455e-08
1931,5.81445101488498e-06,1.7108034988666532e-08,1.9389105432310316e-08
1932,5.768004029960139e-06,1.4247397928102146e-08,1.8631212128639163e-08
1933,5.6986250456247944e-06,1.4911860191091364e-08,1.261772819560747e-08
1934,5.860190867679194e-06,2.6359476379411717e-08,1.3179738189705859e-08
1935,5.66219523534528e-06,1.196828414151696e-08,2.6330225111337313e-08
1936,5.835624961036956e-06,1.9399543305098632e-08,8.487299751891442e-09
1937,5.4683227972418536e-06,2.2664012888640173e-08,1.3850230295986421e-08
1938,5.739700554840965e-06,3.8895642262559704e-08,1.0372171566075394e-08
1939,6.02126783633139e-06,3.211750509990452e-08,2.2941076593951948e-08
1940,6.2101321418595035e-06,3.0429394115571995e-08,1.2678914806940611e-08
1941,6.457887593569467e-06,3.836953510472085e-08,2.9515025978810172e-09
1942,6.681334525637794e-06,2.1239483061208375e-08,4.8547388331598995e-08
1943,6.369697985064704e-06,7.258088174921795e-08,1.7419411690866582e-08
1944,6.452077741414541e-06,5.462416652335378e-08,1.927911696952833e-08
1945,6.387374014593661e-06,4.357008265287732e-08,6.535512131478072e-09
1946,6.065425168344518e-06,1.6705325123211878e-08,6.960552134671616e-09
1947,5.794735443487298e-06,1.4305044926388177e-08,1.7881307101674793e-08
1948,5.830593636346748e-06,1.522064252412747e-08,1.848220954059343e-08
1949,5.621218861051602e-06,1.9634017078828947e-08,1.2762110479513922e-08
1950,5.996216714265756e-06,1.0635361258337639e-08,2.0207187034770868e-08
1951,6.051411673979601e-06,3.091806555222121e-08,1.0661401539380222e-08
1952,5.955705091764685e-06,2.10896083929768e-08,1.7926167217297007e-08
1953,6.122766080807196e-06,2.1547654327491728e-08,1.0773827163745864e-08
1954,6.0003371800121386e-06,2.6385848173049453e-08,2.247683283940205e-08
1955,6.034945727151353e-06,3.378818824728569e-08,1.220129064449793e-08
1956,5.988807970425114e-06,2.3547081839936368e-08,1.4825940475304833e-08
1957,5.692415015801089e-06,1.9437083054185678e-08,1.0602045463770082e-08
1958,5.615198915620567e-06,1.985338421439664e-08,1.1581140491045971e-08
1959,5.587513896898599e-06,2.7902691712711203e-08,1.1626121398933265e-08
1960,5.611411779682385e-06,1.868625076895114e-08,1.591791587429725e-08
1961,6.055320682207821e-06,2.987708569435199e-08,2.223410966450956e-08
1962,5.969683570583584e-06,2.4733629200301976e-08,1.9025868880362395e-08
1963,6.0961951930949e-06,4.267595077322994e-08,1.7458344103715717e-08
1964,6.126555945229484e-06,2.981144392455448e-08,1.8251904876365188e-08
1965,6.175748239911627e-06,9.0835918342691e-08,1.6963333848707407e-08
1966,5.932349267823156e-06,1.82789473557321e-08,1.8832853498906843e-08
1967,5.804483862448251e-06,2.1200443067748154e-08,1.9721342781053863e-08
1968,5.951125785941258e-06,2.8745060887125362e-08,1.9762229602759973e-08
1969,5.494618562806863e-06,2.54338429483969e-08,1.3625273354023193e-08
1970,5.6582712204544805e-06,2.9431839382310088e-08,1.74751555448438e-08
1971,5.808444711874472e-06,2.0039750081579655e-08,1.0790635052160269e-08
1972,5.6641952141944785e-06,3.693705730167807e-08,1.2312352026810913e-08
1973,5.959773261565715e-06,2.3706776985932265e-08,1.9847533394568018e-08
1974,5.4815568546473514e-06,2.8127858930915295e-08,1.8564387360697765e-08
1975,5.5064379012037534e-06,3.0270845829960535e-08,1.9990180177842376e-08
1976,5.735809736506781e-06,2.5710871598416674e-08,2.2854107717407146e-08
1977,5.786866950074909e-06,4.525122038190332e-08,2.938390952778036e-08
1978,5.66672997592832e-06,4.8118789064410805e-08,2.7920779022139186e-08
1979,5.80223149881931e-06,5.5593747161353235e-08,2.633387952144517e-08
1980,6.0728780226781964e-06,4.661823532758902e-08,3.467942044643735e-08
1981,6.071262305340497e-06,4.364629235809048e-08,4.111607232459846e-08
1982,6.0864558690809645e-06,3.97280133235256e-08,3.60035126156788e-08
1983,5.975552085146774e-06,3.9786491323745565e-08,2.841892232652299e-08
1984,6.0141514950373676e-06,3.885335564390857e-08,2.2616133854569398e-08
1985,6.171962468215497e-06,5.6546246129940414e-08,3.0077790480476096e-08
1986,6.256444521568483e-06,4.016305210630122e-08,2.038125002101765e-08
1987,6.087595920689637e-06,3.7275982578410805e-08,2.6276512077316738e-08
1988,5.924595370743191e-06,2.0987938220695668e-08,2.2786904696481258e-08
1989,5.8508871916274074e-06,4.1709729670103e-08,2.6891798676764722e-08
1990,5.708006938220933e-06,4.0320017657968776e-08,2.39740645113784e-08
1991,6.158055384730687e-06,2.2859715009815318e-08,2.9307325455363298e-08
1992,5.797012363473186e-06,4.022259286751151e-08,2.6998725699556303e-08
1993,6.030535132595105e-06,2.8803878227012802e-08,2.3818592653768178e-08
1994,5.898422841710271e-06,3.323203795480012e-08,1.9517228722065738e-08
1995,5.970118309051031e-06,2.4943273557731516e-08,2.6027763055935793e-08
1996,5.893787601962686e-06,4.4839973956101176e-08,1.7081894121417918e-08
1997,6.087118435971206e-06,4.746945514444434e-08,3.116681357440143e-08
1998,6.069828486943152e-06,3.337690401838955e-08,3.146965354972053e-08
1999,5.993818831484532e-06,2.605014715051368e-08,2.7421206194588876e-08
2000,6.21131039224565e-06,3.9320478761872835e-08,3.048441810094005e-08
2001,6.078931164665846e-06,1.358175633070502e-08,6.790878259721467e-08
2002,6.242364179342985e-06,2.4096719009047973e-08,3.417352800738627e-08
2003,6.130793735792395e-06,2.3751461519783135e-08,2.9168459647621603e-08
2004,6.118695637269411e-06,1.6297727611913615e-08,2.5107310008820605e-08
2005,6.1413129515131e-06,3.062549736032594e-08,2.386987363323101e-08
2006,6.348550869006431e-06,2.7589862006127674e-08,2.841344004522739e-08
2007,6.25815118837636e-06,1.757570972094058e-08,2.6763012472841297e-08
2008,6.196703452587826e-06,3.0653564908611486e-08,2.4693150968424504e-08
2009,6.279232820816105e-06,1.668867355419934e-08,2.3364142842652313e-08
2010,6.65818606648827e-06,1.6533275914998313e-08,3.164941331235127e-08
2011,6.5236963564530015e-06,2.5238214129696956e-08,2.8297392651310815e-08
2012,6.76459058013279e-06,1.8042538962870225e-08,3.2340401467934043e-08
2013,6.817179382778704e-06,7.530637669006524e-09,2.9564724890462912e-08
2014,6.980312718951609e-06,1.2559581819004961e-08,2.4252986063899584e-08
2015,6.776957434340147e-06,9.087958940945384e-09,3.191868658269925e-08
2016,6.7482187660061754e-06,1.3049442110224518e-08,2.6720286427917017e-08
2017,6.502100404759403e-06,8.804639933801539e-09,2.389830777715929e-08
2018,7.035012913547689e-06,1.2391040582482304e-08,3.020315997304124e-08
2019,6.64200661049108e-06,6.632568105846559e-09,2.7550667969222786e-08
