year,un_DET air_NOUN,un_DET nerf_NOUN
1800,3.1539114957013226e-05,9.558259792541435e-07
1801,2.9183774074681423e-05,1.212021984997591e-06
1802,2.820126178448845e-05,1.2196228453831282e-06
1803,3.28456627585183e-05,7.742846630520717e-07
1804,3.575037993641672e-05,4.770672390463915e-07
1805,3.487073780661376e-05,1.7000408472078732e-06
1806,3.055722015687934e-05,1.224709373914834e-06
1807,2.429306718454427e-05,2.306033621835013e-07
1808,2.6828049868754533e-05,3.1271821887557394e-07
1809,2.871905564916233e-05,3.975893645424833e-07
1810,4.341403035823532e-05,5.639705271676121e-07
1811,3.0200246897038596e-05,4.186818287621463e-07
1812,2.5333143298666982e-05,1.4002843222726824e-06
1813,3.3326970822145086e-05,8.397165700557707e-07
1814,2.6513900877489505e-05,5.380817729161436e-07
1815,2.3487422566859095e-05,7.902865206688148e-07
1816,2.6483259148335492e-05,7.856677015638525e-07
1817,2.63189456291002e-05,7.76879858221946e-07
1818,2.873718946716508e-05,7.867976776765317e-07
1819,2.4065156139840838e-05,7.007660585145459e-07
1820,2.803930794925691e-05,5.589112799242457e-07
1821,3.1554789529764093e-05,7.721545038918975e-07
1822,2.90572434380465e-05,5.47398641970176e-07
1823,2.759740365831931e-05,7.332953675387444e-07
1824,2.4607332676396254e-05,8.075847039989981e-07
1825,2.7951998561093205e-05,8.761415912772463e-07
1826,2.211420704156808e-05,5.971813479277444e-07
1827,1.9799625064820248e-05,6.406005012560279e-07
1828,2.5229331214404738e-05,7.952385390197492e-07
1829,2.8438082637194384e-05,6.858540624321563e-07
1830,2.8202417325928764e-05,7.399716821510083e-07
1831,2.4743244182445778e-05,7.0628164294817e-07
1832,2.7678257595198374e-05,6.575564892585817e-07
1833,2.8152851399454448e-05,6.892258745949675e-07
1834,2.4972671269551938e-05,6.580844074122183e-07
1835,3.5641052249957283e-05,7.540398527794423e-07
1836,2.651873523973336e-05,8.165711200547321e-07
1837,2.4754087718292794e-05,1.0875182994141142e-06
1838,2.219482431087272e-05,1.3331286154993904e-06
1839,2.432054471057654e-05,8.02621366702283e-07
1840,2.5315690649563294e-05,1.4344538996624578e-06
1841,2.1713653779897868e-05,9.097917494926833e-07
1842,2.5270704668400867e-05,1.1296717978837023e-06
1843,2.5331198287403822e-05,1.147712769267173e-06
1844,2.3661187839252307e-05,8.551178183324737e-07
1845,2.451003473424862e-05,1.3565534260351342e-06
1846,2.186480668342483e-05,7.13078241787457e-07
1847,1.578380854994066e-05,1.0042182232439245e-06
1848,1.847504712770842e-05,7.69123167820851e-07
1849,1.6754639375449187e-05,6.284561020475365e-07
1850,1.928482288349187e-05,9.199089578970643e-07
1851,1.788106975197934e-05,1.6271934377698472e-06
1852,1.9730208109081104e-05,1.2174720325219823e-06
1853,2.2908330208792904e-05,8.056135847311907e-07
1854,2.0007464314630852e-05,1.0936873149347548e-06
1855,2.352989844212061e-05,9.154466233951553e-07
1856,2.1180916718321896e-05,1.1177551533236851e-06
1857,2.4517379443977916e-05,7.800651786737944e-07
1858,2.46998507122953e-05,2.3225387089098604e-06
1859,2.4695004597674597e-05,1.0204715668038489e-06
1860,2.4408291039890173e-05,1.6079647160438526e-06
1861,2.2439498692961024e-05,1.0408131601025161e-06
1862,2.0613763794585793e-05,7.743828485118343e-07
1863,2.1721606714208974e-05,8.815505572190574e-07
1864,2.1351882665499033e-05,7.48936527017463e-07
1865,2.2113225568887174e-05,9.465463985947054e-07
1866,2.1114326898441504e-05,1.8051423342768658e-06
1867,2.1764374352528648e-05,1.2165998786173304e-06
1868,1.992794636862527e-05,1.3372238534259395e-06
1869,2.50837080244537e-05,2.0476595210539017e-06
1870,2.09889112881001e-05,1.3463546508774016e-06
1871,2.01069500462836e-05,1.896942229961951e-06
1872,2.1711157586423724e-05,1.8250870468250469e-06
1873,1.8843342772356664e-05,1.871823553045715e-06
1874,2.2388652652693963e-05,1.96086674009166e-06
1875,2.1245746324893844e-05,1.6312073967128526e-06
1876,2.011146435165756e-05,1.9081222966121913e-06
1877,2.215895831625403e-05,2.488769894171128e-06
1878,1.896938061918263e-05,2.5291703664720444e-06
1879,2.147794315021656e-05,1.48823169254797e-06
1880,1.945505873379716e-05,1.2848527983777558e-06
1881,2.04810446433612e-05,1.5813647706863776e-06
1882,2.0781439602046703e-05,2.031223623077949e-06
1883,1.929357392782549e-05,1.4382815010094419e-06
1884,2.0509492458131717e-05,1.4286071845504011e-06
1885,1.8393266913108164e-05,1.5398623887108442e-06
1886,1.7636026484524336e-05,1.6720924627122713e-06
1887,1.7835063403026652e-05,2.2230987895e-06
1888,1.7643394585320493e-05,1.159698461705716e-06
1889,1.7111341108488887e-05,1.212303903486145e-06
1890,1.6275197523896168e-05,1.1470176888295214e-06
1891,1.6628427616183217e-05,1.1785932620966832e-06
1892,1.5423674184944502e-05,1.0919748199000878e-06
1893,1.481714993190053e-05,1.7748556082608502e-06
1894,1.569272407664357e-05,1.2514857328227436e-06
1895,1.5525617072853493e-05,1.0400165457724597e-06
1896,1.4793286666758831e-05,1.1917896047819454e-06
1897,1.3938081778519518e-05,1.5166935725119401e-06
1898,1.3961990276811775e-05,1.2403113771597418e-06
1899,1.5758573226776207e-05,1.4283262785852457e-06
1900,1.5428328921984757e-05,1.646602047600254e-06
1901,1.3971288638003898e-05,1.2032554934648942e-06
1902,1.1476806619725721e-05,1.3174291506601321e-06
1903,1.3185177763830325e-05,9.245177103878177e-07
1904,1.2110643297091883e-05,1.2539001037481512e-06
1905,1.2142749923782503e-05,9.660940989419942e-07
1906,1.3283313492706839e-05,8.462183376245491e-07
1907,1.2883337106472936e-05,8.315977506612171e-07
1908,1.3774972487112791e-05,7.755083482052783e-07
1909,1.504739084623452e-05,8.834579556804556e-07
1910,1.671062418040492e-05,7.93606375282252e-07
1911,1.3323812723342598e-05,6.959049141386231e-07
1912,1.3645037213905198e-05,7.053556396741101e-07
1913,1.4613448968248122e-05,8.023423383463069e-07
1914,1.374104839158008e-05,7.841887104120815e-07
1915,1.1356654525229715e-05,1.5762659675289115e-06
1916,1.1479700447125651e-05,1.801943799506489e-06
1917,1.2827426701278455e-05,1.4848538452127968e-06
1918,1.3087577485748625e-05,1.1095839198560498e-06
1919,1.4362401714151929e-05,6.988756808823382e-07
1920,1.5164908489850859e-05,9.412284143195393e-07
1921,1.5552909076177457e-05,1.2691925146413041e-06
1922,1.7338148865064795e-05,8.263287680776443e-07
1923,1.7457926446695637e-05,6.879134488713134e-07
1924,1.6222821102473972e-05,5.852797420047295e-07
1925,1.7909432244778145e-05,6.54391612897598e-07
1926,1.7172856075831078e-05,1.106811502893379e-06
1927,2.3597334376290746e-05,8.105486397624873e-07
1928,1.667287932605177e-05,7.929672669604315e-07
1929,1.805191473636114e-05,8.934606130495126e-07
1930,1.5514872444555294e-05,8.014249779364491e-07
1931,1.3473148243292599e-05,6.843213906648771e-07
1932,1.473728892165127e-05,8.033340197499683e-07
1933,1.3357585928019944e-05,1.1447721277590972e-06
1934,1.349245724213688e-05,1.047190137271059e-06
1935,1.4838278360684853e-05,1.1489552811383419e-06
1936,1.2701850693019878e-05,8.826792257110583e-07
1937,1.310609464155732e-05,9.090787145282775e-07
1938,1.3181733834244369e-05,1.009990247879955e-06
1939,1.3350176260473745e-05,9.451723084197283e-07
1940,1.0624929984714981e-05,1.0269920593941606e-06
1941,1.530058963794545e-05,1.351788139203336e-06
1942,1.3041042009831472e-05,6.918002775080367e-07
1943,1.6551344515391975e-05,1.4690370457870472e-06
1944,1.5567886464395997e-05,1.0507118819447214e-06
1945,1.981567294251363e-05,6.230521814032386e-07
1946,1.7207877675673444e-05,6.459392576374512e-07
1947,1.791945305740228e-05,7.426702630652926e-07
1948,1.6742707515504662e-05,1.5024948680775196e-06
1949,1.641305571808971e-05,9.021830535971276e-07
1950,1.552550067174252e-05,6.30676934676444e-07
1951,1.6365251013894522e-05,6.769989973065549e-07
1952,1.5768699569207456e-05,9.26888262142711e-07
1953,1.4376594833720446e-05,6.227272262293582e-07
1954,1.75143399587796e-05,5.198989221355532e-07
1955,1.3482425316624358e-05,6.616853696073122e-07
1956,1.605649313773938e-05,6.148404692041254e-07
1957,1.4166099816748101e-05,5.627918948647448e-07
1958,1.3793965564445898e-05,3.7059650814796896e-07
1959,1.3715722985807588e-05,3.3328215209849077e-07
1960,1.7021790455373775e-05,4.436254155137931e-07
1961,1.5989798640703157e-05,3.9604508383916937e-07
1962,1.557901660476091e-05,3.4563661266417967e-07
1963,1.532713233132199e-05,4.836607736535825e-07
1964,1.3951147934676555e-05,3.3705183621890455e-07
1965,1.343113055440881e-05,3.4802194992522573e-07
1966,1.70730893671589e-05,4.4312597324847047e-07
1967,1.518641997222403e-05,3.1702058223004315e-07
1968,1.543564914641138e-05,3.417967557872714e-07
1969,1.3014861082183415e-05,3.4608193821838995e-07
1970,1.1234225553380384e-05,2.6902541083728693e-07
1971,1.257520048625338e-05,2.250618087451528e-07
1972,1.3318886857405232e-05,2.7394984236650544e-07
1973,1.0676870488168788e-05,3.379594026853283e-07
1974,8.631877491893647e-06,2.199598516661183e-07
1975,8.27307945883149e-06,2.398821621341085e-07
1976,9.147928338393285e-06,1.7426257015173974e-07
1977,9.010869234771235e-06,1.956968334049236e-07
1978,1.1328707415714234e-05,1.8059397977054914e-07
1979,1.2395064800330147e-05,1.3401018472691817e-07
1980,1.0682967086950157e-05,1.6941749736432143e-07
1981,1.0616802768481648e-05,2.3847321095615825e-07
1982,1.0022632991990577e-05,2.2347008843404126e-07
1983,1.0061561496854665e-05,1.9072254975327496e-07
1984,1.0698011166709875e-05,1.4439531748067225e-07
1985,1.0190956658107098e-05,1.4557650329649618e-07
1986,1.1076610263671682e-05,1.6065221553063225e-07
1987,1.0793535906827856e-05,1.546036714206167e-07
1988,1.056892578787938e-05,2.380631793919008e-07
1989,1.0576160576647453e-05,1.2238512780982091e-07
1990,9.99173622062699e-06,1.765362864780684e-07
1991,9.949251108309909e-06,1.957729405255293e-07
1992,9.992834804961603e-06,1.8237915755392464e-07
1993,1.0580439905538697e-05,1.7282327258172359e-07
1994,1.0117836637846267e-05,1.5772030748095744e-07
1995,1.045665447918509e-05,1.1983616499122718e-07
1996,9.494330640791304e-06,1.7135276308977154e-07
1997,9.994957736125798e-06,1.8460343120807465e-07
1998,1.0455076932203156e-05,1.6736133146011412e-07
1999,1.004256037617779e-05,1.4716047469498506e-07
2000,1.0408440630271798e-05,1.6700159211069376e-07
2001,9.863421922773341e-06,1.6122859047840166e-07
2002,1.1255357861728044e-05,2.2826163625921936e-07
2003,1.1734471456747997e-05,1.9167844822476354e-07
2004,1.1697363362372926e-05,2.722160958867903e-07
2005,1.2009698963311166e-05,2.738279718528247e-07
2006,1.3022827204167697e-05,2.8166367815884996e-07
2007,2.0383430154424786e-05,2.9958597203005866e-07
2008,2.2352835571837204e-05,3.0227822200856735e-07
2009,2.4871368111689662e-05,3.514157924655592e-07
2010,3.40325672993913e-05,3.368064511732882e-07
2011,4.048668643008568e-05,5.881268716478871e-07
2012,5.103144911799973e-05,5.429782845567388e-07
2013,5.7959690764164407e-05,3.609127894321773e-07
2014,5.990400916289218e-05,4.042886274646662e-07
2015,6.080620511283996e-05,3.652916209517798e-07
2016,6.210975544718167e-05,3.726340729315325e-07
