year,un_DET ombre_NOUN,un_DET nombre_NOUN
1800,5.345079490126636e-08,3.088827105557357e-05
1801,2.3811825400343878e-08,2.6850214851492638e-05
1802,3.8043282302169246e-08,2.796852550090989e-05
1803,7.021220937986072e-08,2.2551773042778223e-05
1804,4.202146608456303e-08,2.579376393896382e-05
1805,4.264316522117895e-08,2.1369911053170654e-05
1806,5.4751714273493235e-08,2.4041765129823034e-05
1807,2.562259560079383e-08,2.933217888312356e-05
1808,6.345007363961486e-08,2.9189298743403924e-05
1809,9.036122072814123e-09,2.5617405242428504e-05
1810,3.7442028588685616e-08,2.912287715162165e-05
1811,7.521229861140455e-09,2.9906919451150316e-05
1812,1.600324850414836e-08,2.4741023764818237e-05
1813,4.313612333994854e-08,2.4745756775246264e-05
1814,3.776012391654149e-08,2.6781368660522276e-05
1815,5.394447111228828e-09,2.6119912547528656e-05
1816,2.0858434979231788e-08,2.8274766975755483e-05
1817,3.42512151974006e-08,2.1086292576910637e-05
1818,2.7418708414828075e-08,2.1843172589797177e-05
1819,4.0369094733705424e-08,2.3348863692262967e-05
1820,2.8479554714522237e-08,2.1009605347899196e-05
1821,5.916893086599373e-09,2.173274722849783e-05
1822,8.02049271442229e-09,2.1040760714186035e-05
1823,1.2847493402468046e-08,2.093943612635485e-05
1824,3.9579230559638745e-08,1.8369814313246025e-05
1825,4.4027217427355936e-09,2.0617945267531468e-05
1826,3.3470339388941284e-08,2.2533466221830167e-05
1827,1.659109177820639e-08,1.9494531954933336e-05
1828,3.4854744201950894e-08,2.133293875772324e-05
1829,1.714635172733736e-08,2.0482174932112684e-05
1830,1.0436835617966267e-08,2.4902289680994727e-05
1831,1.091384405071949e-08,2.3215306725887785e-05
1832,1.6235963684607668e-08,2.1509945725028956e-05
1833,1.6217079790159517e-08,2.3176523995971365e-05
1834,1.4935249481595747e-08,2.1954817157165962e-05
1835,1.739510224751939e-08,2.294187135021275e-05
1836,2.5538850312312178e-08,2.1904939842443127e-05
1837,1.1132625488130543e-08,2.4530740574846277e-05
1838,3.156081018751422e-08,2.243342413521532e-05
1839,9.788065469251706e-09,2.241327172214369e-05
1840,8.280594876453051e-09,2.479082831996493e-05
1841,1.8619590758106597e-08,2.2557312661319884e-05
1842,8.049918065466954e-09,2.235730556776616e-05
1843,1.1223130869097986e-08,2.4389045393036213e-05
1844,9.879410178825765e-09,2.288126367488985e-05
1845,1.506661534422804e-08,2.4075893691133388e-05
1846,8.781752214304106e-09,2.3214268821902806e-05
1847,3.775256551818984e-09,2.5405859048532875e-05
1848,4.82713291560799e-09,2.4436555690954265e-05
1849,1.3407063681469822e-08,2.3934960495353153e-05
1850,2.0366987207864895e-08,2.1975980814659124e-05
1851,1.1608989769484879e-08,2.301353288203245e-05
1852,1.3672145637855238e-08,2.3500465431425255e-05
1853,5.3747388761848924e-09,2.3239175334310858e-05
1854,9.871762518542937e-09,2.2048322023238143e-05
1855,1.1675261646360013e-08,2.1871479418678064e-05
1856,1.915559949550172e-08,2.2649166794508346e-05
1857,2.4407545762272775e-08,2.1405418010544963e-05
1858,2.2510910469009104e-08,2.0389011325505635e-05
1859,2.34239969643113e-08,2.1355556185653768e-05
1860,7.781213007262977e-09,2.054377517879402e-05
1861,8.960330810658945e-09,2.2852616666568792e-05
1862,1.0391368682194368e-08,2.024690360258319e-05
1863,1.3984938818101256e-08,2.1894919541409763e-05
1864,7.671564494771133e-09,2.2008281604257718e-05
1865,1.788600934027329e-08,2.1845877313353412e-05
1866,1.2650593461671633e-08,2.3695048639638117e-05
1867,1.747012134956094e-08,2.2345255160871602e-05
1868,1.2843672347884194e-08,2.6281612747425243e-05
1869,1.51389094593668e-08,2.5343022514334734e-05
1870,1.0894692703544706e-08,2.459505600427292e-05
1871,1.3807530230280918e-08,2.6268295982845302e-05
1872,1.9351485525120893e-08,2.5003328346429043e-05
1873,2.9331421735889762e-08,2.491195525067269e-05
1874,8.961914044203212e-09,2.5778047756830347e-05
1875,1.258735993214799e-08,2.5132380415016087e-05
1876,1.813804395567331e-08,2.521853213011127e-05
1877,8.658742167710898e-09,2.6354119825100497e-05
1878,1.0870359834491694e-08,2.5120192958638654e-05
1879,1.771704372099947e-08,2.670569361384878e-05
1880,7.701415505323439e-09,2.582027985909008e-05
1881,1.8825769887431676e-08,2.6488556045478617e-05
1882,1.7304001120876933e-08,2.6455821057425055e-05
1883,2.0221884888815822e-08,2.6787045612763905e-05
1884,1.4523733327109767e-08,2.744259501241686e-05
1885,1.7403216423517165e-08,2.8280226729293645e-05
1886,1.355227441379725e-08,2.742012333101229e-05
1887,1.1752064321690625e-08,2.7065003564530343e-05
1888,5.706553229956057e-09,2.6084021442329686e-05
1889,1.3783301056058406e-08,2.624966913344906e-05
1890,5.243509015873116e-09,2.798002003601141e-05
1891,1.0836174069162041e-08,2.865275661179112e-05
1892,5.014809900671935e-09,2.65433888557709e-05
1893,3.0792083327568776e-09,3.0247062170474237e-05
1894,1.2603078136663726e-08,2.7122455577455185e-05
1895,1.2639090440913492e-08,2.714154373961719e-05
1896,1.120435544343934e-08,3.0157995922763803e-05
1897,6.4093846896540185e-09,2.763726811849665e-05
1898,6.7900258748920805e-09,2.8992279226258688e-05
1899,1.1055156790007459e-08,2.6514688642009787e-05
1900,8.30568502863116e-09,2.8666553589573596e-05
1901,8.941982321264419e-09,2.8215307906975795e-05
1902,1.178468123086418e-08,3.2590046487257496e-05
1903,1.2960528428251905e-08,2.9121767880724292e-05
1904,5.374625189347171e-09,2.954162738433297e-05
1905,5.6768351130997985e-09,2.7905255734594903e-05
1906,1.6975808758701305e-08,3.166451392644376e-05
1907,1.4399961667521666e-08,2.8543808866743348e-05
1908,1.7681000885616527e-08,2.7949241683700166e-05
1909,1.1552065526387878e-08,2.7507668818316233e-05
1910,1.068830135508847e-08,2.8705570912279654e-05
1911,1.4365010070349626e-08,3.062939367737272e-05
1912,6.251305362248161e-09,2.9030020357367903e-05
1913,1.856046383252874e-08,2.7391002021204258e-05
1914,1.6741859454327823e-08,3.0438039573255082e-05
1915,1.1780761921542648e-08,3.112595129550755e-05
1916,3.2962386153911893e-09,2.9673839208044228e-05
1917,6.579854550103903e-09,3.0502013288469243e-05
1918,8.040463406189247e-09,2.6947039202696033e-05
1919,9.207848372660976e-10,2.8112482709730102e-05
1920,1.590168663412328e-08,3.167994634623028e-05
1921,1.438821994881323e-08,2.77541192872377e-05
1922,1.4755871247107422e-08,2.851940956816179e-05
1923,1.5923922180860473e-08,2.8092983370697766e-05
1924,2.4494086647841584e-08,2.902162566442712e-05
1925,7.698724546756353e-09,2.628124570946966e-05
1926,1.3375365814916051e-08,2.7845283568694867e-05
1927,1.3379069629948503e-08,2.660316619085279e-05
1928,1.3711249580161677e-08,2.884961077143089e-05
1929,4.4561625500705304e-09,2.720710125458936e-05
1930,1.05036033204442e-08,2.8599210907032102e-05
1931,2.0529641986399838e-08,2.7197213626095618e-05
1932,1.8631212572728373e-08,2.6857440616367967e-05
1933,1.261772863969668e-08,2.9541543312916474e-05
1934,1.7972370258689807e-08,2.9146392307666247e-05
1935,1.0771455727365264e-08,2.896085328529807e-05
1936,1.576212849130343e-08,3.046940855711e-05
1937,1.6368453148452033e-08,2.8639756465054234e-05
1938,1.5558257571157696e-08,3.237025197222465e-05
1939,1.3764645423464117e-08,3.0343396247189958e-05
1940,1.5214697279830602e-08,3.337597308927798e-05
1941,8.854507793643052e-09,2.9600620109704323e-05
1942,2.1239482617119165e-08,2.921642459341456e-05
1943,3.774205836748479e-08,2.7270088196473807e-05
1944,1.6065930807940276e-08,2.795150686552006e-05
1945,1.089252021913012e-08,3.1213606348501344e-05
1946,1.3921104269343232e-08,3.114847118013131e-05
1947,1.668921956188285e-08,3.0169339765961922e-05
1948,1.1959076617884534e-08,3.062067241899058e-05
1949,1.8652315914025053e-08,3.292526469067525e-05
1950,1.2762433554414088e-08,3.233149965353732e-05
1951,1.7058243262368933e-08,3.093405786103176e-05
1952,1.5817205323287453e-08,3.221437549427719e-05
1953,2.370242013771673e-08,3.164165502766991e-05
1954,1.172704333640695e-08,3.0446335586020723e-05
1955,1.407841221379158e-08,3.044785063366362e-05
1956,2.703553825256222e-08,3.080830430235437e-05
1957,2.1204090594473257e-08,3.169658123169938e-05
1958,1.3235589735316466e-08,3.206652581866365e-05
1959,1.3176271185244559e-08,3.095648753514979e-05
1960,1.3149583255600561e-08,3.04599719243015e-05
1961,2.0149662549595604e-08,3.090958125540055e-05
1962,8.24454354786397e-09,3.10026538272723e-05
1963,2.4571002121831498e-08,3.111982164227811e-05
1964,1.9468698153612962e-08,3.069118673693083e-05
1965,1.9699355924274187e-08,3.0285570460364397e-05
1966,1.5509409756475634e-08,3.1039867849358416e-05
1967,1.5777073425482513e-08,2.879316002690757e-05
1968,1.7067380175816993e-08,2.9653225055881194e-05
1969,1.4987800889265657e-08,2.9586826713057235e-05
1970,2.7592349655103376e-08,2.8186964414089744e-05
1971,2.4150467514694185e-08,2.9528314144044998e-05
1972,1.2312352193344367e-08,2.954400241605981e-05
1973,1.5436970202120648e-08,2.9339616105517052e-05
1974,1.8564386916608555e-08,2.9520749762923515e-05
1975,1.7134440088995007e-08,2.8238128777502425e-05
1976,1.4855169483407593e-08,2.8108838932894287e-05
1977,1.2928919657095861e-08,2.6860419040986017e-05
1978,1.841583330275398e-08,2.67653342120866e-05
1979,2.8089471415526646e-08,2.6000317689067742e-05
1980,7.959211123509391e-09,2.6289842310234235e-05
1981,1.2018544159886346e-08,2.6914580928405485e-05
1982,1.551875561389693e-08,2.5998881596933643e-05
1983,9.472974182855864e-09,2.6230034563923255e-05
1984,6.378909234161512e-09,2.6181362954957876e-05
1985,1.5640450823362073e-08,2.55041608738793e-05
1986,8.991728472906857e-09,2.529373097104326e-05
1987,9.777307186098483e-09,2.56874293427245e-05
1988,8.395175221664886e-09,2.536722223567267e-05
1989,7.683371050504206e-09,2.4183959510537534e-05
1990,9.807571754727462e-09,2.521417803791337e-05
1991,5.861465202094962e-09,2.394467077238005e-05
1992,8.815910834680807e-09,2.4286180121180223e-05
1993,6.093128335216136e-09,2.4218522696628497e-05
1994,1.3187316683094252e-08,2.4367523678847647e-05
1995,1.4640617107541942e-08,2.4281734113174025e-05
1996,8.007137841659073e-09,2.3380310437914886e-05
