year,mon_DET or_NOUN,mon_DET nord_NOUN
1850,1.1405512978512888e-07,5.431196825611551e-09
1851,6.578427780290497e-08,0.0
1852,9.375185161530908e-08,0.0
1853,7.70379240400132e-08,0.0
1854,8.313062949127925e-08,0.0
1855,1.475328552658084e-07,5.306937111981824e-10
1856,1.0250834381331231e-07,0.0
1857,9.323682181872073e-08,0.0
1858,7.634134790990288e-08,0.0
1859,1.5989423940432346e-07,0.0
1860,9.200139317044886e-08,5.950338888283113e-09
1861,9.007490908707894e-08,2.3579818653196583e-09
1862,1.084316711974509e-07,2.2589932147099034e-09
1863,1.2536498195103718e-07,9.989241656072068e-10
1864,1.1027873991764636e-07,2.397363974004918e-09
1865,7.53095128480652e-08,0.0
1866,1.196940804248925e-07,0.0
1867,1.0142376005717324e-07,3.396968040192405e-09
1868,5.829051508143834e-08,9.87974813071446e-10
1869,1.4455216934550208e-07,0.0
1870,8.429052034131246e-08,2.8670243956696595e-09
1871,8.072094637157079e-08,0.0
1872,6.10781268894911e-08,6.652073114565837e-09
1873,7.183205408267668e-08,4.190203295451056e-09
1874,8.42419886071255e-08,6.5720701658555924e-09
1875,1.1900776364370813e-07,3.432916173551348e-09
1876,9.61316373171428e-08,0.0
1877,6.617753400828263e-08,0.0
1878,4.5897075418022126e-08,0.0
1879,9.713827386903517e-08,0.0
1880,6.417846365458502e-08,6.417846254436199e-10
1881,8.227558789819511e-08,0.0
1882,8.119569905318258e-08,6.655385131892899e-10
1883,7.835980098125361e-08,4.423537092179686e-09
1884,7.790002776175697e-08,6.601696966868076e-10
1885,5.47879024370701e-08,0.0
1886,7.227879655902214e-08,0.0
1887,7.051238926081282e-08,0.0
1888,4.818867194167353e-08,0.0
1889,7.392861539612383e-08,0.0
1890,6.554386544621593e-08,6.554386478008212e-10
1891,4.84440720871504e-08,0.0
1892,6.080456849133498e-08,6.268512375839919e-10
1893,5.419406545748018e-08,3.6950498771837204e-09
1894,5.6713854723611234e-08,6.301539290376468e-10
1895,6.680662156810513e-08,0.0
1896,5.66114787270422e-08,5.89702897624278e-10
1897,6.059781965106481e-08,5.826713556089658e-10
1898,4.470100434250668e-08,5.6583548957434e-10
1899,6.356714976618605e-08,1.1055156790007459e-09
1900,6.281174180777782e-08,2.595526460424935e-09
1901,3.409130805431815e-08,0.0
1902,2.700656170917526e-08,1.4730852093691738e-09
1903,3.6181477369723325e-08,0.0
1904,2.6335664315979557e-08,0.0
1905,3.6641388589941926e-08,4.128607289377584e-09
1906,3.755254707193956e-08,1.0288369045596824e-09
1907,3.291419647943883e-08,0.0
1908,4.7149335324903063e-08,0.0
1909,5.500983568662576e-08,5.500983557560346e-10
1910,7.214603336969105e-08,0.0
1911,2.7133907565257687e-08,0.0
1912,5.730363239475622e-08,1.0418842455450772e-09
1913,3.234823792164221e-08,5.30298971401777e-10
1914,3.482306887292452e-08,6.696743715117748e-10
1915,3.416420912838447e-08,3.534228465440492e-09
1916,3.955486338469427e-08,5.493731025651982e-09
1917,3.289927352767563e-08,1.0966424435210342e-09
1918,3.44591288836682e-08,0.0
1919,3.775217927159957e-08,0.0
1920,4.24044972469062e-08,0.0
1921,6.891199966219119e-08,0.0
1922,4.5743199228454046e-08,0.0
1923,4.0340602414090654e-08,0.0
1924,4.125319807979366e-08,1.289162443462999e-09
1925,6.1589795707917e-08,4.399271169575059e-09
1926,4.792839447542718e-08,5.57306911730393e-09
1927,3.4562597228671166e-08,3.3447675740205796e-09
1928,6.17006229441941e-08,1.1426041224282812e-09
1929,6.68424400274148e-08,1.1140406375176326e-09
1930,5.7769819150621515e-08,2.100720708497761e-09
1931,3.421607086551148e-08,2.2810713318222042e-09
1932,6.794912910113027e-08,0.0
1933,2.867665616079762e-08,9.176529758292418e-09
1934,3.5944742293736454e-08,2.3963160344919743e-09
1935,6.462873614054843e-08,1.196828414151696e-09
1936,5.577368789033699e-08,1.2124714565686645e-09
1937,3.7773354000236736e-08,1.2591118148108649e-09
1938,4.019216381934143e-08,3.8895642262559704e-09
1939,2.5999885799876665e-08,0.0
1940,2.02862628917444e-08,2.5357829169792012e-09
1941,3.246652724442356e-08,0.0
1942,4.551317678291866e-08,0.0
1943,2.9032351855917682e-08,0.0
1944,8.996921074810871e-08,3.2131861615880553e-09
1945,6.099811189486104e-08,0.0
1946,7.378185351569755e-08,1.3921104269343232e-09
1947,5.602809283189458e-08,0.0
1948,6.196976110039998e-08,5.435943917220243e-09
1949,4.810333908977782e-08,5.890204990421921e-09
1950,8.61464248824717e-08,3.190608444114673e-09
1951,5.970385164033587e-08,6.396841056854896e-09
1952,8.857635369619032e-08,4.217921456550755e-09
1953,3.87857791439572e-08,3.2321482157371406e-09
1954,5.179444317882087e-08,3.9090144454689835e-09
1955,3.848099261460902e-08,0.0
1956,1.0552581453104892e-07,0.0
1957,4.329168429295649e-08,1.7670075402875796e-09
1958,6.617794856556003e-08,0.0
1959,4.417926346977907e-08,3.875373910666724e-09
1960,5.6750832033714005e-08,3.4604166754270693e-09
1961,5.141637993144599e-08,1.3896318540318475e-09
1962,5.327243290942363e-08,2.5367825617905737e-09
1963,5.1728425987107585e-08,1.2932106496776896e-09
1964,5.962289084671113e-08,6.083968329129164e-10
1965,4.4870755666615025e-08,1.6416130121932326e-09
1966,9.693380720321443e-08,1.6617224263271169e-09
1967,7.395503398566206e-08,4.930335584241163e-10
1968,8.758261038632753e-08,8.982831700699023e-10
1969,7.130559692702931e-08,4.541757775422539e-09
1970,4.4607632171400624e-08,1.8394900047624674e-09
1971,6.011925224314041e-08,1.0276794970565106e-09
1972,3.950213234293898e-08,3.0780880622138795e-09
1973,4.5759593003680266e-08,5.513203782392395e-10
1974,3.431598788461443e-08,2.2502286700643026e-09
1975,4.283610000044291e-08,9.138368284311582e-09
1976,3.942333526296693e-08,5.713526818329484e-09
1977,3.819908062085986e-08,2.3507127910882275e-09
1978,5.7029677313913396e-08,4.752473081737207e-09
1979,3.9793420336664553e-08,4.0963813452421505e-09
1980,3.8090508192034633e-08,3.979605422976817e-09
1981,3.479052185229037e-08,1.897664858585557e-09
1982,5.46260205958049e-08,3.7245013739806154e-09
1983,4.8627932125455686e-08,3.789189739755727e-09
1984,4.2912663311689414e-08,4.059306002446306e-09
1985,3.2484012701949894e-08,1.8046674155058895e-09
1986,5.155257531974655e-08,2.3977941854269602e-09
1987,5.133086067310444e-08,4.27757174126242e-09
1988,2.9383114108494368e-08,4.797243047249822e-09
1989,3.4026357731420376e-08,2.744061089465788e-09
1990,4.19546128949122e-08,3.2691906404203053e-09
1991,3.868566977871524e-08,5.275318681885466e-09
1992,4.0222590869110064e-08,1.1019888335184191e-09
1993,4.6529340824719156e-08,3.3235245111562506e-09
1994,5.116678947203468e-08,4.2199412852994556e-09
1995,3.958388994362849e-08,7.591430983833192e-09
1996,3.8968072990641645e-08,2.6690460952494277e-09
1997,4.3154051110327885e-08,2.397447240731765e-09
1998,4.29131632451174e-08,1.9072516899143466e-09
1999,3.976074980371891e-08,9.140402490448452e-09
2000,3.71114652342186e-08,3.976228346580513e-09
2001,3.811654292196209e-08,5.257454194218525e-09
2002,3.417352778534166e-08,7.886198583051396e-09
2003,3.791899783056607e-08,2.0834614589126943e-09
2004,5.638132671847984e-08,5.7262285191317375e-09
2005,3.602999687490893e-08,3.15262471684008e-09
2006,4.3649631242814735e-08,1.0706513675629026e-08
2007,3.7548105791263e-08,7.1900629061705246e-09
2008,5.15150195279368e-08,1.234657467930056e-08
2009,4.243691442695763e-08,1.4781397217333847e-08
2010,6.613310210568102e-08,7.558068837454357e-09
2011,7.30378623692296e-08,3.8239718613830576e-09
2012,8.102121512587601e-08,7.829781351054166e-09
2013,1.1240173802828934e-07,1.2829975026829032e-08
2014,1.0459100341364547e-07,1.1476859698711372e-08
2015,1.2634479436279822e-07,8.20132878276425e-09
2016,1.3173722290815704e-07,9.113896193291282e-09
2017,1.343336428760722e-07,1.635147317546881e-08
2018,1.1306824038159746e-07,1.5230653294118213e-08
2019,9.642733844739126e-08,1.0203951072984552e-08
