year,en_ADP oeufs_NOUN,en_ADP noeud_NOUN
1939,2.141167065872196e-08,1.5294050470515685e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,9.102635312174812e-09,6.068423541449874e-09
1943,1.7419411024732767e-08,8.709705845433291e-09
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,8.714016175304096e-09,2.178504043826024e-09
1946,8.352662561605939e-09,2.7842208538686464e-09
1947,1.1920871401116528e-08,1.1920870957027319e-09
1948,1.3046265179283978e-08,4.348755133776194e-09
1949,9.817008539414473e-09,1.9634016634739737e-09
1950,7.444753036267571e-09,4.2541445921528975e-09
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,1.4762725264461096e-08,3.1634410646574906e-09
1953,1.1851209791302608e-08,1.0773827385790469e-09
1954,1.1727043114362345e-08,3.9090144454689835e-09
1955,7.508486277174597e-09,2.815682353940474e-09
1956,1.1337484062678982e-08,9.593255967388359e-09
1957,1.236905244894615e-08,0.0
1958,8.272243334772611e-09,1.6544486891589827e-09
1959,6.200598257066758e-09,1.5501495642666896e-09
1960,1.3149583255600561e-08,6.920833350854139e-10
1961,1.459113452284555e-08,0.0
1962,6.976151933901775e-09,4.43936931660005e-09
1963,2.5864212549464582e-08,0.0
1964,6.6923653285755336e-09,1.8251904432275978e-09
1965,2.243537855495248e-08,4.377634699181954e-09
1966,2.6033652011925312e-08,1.6617224263271169e-09
1967,3.007504684182649e-08,1.9721342336964653e-09
1968,2.0211372131484495e-08,2.6948494546985557e-09
1969,1.8621206132607426e-08,3.6334062425424918e-09
1970,2.6672605457633836e-08,5.978342709767048e-09
1971,2.5178147566862208e-08,1.541519245584766e-09
1972,2.411168970040123e-08,2.565073486948677e-09
1973,3.4181862285098674e-08,4.410563025913916e-09
1974,1.1251143128276908e-08,1.6876715580593782e-09
1975,2.513051278185685e-08,5.140332159925265e-09
1976,1.9425991482080462e-08,3.4281160132820787e-09
1977,1.9393379346865913e-08,1.7630346071939584e-09
1978,1.841583241457556e-08,1.7821774056514528e-09
1979,2.925986741786346e-08,2.3407893401383717e-09
1980,1.193881615790815e-08,9.664756106531058e-09
1981,1.9609202761561306e-08,1.8976649140967083e-09
1982,8.690503427999374e-09,2.483000915987077e-09
1983,5.68378455412244e-09,7.57837881337764e-09
1984,1.9136728035551442e-08,2.3196033982486597e-09
1985,3.609334697785016e-08,4.210890747202711e-09
1986,1.9182353483415682e-08,5.994485352545098e-09
1987,2.1998941002188133e-08,4.277571630240118e-09
1988,1.0793796967334401e-08,5.396898483667201e-09
1989,1.2073869015694072e-08,5.488121956886971e-09
1990,1.2531897297662908e-08,2.724325431913144e-09
1991,1.1722930182145319e-08,4.10302547493302e-09
1992,8.815910668147353e-09,1.1019888113139586e-08
1993,1.4401939196773128e-08,3.323524566667402e-09
1994,1.3714808844156323e-08,4.2199412852994556e-09
1995,7.591431483433553e-09,7.591431483433553e-09
1996,2.2953797085278893e-08,1.6014276571496566e-09
1997,1.006927874414032e-08,2.3974471297094624e-09
1998,4.7681290027412615e-09,2.86087753487152e-09
1999,5.941261704833778e-09,3.1991407301035224e-09
2000,5.743440834038438e-09,1.7672125984802278e-09
2001,4.3812117822561447e-10,3.066848330846028e-09
2002,8.324320788233308e-09,3.066854992184176e-09
2003,4.583615265119079e-09,8.333845835650777e-10
2004,3.523833003171717e-09,3.9643119897903034e-09
2005,2.702249757291497e-09,2.251874686720612e-09
2006,5.353256948836815e-09,4.117890028965121e-09
2007,4.793375391054511e-09,1.997239706952314e-09
2008,1.2772318758180745e-09,8.514879357157668e-10
2009,4.76819250749827e-09,4.76819250749827e-09
2010,2.3618964561933353e-09,2.3618964561933353e-09
2011,7.64794394481072e-10,7.64794394481072e-10
2012,2.0425516833455504e-09,1.0212758416727752e-09
2013,2.789125042035323e-10,2.5102124823206395e-09
2014,8.661780737106994e-10,1.9489005964601347e-09
2015,8.866301581811342e-10,8.866301581811342e-10
2016,2.0713400439298368e-10,0.0
2017,2.515611330355938e-10,2.515611330355938e-10
2018,5.162933414126769e-10,2.5814667070633845e-10
2019,1.02039510174734e-09,7.65296326310505e-10
