year,bien_ADV ôter_VERB,bien_ADV oter_VERB,bien_ADV noter_VERB
1882,9.983077475794744e-09,0.0,7.187816208897857e-08
1883,1.8958017378167824e-09,0.0,6.761692361578753e-08
1884,6.601696966868076e-09,0.0,1.4589749675053554e-07
1885,3.2228177904158883e-09,0.0,9.02388992418679e-08
1886,7.744156427236248e-09,6.453463874400711e-10,7.61508738289507e-08
1887,1.9586774424595887e-09,0.0,4.087106901806692e-07
1888,6.340614699951175e-09,0.0,7.798956147553326e-08
1889,3.759081934617825e-09,0.0,1.7417080727666345e-07
1890,0.0,0.0,9.766036157543567e-08
1891,5.736798147637501e-09,0.0,1.0135009631540015e-07
1892,5.641661360300532e-09,0.0,1.598470684704978e-07
1893,8.005941687372342e-09,0.0,1.2070496790972385e-07
1894,1.8904617871129403e-09,0.0,1.2981171582104878e-07
1895,3.611168697403855e-09,0.0,2.124570954720184e-07
1896,2.948514543632541e-09,0.0,9.730097549898176e-08
1897,1.1653427112179315e-09,0.0,1.0488084711823831e-07
1898,1.0750873968845553e-08,0.0,1.0241622305784404e-07
1899,4.4220627160029835e-09,5.527578395003729e-10,1.2602878740608503e-07
1900,3.633737311048435e-09,0.0,1.2458527010039688e-07
1901,5.029864968975062e-09,0.0,1.318942435268866e-07
1902,4.910283735171106e-09,0.0,1.0851727128002864e-07
1903,5.940242076007962e-09,0.0,1.2960529272021404e-07
1904,5.374625189347171e-09,0.0,1.0319280718817936e-07
1905,8.257214467732865e-09,5.160759042333041e-10,1.2385821435145772e-07
1906,4.629765903985117e-09,0.0,1.6307065031639922e-07
1907,2.057137349353866e-09,0.0,1.3731391312887808e-07
1908,3.437972351250096e-09,0.0,1.527442066162621e-07
1909,1.6502950117569526e-09,0.0,1.270727176816422e-07
1910,3.206490406526541e-09,0.0,1.3467259041277657e-07
1911,1.0640748282497725e-09,0.0,1.878092008578136e-07
1912,4.688478938419394e-09,0.0,1.9014386998250643e-07
1913,4.772690687104841e-09,0.0,1.5272610870420422e-07
1914,8.705766774141921e-09,2.678697486047099e-09,1.921965484541488e-07
1915,4.712304768617059e-09,0.0,1.5079375881299484e-07
1916,0.0,0.0,1.8678684909900767e-07
1917,2.1932848870420685e-09,0.0,1.5681987131088704e-07
1918,5.743188147278033e-09,0.0,1.447283350941575e-07
1919,1.8415696745321952e-09,0.0,2.532158223100822e-07
1920,1.514446346106979e-09,0.0,1.734041070733383e-07
1921,4.543648568500203e-09,0.0,1.7417318520784875e-07
1922,5.902348387820666e-09,0.0,1.955152937327398e-07
1923,5.307974060286824e-09,2.1231896241147297e-09,1.8259430412115307e-07
1924,0.0,1.289162443462999e-09,2.127118063910416e-07
1925,5.499089184013428e-09,1.0998177923937646e-09,2.0016683777157596e-07
1926,5.57306911730393e-09,0.0,2.0731817862440494e-07
1927,1.1149224876660924e-09,0.0,1.8619206176850867e-07
1928,7.998228745975666e-09,0.0,2.0909655429335317e-07
1929,1.2254447234738564e-08,0.0,2.0164135250411164e-07
1930,7.352522590764465e-09,0.0,2.0166918535124978e-07
1931,6.843213995466613e-09,2.2810713318222042e-09,2.3495035250675755e-07
1932,4.383814644626227e-09,0.0,2.3015027039718916e-07
1933,1.0323596200123575e-08,0.0,2.3170738217004327e-07
1934,4.7926320689839486e-09,0.0,2.600002897423792e-07
1935,4.787313656606784e-09,0.0,2.860419883177201e-07
1936,4.849885826274658e-09,0.0,2.0612014850485139e-07
1937,1.2591118148108649e-09,0.0,2.2789924392085936e-07
1938,0.0,3.8895642262559704e-09,2.113329933273178e-07
1939,1.5294050470515685e-09,0.0,2.3705778673388522e-07
1940,0.0,0.0,1.7243324434979002e-07
1941,0.0,0.0,1.8889616093531458e-07
1942,6.068423541449874e-09,0.0,3.064553961706906e-07
1943,2.9032352077962287e-09,0.0,2.3806528393066628e-07
1944,3.2131861615880553e-09,0.0,2.2170984159686213e-07
1945,0.0,0.0,2.3963544037997053e-07
1946,2.7842208538686464e-09,0.0,2.3387455350132313e-07
1947,9.536696765621855e-09,0.0,2.706037793842597e-07
1948,5.435944139264848e-09,0.0,2.8593066225823804e-07
1949,1.9634016634739737e-09,0.0,2.149924771543965e-07
1950,6.381216888229346e-09,4.2541445921528975e-09,2.8290060960500796e-07
1951,1.9190522948520083e-08,0.0,2.153603109178448e-07
1952,5.272402070488624e-09,1.0544803918932644e-09,2.0562367097909373e-07
1953,0.0,0.0,2.8335166923909583e-07
1954,2.9317608341017376e-09,0.0,2.306318513944916e-07
1955,5.631364707880948e-09,0.0,2.581042064520034e-07
1956,2.616342476002842e-09,0.0,3.1657743448931797e-07
1957,2.6505113659425206e-09,0.0,2.544490884659467e-07
1958,2.4816730892496253e-09,0.0,2.539578751736826e-07
1959,3.8753737996444215e-09,0.0,1.9454376953831343e-07
1960,8.305000243069571e-09,0.0,2.498420865748585e-07
1961,1.042223907177231e-08,0.0,5.245860261737789e-07
1962,6.341956293454132e-09,0.0,2.467021067431574e-07
1963,8.405868889838075e-09,0.0,2.508828531588847e-07
1964,9.125952438182594e-09,0.0,3.084571869038655e-07
1965,6.5664522708175355e-09,0.0,1.9535194528685906e-07
1966,1.6617224263271169e-09,0.0,2.5812088111365483e-07
1967,6.409436092980059e-09,0.0,2.2186510495458833e-07
1968,6.737123747768692e-09,0.0,2.3220619604913395e-07
1969,6.8126366770115965e-09,0.0,1.526030550813573e-07
1970,5.978342709767048e-09,0.0,2.2487765338752297e-07
1971,8.221435976452085e-09,0.0,2.343109199998139e-07
1972,4.104117490300041e-09,0.0,2.200832938115127e-07
1973,1.102640756478479e-09,5.513203782392395e-10,2.2824663137299694e-07
1974,4.500457340128605e-09,0.0,2.0589592120145994e-07
1975,2.8557400888473694e-09,5.711480177694739e-10,2.1475165823403586e-07
1976,2.856763492431469e-09,0.0,2.1254319504393493e-07
1977,4.7014254711541525e-09,0.0,1.7630345361396849e-07
1978,2.3762365408686037e-09,0.0,1.7227715343182126e-07
1979,3.5111840102075575e-09,5.851973350345929e-10,2.0598946859351486e-07
1980,7.390696055153967e-09,0.0,1.9215809388128946e-07
1981,4.427884725544118e-09,0.0,2.0115247956198345e-07
1982,2.483000915987077e-09,6.207502289967692e-10,2.1229657409804759e-07
1983,5.68378455412244e-09,0.0,1.9388020566779574e-07
1984,6.378909400694965e-09,0.0,1.7802955420975763e-07
1985,5.414002135495366e-09,6.015558051686298e-10,1.606154014233141e-07
1986,2.3977941854269602e-09,5.994485463567401e-10,1.4506654633095195e-07
1987,3.6664902225425067e-09,0.0,1.9676830653736488e-07
1988,5.99655392008458e-09,5.996553809062277e-10,1.9129006956219996e-07
1989,5.488121956886971e-09,0.0,1.6464366847657175e-07
1990,4.358920779878872e-09,0.0,1.6999791618843574e-07
1991,7.6199047072123e-09,0.0,1.846361517010564e-07
1992,5.509944056569793e-09,0.0,1.4876849152578586e-07
1993,1.661762283333701e-09,5.539207426075166e-10,1.545438843564284e-07
1994,6.857404422078162e-09,0.0,1.7407258168233852e-07
1995,4.337960657352369e-09,0.0,1.973772065788637e-07
1996,3.2028553142993132e-09,0.0,1.5960896337929853e-07
1997,3.835915585170824e-09,0.0,1.6014947945564018e-07
1998,4.291316191284977e-09,0.0,1.4781199997315753e-07
1999,5.941261704833778e-09,0.0,1.3847709645631312e-07
2000,3.5344251969604557e-09,0.0,1.7937207985596615e-07
2001,4.8193329327261836e-09,0.0,1.4545622484263276e-07
2002,6.571832411594869e-09,0.0,1.5159026878208692e-07
2003,7.500461585152607e-09,0.0,1.3209145199866157e-07
2004,9.250062049659391e-09,0.0,1.1672696675901761e-07
2005,4.954124666056714e-09,0.0,1.4006661519516683e-07
2006,3.294311934354255e-09,0.0,1.7830463638901506e-07
2007,8.787854888225866e-09,0.0,1.4260291436585248e-07
2008,7.663391698997657e-09,0.0,1.6263418878281755e-07
2009,7.629108011997232e-09,0.0,1.411384982219488e-07
2010,4.2514138876015295e-09,0.0,1.2187385767248315e-07
2011,1.0324724186716594e-08,0.0,1.4454613594949706e-07
2012,1.2595735121578855e-08,3.404252713057332e-10,1.2017012274156968e-07
2013,1.1156499724052082e-08,0.0,1.0989152432472338e-07
2014,1.0610681222544827e-08,0.0,1.0090974811305387e-07
2015,1.795426030071212e-08,0.0,8.84413551283103e-08
2016,1.2013772199281902e-08,0.0,1.0501693736841844e-07
2017,9.056201122348284e-09,0.0,1.1672436706078315e-07
2018,1.4714360396794746e-08,0.0,9.75794396396168e-08
2019,1.1734544003161318e-08,0.0,8.061121015146e-08
