year,en_ADP ombres_NOUN,en_ADP nombre_NOUN
1800,6.288328968651058e-09,7.555427146144211e-06
1801,0.0,7.717412700003479e-06
1802,8.951360541686881e-09,9.575717740517575e-06
1803,5.655983770225248e-08,1.1368527339072898e-05
1804,2.4718509461507665e-09,7.746781193418428e-06
1805,1.1371510844071508e-08,1.0561290764599107e-05
1806,4.3225035994964855e-08,1.093593436962692e-05
1807,0.0,8.159373464877717e-06
1808,0.0,7.709183591941837e-06
1809,0.0,9.031604349729605e-06
1810,0.0,7.701357390033081e-06
1811,2.5070767684098882e-09,8.173070455086417e-06
1812,0.0,6.729366305080475e-06
1813,2.5881675469463516e-08,6.976549229875673e-06
1814,6.293354459785405e-08,8.086960406217258e-06
1815,0.0,9.739674169395585e-06
1816,0.0,9.066466191143263e-06
1817,1.0898113522728181e-08,1.0487099643796682e-05
1818,2.384235475716423e-09,9.119700735027436e-06
1819,3.1053151161586356e-09,9.151362974080257e-06
1820,1.1866481131050932e-09,9.016152034746483e-06
1821,0.0,7.459229891537689e-06
1822,5.012807946513931e-09,7.9192341218004e-06
1823,7.906149512848515e-09,9.469590622757096e-06
1824,2.778967189698278e-08,8.713324859854765e-06
1825,2.1133062855227536e-08,8.424167390330695e-06
1826,0.0,9.032587513502222e-06
1827,1.8434546111834038e-09,8.761940080148634e-06
1828,3.668920500743411e-09,9.254851647710893e-06
1829,4.286587973467704e-09,8.391424671572167e-06
1830,9.39315203396518e-09,7.832844858057797e-06
1831,9.354723218280014e-09,9.250262337445747e-06
1832,1.6235963684607668e-08,7.883912985562347e-06
1833,1.853380560135065e-08,9.050289008882828e-06
1834,5.600718555598405e-09,8.770724889473058e-06
1835,2.4201881387853064e-08,9.66940751823131e-06
1836,1.747394939854985e-08,1.006365073408233e-05
1837,1.0436836284100082e-08,1.0403438864159398e-05
1838,1.8936485712828244e-09,1.028756105370121e-05
1839,1.8876983531868063e-08,9.618172043701634e-06
1840,1.1465439264668476e-08,1.0153284165426157e-05
1841,1.5409316489467528e-08,9.001609214465134e-06
1842,2.2137275124123335e-08,9.05280376173323e-06
1843,7.088293507706567e-09,8.32401929073967e-06
1844,1.3721403568922597e-08,8.883785085345153e-06
1845,2.0088821273134272e-08,9.139297617366537e-06
1846,1.8148954339380907e-08,9.384765689901542e-06
1847,1.4022381478184798e-08,9.81081302597886e-06
1848,7.24069959545659e-09,1.0769334039650857e-05
1849,1.1731181359664333e-08,1.060582508216612e-05
1850,6.788996032014438e-09,9.98729228740558e-06
1851,9.029214709244116e-09,9.434884304937441e-06
1852,2.2135854038651814e-08,9.7794900284498e-06
1853,1.5527023222716707e-08,8.647954928164836e-06
1854,1.4028294081924741e-08,8.838344911055174e-06
1855,3.874064091746732e-08,8.366386282432359e-06
1856,1.863788057221427e-08,8.406719643971883e-06
1857,1.4644527368545823e-08,8.812588021100964e-06
1858,1.2723557318849998e-08,7.938520866446197e-06
1859,1.7822607167872206e-08,9.335481081507169e-06
1860,1.0527522853465143e-08,9.26513530430384e-06
1861,1.4619487842537637e-08,9.05512206372805e-06
1862,9.487771457372673e-09,9.215787940775044e-06
1863,1.6981710260211003e-08,8.489357242069673e-06
1864,1.4863656971897399e-08,9.714119187265169e-06
1865,2.729969672543575e-08,8.734491530049127e-06
1866,9.244664589402873e-09,1.0087388545798603e-05
1867,6.308654931785895e-09,9.292163667851128e-06
1868,2.5687345583946808e-08,1.0154405572393443e-05
1869,1.0255390314739543e-08,1.0203136298514437e-05
1870,1.548193218070537e-08,1.1004786756529938e-05
1871,3.18635318130589e-09,1.3354006114241201e-05
1872,1.3908880269752899e-08,1.1254703167651314e-05
1873,9.577607151811662e-09,1.1566756256797817e-05
1874,3.5847653734322193e-09,1.1485588402138092e-05
1875,1.2015206607429718e-08,1.1183868991793133e-05
1876,2.478866001354163e-08,1.1585978427319787e-05
1877,8.040260790487253e-09,1.1065872968174517e-05
1878,1.2078177569208037e-08,1.102375244954601e-05
1879,1.7717043832021773e-08,1.1493473721202463e-05
1880,1.4119262203848848e-08,1.0351343917136546e-05
1881,9.761510710859511e-09,1.0669331459212117e-05
1882,9.983077475794744e-09,1.0788378858705983e-05
1883,1.64302811356265e-08,1.0977955753332935e-05
1884,1.7824582698722224e-08,1.168566359410761e-05
1885,3.0294486919046903e-08,1.1819362043752335e-05
1886,2.0005737511041843e-08,1.097992299037287e-05
1887,3.1991731930247624e-08,1.1353146874171216e-05
1888,2.4728397107764977e-08,1.1345261555106845e-05
1889,3.633779144252003e-08,1.1623081263678614e-05
1890,3.146105653772935e-08,1.1477386578917503e-05
1891,2.8683990294098294e-08,1.1915329196199309e-05
1892,3.3849967495669375e-08,1.143940789916087e-05
1893,3.079208360512453e-08,1.1725624972314108e-05
1894,4.2850468284783005e-08,1.187588077300461e-05
1895,5.416753201537006e-08,1.117837291531032e-05
1896,5.012474701970859e-08,1.1429031474108342e-05
1897,4.719637947125932e-08,1.1560199709492736e-05
1898,3.734514208986184e-08,1.0995315278705675e-05
1899,4.643165851803133e-08,1.0727923836384434e-05
1900,3.166542394961169e-08,1.1549574082891922e-05
1901,3.688567679072108e-08,1.1448531950009055e-05
1902,4.8611809688736685e-08,1.3069211490801536e-05
1903,4.806195974538241e-08,1.132642228185432e-05
1904,8.008191532127285e-08,1.1577480108826421e-05
1905,3.509316215399849e-08,1.1026478205167223e-05
1906,5.7614865489608036e-08,1.0905157068918925e-05
1907,3.3942766264338786e-08,1.0761914381873794e-05
1908,6.090122184332358e-08,1.0631192708387971e-05
1909,6.16110171769435e-08,1.0979412763845176e-05
1910,3.6874638453809894e-08,1.0381012543803081e-05
1911,6.065226620943776e-08,1.1171189726155717e-05
1912,3.542406545875565e-08,1.0618884516588878e-05
1913,7.212066283068808e-08,1.0780978300317656e-05
1914,4.620753202289052e-08,1.1391830412321724e-05
1915,1.1780761610680202e-07,1.4834335161140189e-05
1916,1.1646709907608965e-07,1.2312550097703934e-05
1917,1.0418103357778818e-07,1.1901860489160754e-05
1918,7.466144325007917e-08,1.2749877896567341e-05
1919,6.629650783906982e-08,1.2658028936129995e-05
1920,3.8618381381638756e-08,1.1783149602706544e-05
1921,7.042655131295206e-08,1.067833090928616e-05
1922,7.304156213194801e-08,9.958736882254016e-06
1923,8.280439356411762e-08,9.763487469172105e-06
1924,7.734974616369072e-08,9.980695722333621e-06
1925,6.488925219372277e-08,1.0038036634796299e-05
1926,6.13037585139864e-08,9.711630809761118e-06
1927,6.355057990958812e-08,9.213719749823213e-06
1928,8.569531217972326e-08,1.0148609362659045e-05
1929,1.0249174153820206e-07,1.0331612429581583e-05
1930,7.667630907981504e-08,9.769401913217735e-06
