year,en_ADP hectares_NOUN,en_ADP nectar_NOUN
1899,6.356715154254289e-08,4.4220627160029835e-09
1900,6.59263736935145e-08,1.1939421895590385e-08
1901,5.8122886281708475e-08,1.1736351446245408e-08
1902,5.6468265952069885e-08,1.178468167495339e-08
1903,9.882403251282312e-08,1.9440793863623185e-08
1904,5.320879115089383e-08,1.0749250378694342e-08
1905,1.3005112764474802e-07,8.773290538499623e-09
1906,7.767718912532473e-08,1.5432553013283723e-08
1907,4.98855807773424e-08,1.0799970695529737e-08
1908,3.0794410088574864e-07,1.2278472460991452e-08
1909,7.151278413886075e-08,1.2102163715610459e-08
1910,7.428369475093177e-08,1.2825961626106164e-08
1911,7.022894144004255e-08,5.3203743632934675e-09
1912,1.099187881825614e-07,1.1460726589973547e-08
1913,9.598411543354501e-08,3.71209285532359e-09
1914,1.0446920450934982e-07,6.696743604095445e-09
1915,7.657495215696031e-08,1.1780761921542648e-09
1916,8.570220688675079e-08,4.394984820521586e-09
1917,9.650453258736036e-08,5.483212106582869e-09
1918,1.0222875168608425e-07,6.89182577673364e-09
1919,9.115769894485481e-08,1.2890987832747669e-08
1920,1.1509792363639804e-07,9.086678076641874e-09
1921,1.4009582788299113e-07,5.300923255902035e-09
1922,8.853522392993085e-08,8.115729421831475e-09
1923,1.0934426741826542e-07,1.3800733000834953e-08
1924,1.52121165442054e-07,1.4180787211159895e-08
1925,1.429763125671002e-07,1.0998178368026856e-08
1926,1.894843526528689e-07,2.5636119005412183e-08
1927,1.0145794804294894e-07,1.4493992672726108e-08
1928,1.0854738885512916e-07,1.2568645679778001e-08
1929,9.246537180374048e-08,3.342121912552898e-09
1930,1.1553963830124303e-07,8.402882833991043e-09
1931,1.3800481912795703e-07,1.710803587684495e-08
1932,1.249387189261597e-07,1.8631212128639163e-08
1933,1.5714807788391738e-07,2.2941325283909464e-08
1934,2.1087580570622322e-07,4.7926320689839486e-09
1935,2.0346082596489623e-07,8.377798899061872e-09
1936,1.2852197039947555e-07,6.0623572828433225e-09
1937,1.9138499007809173e-07,5.0364472592434595e-09
1938,1.6336170460817812e-07,1.1668692678767911e-08
1939,1.6058753615766364e-07,9.176430282309411e-09
1940,1.4200383957607698e-07,1.7750480196809804e-08
1941,1.1806010036252701e-07,2.9515025978810172e-09
1942,8.49579275818968e-08,1.2136847082899749e-08
1943,9.290352687152392e-08,0.0
1944,1.8957798708640894e-07,2.5705489292704442e-08
1945,1.4813827231563437e-07,6.535512131478072e-09
1946,6.682130226920435e-08,3.062643116891195e-08
1947,1.060957501852755e-07,2.7418003867296648e-08
1948,1.108932534688023e-07,4.022598432129598e-08
1949,3.4850380004058934e-07,7.853606653895895e-09
1950,1.6272102865144689e-07,1.0635361036293034e-08
1951,1.0981243769858651e-07,8.529121409139861e-09
1952,1.8769750820268882e-07,2.003512733494972e-08
1953,1.4221452349083563e-07,8.619061908632375e-09
1954,1.2313395236773772e-07,1.4658803948464083e-08
1955,1.4453835417427285e-07,3.191106756617046e-08
1956,1.212238700531998e-07,1.0465369904011368e-08
1957,1.2987505187966875e-07,1.9437083054185678e-08
1958,1.431098048954027e-07,9.099467845885556e-09
1959,1.4261376490853905e-07,1.0851047171911432e-08
1960,2.0208833761969913e-07,1.1765417085030094e-08
1961,1.799573299265944e-07,4.16889545107324e-09
1962,1.3635206475015593e-07,7.610347907416326e-09
1963,1.842825189113384e-07,2.0044765847160306e-08
1964,1.7826026810219275e-07,6.6923653285755336e-09
1965,1.7072775282400698e-07,3.2832261354087677e-09
1966,1.4844720652718024e-07,4.985167390003653e-09
1967,1.345981570644028e-07,1.4791006197611978e-09
1968,1.378864602497032e-07,1.3474247495537384e-08
1969,1.5351141002817315e-07,4.087581828571274e-09
1970,1.306037951120942e-07,4.1388523719376735e-09
1971,1.2691842288248267e-07,3.083038491169532e-09
1972,1.2722764464179193e-07,8.721249500354133e-09
1973,1.306629291430994e-07,3.3079223804577396e-09
1974,1.4907765244487337e-07,7.875800456247362e-09
1975,3.1184681281715143e-07,7.996072248772634e-09
1976,2.628222219858145e-07,3.9994687561772935e-09
1977,1.610238209437398e-07,9.402850942308305e-09
1978,1.0217817203450608e-07,6.534650598410963e-09
1979,1.3225459594146116e-07,5.851973128301324e-09
1980,1.7510264149755983e-07,3.411090521154847e-09
1981,1.834409368850487e-07,4.427884725544118e-09
1982,2.7250936163181194e-07,1.2415004579935385e-09
1983,1.2820090855569788e-07,3.78918940668882e-09
1984,2.0064568967415042e-07,1.4497521405587577e-08
1985,1.7505273719464753e-07,6.617113967877231e-09
1986,2.0141471535062294e-07,4.7955883708539204e-09
1987,2.0593452321193695e-07,8.555143260480236e-09
1988,1.5950833054390046e-07,5.396898483667201e-09
1989,1.953771446849828e-07,7.683371272548811e-09
1990,1.4493411271132572e-07,1.0352437129768077e-08
1991,1.0785095883036888e-07,1.4067516929117119e-08
1992,1.3278965027563316e-07,6.060938417817852e-09
1993,1.2241648700284102e-07,1.3848018731721368e-08
1994,9.916862331316167e-08,1.1077346151466827e-08
1995,1.0139983341872494e-07,9.760411145975922e-09
1996,9.928851807394778e-08,6.939520069693117e-09
1997,7.767728804619622e-08,9.58978851883785e-09
1998,1.206336680548148e-07,6.198567881199324e-09
1999,1.0420058382809572e-07,5.484241505371301e-09
2000,1.692106015305228e-07,7.510653432518666e-09
2001,5.0822056507637825e-08,1.1829271784336015e-08
2002,1.0295870594978496e-07,7.009954394732176e-09
2003,7.208776930944794e-08,5.8336921959778465e-09
2004,8.545295210327097e-08,1.0571499231559756e-08
2005,7.025849302344511e-08,4.053374524914943e-09
2006,1.0006472483947704e-07,7.000412693969338e-09
2007,6.271332680940489e-08,1.2782334302130494e-08
2008,6.428733745345028e-08,5.108927503272298e-09
2009,4.434418943155549e-08,3.337734755248789e-09
2010,6.140930591813643e-08,9.919965293647692e-09
2011,4.2446088338587984e-08,1.2236710311697152e-08
2012,4.221273425253358e-08,1.2595735121578855e-08
2013,3.6537537273506615e-08,1.840822605458925e-08
2014,3.486366653704387e-08,1.667392801607548e-08
2015,3.014542571122547e-08,1.8397575018980206e-08
2016,2.754882189037744e-08,1.1806638333666797e-08
2017,4.3771635788170116e-08,1.4842107098900215e-08
2018,3.433350609371999e-08,1.3939920329164579e-08
2019,3.112205221311726e-08,2.015280387013263e-08
