year,un_DET aîné_NOUN,un_DET néné_NOUN
1903,6.102248550909906e-08,0.0
1904,3.654745039938234e-08,0.0
1905,4.025391897588548e-08,0.0
1906,5.195626273657439e-08,5.144184522798412e-10
1907,5.091414995161969e-08,5.142843373384665e-10
1908,5.35341406759926e-08,9.822778146428846e-10
1909,5.4459737608425485e-08,0.0
1910,4.275320530933158e-08,0.0
1911,5.1607629503180874e-08,0.0
1912,4.8968558985507116e-08,2.0837684910901544e-09
1913,5.037840211663536e-08,1.590896969716482e-09
1914,5.49132970206756e-08,0.0
1915,2.8273829388858474e-08,0.0
1916,3.735737053034427e-08,0.0
1917,2.631941953268324e-08,0.0
1918,8.844509835626013e-08,0.0
1919,1.0220711704755914e-07,0.0
1920,4.0132829948191784e-08,0.0
1921,9.617389157279277e-08,0.0
1922,7.894391274021473e-08,7.377935484775833e-10
1923,9.448194049355152e-08,1.0615948120573648e-09
1924,1.0055467125624773e-07,0.0
1925,1.1988014270158942e-07,4.399271169575059e-09
1926,1.2483674405316947e-07,0.0
1927,1.516294645398375e-07,0.0
1928,1.1540301869672476e-07,2.2852082448565625e-09
1929,8.466708578680482e-08,0.0
1930,9.663315125862937e-08,1.0503603542488804e-09
1931,7.52753521737759e-08,2.2810713318222042e-09
1932,9.973178594080423e-08,3.287861094491973e-09
1933,8.832409603698466e-08,0.0
1934,8.506922100082193e-08,1.1981580172459871e-09
1935,9.694310154628738e-08,0.0
1936,8.366052783870259e-08,0.0
1937,8.68787117802583e-08,1.2591118148108649e-09
1938,9.334954143014329e-08,0.0
1939,9.482311469355409e-08,0.0
1940,1.0650287918245738e-07,0.0
1941,1.3576912083479442e-07,0.0
1942,7.58552971547033e-08,0.0
1943,1.3354882399951862e-07,0.0
1944,1.6065931163211644e-07,0.0
1945,1.3724575165241504e-07,0.0
1946,1.8236646592839634e-07,0.0
1947,1.1086410256488932e-07,2.3841741914054637e-09
1948,1.21765141747332e-07,1.0871887834440486e-09
1949,1.4136492310079518e-07,0.0
1950,1.2230665480394975e-07,1.0635361480382244e-09
1951,1.3646594099192555e-07,0.0
1952,1.3602796933298578e-07,0.0
1953,1.0881565826181827e-07,0.0
1954,1.1531592503111199e-07,0.0
1955,1.642481404218188e-07,0.0
1956,1.735507177968998e-07,0.0
1957,1.3340907473180508e-07,0.0
1958,1.431098118342966e-07,0.0
1959,1.2246181757546992e-07,0.0
1960,1.3841667190206408e-07,2.7683333403416555e-09
1961,1.3896318140638186e-07,6.948159270159238e-10
1962,1.1922878262460301e-07,0.0
1963,1.7199701929371258e-07,1.2932106496776896e-09
1964,1.2167936858098471e-07,0.0
1965,1.2804581217551458e-07,0.0
1966,1.5343237302900548e-07,1.1078149508847446e-09
1967,1.6960354454198523e-07,0.0
1968,1.441744492680641e-07,0.0
1969,1.2716922359601313e-07,0.0
1970,1.1588786891225666e-07,9.197450023812337e-10
1971,1.5877647652207116e-07,0.0
1972,1.2414955952166906e-07,0.0
1973,1.4279198135014326e-07,0.0
1974,1.3557628131266597e-07,0.0
1975,1.6506177313857506e-07,5.711480177694739e-10
1976,1.3941004950446256e-07,0.0
1977,1.7454042766651412e-07,0.0
1978,1.8059397088876494e-07,0.0
1979,1.7555919384903973e-07,5.851973350345929e-10
1980,2.029598817898659e-07,0.0
1981,1.840734922264886e-07,0.0
1982,2.0670982747716948e-07,1.2415004579935385e-09
1983,1.9956398489284766e-07,0.0
1984,2.1456331911196003e-07,1.1598016991243298e-09
1985,2.544581176877614e-07,0.0
1986,2.1759982038460635e-07,0.0
1987,2.3282212202602182e-07,6.110816852533674e-10
1988,2.0628145547263443e-07,5.996553809062277e-10
1989,1.7177822586589286e-07,0.0
1990,1.9887576030441778e-07,5.44865097484859e-10
1991,2.1042659970049726e-07,5.861465202094962e-10
1992,2.22601750365925e-07,0.0
1993,2.520339439371355e-07,1.661762283333701e-09
1994,2.6058137247986224e-07,0.0
1995,2.440102804257549e-07,0.0
1996,2.001784533689488e-07,0.0
1997,2.1289331186835625e-07,4.79489448146353e-10
1998,2.689224940510826e-07,4.768129224785866e-10
1999,2.1205733347073874e-07,0.0
2000,2.341556704088532e-07,4.4180314962005696e-10
2001,2.286992497602114e-07,0.0
2002,2.3089036726986478e-07,4.38122149670761e-10
2003,3.246032935777521e-07,4.1669229178253886e-10
2004,2.598826949196109e-07,0.0
2005,2.4815659349641805e-07,4.5037495954858286e-10
2006,2.713689415401177e-07,0.0
2007,2.80811909725287e-07,0.0
2008,2.660899856010701e-07,0.0
2009,2.484228254218124e-07,0.0
2010,2.952370605768806e-07,4.723793023408973e-10
2011,2.2714393699274638e-07,1.1471915639660324e-09
2012,2.2774450725293605e-07,6.808505426114664e-10
2013,2.5632058431313e-07,1.6734750252211938e-09
2014,2.2498975216223016e-07,2.3819897165822113e-09
2015,1.8264581846949568e-07,3.103205470367243e-09
2016,1.719212185946617e-07,1.2428040818690533e-09
2017,1.8389118761064083e-07,7.54683426862357e-10
2018,1.8793077938283886e-07,2.323319980845895e-09
2019,1.5586535617728714e-07,7.65296326310505e-10
