year,mon_DET ombre_NOUN,mon_DET nombre_NOUN
1800,3.081281136907421e-07,0.0
1801,2.928854456740737e-07,0.0
1802,3.20011139365306e-07,8.951360541686881e-09
1803,2.1648764736426074e-07,3.900678446910888e-09
1804,5.289761126903159e-07,0.0
1805,1.3930100628556374e-07,0.0
1806,3.342736079048336e-07,0.0
1807,1.395007984683616e-07,0.0
1808,2.991217660230916e-07,2.2660739951163578e-09
1809,1.762043848607675e-07,0.0
1810,4.844062431175189e-07,0.0
1811,3.710473635010203e-07,2.5070767684098882e-09
1812,1.600324992523383e-07,0.0
1813,3.422132621722085e-07,0.0
1814,1.6048053108619342e-07,0.0
1815,1.132833897798946e-07,5.394447111228828e-09
1816,1.8540830382107742e-07,0.0
1817,1.977229224792154e-07,1.8682481339737933e-08
1818,1.6093589927379526e-07,2.026600220972341e-08
1819,1.9149442620491897e-07,0.0
1820,2.563159995361275e-07,1.779972080839798e-08
1821,2.7908012256716574e-07,1.972297702934611e-08
1822,2.476327125577882e-07,6.015369535816717e-09
1823,2.085246993965839e-07,3.9530747564242574e-09
1824,2.8547571062631505e-07,1.6842225392110777e-09
1825,1.2151511352698208e-07,1.7610886082763955e-09
1826,1.8144448432622085e-07,1.7615968683770689e-09
1827,2.05545188591838e-07,0.0
1828,1.403362084317905e-07,2.7516904310687096e-09
1829,1.5688912213818185e-07,2.571952872898464e-09
1830,2.2021724177534452e-07,2.0873671680021744e-09
1831,2.416637003843647e-07,2.3386808933878456e-08
1832,2.5436342376838894e-07,1.3529969367098715e-09
1833,2.4673128251606613e-07,1.1583628500844156e-09
1834,3.0243881532499017e-07,4.667265685043276e-09
1835,1.9285873520402674e-07,9.832014313815307e-09
1836,2.3791455561195107e-07,6.720750067579218e-10
1837,1.9203779622056771e-07,9.74104708006962e-09
1838,2.0830134239702147e-07,6.312161904276081e-09
1839,1.3982950630708757e-07,4.894032734625853e-09
1840,1.3248952512867618e-07,7.0066574764382494e-09
1841,2.2536125143801655e-07,1.3483152372373297e-08
1842,1.7038993327389562e-07,2.683306021822318e-09
1843,1.9374668364102732e-07,1.7720733214154905e-09
1844,1.822202402301798e-07,2.195424508855126e-09
1845,1.2332303428452818e-07,5.022205151750114e-09
1846,1.4636253897748475e-07,2.3418005312692003e-09
1847,1.2781940661454883e-07,1.6179670936367074e-09
1848,1.1906927888105656e-07,8.045221711050488e-10
1849,2.1786479509344758e-07,1.6758829879393033e-09
1850,1.955230892747295e-07,1.3577992064028876e-09
1851,1.2511911418044974e-07,1.483370937194195e-08
1852,1.6276363723477516e-07,1.9531636308300904e-09
1853,1.1167512714571615e-07,5.971931837933653e-10
1854,1.1742201455611223e-07,1.195002835574499e-08
1855,2.1174679432078847e-07,6.368324534378189e-09
1856,1.7602443003195134e-07,2.0708756931497874e-09
1857,2.816630716440116e-07,1.1715622250108026e-08
1858,2.275559416453632e-07,9.29798454896158e-09
1859,2.2965701518273818e-07,1.3748867599971959e-08
1860,2.3114779165722688e-07,4.57718396518203e-09
1861,1.5279722020977715e-07,5.187560270236702e-09
1862,2.6430219124407017e-07,1.8071945051545413e-09
1863,2.3125094222864462e-07,4.495158800743582e-09
1864,2.1096803415332488e-07,4.794727948009836e-10
1865,1.4261737923959572e-07,1.8356692388366014e-08
1866,1.960841982118211e-07,1.4110277390955162e-08
1867,1.3684927679946668e-07,4.367530337390235e-09
1868,1.1658102783140833e-07,1.4819622196071691e-09
1869,1.6799305768699924e-07,5.371870948067681e-09
1870,1.4507143752950924e-07,1.1468097582678638e-09
1871,1.1789506970671937e-07,0.0
1872,1.3606514004393944e-07,4.8378714367913744e-09
1873,1.203186918985466e-07,1.7958012854535355e-09
1874,1.631068293761473e-07,1.1949218281515073e-09
1875,1.5390908519874458e-07,1.6592428764283795e-08
1876,1.1971109059594198e-07,3.627608879952504e-09
1877,1.3730290959745872e-07,6.80329748092845e-09
1878,1.334638602967786e-07,3.019544336790858e-09
1879,1.588424556331347e-07,1.832797580370027e-09
1880,2.1628141455565242e-07,6.417846254436199e-10
1881,1.520006694399889e-07,1.0458761079412682e-08
1882,1.8768186449413804e-07,1.1979693681496428e-08
1883,1.6493475030188165e-07,3.1596695260205365e-09
1884,1.445771697916598e-07,1.9805090900604227e-09
1885,1.276235855329766e-07,1.2891271383708158e-09
1886,1.5359243960011426e-07,2.5813855497602844e-09
1887,1.2861980902556525e-07,4.57024718070187e-09
1888,1.369572739662317e-07,3.804368819970705e-09
1889,1.215436533641423e-07,3.132568371366773e-09
1890,1.0618106333071253e-07,6.554386478008212e-10
1891,9.497587871720725e-08,4.461953917456185e-09
1892,1.0154989915633905e-07,2.5074049503359674e-09
1893,1.1085149620448931e-07,1.7859408174558666e-08
1894,1.0208493428365273e-07,1.2603078580752936e-09
1895,1.8597519257923523e-07,3.611168697403855e-09
1896,1.2973463675569619e-07,1.7691086373616827e-09
1897,1.852894948584094e-07,4.661370955894029e-09
1898,1.250496414195723e-07,3.055511577088055e-08
1899,1.2547602601387098e-07,5.527578395003729e-10
1900,1.1783690423428084e-07,3.114631885736685e-09
1901,9.444968984695379e-08,5.029864968975062e-09
1902,1.1784680920001733e-07,5.892340837476695e-09
1903,1.2150495454221755e-07,8.640352433531007e-09
1904,9.190609073783662e-08,5.374625189347171e-10
1905,1.0579555764778092e-07,9.289366387221776e-09
1906,1.713013464410551e-07,1.5432553013283723e-09
1907,1.42456762830534e-07,4.114274698707732e-09
1908,1.551998964899326e-07,6.875944924544797e-09
1909,1.8373285159967168e-07,8.801573414540798e-09
1910,1.5925568952468439e-07,9.619471441624228e-09
1911,1.6546364189906626e-07,2.6601870706244313e-09
1912,1.844135133488578e-07,5.2094213387476884e-09
1913,1.675744742968277e-07,3.71209285532359e-09
1914,1.3393487696689022e-07,6.027069510139427e-09
1915,7.539687529867223e-08,3.5342285764627945e-09
1916,1.2305957741709506e-07,5.493730803607377e-09
1917,1.4804673043045113e-07,1.2063066989753679e-08
1918,1.6195791108231106e-07,2.2972752589112133e-09
1919,2.1270129968442575e-07,2.762354511798293e-09
1920,2.052074816738525e-07,2.2716695191604686e-09
1921,2.3324061437790533e-07,2.27182422873895e-09
1922,2.5380098112037786e-07,1.4755870969551665e-09
1923,3.460799202770204e-07,2.1231896241147297e-09
1924,2.9263987100236477e-07,5.156649773851996e-09
1925,2.969508097194762e-07,1.0998177923937646e-09
1926,2.686219398029266e-07,7.802296586589819e-09
1927,2.664664795481997e-07,5.574612327308159e-09
1928,2.1366696767444182e-07,2.2852082448565625e-09
1929,2.540012689067339e-07,3.342121912552898e-09
1930,2.279281947625833e-07,0.0
1931,1.8818838132261817e-07,1.1405356659111021e-09
1932,1.9179188748275067e-07,3.287861094491973e-09
1933,2.099131162225376e-07,0.0
1934,2.528113469679738e-07,3.5944740517379614e-09
1935,1.5199720770908698e-07,1.4361940969820353e-08
1936,1.7702083798809554e-07,6.0623572828433225e-09
1937,1.473160827769604e-07,1.2591118148108649e-09
1938,1.8280952818194862e-07,2.5930428915188486e-09
1939,1.7129336971066778e-07,1.5294050470515685e-09
1940,9.128818367898361e-08,0.0
1941,2.892472465987339e-07,0.0
1942,4.0961860747756873e-07,9.102635090130207e-09
1943,3.570979254519102e-07,0.0
1944,5.655207715449251e-07,3.2131861615880553e-09
1945,3.6163167038694155e-07,4.357008087652048e-09
1946,4.4965167944610585e-07,2.7842208538686464e-09
1947,3.0755846402996667e-07,0.0
1948,3.446388578964843e-07,3.2615663503321457e-09
1949,3.6322931906696e-07,2.945102384188658e-09
1950,3.764917995141559e-07,1.0635361480382244e-09
1951,2.68667323055638e-07,3.1984206394497505e-09
1952,2.6572905031940763e-07,8.435843135146115e-09
1953,3.555363141671819e-07,1.0773827385790469e-09
1954,2.765627682421723e-07,8.795282724349818e-09
1955,2.6561269983460534e-07,9.385607846468247e-10
1956,3.7936964769613724e-07,3.488456634670456e-09
1957,2.8713871813579317e-07,0.0
1958,2.6388456442205666e-07,4.1361216673863055e-09
1959,3.030542292670191e-07,1.0851047171911432e-08
1960,3.411970848077317e-07,6.920833239831836e-09
1961,3.3142718613987654e-07,1.3896318540318475e-09
1962,3.8939613067334733e-07,1.9025869768540815e-09
1963,3.7697089627641844e-07,3.233026624194224e-09
1964,4.1431823638582443e-07,6.6923653285755336e-09
1965,3.217561408419556e-07,5.47204326295514e-09
1966,3.179428871291634e-07,1.6617224263271169e-09
1967,3.5005382370556504e-07,5.423369253687582e-09
1968,4.082696873908276e-07,1.3474247273492779e-09
1969,3.079311687859132e-07,1.0446043086087542e-08
1970,3.081145885097669e-07,3.219107425067591e-09
1971,2.94430184233363e-07,2.0553589941130213e-09
1972,2.996005867839102e-07,1.5390440033513642e-09
1973,2.8448132294300876e-07,4.9618833486420044e-09
1974,2.3233610368933455e-07,6.1881286761433785e-09
1975,2.5130512426585483e-07,1.1422960355389478e-09
1976,2.4339623982960745e-07,2.856763492431469e-09
1977,2.6210446835150947e-07,1.7630345516828072e-09
1978,3.106929309382167e-07,4.752473081737207e-09
1979,2.908430722925459e-07,5.266776126333639e-09
1980,2.4218742233905743e-07,6.822180653731635e-09
1981,2.3404532689674795e-07,3.162774764309262e-09
1982,2.8057910173018286e-07,5.586752171993226e-09
1983,3.5934148723271164e-07,2.5261264191556165e-09
1984,2.9227002085185916e-07,2.319603453759811e-09
1985,2.731063375449594e-07,3.0077789148208467e-09
1986,3.159093715510153e-07,4.196139935519483e-09
1987,2.4993240588244703e-07,6.721898593298192e-09
1988,2.278690476309464e-07,4.1975875553212916e-09
1989,2.4367262474456197e-07,1.6464366536794728e-09
1990,2.424649685472957e-07,3.269190529398003e-09
1991,2.684551116960421e-07,5.2753188484189195e-09
1992,2.4298853329440817e-07,4.4079553340736766e-09
1993,2.110438002134174e-07,2.769603768548734e-09
1994,2.458115753167789e-07,3.164955852952289e-09
1995,3.367342067406298e-07,2.7112254663563817e-09
1996,2.7064127738896104e-07,9.608566164942545e-09
1997,2.905705960287719e-07,3.835915585170824e-09
1998,3.1755739415828543e-07,4.7681290027412615e-09
1999,2.7604015495619194e-07,2.2851005809787495e-09
2000,2.575712303443112e-07,9.277865808954289e-09
2001,2.5980585416363056e-07,3.066848330846028e-09
2002,3.255247440492326e-07,2.3658595971198793e-08
2003,3.816901399389394e-07,3.75023062604285e-09
2004,2.664898746118638e-07,5.285749532513151e-09
2005,2.8508735350207814e-07,1.4411999149643862e-08
2006,3.051356507466352e-07,9.882935525507008e-09
2007,3.0637658454679695e-07,9.586750948642475e-09
2008,3.3718921343961483e-07,1.1495086743584793e-08
2009,3.189920843027494e-07,1.3350939020995156e-08
2010,3.3727881243450497e-07,1.3698999490330266e-08
2011,4.523758878605122e-07,2.638540663735256e-08
2012,5.068932438234697e-07,2.110636732055582e-08
2013,4.814029792576946e-07,2.0081701190832746e-08
2014,5.242542646666237e-07,2.165445200930094e-08
2015,5.472724868837986e-07,1.529437057556926e-08
2016,5.451767086661619e-07,1.7399256257988327e-08
2017,5.063925598847163e-07,2.5156112748447867e-08
2018,5.088070933467748e-07,3.2268334670959575e-08
2019,5.788191277389387e-07,3.979540919019087e-08
