year,rien_PRON être_VERB,rien_PRON etre_VERB,rien_PRON naître_VERB
1800,1.0375742931501009e-07,0.0,0.0
1801,1.1905913055443307e-07,0.0,0.0
1802,1.1860552717735118e-07,0.0,0.0
1803,4.095712213825209e-08,0.0,1.950339223455444e-09
1804,7.662737999680758e-08,0.0,2.4718509461507665e-09
1805,4.8328921309348516e-08,0.0,0.0
1806,1.671368039524168e-07,0.0,0.0
1807,2.0213381901612593e-07,0.0,5.693910232196231e-09
1808,7.931259204951857e-08,0.0,4.5321479902327155e-09
1809,5.6475762733043666e-08,0.0,1.129515236897305e-08
1810,1.0062544930633521e-07,0.0,7.020380277111826e-09
1811,5.0141537144554604e-08,0.0,0.0
1812,1.4136203674297576e-07,0.0,0.0
1813,5.7514832008109806e-08,0.0,5.751483289628823e-09
1814,6.922689976818219e-08,0.0,9.440030979135372e-09
1815,7.012781111370714e-08,5.394447111228828e-09,5.394447111228828e-09
1816,1.274682119856152e-07,0.0,9.270415546325239e-09
1817,1.9149543106777855e-07,0.0,1.556873407970727e-09
1818,1.1682753608965868e-07,0.0,1.5497530370112145e-08
1819,1.656167967212241e-07,0.0,0.0
1820,1.1154492085552192e-07,0.0,0.0
1821,8.973954379598581e-08,0.0,1.97229765852569e-09
1822,1.1729970594842598e-07,0.0,4.010246357211145e-09
1823,1.7195874590925087e-07,0.0,9.882686891060644e-10
1824,1.0189546628680546e-07,0.0,5.894778887238772e-09
1825,9.5979331149465e-08,0.0,2.641632912414593e-09
1826,1.3916614705067332e-07,0.0,0.0
1827,8.479891278057039e-08,0.0,9.217273055917019e-10
1828,7.613009955775851e-08,0.0,1.8344602503717056e-09
1829,1.5431716349212365e-07,8.57317605795771e-10,8.57317605795771e-10
1830,1.2524202475105994e-07,0.0,1.0436835840010872e-09
1831,1.216114071667107e-07,1.5591206103948707e-09,0.0
1832,1.1635773944362882e-07,0.0,5.411987746839486e-09
1833,1.0077756940063409e-07,0.0,0.0
1834,1.4935250192138483e-07,0.0,3.733812370398937e-09
1835,1.610937658824696e-07,7.563087933704082e-10,2.2689263801112247e-09
1836,1.451682010156219e-07,0.0,3.36037508930076e-09
1837,1.6072728215021925e-07,6.957890930081589e-10,1.461157062010443e-08
1838,1.1109405306797271e-07,0.0,0.0
1839,9.019002789045771e-08,0.0,0.0
1840,1.7835128574006376e-07,0.0,6.369688665408546e-10
1841,1.2776891367138887e-07,0.0,8.988767952189392e-09
1842,1.3081117344881932e-07,0.0,9.391571076378114e-09
1843,1.724818048387533e-07,0.0,1.8311423488626133e-08
1844,1.8715994087870058e-07,0.0,1.6465684371524958e-09
1845,1.233230335628832e-07,0.0,3.9061593959388574e-09
1846,1.510461373754879e-07,5.854501328173001e-10,2.9272506640865004e-09
1847,1.003139615818327e-07,0.0,3.775256551818984e-09
1848,1.4803208614466712e-07,1.6090443422100975e-09,0.0
1849,1.6842624006585538e-07,0.0,2.513824481908955e-09
1850,1.5954140053509036e-07,0.0,6.1100964288129944e-09
1851,1.3737304982441856e-07,0.0,0.0
1852,1.0156450969134312e-07,0.0,1.3021090872200602e-09
1853,9.495371955381415e-08,5.971931837933653e-10,5.971931837933653e-10
1854,1.4755687516299076e-07,0.0,0.0
1855,1.6822990289711015e-07,0.0,0.0
1856,1.5945742859457823e-07,5.177189232874468e-10,1.0354378687793542e-08
1857,1.352178031766016e-07,4.881509085841174e-10,1.4644527812635033e-09
1858,1.2723558029392734e-07,2.4468380654951716e-09,2.936205500958522e-09
1859,1.4003477133428532e-07,5.092173349652285e-10,0.0
1860,1.4967390882247855e-07,0.0,2.746310290291376e-09
1861,1.6600192509486078e-07,0.0,0.0
1862,1.3192520498250815e-07,0.0,9.035972525772706e-10
1863,1.7481173131272953e-07,0.0,1.9978483312144135e-09
1864,1.6829494597914163e-07,4.794727948009836e-10,4.794728170054441e-09
1865,1.4920696855824644e-07,2.3534221238463715e-09,5.177528628053096e-09
1866,1.1288221912764129e-07,0.0,5.352174259343201e-09
1867,1.6839256034018035e-07,0.0,5.82337378318698e-09
1868,1.407864118618818e-07,4.93987406535723e-10,1.975949626142892e-09
1869,1.5138908793232986e-07,0.0,1.3185501579471293e-08
1870,1.61126777697973e-07,5.734048791339319e-10,5.734048791339319e-10
1871,1.8480848495983082e-07,2.1242354542039266e-09,4.248470908407853e-09
1872,1.711397032977402e-07,0.0,3.628403577593531e-09
1873,1.3528369890991598e-07,1.7958012854535355e-09,7.183205141814142e-09
1874,1.3442870283597586e-07,0.0,0.0
1875,1.4818755289525143e-07,0.0,2.2886108563824337e-09
1876,1.5054577318096563e-07,0.0,0.0
1877,1.3173658430787327e-07,6.184815992682502e-10,0.0
1878,1.2138568195041444e-07,2.4156354694326865e-09,0.0
1879,1.6678457370744582e-07,0.0,6.10932526790009e-10
1880,1.4183440555370908e-07,1.2835692508872398e-09,6.417846254436199e-10
1881,1.1225737495124122e-07,6.972507571312292e-10,1.3945015142624584e-09
1882,1.0848278009234491e-07,6.655385131892899e-10,6.655385131892899e-10
1883,9.4158153274293e-08,0.0,1.8958017378167824e-09
