year,son_DET ombre_NOUN,son_DET nombre_NOUN
1800,2.5593499870524283e-06,1.9179402954705438e-07
1801,2.276410493440295e-06,2.3335588861250756e-07
1802,2.3989646535937936e-06,1.6783801015662903e-07
1803,2.285797499723685e-06,2.2038832980797451e-07
1804,2.7808322631273086e-06,1.458392091535643e-07
1805,2.7092623677837935e-06,2.700733716665127e-07
1806,1.910546579608763e-06,2.3341520360986578e-07
1807,1.8135104529193313e-06,2.1067467503854687e-07
1808,2.386175854240946e-06,1.744876954035135e-07
1809,1.6197249337324138e-06,2.349391690081859e-07
1810,2.417350899008852e-06,1.4742798271072388e-07
1811,2.2613833010609596e-06,9.025476188639914e-08
1812,1.5923233434023132e-06,1.20024368666094e-07
1813,1.9526285630622198e-06,2.0705340375570813e-07
1814,2.2372875250198376e-06,3.555745098360319e-07
1815,1.5455091100236018e-06,8.954782231285208e-07
1816,2.2828397447938187e-06,2.572540278578117e-07
1817,2.0644141646153358e-06,4.2035583192046033e-07
1818,2.055210894358339e-06,2.551131972339249e-07
1819,2.0557185340663864e-06,2.950049236005725e-07
1820,1.931863092607955e-06,3.5955437382995115e-07
1821,2.1192338132136612e-06,2.2878652483626638e-07
1822,1.8908311005816358e-06,3.398683645627898e-07
1823,1.9014289076579871e-06,2.4113757035593153e-07
1824,1.9225400498257272e-06,3.47791949018017e-07
1825,1.9301531066773236e-06,1.9548083396436766e-07
1826,1.8285376044424595e-06,2.8625949832772335e-07
1827,1.5448150119112825e-06,2.673009067422072e-07
1828,1.4859127735467048e-06,3.320373096471485e-07
1829,1.6374766729221335e-06,2.897733466511454e-07
1830,2.042488846276669e-06,1.356788601469816e-07
1831,2.0206202131500817e-06,2.1515865000765189e-07
1832,2.1810310419922985e-06,2.1377351366869135e-07
1833,2.0838947639711947e-06,2.3630602719038052e-07
1834,2.32523168897103e-06,3.0990643651307437e-07
1835,2.035983328596558e-06,2.7832163596031023e-07
1836,2.364359818152195e-06,2.06327025242814e-07
1837,1.7102496254750577e-06,2.58833546595838e-07
1838,1.8734496247674315e-06,2.0640768783053431e-07
1839,1.573781023944676e-06,1.9436300613406843e-07
1840,1.8395661340875336e-06,2.6943782227561996e-07
1841,1.8966300059375385e-06,1.7720714140523341e-07
1842,1.7475030076319342e-06,2.441808542030799e-07
1843,1.783296445179161e-06,3.1424767965582134e-07
1844,2.0159485472071026e-06,1.9045308286003149e-07
1845,1.7231744111612102e-06,2.014462229249503e-07
1846,1.624038666436789e-06,2.6637979866350747e-07
1847,1.6918542709021267e-06,2.2705471369732777e-07
1848,1.5905403282778785e-06,2.3733403686776455e-07
1849,1.8124675014163927e-06,2.421651004169689e-07
1850,1.7400197291905783e-06,1.7379829841956962e-07
1851,1.7426383340790608e-06,2.1799103500086403e-07
1852,1.6120111006046045e-06,1.6081046938509758e-07
1853,1.6560166820056565e-06,1.6721409146214228e-07
1854,1.6672887617197318e-06,2.140613764578525e-07
1855,2.0718282094378537e-06,1.639843532075247e-07
1856,1.9890761526752954e-06,1.677409248723727e-07
1857,2.244029779774337e-06,1.523030777050849e-07
1858,2.2344525181239305e-06,1.561082716428075e-07
1859,2.3485103461950985e-06,1.7975372434975156e-07
1860,2.1494456490245284e-06,1.8629139053594201e-07
1861,2.087285533747263e-06,1.5987117230054082e-07
1862,2.1632118607506357e-06,2.295136953822663e-07
1863,2.1781540455734216e-06,2.4523587560665305e-07
1864,1.924603782121892e-06,1.9322753930239855e-07
1865,1.923216569554853e-06,1.9109787618987184e-07
1866,1.9370004942231844e-06,1.5180712953366537e-07
1867,1.8872583691376121e-06,1.5917220963501677e-07
1868,1.588169551425267e-06,1.1756900553105964e-07
1869,1.683837444588221e-06,1.6555129667139568e-07
1870,1.7718210365558207e-06,1.8062254047990223e-07
1871,1.2554231445527364e-06,1.3488895778124288e-07
1872,1.6436668044406133e-06,1.6690656112761104e-07
1873,1.5425933965751426e-06,1.0834668306980433e-07
1874,1.4613894276926942e-06,1.9955195051934993e-07
1875,1.6352125014051921e-06,1.636356756762325e-07
1876,1.6167043757064903e-06,1.8561265147098993e-07
1877,1.700824380002075e-06,1.3359202588603125e-07
1878,1.4191858266343615e-06,1.27424763962658e-07
1879,1.4900644407234154e-06,1.8572349502754548e-07
1880,1.572372283931145e-06,1.5210295867262857e-07
1881,1.568116905659167e-06,1.3178039104388972e-07
1882,1.5507047059770684e-06,1.364353985344735e-07
1883,1.5223287768151295e-06,1.3523384723157506e-07
1884,1.5712038994308841e-06,1.2807291493999173e-07
1885,1.4070823211032035e-06,1.8176692728744115e-07
1886,1.5397965320573803e-06,1.413308621245335e-07
1887,1.544743563286488e-06,1.4755370147945257e-07
1888,1.586421848998043e-06,1.5471099823471945e-07
1889,1.5243078008708721e-06,1.4409815096705358e-07
1890,1.3469264512622203e-06,1.6582598272307791e-07
1891,1.3475101225957076e-06,1.9441371779116423e-07
1892,1.4430115848895753e-06,2.0874146322569231e-07
1893,1.3930338167433831e-06,1.995326928128094e-07
1894,1.3434882237817192e-06,1.7770340665634876e-07
1895,1.623822182494905e-06,1.9500310521891606e-07
1896,1.4111589843324168e-06,2.2998412685382164e-07
1897,1.5318429618105256e-06,1.6664400925847644e-07
1898,1.4360905122856593e-06,1.810673608826363e-07
1899,1.2492326657564945e-06,1.2160672113736837e-07
1900,1.4867176352240108e-06,1.8324416917181452e-07
1901,1.2988228947907743e-06,2.0454784221968225e-07
1902,1.2329722967052703e-06,2.1261528582172673e-07
1903,1.3462749368642335e-06,1.7658720241620074e-07
