year,son_DET oeuf_NOUN,son_DET neuf_ADJ
1800,4.4018303668735825e-08,9.432493897065797e-09
1801,3.809892135109294e-08,2.6193008650921e-08
1802,2.2378401354217203e-08,1.3427040812530322e-08
1803,2.1648764914061758e-07,3.900678446910888e-09
1804,2.2246657849223084e-08,7.4155526164076946e-09
1805,2.2743021688143017e-08,0.0
1806,2.0171682990621775e-08,3.458002950651462e-08
1807,0.0,2.8469551160981155e-09
1808,1.1330369531492579e-08,0.0
1809,2.25903047379461e-08,0.0
1810,1.4040760554223652e-08,1.4040760554223652e-08
1811,0.0,4.512738271955641e-08
1812,2.6672082320544632e-09,1.0668832928217853e-08
1813,2.5881675469463516e-08,1.1502966579257645e-08
1814,2.5173417128598885e-08,1.8880061958270744e-08
1815,0.0,0.0
1816,1.3905623319487859e-08,0.0
1817,2.80237220096069e-08,1.8682481339737933e-08
1818,2.6226590676969863e-08,9.536941902865692e-09
1819,1.6561680027393777e-08,3.1053151161586356e-09
1820,5.933240565525466e-09,9.493184904840746e-09
1821,1.97229765852569e-09,0.0
1822,5.012807946513931e-09,4.010246357211145e-09
1823,2.9648061783404955e-09,9.882686669016039e-09
1824,5.052667617633233e-09,0.0
1825,7.044354433105582e-09,8.805443485471187e-09
1826,2.642395191543301e-09,7.0463874735082754e-09
1827,1.013900075008678e-08,2.7651818612639545e-09
1828,8.255071293206129e-09,2.7516904310687096e-09
1829,3.429270423183084e-09,1.714635211591542e-09
1830,2.0873671680021744e-09,4.174734336004349e-09
1831,4.677361609140007e-09,3.1182412207897414e-09
1832,1.3529969367098715e-09,4.058990921151917e-09
1833,1.1583628500844156e-09,8.108539617524002e-09
1834,1.0267983796552471e-08,0.0
1835,6.806779140333674e-09,1.663879345414898e-08
1836,2.688300027031687e-09,4.704525213838906e-09
1837,2.7831563720326358e-09,1.3915781860163179e-09
1838,7.574594285131298e-09,1.3886756633496589e-08
1839,4.894032734625853e-09,2.0974426639952526e-09
1840,2.5478754661634184e-09,0.0
1841,7.704658244733764e-09,3.852329122366882e-09
1842,2.683306021822318e-09,6.708265054555795e-10
1843,2.953455480181333e-09,5.906910960362666e-09
1844,2.7442805805577564e-09,5.488561161115513e-09
1845,1.674068350610014e-08,1.674068439427856e-09
1846,5.854501328173001e-09,1.1709002656346001e-09
1847,5.9325460100012606e-09,8.629157832729106e-09
1848,2.413566457803995e-09,8.84974404868899e-09
1849,1.005529792763582e-08,1.6758829879393033e-09
1850,1.3577992064028876e-09,2.0366988096043315e-09
1851,1.0319102017319892e-08,5.8044946626978344e-09
1852,1.9531636308300904e-09,6.510545436100301e-10
1853,4.180352064508952e-09,5.971931837933653e-10
1854,2.5978321716024766e-09,2.6497888327980945e-08
1855,6.8990182455763716e-09,4.2455496895854594e-09
1856,1.5531567143511893e-09,2.5885946719483854e-09
1857,6.345961978126979e-09,1.9037885934380938e-08
1858,1.9574704079872163e-09,1.9574704079872163e-09
1859,3.055304009791371e-09,7.638259802433822e-09
1860,3.661747127736703e-09,8.696649622663699e-09
1861,4.2443675241088386e-09,8.488735048217677e-09
1862,1.8071945051545413e-09,3.5692092836825395e-08
1863,4.994620828036034e-10,1.6482248454963155e-08
1864,2.8768367688059016e-09,5.274200631788517e-09
1865,2.3534221238463715e-09,1.3179164426446732e-08
1866,9.731225825149181e-10,1.6056523222118813e-08
1867,3.396968040192405e-09,9.220341823379385e-09
1868,3.457911734727759e-09,5.433861360870651e-09
1869,3.4184632902167778e-09,5.860222973552709e-09
1870,4.587239033071455e-09,3.4404292748035914e-09
1871,2.1242354542039266e-09,6.37270636261178e-09
1872,1.2094678591978436e-09,2.4189357183956872e-09
1873,4.190203295451056e-09,5.387403856360606e-09
1874,8.364453130127458e-09,8.364453130127458e-09
1875,1.1443054281912168e-09,5.721527251978387e-09
1876,5.441413541973361e-09,1.5115036333668286e-08
1877,1.4843558382438005e-08,6.80329748092845e-09
1878,4.831270938865373e-09,1.0870359723469392e-08
1879,6.720257683667796e-09,9.163987790827832e-09
1880,3.2089231272180996e-09,7.701415505323439e-09
1881,2.7890030285249168e-09,3.4862537301449947e-09
1882,7.986462158271479e-09,8.652000893505374e-09
1883,4.423537092179686e-09,8.847074184359371e-09
1884,1.9805090900604227e-09,9.242375753615306e-09
1885,2.5782542767416317e-09,3.86738152613475e-09
1886,5.162771099520569e-09,9.680196200179125e-09
1887,2.6115698492645834e-09,3.264462256069578e-09
1888,3.804368819970705e-09,6.340614699951175e-09
1889,2.5060546970934183e-09,3.759081934617825e-09
1890,3.9326319978272295e-09,1.5730527991308918e-08
1891,3.1871101313640793e-09,1.1473596295275001e-08
1892,8.775916882086676e-09,1.4417578242387208e-08
1893,1.847525021858587e-09,6.15841644346915e-09
1894,8.192000855444803e-09,2.520615716150587e-09
1895,6.018614495673091e-10,9.027921521465032e-09
1896,5.307326134129653e-09,4.717623180994224e-09
1897,3.4960281336537946e-09,6.992056267307589e-09
1898,3.3950129374460403e-09,8.487532454637403e-09
1899,6.080336234504102e-09,8.291367592505594e-09
1900,4.671947717582725e-09,1.2977633190303095e-08
1901,4.470991132876634e-09,5.58873880507349e-09
1902,7.365425602756659e-09,5.4013122863239005e-09
1903,5.940242076007962e-09,8.640352433531007e-09
1904,3.2247751136083025e-09,3.2247751136083025e-09
1905,3.6125313851442797e-09,1.0321517862621477e-08
1906,4.115347618238729e-09,1.0288369267641428e-08
1907,2.5714217422034835e-09,6.1714118260169926e-09
1908,2.9468334439286537e-09,8.349361202419914e-09
1909,4.950885035270858e-09,8.801573692096554e-09
1910,4.275320542035388e-09,6.412980813053082e-09
1911,4.788336838146279e-09,7.448523575703803e-09
1912,3.646594803896619e-09,4.167536982180309e-09
1913,7.42418571064718e-09,9.545381374209683e-09
1914,7.366418142140674e-09,3.3483718020477227e-09
1915,1.295883844676382e-08,5.890381071793627e-09
1916,6.592477230782379e-09,9.888715624128963e-09
1917,6.57985488317081e-09,6.57985488317081e-09
1918,1.1486376294556067e-09,8.040463406189247e-09
1919,9.207848705727883e-09,1.1049418269237776e-08
1920,4.543339038320937e-09,9.843901693784574e-09
1921,5.300923255902035e-09,6.815472630705699e-09
1922,8.853522359686394e-09,6.640141769764796e-09
1923,7.431163684401554e-09,1.2739137744688378e-08
1924,1.804827398643738e-08,1.675911143195208e-08
1925,1.8696901804560184e-08,1.4297631523163545e-08
1926,4.458455382660986e-09,7.802296586589819e-09
1927,1.8953683067479687e-08,1.8953683067479687e-08
1928,9.14083297942625e-09,1.7139061725401916e-08
1929,3.342121912552898e-09,1.2254447234738564e-08
1930,3.1510811737689437e-09,1.8906487042613662e-08
1931,1.1405356659111021e-09,9.124285327288817e-09
1932,1.0959536611565568e-09,1.53433514782364e-08
1933,6.882397318719313e-09,1.0323596200123575e-08
1934,2.3963160344919743e-09,1.0783422155213884e-08
1935,3.590485242455088e-09,1.0771455727365264e-08
1936,4.849885826274658e-09,1.091224355320719e-08
1937,3.777335333410292e-09,7.554670666820584e-09
1938,7.779128452511941e-09,1.2965214679638848e-08
1939,4.588215141154706e-09,1.6823456405745674e-08
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,1.2136847082899749e-08,9.102635090130207e-09
1943,8.709705845433291e-09,1.4516175816936538e-08
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,6.535512131478072e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,1.5313215584455975e-08
1947,5.960435700558264e-09,1.4305045148432782e-08
1948,6.523132700664291e-09,1.7395020535104777e-08
1949,1.9634016634739737e-09,9.817008539414473e-09
1950,4.2541445921528975e-09,1.914365022059883e-08
1951,1.3859822622919182e-08,1.3859822622919182e-08
1952,1.0544804140977249e-08,1.370824520563474e-08
1953,5.386913581872932e-09,2.2625037843226892e-08
1954,3.9090144454689835e-09,2.14995790059902e-08
1955,4.6928039232341234e-09,1.5016972554349195e-08
1956,1.0465369904011368e-08,1.1337483840634377e-08
1957,7.068030161150318e-09,1.1485549400447326e-08
1958,4.9633461784992505e-09,1.2408365002158916e-08
1959,6.975672928177801e-09,1.9376869886400527e-08
1960,3.460416619915918e-09,1.7302083321624195e-08
1961,3.47407969059077e-09,1.737039845295385e-08
1962,7.610347907416326e-09,1.5220695814832652e-08
1963,2.5864212993553792e-09,1.4871922360271128e-08
1964,5.475571551727398e-09,1.3384730657151067e-08
1965,1.6416130677043839e-09,1.5321720781003023e-08
1966,4.431259803538978e-09,2.4925835617750636e-08
1967,4.437302081328198e-09,9.367637332502454e-09
1968,4.042274071025531e-09,9.431973424511852e-09
