year,son_DET oeuf_NOUN,son_DET neuf_ADJ
1969,1.8167031212712459e-09,1.725867981861029e-08
1970,8.7375777724219e-09,1.5175793066646293e-08
1971,6.679916619845017e-09,1.849823050292798e-08
1972,5.130146973897354e-09,1.3851396474251487e-08
1973,7.718485406371656e-09,1.4334330167287135e-08
1974,4.500457340128605e-09,2.700274492895005e-08
1975,7.4249242310031605e-09,1.2565256390928425e-08
1976,9.712995741040231e-09,1.3712464053128315e-08
1977,7.639816779203557e-09,2.2331770210826107e-08
1978,7.72276909088987e-09,1.485147826940647e-08
1979,7.607565244427406e-09,1.0533551808578068e-08
1980,8.527726080842513e-09,1.8760998088396263e-08
1981,1.3916208629893845e-08,1.8976647808699454e-08
1982,1.1173503899897241e-08,1.5518756057986138e-08
1983,8.209910973278056e-09,1.1999100379966876e-08
1984,9.278413592994639e-09,1.2177918229383522e-08
1985,8.421781494405423e-09,1.5038894574104233e-08
1986,1.4386765556650971e-08,1.978180286243969e-08
1987,4.888653482026939e-09,1.0388388815840699e-08
1988,1.4991384134077634e-08,1.199310784016916e-08
1989,1.2622680678475717e-08,1.3720305780395847e-08
1990,1.5801088437683575e-08,1.7435683119515488e-08
1991,1.641210189973208e-08,7.033758464558559e-09
1992,1.3774860363469088e-08,9.91789939064347e-09
1993,1.550978012687665e-08,4.985286850001103e-09
1994,1.476979427650349e-08,7.912389854425328e-09
1995,1.138714633697191e-08,1.0302656505700725e-08
1996,2.028474987980644e-08,6.4057106285986265e-09
1997,2.013855748828064e-08,6.233362714880286e-09
1998,1.8118891276230897e-08,8.10582001520288e-09
1999,1.0968483010742602e-08,9.140402212892695e-09
2000,5.3016377954406835e-09,1.0603275590881367e-08
2001,9.638665865452367e-09,4.381211837767296e-09
2002,5.6955880012310445e-09,7.009954394732176e-09
2003,5.8336921959778465e-09,1.5000923170305214e-08
2004,1.1452457648886138e-08,1.1452457648886138e-08
2005,7.205999352777326e-09,1.4862373554080932e-08
2006,8.64756888319107e-09,1.1118302722934459e-08
2007,6.391167151065247e-09,4.7933754743212376e-09
2008,1.0217855006544596e-08,1.1495087548496485e-08
2009,5.721831008997924e-09,7.629108011997232e-09
2010,4.2514138876015295e-09,7.558068837454357e-09
2011,9.55992973672437e-09,4.971163480860241e-09
2012,9.531907707582832e-09,7.489355802192676e-09
2013,1.1156499724052082e-08,1.0040849929282558e-08
2014,6.9294245896855955e-09,1.8622827724357194e-08
2015,4.43315073539452e-09,6.64972610309178e-09
2016,6.006886099640951e-09,8.906762438698479e-09
2017,6.037467414898856e-09,5.7859059765519305e-09
2018,5.937373259712331e-09,9.809573597863164e-09
2019,4.846876677788714e-09,8.928457084778074e-09
