year,en_ADP aire_NOUN,en_ADP nerfs_NOUN
1901,3.409130783227354e-08,5.6446264551368586e-08
1902,2.8970674414985353e-08,4.1246384085980026e-08
1903,3.0781254878320397e-08,6.858279988364302e-08
1904,3.117282521003517e-08,8.814384955257992e-08
1905,2.5803795267176355e-08,5.26397414546409e-08
1906,2.05767382577271e-08,6.378788697247728e-08
1907,2.8799923057487575e-08,3.7028470956101955e-08
1908,2.897719486583128e-08,4.665819730576004e-08
1909,1.925344239595006e-08,6.436150812305641e-08
1910,1.9238942772226153e-08,5.2907090264397993e-08
1911,1.9685384544665396e-08,3.6710581241550244e-08
1912,2.5005221671037248e-08,4.167537070998151e-08
1913,2.1742257383383645e-08,5.1438998838193584e-08
1914,1.808120764223986e-08,4.218948390644073e-08
1915,2.3561524287174507e-08,2.9451904026700504e-08
1916,2.4172415624690302e-08,3.735737053034427e-08
1917,5.3735480065597585e-08,3.180263163926611e-08
1918,1.033773866510046e-08,3.790504266021344e-08
1919,1.6574127070789757e-08,2.5781975665495338e-08
1920,1.8930578438158818e-08,5.7548959375708364e-08
1921,2.4990065738972334e-08,4.695103328344885e-08
1922,2.360939327372691e-08,5.3121134158118366e-08
1923,1.4862327812892318e-08,6.369568694708505e-08
1924,5.156649773851996e-09,4.898817351772777e-08
1925,8.798542339150117e-09,3.629398648286042e-08
1926,6.687683296036084e-09,5.684530535177146e-08
1927,1.0034302388994831e-08,6.020581366783517e-08
1928,1.4853853258500749e-08,5.3702393643106916e-08
1929,2.116677166874581e-08,5.7930112262738476e-08
1930,1.1553964007759987e-08,4.411513643276521e-08
1931,2.5091784650044247e-08,3.877821086462063e-08
1932,4.055028668403793e-08,3.06867029564728e-08
1933,4.1294382802092855e-08,3.326492148403304e-08
1934,2.875579241390369e-08,4.553000465534751e-08
1935,2.0346082152400413e-08,4.547948151412129e-08
1936,1.9399542861009422e-08,3.8799086610197264e-08
1937,2.1404900962807005e-08,6.547381303789734e-08
1938,2.333738657878115e-08,6.093650739558143e-08
1939,1.2235240376412548e-08,2.2941076593951948e-08
1940,1.5214697057785997e-08,2.2822046474857416e-08
1941,1.1806010391524069e-08,4.427253941230447e-08
1942,1.517105907566929e-08,7.282108072104165e-08
1943,2.9032351855917682e-08,3.774205836748479e-08
1944,4.4984606262232774e-08,3.855823393905666e-08
1945,1.3071024707045353e-08,4.1391576388605245e-08
1946,3.062643028073353e-08,4.872386583087973e-08
1947,1.6689218895749036e-08,4.7683485604466114e-08
1948,2.5005341575123907e-08,7.392883816237372e-08
1949,2.2579119796084512e-08,6.675565344949064e-08
1950,2.4461330738745346e-08,6.168509969484148e-08
1951,2.3455083209000804e-08,4.691016641800161e-08
1952,3.374337254058446e-08,4.5342655852209646e-08
1953,3.124409986288157e-08,7.54167928107563e-08
1954,3.029486128625081e-08,5.374894840315392e-08
1955,2.2525458831523792e-08,4.035811329572425e-08
1956,2.703553869665143e-08,5.05826207586324e-08
1957,7.951533903538532e-08,3.534015036166238e-08
1958,2.8125628048769613e-08,5.2942358053087446e-08
1959,1.9376869886400527e-08,3.332821663093455e-08
1960,2.629916601160076e-08,3.737250153790228e-08
1961,3.265634873628187e-08,2.848745239703021e-08
1962,5.45408234131628e-08,3.868593267952747e-08
1963,3.039045082253722e-08,2.9743844720542256e-08
1964,4.0154192526564714e-08,3.467862086381501e-08
1965,4.0493119801698896e-08,2.3529786119524942e-08
1966,5.151339477205141e-08,3.9881339120029224e-08
1967,2.5144710702473816e-08,3.9442685562107727e-08
1968,3.413475932467769e-08,2.784677910483424e-08
1969,3.451736046988785e-08,2.952142530432411e-08
1970,3.3570694335516293e-08,2.4373242979436327e-08
1971,3.956565930440803e-08,3.699646100585596e-08
1972,3.5398013353837854e-08,3.026786643545165e-08
1973,4.300298939163838e-08,2.866866033457427e-08
1974,4.050411750444738e-08,2.306484425673716e-08
1975,4.16938057412608e-08,3.0270843609514486e-08
1976,2.228275491900078e-08,3.028169359708954e-08
1977,4.8189612078530786e-08,1.8218024422367307e-08
1978,5.287126469966097e-08,3.386137237271214e-08
1979,5.442335160310563e-08,1.7555919384903973e-08
1980,3.581644952843632e-08,2.3309118191150446e-08
1981,6.135783220395652e-08,2.213942273954217e-08
1982,3.165826112372372e-08,2.3588508923921836e-08
1983,3.6628833299801045e-08,2.5261265079734585e-08
1984,3.537395104613594e-08,3.015484395518797e-08
1985,4.9327574580537714e-08,2.7671566371623157e-08
1986,5.874595604415944e-08,2.6375735373562748e-08
1987,4.8275453745638686e-08,2.0165694891716157e-08
1988,3.238138990280248e-08,1.6190695006912392e-08
1989,7.079677288857056e-08,2.030605195102453e-08
1990,8.554382369130309e-08,2.8332985735346483e-08
1991,3.8099522925438833e-08,3.165191131415668e-08
1992,4.573253731265936e-08,3.305966345124034e-08
1993,5.760775678709251e-08,2.6588196533339215e-08
1994,4.378189177867142e-08,2.320967773528082e-08
1995,6.181593642518024e-08,2.8196744494835002e-08
1996,5.8719012541175175e-08,2.2953797085278893e-08
1997,4.842843426278165e-08,3.308477047880842e-08
1998,5.912480360859007e-08,2.765514928171342e-08
1999,4.295989214364582e-08,1.96518641359944e-08
2000,5.610899900254651e-08,2.5624583344097118e-08
2001,6.790878490092744e-08,2.8039755406439326e-08
2002,5.651775714099472e-08,2.6287329646379476e-08
2003,6.833753474211335e-08,3.791899771954377e-08
2004,6.7393305602792e-08,2.7750184372621334e-08
2005,6.71058666412705e-08,2.8823997411109303e-08
2006,5.8474035113942335e-08,4.117890028965121e-08
2007,3.794755376596015e-08,2.5564668604260987e-08
2008,4.385162938325138e-08,4.044567702976565e-08
2009,6.103286476211167e-08,2.9085974517784052e-08
2010,4.91274465552749e-08,4.2514137987836875e-08
2011,4.0916501159449226e-08,5.5447593183544086e-08
2012,5.106378955788138e-08,6.638293115202032e-08
2013,4.62994750871637e-08,4.3789263770577236e-08
2014,3.5729847039367435e-08,6.084901116309993e-08
2015,3.568686279820099e-08,6.16207955772552e-08
2016,3.749125579433077e-08,5.3440572855834034e-08
2017,4.150758609045013e-08,4.3771638758016707e-08
2018,3.252648211882203e-08,4.827342792168565e-08
2019,3.851991381420561e-08,3.851991436931712e-08
