year,un_DET oeuf_NOUN,un_DET neuf_ADJ
1978,1.82970218975953e-07,7.128709944570488e-08
1979,2.498792586180798e-07,7.256446821202189e-08
1980,1.9045254540106527e-07,7.902359405731474e-08
1981,2.1570123509562222e-07,9.298557862580381e-08
1982,2.7002635571982125e-07,6.207502056820857e-08
1983,2.494549828924164e-07,7.388919698314567e-08
1984,2.4007895449429384e-07,8.350572588966543e-08
1985,2.30395868161537e-07,5.1132242995244326e-08
1986,1.9542022866581021e-07,5.574871325686459e-08
1987,2.26100222100456e-07,6.294141102758388e-08
1988,2.902332016385678e-07,5.2769674740993366e-08
1989,2.1239033398678941e-07,6.311340683406996e-08
1990,2.5118279700642177e-07,5.884542986223096e-08
1991,2.6786897172614843e-07,6.447611977655754e-08
1992,2.4243754187525113e-07,6.72213157359991e-08
1993,2.29323189326891e-07,7.477929975241437e-08
1994,3.1333064387517595e-07,7.701392923387118e-08
1995,3.0419948426896326e-07,6.073144742657632e-08
1996,2.738441162719596e-07,6.192186607911765e-08
1997,2.9440651405643337e-07,7.240290589294318e-08
1998,2.2076437877771582e-07,6.055523982251287e-08
1999,1.8874931201340317e-07,6.215473807857919e-08
2000,1.8599912632311089e-07,5.5667195408837244e-08
2001,1.9978325549452336e-07,6.659441970091606e-08
2002,2.0766989877740727e-07,7.623325654071422e-08
2003,1.7751091291318133e-07,6.167046029403878e-08
2004,1.198103198041256e-07,5.505989142395862e-08
2005,1.5222673532822029e-07,6.12509956088303e-08
2006,1.5936234154523277e-07,8.729926398443055e-08
2007,1.0425591434604087e-07,9.666640327088416e-08
2008,1.2644596200650504e-07,8.855474414870557e-08
2009,1.2206572441719743e-07,1.0966842522996956e-07
2010,8.030447817830577e-08,1.110091352174436e-07
2011,1.0095286095967992e-07,1.510468905507878e-07
2012,8.068079027090391e-08,1.824679412010255e-07
2013,9.176221260620565e-08,1.8129313072989817e-07
2014,1.0480754837616235e-07,1.8254703122722038e-07
2015,7.07087556284236e-08,1.591501088277214e-07
2016,5.426911059425166e-08,1.6674286706930275e-07
2017,5.131846991801581e-08,1.68294394420343e-07
2018,8.312322663517335e-08,1.8147711366989228e-07
2019,1.051006923158404e-07,1.5535514763520553e-07
