year,un_DET oeuf_NOUN,un_DET neuf_ADJ
1800,6.602745603601079e-07,1.320549074534938e-07
1801,6.381569428448586e-07,1.3334622872562818e-07
1802,5.527465418708744e-07,2.0588129245879827e-07
1803,1.91328272514113e-06,2.5354410126965377e-08
1804,5.883005140816522e-07,2.22466585153569e-08
1805,4.77603456783271e-07,2.700733716665127e-07
1806,2.7952190517765985e-07,7.492339815229343e-08
1807,4.982171710743444e-07,4.839823830593559e-08
1808,2.855253202760366e-07,1.8355199316033577e-07
1809,2.6204753966752037e-07,1.581321384946932e-08
1810,2.9251585154099757e-07,1.263668423234776e-07
1811,2.4318644697984837e-07,1.0529722516139373e-07
1812,2.827240628278105e-07,1.0668832928217853e-08
1813,1.8692321157587344e-07,4.6011867205209e-08
1814,1.258670891957081e-07,1.1013369949353091e-07
1815,1.591361922237411e-07,4.045835400035003e-08
1816,2.642068555047672e-07,9.270415546325239e-09
1817,3.300571574937905e-07,2.0239355080775567e-08
1818,2.1696542740201608e-07,3.4571413953798924e-08
1819,2.370390478345641e-07,3.415846450138815e-08
1820,1.2578470620638882e-07,4.034603762193001e-08
1821,1.4397773162588834e-07,6.212737702071536e-08
1822,1.7244059336007922e-07,5.6143449000956025e-08
1823,1.3835761925040657e-07,4.0519014699036404e-08
1824,1.2379036196108473e-07,4.126345309884982e-08
1825,1.338427406682996e-07,9.5979331149465e-08
1826,1.858484713901376e-07,4.227832306469281e-08
1827,2.2213628575462607e-07,3.318218355641278e-08
1828,1.8894940900793245e-07,5.8702729177628754e-08
1829,1.4317203822500346e-07,4.200856196234781e-08
1830,1.4924675206806626e-07,5.7402597564149005e-08
1831,2.245133647882369e-07,8.419251029678776e-08
1832,9.606278006391022e-08,8.117981442623545e-08
1833,2.050302218004063e-07,7.29768601104297e-08
1834,1.6428774607391006e-07,9.521221500108368e-08
1835,1.459675971204888e-07,9.075705520444899e-08
1836,1.391195243449772e-07,6.048675116332447e-08
1837,1.8438411486521034e-07,1.2037151098098775e-07
1838,1.2245593872250993e-07,5.491580878924651e-08
1839,1.6849454687051235e-07,7.830452375401364e-08
1840,1.3376346563731545e-07,8.599079420745781e-08
1841,1.3162124279375575e-07,7.640452492907457e-08
1842,1.0733224353742798e-07,7.177843741601464e-08
1843,8.565021347717305e-08,5.906911254571767e-08
1844,8.726812417148011e-08,5.982531670056801e-08
1845,9.207376455711014e-08,5.5802278353667134e-08
1846,8.547571983541502e-08,5.2690513729913846e-08
1847,1.2781939773276463e-07,9.54600567482089e-08
1848,6.114368339416032e-08,5.390298696283935e-08
1849,1.399362239418167e-07,6.28456131579469e-08
1850,1.025138391952396e-07,4.955967014552698e-08
1851,1.0061124400273513e-07,3.805168735659947e-08
1852,7.812654567729282e-08,9.310079862601128e-08
1853,9.85368766581729e-08,6.151089770867202e-08
1854,6.754363757188742e-08,7.845453409149883e-08
1855,7.588920070134009e-08,6.527533003009012e-08
1856,1.0457921956197325e-07,5.9019956644146276e-08
1857,9.079607166118109e-08,8.298565745690212e-08
1858,7.095830467651609e-08,7.242640526206046e-08
1859,4.888486349052812e-08,6.16152957544358e-08
1860,2.567800194697156e-07,5.813023662426531e-08
1861,7.875659435718774e-08,6.743828306898791e-08
1862,6.596260296309886e-08,6.731799828685325e-08
1863,3.696019323928823e-08,6.393114659886123e-08
1864,7.479775498975272e-08,7.623617648278014e-08
1865,7.766293091959753e-08,1.275554868396256e-07
1866,6.422609344358676e-08,5.8873916686241756e-08
1867,5.338092812223749e-08,7.279217228983725e-08
1868,6.866425272811227e-08,5.77965266757019e-08
1869,7.374113564218021e-08,4.3463320054115684e-08
1870,6.880858371971499e-08,5.676708347834847e-08
1871,6.90376513734492e-08,4.142259002470894e-08
1872,6.047339506931593e-08,5.805445812967491e-08
1873,1.0116347670674486e-07,4.4296432910595485e-08
1874,9.141152113034678e-08,5.855117030106882e-08
1875,1.4361032718568367e-07,5.721527079893818e-08
1876,9.73408416093946e-08,5.3204928907035764e-08
1877,1.2184087783140285e-07,8.16395697711414e-08
1878,1.3467168202829782e-07,6.884561160047653e-08
1879,9.71382752013028e-08,7.147910863203322e-08
1880,9.626769248427536e-08,6.674560371067173e-08
1881,6.554157266913663e-08,6.763332038861591e-08
1882,1.24455701522308e-07,7.387477296560974e-08
1883,9.85816864806921e-08,8.341527496513734e-08
1884,6.46966329398424e-08,8.186104238916414e-08
1885,7.734762530464678e-08,4.511945134177964e-08
1886,6.96974109537507e-08,5.7435828260121724e-08
1887,9.989254429187966e-08,6.659503221095875e-08
1888,7.798956058735484e-08,6.721051826197311e-08
1889,9.209751361538565e-08,5.3880174710752016e-08
1890,7.275369245940411e-08,8.258527223192758e-08
1891,7.585321659675515e-08,6.88415772165385e-08
1892,1.0468415667652664e-07,8.086381297900402e-08
1893,1.7120398276837534e-07,5.4194064846857515e-08
1894,9.200247097496117e-08,6.994708856566945e-08
1895,7.824198755557177e-08,7.101964882849643e-08
1896,8.550692037756491e-08,8.255840316939711e-08
1897,8.856604838403115e-08,6.875522018390257e-08
1898,8.996784206516395e-08,8.091447700753207e-08
1899,1.0502398595235718e-07,7.628058540376514e-08
1900,1.0485927537384754e-07,6.956010878411689e-08
1901,7.936009582820702e-08,5.2534144256988213e-08
1902,7.807351387612016e-08,8.985819166529296e-08
1903,1.2042491026598157e-07,5.778235756537242e-08
1904,1.1877921668457248e-07,6.288311205082664e-08
1905,1.4243695412030632e-07,1.140527723375584e-07
1906,1.270613524395614e-07,6.173021205313489e-08
1907,1.1725682735885812e-07,7.354265818548811e-08
1908,1.1738219907186931e-07,6.433919730319815e-08
1909,1.375245910484324e-07,7.756386616319944e-08
1910,1.5658361895987127e-07,5.6113581115013744e-08
1911,1.7078400749159783e-07,7.661338408126994e-08
1912,1.3284023570037107e-07,5.990834556213187e-08
1913,1.6545327241601626e-07,6.946916564221084e-08
1914,1.7344566050070398e-07,6.361906407237328e-08
1915,9.071186779507912e-08,2.591767689352764e-08
1916,1.0547963502638424e-07,5.823354798373259e-08
1917,1.1624409890220733e-07,7.128176093829097e-08
1918,1.1716104086900714e-07,7.351280828515883e-08
1919,1.1509810160514888e-07,5.4326307008523145e-08
1920,1.4538684789400236e-07,5.754896248433283e-08
1921,1.4312492607748695e-07,8.784386995586146e-08
1922,1.549366408504227e-07,6.345024461396065e-08
1923,1.7516314532173283e-07,5.8387715995422695e-08
1924,1.7532609541959232e-07,6.316895795333011e-08
1925,1.308783224018839e-07,3.629398648286042e-08
1926,1.2483674372010256e-07,8.471064882886736e-08
1927,1.6946821823626834e-07,8.138934504131612e-08
1928,1.268290569234054e-07,8.226749492745711e-08
1929,1.5262356334311278e-07,6.461435475557664e-08
1930,1.3864756276404933e-07,3.991369423861357e-08
1931,2.1670177297039572e-07,6.044839295782367e-08
1932,1.35898256536926e-07,6.13734059129456e-08
1933,1.4108914636601355e-07,6.308864186621577e-08
1934,1.4976975570846207e-07,8.027659070819482e-08
1935,1.4601307274375586e-07,8.138433393867217e-08
1936,1.8672061097291248e-07,5.941110226004298e-08
1937,1.5487074622733132e-07,5.288269544490021e-08
1938,1.8669909029878085e-07,5.575042061334301e-08
1939,1.911756317696245e-07,7.799965828780842e-08
1940,1.6989745943440937e-07,7.607348662119762e-08
1941,1.7709015276423656e-07,8.559357667081713e-08
1942,2.488053592042405e-07,6.371844563091145e-08
1943,2.496782240957174e-07,8.709705667797607e-08
1944,1.3816700317192954e-07,1.0603514510876266e-07
1945,1.808158360816492e-07,5.44626010956506e-08
1946,1.7122957807202965e-07,9.466350814335556e-08
1947,1.406662830660821e-07,7.033313909055039e-08
1948,2.2830965074049914e-07,7.610321728357405e-08
1949,1.3154791278502387e-07,5.301184635708722e-08
1950,1.4464091191435102e-07,7.870167606505163e-08
1951,1.9083909252870512e-07,5.010858850074129e-08
1952,1.824251110171815e-07,8.33039516257017e-08
1953,1.6591693896561566e-07,7.21846414863947e-08
1954,1.2313395347796074e-07,5.6680709681344865e-08
1955,1.6143245451516464e-07,5.7252208307545516e-08
1956,1.3517769859028306e-07,5.930376190121933e-08
1957,1.537296504539043e-07,4.417518939536791e-08
1958,1.3731924541904306e-07,6.86596234311665e-08
1959,1.4803928238826813e-07,6.045583289537859e-08
1960,1.6263958979578774e-07,5.1214165353030694e-08
1961,1.5424913912820415e-07,7.851419914217672e-08
1962,1.3508366808467898e-07,5.4540824134807764e-08
1963,1.344939115632826e-07,8.59985055390311e-08
1964,1.569663860001569e-07,7.726639550398318e-08
1965,1.2476258715032884e-07,7.004215740735731e-08
1966,1.2185964326505427e-07,6.092982507421851e-08
1967,1.0994648524942363e-07,5.965706162402995e-08
1968,1.1812423833523766e-07,7.365921927959818e-08
1969,1.0718548171251285e-07,5.495526764209835e-08
1970,1.37501874025725e-07,5.932355265358957e-08
1971,1.3051530167729197e-07,8.838043652481531e-08
1972,1.4005301518515978e-07,6.002271879523846e-08
1973,1.642934743806279e-07,7.11203311798414e-08
1974,1.6426669713354158e-07,5.1192702799074397e-08
1975,2.0846902604176876e-07,6.853776435278292e-08
1976,1.5426522392836262e-07,5.7135268904939807e-08
1977,2.033366557352423e-07,6.229389060141699e-08
