year,en_ADP oie_NOUN,en_ADP noix_NOUN
1800,3.144164484325529e-09,5.65949598296811e-08
1801,1.666827853519237e-08,4.524246932646747e-08
1802,2.0140561218795483e-08,8.951360541686881e-09
1803,9.751696339321825e-09,1.5212646076179226e-07
1804,1.2359254952798437e-08,8.898663139689234e-08
1805,3.695740957709859e-08,8.52863308864471e-08
1806,1.4408345627714425e-08,5.4751712497136396e-08
1807,0.0,1.1672516109229036e-07
1808,1.0877154998922833e-07,2.945896149242344e-08
1809,0.0,7.680704072754452e-08
1810,2.3401266702194334e-08,1.6380887757350138e-08
1811,1.504245972228091e-08,3.008491944456182e-08
1812,2.6672082320544632e-09,1.600324850414836e-08
1813,5.751483289628823e-09,7.189353823378042e-08
1814,1.1642705288750221e-07,3.1466771410748606e-09
1815,0.0,1.0788894222457657e-08
1816,2.3176038865813098e-09,2.0858434979231788e-08
1817,4.670620334934483e-09,3.580808893843823e-08
1818,4.768470951432846e-09,3.2187177367859476e-08
1819,4.140420006848444e-09,5.175524897538253e-09
1820,2.3732962262101864e-09,2.966620371580575e-08
1821,1.577838126820552e-08,2.1695274909916407e-08
1822,1.0025615893027862e-09,2.105379337535851e-08
1823,1.9765373782121287e-09,2.2730180404550993e-08
1824,1.9368560089105813e-08,7.57900142644985e-09
1825,7.924898959288385e-09,3.169959583715354e-08
1826,3.5231937367541377e-09,1.5854372037438225e-08
1827,1.8434546111834038e-09,7.373818444733615e-09
1828,7.337841001486822e-09,1.7427371545863934e-08
1829,9.430493719264632e-09,7.715858174606183e-09
1830,2.0873671680021744e-09,2.1917355041978226e-08
1831,1.5591206103948707e-09,1.7150327380477393e-08
1832,2.0294953273491956e-08,2.570694235259907e-08
1833,2.3167257001688313e-09,3.4750886612755494e-08
1834,3.733812370398937e-09,2.5203233278148218e-08
1835,7.563087933704082e-09,1.9664028627630614e-08
1836,2.016224964762614e-09,1.2097349788575684e-08
1837,1.3915781860163179e-09,3.339787468803479e-08
1838,4.418513332993257e-09,2.7142295522253335e-08
1839,2.0974426639952526e-09,3.425822825420255e-08
1840,5.732719632334238e-09,3.3122379505812205e-08
1841,2.3113974734201292e-08,1.6693427085101575e-08
1842,1.341653010911159e-09,1.609983613093391e-08
1843,1.7720733214154905e-09,3.307870244384503e-08
1844,3.2931368743049916e-09,1.3721403568922597e-08
1845,3.9061593959388574e-09,1.5066614622583074e-08
1846,2.9272506640865004e-09,1.6978054517835517e-08
1847,7.011190739092399e-09,2.534815024546333e-08
1848,4.82713291560799e-09,2.091757700384278e-08
1849,1.9272654583346593e-08,1.508294644736452e-08
1850,6.788996032014438e-09,2.5119284430275002e-08
1851,1.0964046337491595e-08,2.1283147688677673e-08
1852,5.208436348880241e-09,2.018269107395554e-08
1853,1.791579506971175e-08,2.329053394589664e-08
1854,7.79349651480743e-09,2.4939190268469247e-08
1855,1.0083180512765466e-08,2.5473298137512757e-08
1856,1.3978411317339123e-08,2.174419400091665e-08
1857,1.4156376515472857e-08,2.4407546206361985e-08
1858,1.5659763041853125e-08,8.808616946964776e-09
1859,2.036869339860914e-09,1.8331824946926645e-08
1860,4.57718396518203e-09,2.0139609091529564e-08
1861,7.073945706981277e-09,3.0182167876091626e-08
1862,1.490935469528054e-08,1.400575744270327e-08
1863,3.9956967790022446e-08,2.0477944673302773e-08
1864,1.4384183844029508e-09,2.7329949858767577e-08
1865,1.3179164426446732e-08,1.1296426905005319e-08
1866,1.702964580463373e-08,1.8002767276925624e-08
1867,1.4073153309368536e-08,1.8925964795357686e-08
1868,1.2349685274415378e-08,2.0253484223076157e-08
1869,2.24641887314192e-08,2.3929244363785074e-08
1870,9.17447806614291e-09,2.5229814681893004e-08
1871,2.2304472935275044e-08,1.3807530230280918e-08
1872,7.256807155187062e-09,1.2094679036067646e-08
1873,2.5141218329416404e-08,1.616221290134945e-08
1874,1.1949218503559678e-08,3.2262889249068394e-08
1875,9.7265964171811e-09,2.0025344937835143e-08
1876,2.1161051577678336e-08,1.753344314181504e-08
1877,2.2265337129567797e-08,1.1751150275074451e-08
1878,2.1740719446938783e-08,3.623453181944569e-08
1879,1.5273313280772527e-08,2.077170613290491e-08
1880,1.6044615858135103e-08,1.7969970400599777e-08
1881,2.1614772693911988e-08,3.2770785196589713e-08
1882,3.327692410515226e-08,3.1945848633085916e-08
1883,8.847074184359371e-09,2.8437025179073316e-08
1884,1.4523733327109767e-08,2.5746619058963915e-08
1885,1.546952527187173e-08,5.9299846810745294e-08
1886,2.0005737511041843e-08,3.743009102663564e-08
1887,2.0239665943222462e-08,2.415702127223085e-08
1888,3.1703073499755874e-09,2.028996703984376e-08
1889,1.3783300722991498e-08,4.009687515349469e-08
1890,7.865263995654459e-09,2.2284913470116408e-08
1891,1.0836173736095134e-08,2.932141285327816e-08
1892,7.522214628963297e-09,1.4417578242387208e-08
1893,1.2932674486876294e-08,3.510297474917934e-08
1894,8.192001077489408e-09,1.449354058991048e-08
1895,9.629783193076946e-09,1.5046536461227333e-08
1896,2.94851448812139e-09,1.8280790214930676e-08
1897,8.740070001067579e-09,1.5732126712464378e-08
1898,3.960848538042683e-09,1.0185038590293516e-08
1899,7.738609753005221e-09,2.04520400615138e-08
1900,8.30568502863116e-09,2.076421168339948e-08
1901,1.620734302321125e-08,2.9620316865930363e-08
1902,7.365425880312415e-09,1.6203935970793282e-08
1903,9.1803746826713e-09,2.430099144135056e-08
1904,4.837162670412454e-09,2.579820090886642e-08
1905,1.4450125374043665e-08,2.6835946798087207e-08
1906,1.0288368990085672e-08,3.035068729673185e-08
1907,1.2342823652033985e-08,1.542852956504248e-08
1908,1.7680999775393502e-08,1.8663278922304016e-08
1909,5.500983557560346e-10,1.6502950117569526e-08
1910,1.4963622119168463e-08,4.221879024157715e-08
1911,5.3203743632934675e-09,2.074945903984826e-08
1912,9.376957876838787e-09,1.9795800554334164e-08
1913,1.0075680734189518e-08,1.4318072061314524e-08
1914,6.696743604095445e-09,1.9420557606508737e-08
1915,1.6493066468115103e-08,4.947920118070215e-08
1916,1.0987462051303964e-09,3.955486249651585e-08
1917,1.315970976634162e-08,1.864292187292449e-08
1918,4.594550517822427e-09,3.101321510712296e-08
1919,8.287063479883727e-09,1.5653341733923298e-08
1920,1.0601124866838063e-08,3.9375606775138294e-08
1921,5.300923255902035e-09,3.256281289054641e-08
1922,3.6889677978990676e-09,3.6151885041135756e-08
1923,7.431163684401554e-09,3.503262746562541e-08
1924,9.024137215263295e-09,2.4494086758863887e-08
1925,1.2097995494286806e-08,5.0591619782380803e-08
1926,2.229227691330493e-09,2.3406890647947876e-08
1927,1.0034302277972529e-08,4.2367055641534535e-08
1928,2.2852082337543322e-08,4.227635130860108e-08
1929,6.684243603061191e-09,2.5622934884950155e-08
1930,1.3654684494213143e-08,3.046045193855207e-08
1931,1.1405356659111021e-08,2.6232321204133768e-08
1932,5.4797681947604815e-09,3.1782654730250215e-08
1933,1.1470662641954732e-08,1.7205993074753678e-08
1934,1.3179738189705859e-08,9.585264137967897e-09
1935,2.393656828303392e-09,4.547948151412129e-08
1936,2.424942913137329e-09,3.15242587589637e-08
1937,5.0364472592434595e-09,3.777335422228134e-08
1938,9.075650453382877e-09,5.575042294481136e-08
1939,1.3764645423464117e-08,1.6823456405745674e-08
1940,1.2678914806940611e-08,1.5214697057785997e-08
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,0.0,3.6410540360520827e-08
1943,5.806470415592457e-09,5.2258233296242906e-08
1944,3.2131861615880553e-09,2.5705489292704442e-08
1945,8.714016175304096e-09,1.9606536838523425e-08
1946,2.7842208538686464e-09,3.480275978517966e-08
1947,2.3841741914054637e-09,2.7418003867296648e-08
1948,3.2615663503321457e-09,2.717971980814582e-08
