year,en_ADP oie_NOUN,en_ADP noix_NOUN
1949,9.817008539414473e-09,2.4542520904446974e-08
1950,8.508289184305795e-09,1.0635361036293034e-08
1951,5.330700769690111e-09,3.6248767543156646e-08
1952,3.1634410646574906e-09,3.057992969957013e-08
1953,3.232148326759443e-09,2.1547654327491728e-08
1954,4.886268278880834e-09,2.34540866728139e-08
1955,3.754243138587299e-09,1.8771215692936494e-08
1956,9.593255967388359e-09,1.744228228517386e-08
1957,1.5903067307476704e-08,3.6223653410161205e-08
1958,9.099467679352102e-09,2.5643954515430778e-08
1959,3.100299128533379e-09,2.5577467255288866e-08
1960,8.997083078554624e-09,1.868625076895114e-08
1961,8.33779090214648e-09,2.570818935510033e-08
1962,8.24454354786397e-09,4.122271590745186e-08
1963,1.0345685197421517e-08,2.392439668597035e-08
1964,4.867174663303331e-09,2.251068309533366e-08
1965,2.73602163147757e-09,4.322914293197755e-08
1966,3.323444985880997e-08,2.437192847537517e-08
1967,1.7256174267288316e-08,1.5777073869571723e-08
1968,1.4372530721118437e-08,1.3025106326836067e-08
1969,9.083515217778171e-09,2.2708789515490935e-08
1970,1.3796175091229657e-08,2.7592349738370103e-08
1971,1.6956711590410123e-08,1.9012070140433934e-08
1972,1.1799337673590315e-08,2.4624704053621826e-08
1973,1.047508757512361e-08,2.0950174928202614e-08
1974,1.4626486743996026e-08,1.8564387360697765e-08
1975,1.4849848462006321e-08,1.8276736568623164e-08
1976,9.141642998145016e-09,1.8283285996290033e-08
1977,1.1753563455840776e-08,1.880570188461661e-08
1978,2.1386129422928946e-08,1.7821774278559133e-08
1979,1.2289143924704149e-08,2.57486831856113e-08
1980,8.527726080842513e-09,1.9329512213062117e-08
1981,9.48832401537203e-09,1.3916208629893845e-08
1982,1.1173504455008754e-08,2.0484757001781873e-08
1983,8.209910973278056e-09,2.1472073896688926e-08
1984,8.69851302098823e-09,2.8415142239168745e-08
1985,4.812446441349039e-09,2.285912081845254e-08
1986,1.1988970816112499e-08,2.038125046510686e-08
1987,9.777306964053878e-09,1.649920555735207e-08
1988,5.99655392008458e-09,1.3792074149421296e-08
1989,6.585746614717891e-09,1.4817929994137558e-08
1990,1.0897301727652575e-08,2.5608660081388734e-08
1991,4.68917216167597e-09,2.6376593353916178e-08
1992,8.264916362410446e-09,1.928480486412809e-08
1993,4.4313659408601325e-09,1.4401939196773128e-08
1994,9.494867947434926e-09,3.6924486579437144e-08
1995,7.591431483433553e-09,2.7112253775385398e-08
1996,8.007138063703678e-09,5.2847113352072483e-08
1997,1.054876808126437e-08,3.116681313031222e-08
1998,7.629006759657386e-09,4.482041404685333e-08
1999,6.8553016596695215e-09,2.7421206638678086e-08
2000,1.060327570190367e-08,4.63893314872621e-08
2001,5.695575122643959e-09,2.93541191354052e-08
2002,1.3581786362237835e-08,3.5926017716292336e-08
2003,1.1250691767106247e-08,1.1667384391955693e-08
2004,9.690541008522402e-09,1.761916479381398e-08
2005,8.557123898356167e-09,2.522099862289906e-08
2006,1.1530091548195287e-08,3.459027553276428e-08
2007,1.0385647009059085e-08,2.5165221018141892e-08
2008,1.1920831433087642e-08,2.2138685551453818e-08
2009,8.105927484791664e-09,2.6701878041990312e-08
2010,4.251413721068076e-09,3.637320489247031e-08
2011,7.647943611743813e-09,4.7799648683621854e-08
2012,1.1234033758800166e-08,4.0510606424959406e-08
2013,9.483025031897796e-09,3.3190588055731496e-08
2014,9.094869662940042e-09,3.464712250433877e-08
2015,1.2634479421014255e-08,4.1893276403470736e-08
2016,1.0356700386182638e-08,3.4798514292333493e-08
2017,1.1068689659277098e-08,3.7985731893286356e-08
2018,1.290733386838383e-08,3.743126697486332e-08
2019,8.163161147045628e-09,4.1326000399521945e-08
