year,en_ADP air_NOUN,en_ADP nerf_NOUN
1800,9.023752340908686e-07,0.0
1801,4.4528114284680953e-07,4.7623651688866175e-09
1802,2.506380951672327e-07,2.2378401354217203e-09
1803,4.5442902552039754e-07,2.5354410126965377e-08
1804,3.8808059343864443e-07,1.730295728918918e-08
1805,2.7575912708854844e-07,0.0
1806,3.7749865100522584e-07,8.645007376628655e-09
1807,2.0498076924724273e-07,8.540865792383556e-09
1808,2.062127402169267e-07,9.064295980465431e-09
1809,2.4397530085096264e-07,4.743964154840796e-08
1810,1.7550951270095538e-07,3.2761775514700275e-08
1811,2.0808736911348547e-07,0.0
1812,1.3869483117545656e-07,8.00162425207418e-09
1813,2.0992913585260453e-07,2.8757416448144113e-09
1814,1.3530711839848664e-07,5.034683425719777e-08
1815,2.8320846801044297e-07,0.0
1816,1.7150268938337376e-07,6.952811659743929e-09
1817,1.3077736582545185e-07,6.227493631882908e-09
1818,2.2888661255215936e-07,0.0
1819,1.3870406800897683e-07,2.070210003424222e-09
1820,1.8511710120350244e-07,3.5599443393152796e-09
1821,8.776724769177235e-08,1.0847637454958203e-08
1822,1.0426640528748976e-07,5.012807946513931e-09
1823,9.586206450862278e-08,1.087095569118901e-08
1824,1.4905369027928828e-07,8.421112696055388e-10
1825,1.1270966804310945e-07,8.805443485471187e-09
1826,9.776862741617265e-08,6.1655889282974385e-09
1827,1.6222400611720644e-07,3.6869092223668076e-09
1828,1.4033620721054518e-07,1.0089530988466322e-08
1829,1.3717081515096652e-07,7.715858174606183e-09
1830,1.8786305133744463e-07,1.3567886369969528e-08
1831,1.7306238930814288e-07,1.5591206103948707e-09
1832,1.1094574858816486e-07,0.0
1833,1.4247862734073635e-07,4.6334514003376626e-09
1834,1.474855890748472e-07,1.4935249481595747e-08
1835,1.1722786297241328e-07,1.9664028627630614e-08
1836,1.9624590608113834e-07,1.9490174807401672e-08
1837,9.253994626146067e-08,2.435261770017405e-08
1838,1.7484688585867048e-07,9.468243078458727e-09
1839,1.3143973565110656e-07,9.088918062616358e-09
1840,1.1720227499623093e-07,1.0828470564661075e-08
1841,1.4703056194775854e-07,1.0914932957462042e-08
1842,1.1739464067517247e-07,1.341653010911159e-08
1843,1.9729083622355148e-07,4.666459574309556e-08
1844,1.5203314940315238e-07,4.9397050894128824e-09
1845,1.9419193170167048e-07,3.738752596404993e-08
1846,1.0362467706137579e-07,2.0490753982471688e-08
1847,9.977463566457345e-08,3.235934187273415e-09
1848,7.562508130831702e-08,1.850401076808339e-08
1849,4.776266493422554e-08,1.508294644736452e-08
1850,1.0726613819400654e-07,1.9009188889640427e-08
1851,9.28719168236114e-08,1.3543821175687754e-08
1852,1.295598495154593e-07,1.5625309046640723e-08
1853,1.8632426690423642e-07,5.3747388761848924e-09
1854,1.5327209934579145e-07,2.234135720868835e-08
1855,1.645150575768639e-07,7.429711956774554e-09
1856,1.0457922500206607e-07,1.1907535402144731e-08
1857,1.649950125415245e-07,1.4156376515472857e-08
1858,1.1793758891709416e-07,1.3212924976357954e-08
1859,9.522363986214089e-08,5.092173349652285e-09
1860,2.2016254042078742e-07,1.830873586072812e-08
1861,1.787350306092783e-07,9.431927239234028e-09
1862,2.466820419877447e-07,1.536115412648087e-08
1863,1.4883970733681195e-07,4.545104914654985e-08
1864,9.829192038068868e-08,1.7740493518658695e-08
1865,8.425251213362017e-08,2.2592853810010638e-08
1866,1.7954111974916032e-07,1.1190909532388105e-08
1867,1.465549051005155e-07,1.2132028714972876e-08
1868,1.1262912769094413e-07,7.903798504571569e-09
1869,1.3771524309813543e-07,1.3673853160867111e-08
1870,1.2614906896857292e-07,5.734048791339319e-09
1871,1.115223595693493e-07,3.717412155879174e-08
1872,1.5420715726577328e-07,6.652073114565837e-09
1873,7.302925214558442e-08,8.979006871356887e-09
1874,1.69081439682639e-07,1.7923827755339516e-08
1875,1.0241533254795598e-07,6.865832347102696e-09
1876,1.6566080840441089e-07,7.255217759905008e-09
1877,1.0699732011509866e-07,9.895705588292003e-09
1878,1.6547102504871347e-07,2.113680963589104e-08
1879,6.659164597522249e-08,8.55305515301552e-09
1880,1.1167052460514526e-07,6.417846254436199e-09
1881,1.1713813058422673e-07,4.8807553554297556e-09
1882,1.0715170062347568e-07,1.9300616216355593e-08
1883,1.131161653233903e-07,1.2006744043446815e-08
1884,1.7296446674919252e-07,9.902545450302114e-09
1885,1.4180398011376383e-07,2.3848851782304337e-08
1886,1.0906354014350583e-07,1.0325542199041138e-08
1887,8.161155939934162e-08,1.7628096316002484e-08
1888,1.0715638998348709e-07,1.2047167707862627e-08
1889,8.645888804892365e-08,1.2530273707511697e-08
1890,1.7238036653655087e-07,1.7696843102044113e-08
1891,2.42220368873447e-07,7.649063604731055e-09
1892,1.1847488301519604e-07,5.014809900671935e-09
1893,1.422594238520425e-07,1.2932674486876294e-08
1894,1.9282710761459043e-07,3.213785149114301e-08
1895,1.0352017021375559e-07,8.426059849853118e-09
1896,7.194375445385148e-08,7.076434549446731e-09
1897,1.1070755412401212e-07,1.9228155068162778e-08
1898,1.9181822974445595e-07,1.810673566637888e-08
1899,1.0060192678906787e-07,1.6582735185011188e-08
1900,1.3496738171525635e-07,1.1939421895590385e-08
1901,1.279821263411307e-07,2.235495566438317e-09
1902,2.533706344731712e-07,3.437198747846537e-09
1903,1.3608554705335507e-07,1.4580594509538969e-08
1904,1.4135264425618743e-07,9.13686282189019e-09
1905,1.475977098319703e-07,1.0321517862621477e-08
1906,2.052529679552606e-07,1.1317205839134203e-08
1907,2.2062798410438234e-07,5.142843484406967e-09
1908,2.3329098763902323e-07,7.367083831866239e-09
1909,3.15206349466024e-07,1.320236009405562e-08
1910,3.6340225884057276e-07,6.947395991829808e-09
1911,3.9902805815117404e-07,1.1172785363555704e-08
1912,4.625965921434272e-07,1.0418842677495377e-08
1913,5.09087001221431e-07,3.71209285532359e-09
1914,3.0202313938687553e-07,2.678697486047099e-09
1915,1.8377989163820274e-07,1.1780762143587253e-08
1916,1.50528225217883e-07,8.789969641043172e-09
1917,1.381769423325352e-07,1.0966424213165737e-08
1918,2.6303800471083605e-07,2.067547733020092e-08
1919,2.642652502382603e-07,1.8415696745321952e-09
1920,2.854731246948461e-07,6.057785384427916e-09
1921,2.6504616346123555e-07,9.844571380313027e-09
1922,2.751969887526684e-07,3.6889677978990676e-09
1923,2.558443532585386e-07,1.1677542488541803e-08
1924,2.2947091282699006e-07,2.578324886925998e-09
1925,3.277457034656095e-07,1.0998177923937646e-09
1926,2.920288224572687e-07,1.114613823460786e-08
1927,2.129501930347999e-07,1.7838759802657478e-08
1928,2.31948637186008e-07,2.0566874425753667e-08
1929,2.551153110985638e-07,8.912325100141061e-09
1930,2.468346705919444e-07,5.2518016602221e-09
1931,4.573547949249246e-07,1.0264820993199919e-08
1932,3.9563927378694075e-07,9.863582839386709e-09
1933,3.8082598163846626e-07,6.882397318719313e-09
1934,3.774197683270586e-07,7.188948103475923e-09
1935,5.732808050495919e-07,5.98414207075848e-09
1936,4.692264652383926e-07,6.0623572828433225e-09
1937,4.293571240765459e-07,0.0
1938,4.2914859399445504e-07,6.482607339819424e-09
1939,4.909389987872714e-07,4.588215141154706e-09
1940,6.187310546135194e-07,0.0
1941,4.574829119974311e-07,1.1806010391524069e-08
1942,4.247896423503761e-07,1.8205270180260413e-08
1943,9.929064368474627e-07,2.322588166236983e-08
1944,4.6269882147953467e-07,3.2131861615880553e-09
1945,9.389352637612092e-07,2.178504043826024e-09
1946,4.134568101221703e-07,8.352662561605939e-09
1947,5.161737379744125e-07,8.344609447874518e-09
1948,4.435730192042797e-07,1.3046265401328583e-08
1949,4.7317980900185574e-07,6.8719057111366055e-09
1950,5.221962715573625e-07,1.914365022059883e-08
1951,4.659032604159563e-07,2.1322803078760444e-08
1952,5.388395063476992e-07,1.370824520563474e-08
1953,5.289949411846351e-07,6.464296653518886e-09
1954,6.74304979852991e-07,2.9317608341017376e-09
1955,5.406109884198429e-07,8.447047505910632e-09
1956,5.843164938568179e-07,2.703553825256222e-08
1957,5.009466179650701e-07,1.6786572132332367e-08
1958,6.444077458311881e-07,1.3235589513271862e-08
1959,4.7512084933032384e-07,1.6276571201956358e-08
1960,5.294437523950535e-07,7.612916519406099e-09
1961,4.3703921681625957e-07,7.64297514166401e-09
1962,4.7564672556177356e-07,8.244543714397423e-09
1963,4.4615768057809646e-07,1.5518526907953856e-08
1964,4.7637472228023725e-07,1.520992043424485e-08
1965,4.5801002546141945e-07,1.3680108601477059e-08
1966,5.383980679063427e-07,7.754704434148607e-09
1967,5.166991521310393e-07,5.423369309198733e-09
1968,4.051256959902716e-07,1.2126823101255013e-08
1969,4.514507359054676e-07,4.995933444718048e-09
1970,3.7893495408169997e-07,1.241655755990223e-08
1971,4.3933299265219716e-07,5.652237344833111e-09
1972,3.729616903092037e-07,2.0520587451500205e-09
1973,4.1018235097389777e-07,1.0475087464101307e-08
1974,4.0672883683257055e-07,2.2502286700643026e-09
1975,4.1065541767082436e-07,2.8557400888473694e-09
1976,4.079458255645818e-07,7.427584769459372e-09
1977,4.01384201875743e-07,1.1753563677885381e-09
1978,3.386137139571588e-07,5.346532105932056e-09
1979,3.440960313350061e-07,4.096381456264453e-09
1980,3.2234804003827833e-07,1.0801786132219604e-08
1981,2.859148393596911e-07,1.3283654176632353e-08
1982,3.0478835211233957e-07,1.2415004579935385e-09
1983,2.7345319608684804e-07,1.2630632539867293e-08
1984,2.52836773739773e-07,9.858314165001048e-09
1985,3.0739501566401373e-07,1.0226449020933615e-08
1986,2.673540528963514e-07,5.994485352545098e-09
1987,3.611492629396196e-07,1.0388388815840699e-08
1988,2.5065594289053195e-07,1.2592763276586538e-08
1989,1.909866496063728e-07,6.585746614717891e-09
1990,2.2557414969259781e-07,5.993515905799995e-09
1991,2.3035557727979494e-07,1.641210189973208e-08
1992,1.630943504693505e-07,5.509944056569793e-09
1993,2.2046045700108152e-07,1.0524494165053966e-08
1994,1.524453796530878e-07,4.2199412852994556e-09
1995,2.125600774283143e-07,9.760411145975922e-09
1996,2.0605035411236372e-07,1.4412848692302305e-08
1997,1.0980308384755944e-07,7.192341833217597e-09
1998,1.316003657159115e-07,8.10582001520288e-09
1999,1.6955446535682483e-07,5.484241505371301e-09
2000,1.9483518709506598e-07,7.95245647111642e-09
2001,1.296838689768265e-07,7.448059946568719e-09
2002,1.305603966050839e-07,9.200564754507923e-09
2003,1.5042591949843143e-07,1.1667384391955693e-08
2004,1.700249482594618e-07,2.378587282692024e-08
2005,1.5763123639711552e-07,1.0808999029165989e-08
2006,2.2442499875152677e-07,1.1530091548195287e-08
2007,1.6417310089167358e-07,1.2382886716011399e-08
2008,1.4092124867026712e-07,8.51487946817997e-09
2009,2.5891284249901503e-07,1.0966842545201416e-08
2010,2.116259318896141e-07,8.97520635589899e-09
2011,2.2255517517777434e-07,1.5678285336662157e-08
2012,2.291062098924712e-07,2.11063664323774e-08
2013,1.5284404897286663e-07,1.1714325509615264e-08
2014,1.4768336260850834e-07,1.0827226226695075e-08
2015,2.0569820136095984e-07,1.1969507163200888e-08
2016,1.6715714334925025e-07,1.2428039930512114e-08
2017,1.4439609019589739e-07,7.54683426862357e-09
2018,1.3449441449431276e-07,5.421080029321956e-09
2019,1.9004859225235649e-07,6.377469219387422e-09
