year,en_ADP aire_NOUN,en_ADP nerf_NOUN
1860,1.373155189554609e-08,1.830873586072812e-08
1861,1.3204698334767784e-08,9.431927239234028e-09
1862,3.6143891435358455e-08,1.536115412648087e-08
1863,1.947902072974017e-08,4.545104914654985e-08
1864,2.5412057458318316e-08,1.7740493518658695e-08
1865,2.9653119293371333e-08,2.2592853810010638e-08
1866,1.8489329622894957e-08,1.1190909532388105e-08
1867,2.8631587767335986e-08,1.2132028714972876e-08
1868,3.112120594561674e-08,7.903798504571569e-09
1869,3.174287332985415e-08,1.3673853160867111e-08
1870,4.0711745086241535e-08,5.734048791339319e-09
1871,3.929835434846041e-08,3.717412155879174e-08
1872,2.0560953717385644e-08,6.652073114565837e-09
1873,3.8909028887701425e-08,8.979006871356887e-09
1874,5.616132481289782e-08,1.7923827755339516e-08
1875,2.4030413270370587e-08,6.865832347102696e-09
1876,3.748529087133079e-08,7.255217759905008e-09
1877,5.999271590617639e-08,9.895705588292003e-09
1878,2.2344627481629686e-08,2.113680963589104e-08
1879,1.8327976358811782e-08,8.55305515301552e-09
1880,4.492492533536563e-08,6.417846254436199e-09
1881,6.83305714233029e-08,4.8807553554297556e-09
1882,6.25606177973026e-08,1.9300616216355593e-08
1883,3.475636339844712e-08,1.2006744043446815e-08
1884,3.6969503902639644e-08,9.902545450302114e-09
1885,3.287274280561192e-08,2.3848851782304337e-08
1886,5.0982363997142954e-08,1.0325542199041138e-08
1887,3.199173115309151e-08,1.7628096316002484e-08
1888,2.4728397107764977e-08,1.2047167707862627e-08
1889,3.8217333020451605e-08,1.2530273707511697e-08
1890,3.211649390877369e-08,1.7696843102044113e-08
1891,3.44207886637804e-08,7.649063604731055e-09
1892,2.7581454897784852e-08,5.014809900671935e-09
1893,2.832871559554917e-08,1.2932674486876294e-08
1894,3.591877373310126e-08,3.213785149114301e-08
1895,2.106515117894503e-08,8.426059849853118e-09
1896,2.122930492509667e-08,7.076434549446731e-09
1897,2.9133568113515196e-08,1.9228155068162778e-08
1898,2.6594268232038587e-08,1.810673566637888e-08
1899,2.984892333302014e-08,1.6582735185011188e-08
1900,2.0764213348734017e-08,1.1939421895590385e-08
1901,3.409130783227354e-08,2.235495566438317e-09
1902,2.8970674414985353e-08,3.437198747846537e-09
1903,3.0781254878320397e-08,1.4580594509538969e-08
1904,3.117282521003517e-08,9.13686282189019e-09
1905,2.5803795267176355e-08,1.0321517862621477e-08
1906,2.05767382577271e-08,1.1317205839134203e-08
1907,2.8799923057487575e-08,5.142843484406967e-09
1908,2.897719486583128e-08,7.367083831866239e-09
1909,1.925344239595006e-08,1.320236009405562e-08
1910,1.9238942772226153e-08,6.947395991829808e-09
1911,1.9685384544665396e-08,1.1172785363555704e-08
1912,2.5005221671037248e-08,1.0418842677495377e-08
1913,2.1742257383383645e-08,3.71209285532359e-09
1914,1.808120764223986e-08,2.678697486047099e-09
1915,2.3561524287174507e-08,1.1780762143587253e-08
1916,2.4172415624690302e-08,8.789969641043172e-09
1917,5.3735480065597585e-08,1.0966424213165737e-08
1918,1.033773866510046e-08,2.067547733020092e-08
1919,1.6574127070789757e-08,1.8415696745321952e-09
1920,1.8930578438158818e-08,6.057785384427916e-09
1921,2.4990065738972334e-08,9.844571380313027e-09
1922,2.360939327372691e-08,3.6889677978990676e-09
1923,1.4862327812892318e-08,1.1677542488541803e-08
1924,5.156649773851996e-09,2.578324886925998e-09
1925,8.798542339150117e-09,1.0998177923937646e-09
1926,6.687683296036084e-09,1.114613823460786e-08
1927,1.0034302388994831e-08,1.7838759802657478e-08
1928,1.4853853258500749e-08,2.0566874425753667e-08
1929,2.116677166874581e-08,8.912325100141061e-09
1930,1.1553964007759987e-08,5.2518016602221e-09
1931,2.5091784650044247e-08,1.0264820993199919e-08
1932,4.055028668403793e-08,9.863582839386709e-09
1933,4.1294382802092855e-08,6.882397318719313e-09
1934,2.875579241390369e-08,7.188948103475923e-09
1935,2.0346082152400413e-08,5.98414207075848e-09
1936,1.9399542861009422e-08,6.0623572828433225e-09
1937,2.1404900962807005e-08,0.0
1938,2.333738657878115e-08,6.482607339819424e-09
1939,1.2235240376412548e-08,4.588215141154706e-09
1940,1.5214697057785997e-08,0.0
1941,1.1806010391524069e-08,1.1806010391524069e-08
1942,1.517105907566929e-08,1.8205270180260413e-08
1943,2.9032351855917682e-08,2.322588166236983e-08
1944,4.4984606262232774e-08,3.2131861615880553e-09
1945,1.3071024707045353e-08,2.178504043826024e-09
1946,3.062643028073353e-08,8.352662561605939e-09
1947,1.6689218895749036e-08,8.344609447874518e-09
1948,2.5005341575123907e-08,1.3046265401328583e-08
1949,2.2579119796084512e-08,6.8719057111366055e-09
1950,2.4461330738745346e-08,1.914365022059883e-08
1951,2.3455083209000804e-08,2.1322803078760444e-08
1952,3.374337254058446e-08,1.370824520563474e-08
1953,3.124409986288157e-08,6.464296653518886e-09
1954,3.029486128625081e-08,2.9317608341017376e-09
1955,2.2525458831523792e-08,8.447047505910632e-09
1956,2.703553869665143e-08,2.703553825256222e-08
1957,7.951533903538532e-08,1.6786572132332367e-08
1958,2.8125628048769613e-08,1.3235589513271862e-08
1959,1.9376869886400527e-08,1.6276571201956358e-08
1960,2.629916601160076e-08,7.612916519406099e-09
1961,3.265634873628187e-08,7.64297514166401e-09
1962,5.45408234131628e-08,8.244543714397423e-09
1963,3.039045082253722e-08,1.5518526907953856e-08
1964,4.0154192526564714e-08,1.520992043424485e-08
1965,4.0493119801698896e-08,1.3680108601477059e-08
1966,5.151339477205141e-08,7.754704434148607e-09
1967,2.5144710702473816e-08,5.423369309198733e-09
1968,3.413475932467769e-08,1.2126823101255013e-08
1969,3.451736046988785e-08,4.995933444718048e-09
1970,3.3570694335516293e-08,1.241655755990223e-08
1971,3.956565930440803e-08,5.652237344833111e-09
1972,3.5398013353837854e-08,2.0520587451500205e-09
1973,4.300298939163838e-08,1.0475087464101307e-08
1974,4.050411750444738e-08,2.2502286700643026e-09
1975,4.16938057412608e-08,2.8557400888473694e-09
1976,2.228275491900078e-08,7.427584769459372e-09
1977,4.8189612078530786e-08,1.1753563677885381e-09
1978,5.287126469966097e-08,5.346532105932056e-09
1979,5.442335160310563e-08,4.096381456264453e-09
1980,3.581644952843632e-08,1.0801786132219604e-08
1981,6.135783220395652e-08,1.3283654176632353e-08
1982,3.165826112372372e-08,1.2415004579935385e-09
1983,3.6628833299801045e-08,1.2630632539867293e-08
1984,3.537395104613594e-08,9.858314165001048e-09
1985,4.9327574580537714e-08,1.0226449020933615e-08
1986,5.874595604415944e-08,5.994485352545098e-09
1987,4.8275453745638686e-08,1.0388388815840699e-08
1988,3.238138990280248e-08,1.2592763276586538e-08
1989,7.079677288857056e-08,6.585746614717891e-09
1990,8.554382369130309e-08,5.993515905799995e-09
1991,3.8099522925438833e-08,1.641210189973208e-08
1992,4.573253731265936e-08,5.509944056569793e-09
1993,5.760775678709251e-08,1.0524494165053966e-08
1994,4.378189177867142e-08,4.2199412852994556e-09
1995,6.181593642518024e-08,9.760411145975922e-09
1996,5.8719012541175175e-08,1.4412848692302305e-08
1997,4.842843426278165e-08,7.192341833217597e-09
1998,5.912480360859007e-08,8.10582001520288e-09
1999,4.295989214364582e-08,5.484241505371301e-09
2000,5.610899900254651e-08,7.95245647111642e-09
2001,6.790878490092744e-08,7.448059946568719e-09
2002,5.651775714099472e-08,9.200564754507923e-09
2003,6.833753474211335e-08,1.1667384391955693e-08
2004,6.7393305602792e-08,2.378587282692024e-08
2005,6.71058666412705e-08,1.0808999029165989e-08
2006,5.8474035113942335e-08,1.1530091548195287e-08
2007,3.794755376596015e-08,1.2382886716011399e-08
2008,4.385162938325138e-08,8.51487946817997e-09
2009,6.103286476211167e-08,1.0966842545201416e-08
2010,4.91274465552749e-08,8.97520635589899e-09
2011,4.0916501159449226e-08,1.5678285336662157e-08
2012,5.106378955788138e-08,2.11063664323774e-08
2013,4.62994750871637e-08,1.1714325509615264e-08
2014,3.5729847039367435e-08,1.0827226226695075e-08
2015,3.568686279820099e-08,1.1969507163200888e-08
2016,3.749125579433077e-08,1.2428039930512114e-08
2017,4.150758609045013e-08,7.54683426862357e-09
2018,3.252648211882203e-08,5.421080029321956e-09
2019,3.851991381420561e-08,6.377469219387422e-09
