year,bon_ADJ ombre_NOUN,bon_ADJ nombre_NOUN
1800,0.0,2.17890610088034e-06
1801,0.0,1.8906589973610721e-06
1802,0.0,1.2822823975966458e-06
1803,0.0,1.0609844913744837e-06
1804,0.0,1.2903061517022252e-06
1805,0.0,8.784492384616982e-07
1806,0.0,1.6857764322253388e-06
1807,0.0,1.5743661947453802e-06
1808,0.0,1.4457551964497384e-06
1809,0.0,1.5948755764938483e-06
1810,0.0,1.1630430343245735e-06
1811,0.0,1.9505057391455694e-06
1812,0.0,1.965732407072096e-06
1813,0.0,1.2940837343933254e-06
1814,0.0,2.064220275599382e-06
1815,0.0,1.5670869135675503e-06
1816,0.0,1.541206595234712e-06
1817,0.0,1.8916012125558268e-06
1818,0.0,2.1112404997580825e-06
1819,0.0,2.306213991332129e-06
1820,0.0,3.254975720068387e-06
1821,0.0,3.5659141843780162e-06
1822,0.0,2.6487677331488158e-06
1823,0.0,4.448197280737531e-06
1824,0.0,3.2505495255463757e-06
1825,0.0,3.1232907389266984e-06
1826,0.0,3.1761591348100637e-06
1827,0.0,3.2251239119318598e-06
1828,0.0,3.1506854014651253e-06
1829,0.0,3.671891370515823e-06
1830,0.0,4.254054232433191e-06
1831,1.5591206103948707e-09,4.245485442311292e-06
1832,0.0,4.2538224036547945e-06
1833,1.1583628500844156e-09,4.786355120245389e-06
1834,9.334530925997342e-10,4.628060217726215e-06
1835,7.563087933704082e-10,4.496255897379342e-06
1836,0.0,5.900818720760981e-06
1837,0.0,5.745826456404757e-06
1838,6.312161904276081e-10,5.767422138092115e-06
1839,0.0,5.843475122446762e-06
1840,0.0,5.9174405606654545e-06
1841,0.0,6.256824519823567e-06
1842,6.708265054555795e-10,6.212524340298842e-06
1843,0.0,6.365287248399909e-06
1844,0.0,6.23390772602761e-06
1845,0.0,6.423958467394186e-06
1846,0.0,6.483860147454834e-06
1847,0.0,6.003736501725143e-06
1848,0.0,6.2447011544009e-06
1849,0.0,6.8317368118187005e-06
1850,0.0,6.788316937900163e-06
1851,0.0,6.5506948772053875e-06
1852,0.0,6.94740293738505e-06
1853,0.0,7.5807703865393705e-06
1854,0.0,7.009990412143452e-06
1855,0.0,6.48189288199319e-06
1856,0.0,6.411431115793675e-06
1857,4.881509085841174e-10,7.3608276238701364e-06
1858,4.893676019968041e-10,7.133511616075339e-06
1859,0.0,7.14890211384045e-06
1860,4.577183909670879e-10,7.610026074189591e-06
1861,9.431927461278633e-10,7.631844255229225e-06
1862,0.0,7.531482907552345e-06
1863,0.0,7.540378902604061e-06
1864,0.0,7.516215589475905e-06
1865,0.0,7.691454470659664e-06
1866,9.731225825149181e-10,8.240402110004652e-06
1867,4.85281148598915e-10,8.422539167440846e-06
