year,en_ADP ombre_NOUN,en_ADP nombres_NOUN
1908,4.665819730576004e-08,4.0224275288380795e-07
1909,8.58153436089637e-08,4.092731664684379e-07
1910,4.221879190691169e-08,3.4630097811572114e-07
1911,3.4582432695273724e-08,5.299092840083119e-07
1912,4.271725556614925e-08,5.193792773638961e-07
1913,4.242391643538568e-08,3.913606327898833e-07
1914,3.28140435934543e-08,4.2725224247419646e-07
1915,1.767114277129167e-08,6.444076769973606e-07
1916,5.493731181083206e-08,6.768276801238926e-07
1917,7.457168749169796e-08,4.134342095341026e-07
1918,4.824278221349232e-08,4.789818799366685e-07
1919,6.077179609542682e-08,3.747594394809539e-07
1920,4.543338860685253e-08,3.5362322758913933e-07
1921,7.118382461257511e-08,3.5591912883603527e-07
1922,7.525494538640487e-08,4.662855361270424e-07
1923,4.777176476622458e-08,3.1954002643885815e-07
1924,6.316896139502148e-08,4.1768864189606347e-07
1925,4.6192347724627325e-08,3.431431476741409e-07
1926,7.690835535090201e-08,4.1463635724880987e-07
1927,4.013721033313544e-08,3.7907365779688007e-07
1928,7.312666383541e-08,3.6563332184158526e-07
1929,8.466708778520626e-08,4.378179649933145e-07
1930,5.566909777598994e-08,5.41985954782831e-07
1931,7.185374961693469e-08,3.4330124520920435e-07
1932,8.658034122976943e-08,3.781040041062056e-07
1933,6.538277275147664e-08,4.794736838675817e-07
1934,4.31336868444987e-08,3.342860992461283e-07
1935,5.505410793915644e-08,3.710168012815984e-07
1936,1.1397231469700841e-07,3.5040424606336273e-07
1937,6.673292651804275e-08,3.5255132146971846e-07
1938,5.575042061334301e-08,3.6691557658841134e-07
1939,5.047036655270176e-08,3.854100825151363e-07
1940,5.0715659227762444e-08,4.488335765273632e-07
1941,5.017554371988808e-08,4.3682238448639055e-07
1942,1.8205270180260413e-08,3.489343498586095e-07
1943,6.967764698551093e-08,3.1935587685438804e-07
1944,1.1888788975511488e-07,3.7272959652057125e-07
1945,6.317661682686548e-08,4.3570079810706375e-07
1946,9.048717686255259e-08,3.0626429126101584e-07
1947,5.722018059373113e-08,3.6835490435649376e-07
1948,9.784699028791977e-08,4.142189342637437e-07
1949,5.988375306742455e-08,2.5622391719437587e-07
1950,7.763814013905801e-08,4.6157469490992753e-07
1951,8.742349422163898e-08,3.806120472127361e-07
1952,8.224947067869692e-08,3.680136617667529e-07
1953,8.188109035245361e-08,3.857030161924513e-07
1954,7.133951385185355e-08,3.195619218132606e-07
1955,7.320774164654154e-08,3.8011711644969637e-07
1956,7.67460488493299e-08,3.6716005347159353e-07
1957,6.184526385455413e-08,4.0729523509419607e-07
1958,6.28690483006622e-08,4.6159119726496556e-07
1959,5.348016129946842e-08,3.425830663594809e-07
1960,7.820541825243055e-08,3.7234083372084115e-07
1961,8.129346190655085e-08,4.6761110983339904e-07
1962,9.132416922685849e-08,3.9700647835871905e-07
1963,8.276548335572897e-08,3.8343694708231624e-07
1964,1.016022696531671e-07,3.9728313705467144e-07
1965,9.576075865602718e-08,2.993207752766125e-07
1966,7.422360359665703e-08,3.8496570908819194e-07
1967,7.14898651388296e-08,3.5005383214326e-07
1968,8.354033595447952e-08,4.1141368178898574e-07
1969,8.49308677830507e-08,4.146624750234196e-07
1970,6.944074973369574e-08,3.7847507439181527e-07
1971,9.454651528351121e-08,2.872364222028523e-07
1972,5.386654311489991e-08,3.396157353119378e-07
1973,6.450448275518994e-08,4.206574528708984e-07
1974,7.707033067294589e-08,3.020932091146733e-07
1975,8.681450136549529e-08,3.2041404285365616e-07
1976,5.9420679876520666e-08,3.1938615085991273e-07
1977,7.757351827564207e-08,3.837538518070005e-07
1978,8.198015821747617e-08,2.631681859099899e-07
1979,7.022367753961589e-08,2.978654389806934e-07
1980,8.129765771691666e-08,2.490095964979844e-07
1981,1.0310645415234632e-07,3.0805424833246775e-07
1982,1.0366528491179139e-07,2.9361484532586246e-07
1983,1.0988649767895708e-07,2.658747941808315e-07
1984,1.0380225445860702e-07,3.1314645809743524e-07
1985,8.060847533908344e-08,2.4363009920591594e-07
1986,1.025057037584709e-07,2.6255845009259815e-07
1987,9.105117232399706e-08,2.5482105847629555e-07
1988,1.0314072751427261e-07,2.5965078886969195e-07
1989,1.0976244357863152e-07,2.173296334007091e-07
1990,1.0406923400818613e-07,2.3592658804361122e-07
1991,1.0374793468770349e-07,2.4383695773622094e-07
1992,1.0303595943117472e-07,3.774311743143244e-07
1993,1.2407824034887938e-07,2.980093505300374e-07
1994,1.0180608661647383e-07,2.7113124145827783e-07
1995,1.0790677096306212e-07,2.7112254485928133e-07
1996,1.1103232022691145e-07,2.658369773200775e-07
1997,1.1076206596349891e-07,1.941932237237154e-07
1998,1.2397135940034332e-07,2.2553251577406286e-07
1999,1.0602866720721416e-07,1.73210624510034e-07
2000,1.0559095309226052e-07,1.533056899205576e-07
2001,1.13035267090833e-07,1.9408767837347796e-07
2002,1.4019908761708777e-07,3.2245789549634196e-07
2003,1.1542376743278737e-07,2.2501383223350047e-07
2004,1.3346517260814927e-07,2.0702518677140347e-07
2005,1.1574636604727573e-07,2.004168624392122e-07
2006,1.321842672541429e-07,1.972469287903067e-07
2007,1.422034667797334e-07,1.5538525355296429e-07
2008,1.5241633888329886e-07,1.294261600115476e-07
2009,1.4876760268123235e-07,1.7642311922472231e-07
2010,1.7005654245894064e-07,1.6627751930897716e-07
2011,1.804914757375098e-07,1.3689820099749284e-07
2012,1.8587220118604364e-07,1.2425522577519388e-07
2013,2.1866740784748373e-07,1.3220452410589445e-07
2014,2.2239122543510348e-07,1.123866055774414e-07
2015,1.9927012928633303e-07,1.3609772653300212e-07
2016,1.7813523767173933e-07,1.1620217454932913e-07
2017,2.163425709689193e-07,1.0716504172947339e-07
2018,2.145198878533705e-07,9.654685217963532e-08
2019,1.793344410749853e-07,1.043353981544648e-07
