year,en_ADP oies_NOUN,en_ADP noix_NOUN
1800,9.432493897065797e-09,5.65949598296811e-08
1801,0.0,4.524246932646747e-08
1802,6.713520406265161e-09,8.951360541686881e-09
1803,1.950339267864365e-08,1.5212646076179226e-07
1804,1.9774807569206132e-08,8.898663139689234e-08
1805,2.842877711017877e-09,8.52863308864471e-08
1806,0.0,5.4751712497136396e-08
1807,1.9928686256776018e-08,1.1672516109229036e-07
1808,2.039466551195801e-08,2.945896149242344e-08
1809,2.4849335034105025e-08,7.680704072754452e-08
1810,2.106114038724627e-08,1.6380887757350138e-08
1811,2.5070768572277302e-08,3.008491944456182e-08
1812,5.3344164641089264e-09,1.600324850414836e-08
1813,1.1502966579257645e-08,7.189353823378042e-08
1814,0.0,3.1466771410748606e-09
1815,2.697223555614414e-09,1.0788894222457657e-08
1816,4.6352077731626196e-09,2.0858434979231788e-08
1817,0.0,3.580808893843823e-08
1818,2.384235475716423e-09,3.2187177367859476e-08
1819,1.035105001712111e-09,5.175524897538253e-09
1820,1.3053129244156025e-08,2.966620371580575e-08
1821,1.1833785507064931e-08,2.1695274909916407e-08
1822,3.0076847679083585e-09,2.105379337535851e-08
1823,2.668325471688604e-08,2.2730180404550993e-08
1824,0.0,7.57900142644985e-09
1825,3.522177216552791e-09,3.169959583715354e-08
1826,0.0,1.5854372037438225e-08
1827,1.8434546111834038e-09,7.373818444733615e-09
1828,4.586150570418113e-09,1.7427371545863934e-08
1829,5.143905745796928e-09,7.715858174606183e-09
1830,8.349468672008697e-09,2.1917355041978226e-08
1831,3.1182412207897414e-09,1.7150327380477393e-08
1832,0.0,2.570694235259907e-08
1833,2.548398292390175e-08,3.4750886612755494e-08
1834,2.42697808516823e-08,2.5203233278148218e-08
1835,5.294161553592858e-09,1.9664028627630614e-08
1836,6.720750067579218e-10,1.2097349788575684e-08
1837,0.0,3.339787468803479e-08
1838,1.8936485712828244e-09,2.7142295522253335e-08
1839,1.2584655095793096e-08,3.425822825420255e-08
1840,1.4650283985950807e-08,3.3122379505812205e-08
1841,5.778493683550323e-09,1.6693427085101575e-08
1842,1.341653010911159e-08,1.609983613093391e-08
1843,4.7255288571079745e-09,3.307870244384503e-08
1844,9.330554162634286e-09,1.3721403568922597e-08
1845,3.9061593959388574e-09,1.5066614622583074e-08
1846,9.367202347121406e-09,1.6978054517835517e-08
1847,9.168480197274675e-09,2.534815024546333e-08
1848,1.287235473768078e-08,2.091757700384278e-08
1849,1.1731180693530519e-08,1.508294644736452e-08
1850,6.1100964288129944e-09,2.5119284430275002e-08
1851,6.449438760824933e-10,2.1283147688677673e-08
1852,5.208436348880241e-09,2.018269107395554e-08
1853,2.9859659189668264e-09,2.329053394589664e-08
1854,5.195664343204953e-09,2.4939190268469247e-08
1855,4.776243400783642e-09,2.5473298137512757e-08
1856,3.106313539724681e-09,2.174419400091665e-08
1857,9.763018171682347e-10,2.4407546206361985e-08
1858,1.468102750479261e-09,8.808616946964776e-09
1859,3.5645213447565993e-09,1.8331824946926645e-08
1860,5.95033897154984e-09,2.0139609091529564e-08
1861,8.017138342086838e-09,3.0182167876091626e-08
1862,9.035972525772706e-10,1.400575744270327e-08
1863,4.9946209945694875e-09,2.0477944673302773e-08
1864,9.589455896019672e-10,2.7329949858767577e-08
1865,3.2947911621228343e-09,1.1296426905005319e-08
1866,6.811858188626729e-09,1.8002767276925624e-08
1867,4.85281148598915e-10,1.8925964795357686e-08
1868,5.433861360870651e-09,2.0253484223076157e-08
1869,1.953407657850903e-09,2.3929244363785074e-08
1870,1.1468097582678638e-09,2.5229814681893004e-08
1871,1.0621177271019633e-09,1.3807530230280918e-08
1872,1.2094678591978436e-09,1.2094679036067646e-08
1873,2.9930022349411445e-09,1.616221290134945e-08
1874,4.182226565063729e-09,3.2262889249068394e-08
1875,5.149374260327022e-09,2.0025344937835143e-08
1876,8.464420275799966e-09,1.753344314181504e-08
1877,2.4739263970730008e-09,1.1751150275074451e-08
1878,1.3285995414946683e-08,3.623453181944569e-08
1879,1.0996785704264767e-08,2.077170613290491e-08
1880,1.1552123035940554e-08,1.7969970400599777e-08
1881,6.972507571312292e-10,3.2770785196589713e-08
1882,6.655385131892899e-10,3.1945848633085916e-08
1883,1.2006744043446815e-08,2.8437025179073316e-08
1884,3.300848483434038e-09,2.5746619058963915e-08
1885,7.090199094506033e-09,5.9299846810745294e-08
1886,1.5488312854472497e-08,3.743009102663564e-08
1887,7.834709769838355e-09,2.415702127223085e-08
1888,1.7119660356001987e-08,2.028996703984376e-08
1889,1.8795409673089125e-09,4.009687515349469e-08
1890,5.243509182406569e-09,2.2284913470116408e-08
1891,3.1871101313640793e-09,2.932141285327816e-08
1892,6.268512375839919e-09,1.4417578242387208e-08
1893,6.158416498980301e-09,3.510297474917934e-08
1894,5.041231432301174e-09,1.449354058991048e-08
1895,1.745398137131815e-08,1.5046536461227333e-08
1896,2.948514543632541e-09,1.8280790214930676e-08
1897,6.992056045262984e-09,1.5732126712464378e-08
1898,1.923840653450526e-08,1.0185038590293516e-08
1899,6.080336234504102e-09,2.04520400615138e-08
1900,4.15284251431558e-09,2.076421168339948e-08
1901,6.147612696683069e-09,2.9620316865930363e-08
1902,1.6694965410124496e-08,1.6203935970793282e-08
1903,1.0260418292773466e-08,2.430099144135056e-08
1904,2.6873125946735854e-09,2.579820090886642e-08
1905,5.160759042333041e-10,2.6835946798087207e-08
1906,9.259531807970234e-09,3.035068729673185e-08
1907,6.685696440911215e-09,1.542852956504248e-08
1908,4.4202501658929805e-09,1.8663278922304016e-08
1909,6.60118004702781e-09,1.6502950117569526e-08
1910,2.137660271017694e-09,4.221879024157715e-08
1911,2.128149656499545e-09,2.074945903984826e-08
1912,5.209421061191932e-09,1.9795800554334164e-08
1913,5.302989602995467e-09,1.4318072061314524e-08
1914,4.018046340092951e-09,1.9420557606508737e-08
1915,5.890381071793627e-09,4.947920118070215e-08
1916,3.2962386153911893e-09,3.955486249651585e-08
1917,3.289927441585405e-09,1.864292187292449e-08
1918,3.44591288836682e-09,3.101321510712296e-08
1919,2.762354511798293e-09,1.5653341733923298e-08
1920,9.086678076641874e-09,3.9375606775138294e-08
1921,7.572747429129834e-10,3.256281289054641e-08
1922,2.951174193910333e-09,3.6151885041135756e-08
1923,2.1231896241147297e-09,3.503262746562541e-08
1924,5.156649662829693e-09,2.4494086758863887e-08
1925,7.698724768800957e-09,5.0591619782380803e-08
1926,1.1146138456652466e-09,2.3406890647947876e-08
1927,6.689535148041159e-09,4.2367055641534535e-08
1928,2.2852082448565625e-09,4.227635130860108e-08
1929,3.342121912552898e-09,2.5622934884950155e-08
1930,2.100720708497761e-09,3.046045193855207e-08
1931,4.5621426636444085e-09,2.6232321204133768e-08
1932,6.575722188983946e-09,3.1782654730250215e-08
1933,0.0,1.7205993074753678e-08
1934,3.5944740517379614e-09,9.585264137967897e-09
1935,3.590485242455088e-09,4.547948151412129e-08
1936,2.424942913137329e-09,3.15242587589637e-08
1937,0.0,3.777335422228134e-08
1938,9.075650453382877e-09,5.575042294481136e-08
1939,1.070583532936098e-08,1.6823456405745674e-08
1940,7.607348750937604e-09,1.5214697057785997e-08
1941,0.0,1.4757512545315876e-08
1942,3.034211770724937e-09,3.6410540360520827e-08
1943,2.9032352077962287e-09,5.2258233296242906e-08
1944,0.0,2.5705489292704442e-08
1945,4.357008087652048e-09,1.9606536838523425e-08
1946,0.0,3.480275978517966e-08
1947,2.3841741914054637e-09,2.7418003867296648e-08
1948,1.0871887834440486e-09,2.717971980814582e-08
1949,9.817008317369869e-10,2.4542520904446974e-08
1950,1.0635361480382244e-09,1.0635361036293034e-08
1951,3.198420528427448e-09,3.6248767543156646e-08
1952,9.490323193972472e-09,3.057992969957013e-08
1953,8.619062019654677e-09,2.1547654327491728e-08
1954,9.772536113672459e-10,2.34540866728139e-08
1955,1.8771215692936494e-09,1.8771215692936494e-08
1956,1.744228317335228e-09,1.744228228517386e-08
1957,0.0,3.6223653410161205e-08
1958,0.0,2.5643954515430778e-08
1959,6.975672928177801e-09,2.5577467255288866e-08
1960,3.460416619915918e-09,1.868625076895114e-08
1961,3.47407969059077e-09,2.570818935510033e-08
1962,6.341956404476434e-10,4.122271590745186e-08
1963,2.5864212993553792e-09,2.392439668597035e-08
1964,2.4335873316516654e-09,2.251068309533366e-08
1965,1.6416130677043839e-09,4.322914293197755e-08
1966,7.754704434148607e-09,2.437192847537517e-08
1967,5.916402701089396e-09,1.5777073869571723e-08
1968,4.491415656060482e-09,1.3025106326836067e-08
1969,3.1792304344691047e-09,2.2708789515490935e-08
1970,9.197450023812337e-10,2.7592349738370103e-08
1971,3.596878239697787e-09,1.9012070140433934e-08
1972,2.0520587451500205e-09,2.4624704053621826e-08
1973,4.410563025913916e-09,2.0950174928202614e-08
1974,2.812785782069227e-09,1.8564387360697765e-08
1975,3.4268881066168433e-09,1.8276736568623164e-08
1976,1.7140580066410394e-09,1.8283285996290033e-08
1977,2.3507127355770763e-09,1.880570188461661e-08
