year,ancien_ADJ nombre_NOUN
1800,0.0
1801,0.0
1802,3.5805442166747525e-08
1803,1.755305234496518e-08
1804,2.2246657849223084e-08
1805,1.7057265822018053e-08
1806,0.0
1807,3.9857372513552036e-08
1808,0.0
1809,0.0
1810,1.6380887757350138e-08
1811,1.7549536934780008e-08
1812,1.0668832928217853e-08
1813,8.627225156487839e-09
1814,2.8320094713762956e-08
1815,2.697223555614414e-09
1816,2.3176038865813098e-09
1817,3.113746815941454e-09
1818,1.7881765401739358e-08
1819,1.9666995143552413e-08
1820,2.0173018810965004e-08
1821,1.0847637454958203e-08
1822,1.5038423839541792e-08
1823,3.4589405117912975e-08
1824,2.0210670470532932e-08
1825,5.547429182684027e-08
1826,1.76159691278599e-08
1827,1.7512819638909605e-08
1828,2.7516904310687096e-09
1829,5.486832677092934e-08
1830,4.174734158368665e-08
1831,9.354723218280014e-09
1832,2.0294953273491956e-08
1833,3.8225973497674204e-08
1834,1.3068342852307069e-08
1835,2.949604294144592e-08
1836,3.091545153210973e-08
1837,4.0355768504696243e-08
1838,1.7674054220151447e-08
1839,4.055055669027752e-08
1840,1.46502836528839e-08
1841,2.3756030032018316e-08
1842,2.2137275124123335e-08
1843,3.0125246297529884e-08
1844,4.610391357573462e-08
1845,1.897277535078956e-08
1846,1.9319854160926297e-08
1847,3.721324404182269e-08
1848,1.930853166243196e-08
1849,5.865590679832167e-09
1850,1.0862393651223101e-08
1851,1.5478653025979838e-08
1852,1.4974254725075298e-08
1853,8.957897534855874e-09
1854,1.506742641765868e-08
1855,1.1144567935161831e-08
1856,2.329735160344626e-08
1857,3.905207179855097e-08
1858,1.468102794888182e-08
1859,5.092173349652285e-10
1860,6.408057640072684e-09
1861,4.2443675241088386e-09
1862,1.0391368654438793e-08
1863,7.991393324857654e-09
1864,6.712618905169165e-09
1865,1.0825742080555756e-08
1866,2.3354942868536455e-08
1867,2.620518202434141e-08
1868,1.3831646938911035e-08
1869,9.767038733343725e-09
1870,4.587239033071455e-09
1871,8.496941816815706e-09
1872,6.047339518033823e-09
1873,5.387403856360606e-09
1874,8.364453130127458e-09
1875,1.7736734747586524e-08
1876,4.836811839936672e-09
1877,4.9478527941460015e-09
1878,1.8117265909722846e-08
1879,1.4662380642960215e-08
1880,2.1178893305773272e-08
1881,1.324776466304911e-08
1882,1.7969540522244642e-08
1883,3.4756364897248204e-08
1884,1.0562715146988921e-08
1885,1.0313017106966527e-08
1886,2.0651084398082276e-08
1887,9.140494583448344e-09
1888,1.3949351895803375e-08
1889,1.50363277384713e-08
1890,1.5730527991308918e-08
1891,2.5496880162734215e-09
1892,5.641661360300532e-09
1893,9.853466487186324e-09
1894,1.3233232287745977e-08
1895,3.0093072478365457e-09
1896,4.717623180994224e-09
1897,8.740070001067579e-09
1898,3.960848538042683e-09
1899,6.633094074004475e-09
1900,1.349673794948103e-08
1901,1.5089595351014395e-08
1902,5.892340837476695e-09
