year,en_ADP air_NOUN,en_ADP nerfs_NOUN
1843,1.9729083622355148e-07,1.4412863436064072e-07
1844,1.5203314940315238e-07,9.495210662180398e-08
1845,1.9419193170167048e-07,1.545723193885351e-07
1846,1.0362467706137579e-07,6.322861167973315e-08
1847,9.977463566457345e-08,3.66739207890987e-08
1848,7.562508130831702e-08,4.424871846708811e-08
1849,4.776266493422554e-08,2.8490010350878947e-08
1850,1.0726613819400654e-07,5.906426636670403e-08
1851,9.28719168236114e-08,8.319776156895387e-08
1852,1.295598495154593e-07,1.282577386518824e-07
1853,1.8632426690423642e-07,7.703791737867505e-08
1854,1.5327209934579145e-07,5.247621004400571e-08
1855,1.645150575768639e-07,9.074862816760287e-08
1856,1.0457922500206607e-07,8.645906035553708e-08
1857,1.649950125415245e-07,6.345961622855611e-08
1858,1.1793758891709416e-07,5.04048642824273e-08
1859,9.522363986214089e-08,6.976277688863775e-08
1860,2.2016254042078742e-07,4.027921818305913e-08
1861,1.787350306092783e-07,5.611996911625283e-08
1862,2.466820419877447e-07,3.930648162508987e-08
1863,1.4883970733681195e-07,2.6970951694238465e-08
1864,9.829192038068868e-08,3.452204211384924e-08
1865,8.425251213362017e-08,6.730787305286867e-08
1866,1.7954111974916032e-07,1.3088498462821008e-07
1867,1.465549051005155e-07,8.783588612004678e-08
1868,1.1262912769094413e-07,1.2843672436702036e-07
1869,1.3771524309813543e-07,7.569454396616493e-08
1870,1.2614906896857292e-07,7.683625113941162e-08
1871,1.115223595693493e-07,1.391374269132939e-07
1872,1.5420715726577328e-07,7.861540751719076e-08
1873,7.302925214558442e-08,1.0355788049309922e-07
1874,1.69081439682639e-07,1.1351757223110326e-07
1875,1.0241533254795598e-07,4.291145216939185e-08
1876,1.6566080840441089e-07,6.771536220639973e-08
1877,1.0699732011509866e-07,9.833857461671869e-08
1878,1.6547102504871347e-07,1.020605964185961e-07
1879,6.659164597522249e-08,7.209003882735487e-08
1880,1.1167052460514526e-07,8.086486502634216e-08
1881,1.1713813058422673e-07,5.020205406935929e-08
1882,1.0715170062347568e-07,7.52058539887912e-08
1883,1.131161653233903e-07,6.066565561013704e-08
1884,1.7296446674919252e-07,1.1156868140460574e-07
1885,1.4180398011376383e-07,6.703461252755005e-08
1886,1.0906354014350583e-07,6.517998230037847e-08
1887,8.161155939934162e-08,5.092561039532484e-08
1888,1.0715638998348709e-07,5.389522428345117e-08
1889,8.645888804892365e-08,7.455512474052739e-08
1890,1.7238036653655087e-07,4.7191583973926754e-08
1891,2.42220368873447e-07,4.398211927991724e-08
1892,1.1847488301519604e-07,5.0774950466347946e-08
1893,1.422594238520425e-07,5.4194064347257154e-08
1894,1.9282710761459043e-07,6.994708456886656e-08
1895,1.0352017021375559e-07,4.513960760732516e-08
1896,7.194375445385148e-08,5.130415203780103e-08
1897,1.1070755412401212e-07,5.127508018176741e-08
1898,1.9181822974445595e-07,5.545187775624072e-08
1899,1.0060192678906787e-07,9.231055742020544e-08
1900,1.3496738171525635e-07,6.02162160134867e-08
1901,1.279821263411307e-07,5.6446264551368586e-08
1902,2.533706344731712e-07,4.1246384085980026e-08
1903,1.3608554705335507e-07,6.858279988364302e-08
1904,1.4135264425618743e-07,8.814384955257992e-08
1905,1.475977098319703e-07,5.26397414546409e-08
1906,2.052529679552606e-07,6.378788697247728e-08
1907,2.2062798410438234e-07,3.7028470956101955e-08
1908,2.3329098763902323e-07,4.665819730576004e-08
1909,3.15206349466024e-07,6.436150812305641e-08
1910,3.6340225884057276e-07,5.2907090264397993e-08
1911,3.9902805815117404e-07,3.6710581241550244e-08
1912,4.625965921434272e-07,4.167537070998151e-08
1913,5.09087001221431e-07,5.1438998838193584e-08
1914,3.0202313938687553e-07,4.218948390644073e-08
1915,1.8377989163820274e-07,2.9451904026700504e-08
1916,1.50528225217883e-07,3.735737053034427e-08
1917,1.381769423325352e-07,3.180263163926611e-08
1918,2.6303800471083605e-07,3.790504266021344e-08
1919,2.642652502382603e-07,2.5781975665495338e-08
1920,2.854731246948461e-07,5.7548959375708364e-08
1921,2.6504616346123555e-07,4.695103328344885e-08
1922,2.751969887526684e-07,5.3121134158118366e-08
1923,2.558443532585386e-07,6.369568694708505e-08
1924,2.2947091282699006e-07,4.898817351772777e-08
1925,3.277457034656095e-07,3.629398648286042e-08
1926,2.920288224572687e-07,5.684530535177146e-08
1927,2.129501930347999e-07,6.020581366783517e-08
1928,2.31948637186008e-07,5.3702393643106916e-08
1929,2.551153110985638e-07,5.7930112262738476e-08
1930,2.468346705919444e-07,4.411513643276521e-08
1931,4.573547949249246e-07,3.877821086462063e-08
1932,3.9563927378694075e-07,3.06867029564728e-08
1933,3.8082598163846626e-07,3.326492148403304e-08
1934,3.774197683270586e-07,4.553000465534751e-08
1935,5.732808050495919e-07,4.547948151412129e-08
1936,4.692264652383926e-07,3.8799086610197264e-08
1937,4.293571240765459e-07,6.547381303789734e-08
1938,4.2914859399445504e-07,6.093650739558143e-08
1939,4.909389987872714e-07,2.2941076593951948e-08
1940,6.187310546135194e-07,2.2822046474857416e-08
1941,4.574829119974311e-07,4.427253941230447e-08
1942,4.247896423503761e-07,7.282108072104165e-08
1943,9.929064368474627e-07,3.774205836748479e-08
1944,4.6269882147953467e-07,3.855823393905666e-08
1945,9.389352637612092e-07,4.1391576388605245e-08
1946,4.134568101221703e-07,4.872386583087973e-08
1947,5.161737379744125e-07,4.7683485604466114e-08
1948,4.435730192042797e-07,7.392883816237372e-08
1949,4.7317980900185574e-07,6.675565344949064e-08
1950,5.221962715573625e-07,6.168509969484148e-08
1951,4.659032604159563e-07,4.691016641800161e-08
1952,5.388395063476992e-07,4.5342655852209646e-08
1953,5.289949411846351e-07,7.54167928107563e-08
1954,6.74304979852991e-07,5.374894840315392e-08
1955,5.406109884198429e-07,4.035811329572425e-08
1956,5.843164938568179e-07,5.05826207586324e-08
1957,5.009466179650701e-07,3.534015036166238e-08
1958,6.444077458311881e-07,5.2942358053087446e-08
1959,4.7512084933032384e-07,3.332821663093455e-08
1960,5.294437523950535e-07,3.737250153790228e-08
1961,4.3703921681625957e-07,2.848745239703021e-08
1962,4.7564672556177356e-07,3.868593267952747e-08
1963,4.4615768057809646e-07,2.9743844720542256e-08
1964,4.7637472228023725e-07,3.467862086381501e-08
1965,4.5801002546141945e-07,2.3529786119524942e-08
1966,5.383980679063427e-07,3.9881339120029224e-08
1967,5.166991521310393e-07,3.9442685562107727e-08
1968,4.051256959902716e-07,2.784677910483424e-08
1969,4.514507359054676e-07,2.952142530432411e-08
1970,3.7893495408169997e-07,2.4373242979436327e-08
1971,4.3933299265219716e-07,3.699646100585596e-08
1972,3.729616903092037e-07,3.026786643545165e-08
1973,4.1018235097389777e-07,2.866866033457427e-08
1974,4.0672883683257055e-07,2.306484425673716e-08
1975,4.1065541767082436e-07,3.0270843609514486e-08
1976,4.079458255645818e-07,3.028169359708954e-08
1977,4.01384201875743e-07,1.8218024422367307e-08
1978,3.386137139571588e-07,3.386137237271214e-08
1979,3.440960313350061e-07,1.7555919384903973e-08
1980,3.2234804003827833e-07,2.3309118191150446e-08
1981,2.859148393596911e-07,2.213942273954217e-08
1982,3.0478835211233957e-07,2.3588508923921836e-08
1983,2.7345319608684804e-07,2.5261265079734585e-08
1984,2.52836773739773e-07,3.015484395518797e-08
1985,3.0739501566401373e-07,2.7671566371623157e-08
1986,2.673540528963514e-07,2.6375735373562748e-08
1987,3.611492629396196e-07,2.0165694891716157e-08
1988,2.5065594289053195e-07,1.6190695006912392e-08
1989,1.909866496063728e-07,2.030605195102453e-08
1990,2.2557414969259781e-07,2.8332985735346483e-08
1991,2.3035557727979494e-07,3.165191131415668e-08
1992,1.630943504693505e-07,3.305966345124034e-08
1993,2.2046045700108152e-07,2.6588196533339215e-08
1994,1.524453796530878e-07,2.320967773528082e-08
1995,2.125600774283143e-07,2.8196744494835002e-08
1996,2.0605035411236372e-07,2.2953797085278893e-08
1997,1.0980308384755944e-07,3.308477047880842e-08
1998,1.316003657159115e-07,2.765514928171342e-08
1999,1.6955446535682483e-07,1.96518641359944e-08
2000,1.9483518709506598e-07,2.5624583344097118e-08
2001,1.296838689768265e-07,2.8039755406439326e-08
2002,1.305603966050839e-07,2.6287329646379476e-08
2003,1.5042591949843143e-07,3.791899771954377e-08
2004,1.700249482594618e-07,2.7750184372621334e-08
2005,1.5763123639711552e-07,2.8823997411109303e-08
2006,2.2442499875152677e-07,4.117890028965121e-08
2007,1.6417310089167358e-07,2.5564668604260987e-08
2008,1.4092124867026712e-07,4.044567702976565e-08
2009,2.5891284249901503e-07,2.9085974517784052e-08
2010,2.116259318896141e-07,4.2514137987836875e-08
2011,2.2255517517777434e-07,5.5447593183544086e-08
2012,2.291062098924712e-07,6.638293115202032e-08
2013,1.5284404897286663e-07,4.3789263770577236e-08
2014,1.4768336260850834e-07,6.084901116309993e-08
2015,2.0569820136095984e-07,6.16207955772552e-08
2016,1.6715714334925025e-07,5.3440572855834034e-08
2017,1.4439609019589739e-07,4.3771638758016707e-08
2018,1.3449441449431276e-07,4.827342792168565e-08
2019,1.9004859225235649e-07,3.851991436931712e-08
