year,en_ADP or_NOUN,en_ADP nord_NOUN
1800,6.980045327509288e-06,8.803660378475797e-08
1801,6.350614057737403e-06,1.666827853519237e-08
1802,7.655650733795483e-06,4.923248297927785e-08
1803,5.9017265812144615e-06,9.16659448346735e-08
1804,7.0299442995747086e-06,3.213406074564773e-08
1805,6.606847819057293e-06,8.528632911009026e-09
1806,6.8151475716149434e-06,1.729001475325731e-08
1807,6.0241568462515716e-06,4.270432896191778e-08
1808,6.4809714785951655e-06,1.1330369531492579e-08
1809,7.76654724177206e-06,1.581321340538011e-08
1810,5.911160315008601e-06,3.510190182964834e-08
1811,9.31880458665546e-06,1.7549536934780008e-08
1812,6.8013810050615575e-06,7.201462315364893e-08
1813,6.634335932176327e-06,4.888760796184499e-08
1814,5.903166311327368e-06,2.5173416684509675e-08
1815,1.0122679668711498e-05,3.506390644503199e-08
1816,5.3258536354405805e-06,1.1588019432906549e-08
1817,5.930131010245532e-06,3.425121430922218e-08
1818,5.1046481530647725e-06,3.5763531691657136e-08
1819,7.2146817728935275e-06,2.070209959015301e-08
1820,6.727108029735973e-06,4.865257352548724e-08
1821,6.427718290069606e-06,2.1695273577648777e-08
1822,8.022498150239699e-06,4.511527151862538e-08
1823,6.740980552422116e-06,2.8659790984875144e-08
1824,6.967628451093333e-06,5.726356810953348e-08
1825,7.2732959779386874e-06,6.604082258832022e-08
1826,8.379035534744617e-06,2.1139162420524826e-08
1827,7.899203410488553e-06,2.21214555007343e-08
1828,6.4774790189403575e-06,4.769596628761974e-08
1829,6.618492079724092e-06,1.7146351893870815e-08
1830,8.751287168706767e-06,2.5048406460115302e-08
1831,6.476586804637918e-06,2.8064170543018463e-08
1832,7.179001840995625e-06,2.30009471469117e-08
1833,7.363712484220741e-06,2.3167257445777523e-08
1834,6.873015081509948e-06,2.8003592333902816e-08
1835,7.255270247696899e-06,8.31939672707449e-08
1836,6.864574061182793e-06,3.1587524595977357e-08
1837,7.021207693469478e-06,3.5485244076483013e-08
1838,7.056365575408563e-06,4.292270006089893e-08
1839,7.455709237547126e-06,1.5381245166423696e-08
1840,7.969754733494483e-06,1.8472096297017515e-08
1841,7.788125003571622e-06,2.118781017301785e-08
1842,7.114786058082245e-06,4.024959032733477e-09
1843,7.359420578723075e-06,9.451057714215949e-09
1844,6.799778475397034e-06,1.7014539999138378e-08
1845,7.008766260696575e-06,1.5066615954850704e-08
1846,7.009009095781948e-06,1.6392604162973612e-08
1847,8.276440894405823e-06,2.2651539310913904e-08
1848,6.6855791374109685e-06,2.172209828676941e-08
1849,5.945194970990997e-06,3.351765975878607e-08
1850,7.818886842869688e-06,6.1100964288129944e-09
1851,7.19241415936267e-06,1.096404567135778e-08
1852,8.220215022447519e-06,1.3021090872200602e-08
1853,8.5852489064564e-06,1.1943863675867306e-08
1854,7.341993295995053e-06,1.0391329130499116e-08
1855,7.917419679870363e-06,1.6982198758341838e-08
1856,8.091428753687069e-06,5.694908100650764e-09
1857,8.515304216416553e-06,2.5871997877402464e-08
1858,8.358888408110943e-06,2.985142433242771e-08
1859,7.205934707599226e-06,1.9859476285688515e-08
1860,8.530039849574678e-06,7.32349442200686e-09
1861,8.377909580303822e-06,1.6034277017240584e-08
1862,9.247414709534496e-06,1.8523744538256892e-08
1863,7.2911475399450865e-06,1.1987089765241876e-08
1864,7.302370704564964e-06,1.5343129433631475e-08
1865,7.4099853009101935e-06,1.7886009118228685e-08
1866,8.710906513442751e-06,2.2381818620687e-08
1867,9.209665222442709e-06,1.8925964795357686e-08
1868,8.792975677351933e-06,8.397786022129594e-09
1869,6.798835329391295e-06,2.0022428159904848e-08
1870,7.445089067914523e-06,2.0069171213776826e-08
1871,6.073189069866203e-06,8.496941816815706e-09
1872,7.06631590219331e-06,2.4794091224578096e-08
1873,8.139169949572533e-06,3.4120224867706384e-08
1874,7.414490028168075e-06,1.2546678973546221e-08
1875,7.726350304437801e-06,1.3731665304828056e-08
1876,7.484966317861108e-06,3.9299095977440857e-08
1877,9.371233318233863e-06,1.7317485223600215e-08
1878,1.0096752703248058e-05,1.69094480639842e-08
1879,9.032026355271228e-06,2.3215435795975736e-08
1880,7.997919965418987e-06,1.0910338632541539e-08
1881,1.044342207023874e-05,2.022027167924989e-08
1882,7.564510724478168e-06,2.2628309670480462e-08
1883,9.607290849089622e-06,1.7694149256897163e-08
1884,7.816409379302058e-06,1.386356363042296e-08
1885,9.4944216471049e-06,2.9649923405372647e-08
1886,9.35300522542093e-06,1.4842966855610484e-08
1887,7.971164450282231e-06,9.140494583448344e-09
1888,8.393071766477078e-06,8.242799331981132e-09
1889,8.273739695141558e-06,2.0674951528576457e-08
1890,7.080048362695379e-06,2.0974036119003614e-08
1891,8.761365279497113e-06,3.824532024410132e-09
1892,9.089342711376958e-06,1.7551834652351772e-08
1893,9.538771337247454e-06,2.9560399461558973e-08
1894,1.042841722664889e-05,6.175508637795701e-08
1895,9.170563316729385e-06,1.4444674567570814e-08
1896,9.294896699429955e-06,1.0024949315123877e-08
1897,1.0751451554824598e-05,1.2236098800855189e-08
1898,8.204048754123505e-06,3.168678741616304e-08
1899,8.074133802438155e-06,2.1557555740514545e-08
1900,9.301328645960893e-06,1.5054054003371675e-08
1901,7.562681275885552e-06,3.185581165521256e-08
1902,7.296681815205375e-06,3.0443759069243015e-08
1903,7.375620953098405e-06,1.6200661034915242e-08
1904,6.838135504949605e-06,2.042357571951925e-08
1905,7.16468184691621e-06,1.857873277444355e-08
1906,7.4348899943288416e-06,7.87060208118362e-08
1907,7.372780146397417e-06,3.239991208658921e-08
1908,7.036056103970623e-06,2.7503778143866953e-08
1909,6.1825553530070465e-06,2.420432715366516e-08
1910,6.2622757468489e-06,2.2979848246507117e-08
1911,6.615885467908811e-06,1.862130960539332e-08
1912,6.261724138312275e-06,2.7088990606216612e-08
1913,6.590555585717084e-06,2.8105845428783027e-08
1914,7.541872946603689e-06,1.6072184916282595e-08
1915,8.198232535505667e-06,1.767114277129167e-08
1916,7.160529094107915e-06,1.7579939282086343e-08
1917,5.998634151183069e-06,2.8512704197680705e-08
1918,5.382516064855736e-06,4.135095554858026e-08
1919,6.98139047017321e-06,1.4732557840346772e-08
1920,7.841045771783683e-06,2.1959472018551196e-08
1921,7.103237294359133e-06,2.7261891411001216e-08
1922,8.12753387435805e-06,2.2133806787394406e-08
1923,8.043703928706236e-06,4.2463792482294593e-08
1924,8.326700481120497e-06,2.3204924204378585e-08
1925,8.824938049656339e-06,2.5295809003011982e-08
1926,8.1400248745922e-06,2.6750732295965918e-08
1927,8.067579074122477e-06,1.449399278374841e-08
1928,8.855182386469096e-06,2.056687409268676e-08
1929,1.1270749382674694e-05,4.0105461174277934e-08
1930,7.525831733801169e-06,2.3107928015519974e-08
1931,7.273195933521492e-06,2.8513391647777553e-08
1932,7.509474471589783e-06,1.9727165678773417e-08
1933,7.3159885687346105e-06,2.2941324395731044e-08
1934,7.547197128587868e-06,3.474658250013363e-08
1935,7.015808023425052e-06,3.829851102921111e-08
1936,6.872288395243231e-06,1.4549657478823974e-08
1937,7.155532330216374e-06,1.1332006333297784e-08
1938,6.883232344989665e-06,2.981999336348906e-08
1939,7.052086857584072e-06,2.4470480752825097e-08
1940,5.931196028541308e-06,1.775048041885441e-08
1941,5.746575425291667e-06,2.066051774107791e-08
1942,5.1793995226034895e-06,3.337632992206352e-08
1943,5.707760465156753e-06,2.322588166236983e-08
1944,6.905137070134515e-06,3.855823393905666e-08
1945,6.2893413996789604e-06,1.5249528306782167e-08
1946,6.498371476482134e-06,1.2528993842408909e-08
1947,6.525484877784038e-06,2.2649655262441115e-08
1948,5.5359651014441624e-06,2.0656587107481528e-08
1949,6.833619409007952e-06,5.890204990421921e-08
1950,6.2078606788418256e-06,2.871547510885364e-08
1951,6.310483513516374e-06,5.7571569067604855e-08
1952,6.2530689319828525e-06,2.6362009020175492e-08
1953,6.049504008842632e-06,2.8011950981010614e-08
1954,6.1772202570864465e-06,2.9317607896928166e-08
1955,6.206702437339118e-06,3.941955251107743e-08
1956,6.0036336435587145e-06,3.662879444199518e-08
1957,6.971728453208925e-06,6.007825581466619e-08
1958,4.993953552911989e-06,3.0607300083307365e-08
1959,5.545659860217711e-06,3.8753737552355005e-08
1960,5.3352705435827374e-06,3.114374941270981e-08
1961,6.085892891860567e-06,4.5857850128339095e-08
1962,6.563290753547335e-06,2.9172999349569295e-08
1963,6.0923152886971366e-06,3.814971483162566e-08
1964,5.8765049288922455e-06,4.076258797169885e-08
1965,6.6567408794071525e-06,3.009623839034248e-08
1966,6.204317742231069e-06,3.2126634130769105e-08
1967,6.0919228417333215e-06,2.5144711535141084e-08
1968,6.53456072541303e-06,3.5482184634894054e-08
1969,7.288158940355061e-06,3.315483287913423e-08
1970,6.666771696473006e-06,3.587005537042387e-08
1971,6.522681815113174e-06,3.5968782952089384e-08
1972,6.21466006123228e-06,4.104117401482199e-08
1973,5.915667770750588e-06,4.0246386778797216e-08
1974,5.516998044186039e-06,4.3879460176476925e-08
1975,6.028467396390624e-06,6.282628106646371e-08
1976,6.0900483731529675e-06,5.4849857766825494e-08
1977,6.050147021596786e-06,3.937443693313725e-08
1978,5.6108883654815145e-06,6.11880890399874e-08
1979,5.7173779168806504e-06,6.261611384950072e-08
1980,5.888678970222827e-06,7.163289927891725e-08
1981,5.95044457440963e-06,4.364629241360163e-08
1982,5.961064289294882e-06,5.0280768437716006e-08
1983,5.759568011853844e-06,7.010000890872448e-08
1984,6.095917797210859e-06,5.3930779730926304e-08
1985,6.118424153100932e-06,1.1309248826307794e-07
1986,5.735523700423073e-06,8.452224620203452e-08
1987,5.65678328712238e-06,1.5277042120231954e-07
1988,5.375311047828291e-06,1.277265979648945e-07
1989,6.06547246206901e-06,6.695509224829976e-08
1990,5.819704256282421e-06,7.410165248078471e-08
1991,5.580114702752326e-06,7.97159253607127e-08
1992,5.430049895949196e-06,1.3664661291379332e-07
1993,5.8560499383020215e-06,8.973516180121877e-08
1994,5.764439720223891e-06,9.811363599343537e-08
1995,5.808529294881737e-06,1.0953350360054515e-07
1996,5.747524028265616e-06,1.147689778768779e-07
1997,5.329525265551638e-06,8.10337186241128e-08
1998,5.069474809715757e-06,1.0871334898965301e-07
1999,5.412489372247364e-06,1.0602866584719095e-07
2000,5.48984598935931e-06,1.1354341156177838e-07
2001,5.306085768097546e-06,1.0865405250526372e-07
2002,6.18234162175213e-06,1.2355044676226612e-07
