year,tout_DET air_NOUN,tout_DET ver_NOUN
1888,2.346027505595316e-08,3.1703073499755874e-09
1889,4.51089832154139e-08,1.2530273485467092e-09
1890,4.0637195386494795e-08,0.0
1891,2.1672347472190268e-08,1.2748440081367107e-09
1892,2.1312942521944933e-08,3.1342561879199593e-09
1893,1.4780199342201428e-08,2.4633666773077323e-09
1894,3.7179083589578e-08,6.301539290376468e-10
1895,1.5648397910794642e-08,6.018614495673091e-10
1896,2.2998413173880294e-08,4.717623180994224e-09
1897,1.5732126934508983e-08,0.0
1898,1.69750646872302e-08,5.6583548957434e-10
1899,9.949641111006713e-09,1.1055156790007459e-09
1900,1.1939422339679595e-08,5.191053142894475e-10
1901,2.2913829500481597e-08,0.0
1902,3.83002145554201e-08,2.4551419786078554e-09
1903,2.7001100910695186e-08,1.6200660812870638e-09
1904,2.20359632763234e-08,5.374625189347171e-10
1905,1.341797323251015e-08,5.160759042333041e-10
1906,1.3374879426208963e-08,2.0576738091193647e-09
1907,1.337139288182243e-08,5.65712765521198e-09
1908,2.062783477363439e-08,2.9468334439286537e-09
1909,1.3752459171456621e-08,3.3005901345362076e-09
1910,3.046165797382372e-08,1.6032452032632705e-09
1911,9.576673454247953e-09,5.320374141248863e-10
1912,1.7712032729377825e-08,5.209421227725386e-10
1913,2.8636144122629048e-08,5.30298971401777e-10
1914,1.674185973188358e-08,1.3393487430235496e-09
1915,2.1205371680821372e-08,0.0
1916,3.2962386153911893e-09,0.0
1917,1.0966424213165737e-08,0.0
1918,1.9526840588923733e-08,0.0
1919,3.867296449744373e-08,1.8415696745321952e-09
1920,4.240449769099541e-08,7.572231730534895e-10
1921,1.741731914250977e-08,7.572747429129834e-10
1922,1.0329110011753073e-08,1.4755870969551665e-09
1923,2.44166811214086e-08,1.0615948120573648e-09
1924,1.5469949654622894e-08,0.0
1925,2.3096174084358267e-08,0.0
1926,1.5604593173179637e-08,4.458455382660986e-09
1927,3.34476758512281e-08,4.4596899506643695e-09
1928,1.7139061725401916e-08,0.0
1929,3.342121956961819e-08,0.0
1930,2.520864939015155e-08,0.0
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,2.301502632917618e-08,3.2878609834696704e-09
1933,9.176529758292418e-09,3.4411986593596566e-09
1934,1.9170528275935794e-08,0.0
1935,1.795242710045386e-08,0.0
1936,1.2124715009775855e-08,1.2124714565686645e-09
1937,2.2664012888640173e-08,0.0
1938,7.779128452511941e-09,0.0
1939,1.8352860564618823e-08,1.5294050470515685e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,3.541802984230458e-08,0.0
1942,3.034211770724937e-09,0.0
1943,2.322588166236983e-08,0.0
1944,9.639558484764166e-09,0.0
1945,3.0499055725385915e-08,0.0
1946,4.1763311919851276e-08,0.0
1947,2.6225916327504706e-08,0.0
1948,1.195907639583993e-08,1.0871887834440486e-09
1949,1.5707213085747185e-08,0.0
1950,2.0207187478860078e-08,0.0
1951,3.1984203729962246e-08,0.0
1952,1.4762725264461096e-08,0.0
1953,1.508335856215126e-08,3.232148326759443e-09
1954,1.8567819282111486e-08,5.863521668203475e-09
1955,2.3464020060259827e-08,2.815682353940474e-09
1956,1.0465370126055973e-08,0.0
1957,1.8553580005686854e-08,8.835037701437898e-10
1958,4.9633461784992505e-09,8.272243445794913e-10
1959,2.8677767716089875e-08,7.750747821333448e-10
1960,7.61291657491725e-09,1.3841666701708277e-09
1961,3.265634918037108e-08,0.0
1962,1.5220695481765745e-08,0.0
1963,2.0691370394843034e-08,2.5864211883330768e-09
1964,1.0342745992986124e-08,0.0
1965,2.517140029745235e-08,1.0944086747954884e-09
1966,2.1602390987141007e-08,5.539074754423723e-10
1967,2.3665610304757223e-08,1.479100675272349e-09
1968,2.290622025391542e-08,4.4914158503495116e-10
1969,2.089208669953102e-08,1.3625273131978588e-09
1970,2.1614008027803777e-08,1.839490032518043e-09
1971,4.162101840954335e-08,0.0
1972,3.5398013853438215e-08,0.0
1973,3.528450381873327e-08,5.513203782392395e-10
1974,2.644018703978901e-08,0.0
1975,3.426888195434685e-08,2.2845920710778955e-09
1976,4.513686113760684e-08,1.7140580066410394e-09
1977,4.466354291965402e-08,0.0
1978,2.1386128867817433e-08,0.0
1979,1.872631405497316e-08,1.1703946700691858e-09
1980,2.785723873799384e-08,1.7055452605774235e-09
1981,1.4548763582755697e-08,3.1627747087981106e-09
1982,1.1794254461960918e-08,0.0
1983,1.0736036948344463e-08,1.2630632095778083e-09
1984,1.0438215014563212e-08,5.799008495621649e-10
1985,1.2632671464452017e-08,6.015558051686298e-10
1986,2.577628693822831e-08,0.0
1987,2.0165696001939182e-08,6.110816852533674e-10
1988,9.594486038988492e-09,0.0
1989,1.3720305114262032e-08,0.0
1990,1.3076762006569709e-08,0.0
1991,1.934283488935762e-08,0.0
1992,1.046889380740268e-08,1.1019888335184191e-09
1993,1.3294098266669607e-08,1.1078414852150331e-09
1994,1.0549853324270941e-08,0.0
1995,1.030265628365612e-08,1.626735190995987e-09
1996,1.3345230698291743e-08,0.0
1997,1.102825741838842e-08,9.58978896292706e-10
1998,8.105819682135973e-09,0.0
1999,1.782378400427831e-08,0.0
2000,1.899753554468475e-08,4.4180314962005696e-10
2001,1.358175633070502e-08,0.0
2002,1.6210519815373914e-08,3.066854992184176e-09
2003,1.6250998768896352e-08,0.0
2004,1.805964400247717e-08,4.404791253964646e-10
2005,1.306087415997581e-08,4.5037495954858286e-10
2006,1.1118302722934459e-08,0.0
2007,1.1184542181297275e-08,1.5977917877663117e-09
2008,1.1920830711442676e-08,1.7029758436759579e-09
2009,1.7165493915172192e-08,4.76819250749827e-10
2010,2.172944801870358e-08,4.723793023408973e-10
2011,1.453109355065152e-08,2.294383100176489e-09
2012,2.2468068627823357e-08,6.808505426114664e-10
2013,2.2870825233667347e-08,5.578250084070646e-10
2014,1.818974029732523e-08,1.5158115873603606e-09
2015,3.2361999857677404e-08,4.433150790905671e-10
2016,2.1127668059506277e-08,8.285360175719347e-10
2017,1.660303478034919e-08,5.031222660711876e-10
2018,2.349134664569874e-08,5.162933414126769e-10
2019,3.061185260833099e-08,5.1019755087367e-10
