year,tout_DET empire_NOUN,tout_DET vampire_NOUN
1846,1.2470087984439715e-07,5.854501328173001e-10
1847,8.952751162638606e-08,1.6179670936367074e-09
1848,7.803865109679009e-08,8.045221711050488e-10
1849,1.441259376289139e-07,8.379414939696517e-10
1850,1.0522943583168853e-07,0.0
1851,6.578427713677115e-08,1.2898877521649865e-09
1852,6.510545280669078e-08,6.510545436100301e-10
1853,9.137056000696475e-08,1.7915795513800958e-09
1854,1.267742151256357e-07,5.195664454227256e-10
1855,1.2259024728678014e-07,1.5920811335945473e-09
1856,1.1338044680897497e-07,1.5531567143511893e-09
1857,1.0446429454802342e-07,0.0
1858,8.368186288354451e-08,1.468102750479261e-09
1859,1.2526746084873253e-07,0.0
1860,1.48758470430721e-07,0.0
1861,9.573406412055618e-08,0.0
1862,1.0436548386616451e-07,0.0
1863,1.0189026733442574e-07,4.994620828036034e-10
1864,1.184297779843746e-07,1.4384183844029508e-09
1865,1.1720042225604743e-07,0.0
1866,1.0023162611005887e-07,9.731225825149181e-10
1867,8.298307641041447e-08,9.7056229719783e-10
1868,1.3041267532543088e-07,4.93987406535723e-10
1869,9.620532503973322e-08,0.0
1870,7.282241920592014e-08,1.7202146374017957e-09
1871,1.221435399489934e-07,0.0
1872,9.433849346152101e-08,6.047339295989218e-10
1873,6.764185006558066e-08,0.0
1874,4.8991794399100286e-08,5.974609140757536e-10
1875,6.865832391511617e-08,0.0
1876,6.650615946846017e-08,0.0
1877,6.679601405323865e-08,0.0
1878,5.9183068834567365e-08,0.0
1879,6.109325134673327e-08,0.0
1880,5.519347912041894e-08,0.0
1881,5.787181356353699e-08,0.0
1882,5.98984666311253e-08,0.0
1883,6.635306215585501e-08,6.319338941018771e-10
1884,7.393900514074403e-08,0.0
1885,5.9299848642613284e-08,0.0
1886,5.2918402104751294e-08,0.0
1887,8.7487588285029e-08,0.0
1888,5.70655336318282e-08,0.0
1889,4.260292985058811e-08,0.0
1890,5.89894781910516e-08,0.0
1891,7.075384556021191e-08,0.0
1892,6.331197455189397e-08,0.0
1893,4.865148994781521e-08,6.158416554491453e-10
1894,5.923446866340498e-08,0.0
1895,4.213030280197927e-08,6.018614495673091e-10
1896,4.245860768525844e-08,3.5382172747233653e-09
1897,3.3794939513498434e-08,0.0
1898,5.3754372508763026e-08,0.0
1899,3.2612712530522003e-08,0.0
1900,3.9971108645175946e-08,0.0
1901,4.247441537374996e-08,0.0
1902,3.7318156398402635e-08,0.0
1903,5.130209301817956e-08,5.400220270956879e-10
1904,2.9022975134296303e-08,0.0
1905,2.4771643847287805e-08,0.0
1906,2.9321850836261376e-08,0.0
1907,5.451414092361162e-08,0.0
1908,4.714933465876925e-08,0.0
1909,4.675835896250646e-08,0.0
1910,3.954671634609497e-08,0.0
1911,4.681929421934683e-08,0.0
1912,4.167537132060417e-08,0.0
1913,5.886318438230731e-08,0.0
1914,3.281404570287805e-08,0.0
1915,1.1545146338942658e-07,0.0
1916,4.724608615447323e-08,0.0
1917,3.070598708632133e-08,0.0
1918,4.020231614276781e-08,0.0
1919,2.67027611133841e-08,0.0
1920,1.8930579770426448e-08,0.0
1921,3.180554092319099e-08,0.0
1922,3.320070929291319e-08,0.0
1923,3.927900671385487e-08,1.0615948120573648e-09
1924,4.2542360634278964e-08,0.0
1925,4.069325831856929e-08,0.0
1926,4.792839602973942e-08,0.0
1927,7.024011339229475e-08,0.0
1928,3.5420727573232114e-08,0.0
1929,6.350031500623743e-08,0.0
1930,2.7309369543537798e-08,0.0
1931,5.246464152008912e-08,0.0
1932,4.274219378430644e-08,0.0
1933,3.785318480886701e-08,0.0
1934,6.589868917217245e-08,0.0
1935,2.0346083040578833e-08,1.196828414151696e-09
1936,2.9099315401737158e-08,0.0
1937,3.903246748038214e-08,0.0
1938,3.1116513810047763e-08,0.0
1939,3.5176316970364496e-08,0.0
1940,3.803674530900025e-08,0.0
1941,3.836953554881006e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,6.677440911317944e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,3.921307367704685e-08,0.0
1946,4.872386671905815e-08,0.0
1947,4.410722120873345e-08,0.0
1948,4.892349680929442e-08,0.0
1949,3.435952833363842e-08,0.0
1950,4.998619962393036e-08,0.0
1951,4.4777886065716643e-08,0.0
1952,5.6941941606325486e-08,0.0
1953,2.4779803320384985e-08,0.0
1954,3.322662234239715e-08,0.0
1955,3.0972505449256005e-08,0.0
1956,1.6570169458773876e-08,8.72114158667614e-10
1957,1.855357895097498e-08,0.0
1958,2.812562704956889e-08,0.0
1959,3.95288144439121e-08,0.0
1960,4.152500004961368e-08,6.920833350854139e-10
1961,5.489045834528028e-08,0.0
1962,3.1075587991757914e-08,1.2683912808952869e-09
1963,3.944292470414723e-08,0.0
1964,3.954579413933956e-08,0.0
1965,2.4076991622656863e-08,0.0
1966,3.434226292231557e-08,5.539074754423723e-10
1967,3.648448337889576e-08,0.0
1968,3.368561796168734e-08,4.4914158503495116e-10
1969,3.224648117972073e-08,1.8167031212712459e-09
1970,1.5635665095992124e-08,4.5987250119061684e-10
1971,2.3122789460927606e-08,0.0
1972,2.513772040524387e-08,0.0
1973,3.85924281420813e-08,0.0
1974,2.3627401812831295e-08,0.0
1975,1.8847884586392638e-08,1.1422960355389478e-09
1976,3.3709809388327017e-08,1.7140580621521906e-09
1977,2.4682483446003545e-08,0.0
1978,3.5643549001207475e-08,0.0
1979,3.394144498791718e-08,1.7555920051037788e-09
1980,2.785723879350499e-08,1.1370301367108482e-09
1981,3.22603017632872e-08,0.0
1982,7.449002648041159e-08,0.0
1983,5.999550101165596e-08,0.0
1984,5.2191077515306716e-08,0.0
1985,5.173379991063598e-08,6.015558051686298e-10
1986,5.81465073867804e-08,0.0
1987,3.972031015209154e-08,6.110816852533674e-10
1988,4.197587655241364e-08,5.996553809062277e-10
1989,4.664903785478458e-08,5.488122178931576e-10
1990,5.448651108075353e-08,5.44865097484859e-10
1991,7.20960224853684e-08,4.68917216167597e-09
1992,6.391535389838054e-08,0.0
1993,6.868617163924284e-08,1.661762283333701e-09
1994,4.800183317499318e-08,0.0
1995,5.530899738204198e-08,5.422450821690461e-10
1996,4.7509019607261394e-08,2.135236876199542e-09
1997,4.890792437706182e-08,3.835915585170824e-09
1998,4.052909918783598e-08,1.43043876743576e-09
1999,5.438539363300521e-08,1.8280804647829996e-09
2000,5.1249166133082724e-08,2.2090156370779823e-09
2001,3.986902630259692e-08,4.3812117822561447e-10
2002,4.950780363444096e-08,4.38122149670761e-10
2003,4.583615137443431e-08,3.333538334260311e-09
2004,7.620288755560978e-08,8.809582507929292e-10
2005,4.819011989454225e-08,1.8014998381943315e-09
2006,6.382729278442412e-08,1.6471559671771274e-09
2007,4.873264938809463e-08,1.1983438685803094e-09
2008,5.662394880756594e-08,1.7029758714315335e-09
2009,5.769513000686288e-08,1.430457752249481e-09
2010,4.204175818589562e-08,5.196172492283324e-09
2011,4.5887664085197954e-08,6.500752353089112e-09
2012,5.1063788808480837e-08,2.2127642190783448e-08
2013,5.271446218424458e-08,1.1435413060922883e-08
2014,4.677361520322165e-08,1.5591205659859497e-08
2015,6.472400007617729e-08,1.2191164300290325e-08
2016,5.5511912178118905e-08,7.663958023762518e-09
2017,6.263872143197347e-08,1.0817128526241504e-08
2018,5.0080455282763836e-08,1.7812120889360017e-08
2019,5.3060546234551254e-08,1.0459049404332177e-08
