year,devrait_VERB ôter_VERB,devrait_VERB voter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,2.2660739951163578e-09,0.0
1809,2.259030518203531e-09,0.0
1810,4.680253518074551e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,8.627225156487839e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,4.6352077731626196e-09
1817,1.8682481339737933e-08,0.0
1818,2.384235475716423e-09,0.0
1819,3.1053151161586356e-09,1.035105001712111e-09
1820,0.0,9.493184904840746e-09
1821,0.0,9.86148829262845e-10
1822,8.02049271442229e-09,0.0
1823,6.917880934764753e-09,0.0
1824,8.421112696055388e-10,0.0
1825,1.3208164340028361e-08,2.641632912414593e-09
1826,1.7615968683770689e-09,0.0
1827,4.608636583469661e-09,9.217273055917019e-10
1828,9.172301251858528e-10,9.172301251858528e-10
1829,1.714635211591542e-09,0.0
1830,9.39315203396518e-09,1.0436835840010872e-09
1831,3.1182412207897414e-09,0.0
1832,0.0,1.3529969367098715e-09
1833,1.1583628500844156e-09,6.950177322551099e-09
1834,9.334530925997342e-10,2.8003592777992026e-09
1835,1.5126175867408165e-09,1.5126175867408165e-09
1836,8.064899859050456e-09,1.3441500135158435e-09
1837,5.5663127440652715e-09,1.3915781860163179e-09
1838,8.2058102535143e-09,6.312161904276081e-10
1839,2.0974426639952526e-09,4.894032734625853e-09
1840,1.2739377330817092e-09,7.0066574764382494e-09
1841,1.2841097074556274e-09,9.630822361827995e-09
1842,3.3541325272778977e-09,4.024959032733477e-09
1843,3.5441467538532834e-09,2.3627644285539873e-09
1844,1.097712254427563e-09,3.2931368743049916e-09
1845,5.580227946389016e-10,2.2320911785556063e-09
1846,5.854501328173001e-10,1.1709002656346001e-09
1847,2.1572894581822766e-09,3.775256551818984e-09
1848,6.43617736884039e-09,1.528592186161859e-08
1849,0.0,1.75967720394965e-08
1850,7.467895635215882e-09,1.0183494048021657e-08
1851,7.739326512989919e-09,5.159551008659946e-09
1852,6.510545436100301e-10,1.3021090872200602e-09
1853,5.3747388761848924e-09,1.7915795513800958e-09
1854,5.7152309551611324e-09,1.2469595134234623e-08
1855,9.021793090369101e-09,2.1227748447927297e-09
1856,3.6240324075009767e-09,1.0354378465748937e-09
1857,1.4644527812635033e-09,0.0
1858,4.893676130990343e-09,4.893676019968041e-10
1859,8.656694916453489e-09,0.0
1860,7.323494255473406e-09,0.0
1861,7.545541969022906e-09,4.715963619617014e-09
1862,2.710791813242963e-09,9.035972525772706e-10
1863,3.995696662428827e-09,2.9967726078439227e-09
1864,2.3973640850272204e-09,9.589455896019672e-10
1865,0.0,2.3534221238463715e-09
1866,3.8924903300596725e-09,9.731225825149181e-10
1867,9.7056229719783e-10,4.367530337390235e-09
1868,2.9639244392143382e-09,3.951899252285784e-09
1869,7.325278605918584e-09,3.906815315701806e-09
1870,5.734048791339319e-10,2.8670243956696595e-09
1871,1.0621177271019633e-09,5.3105884134652115e-09
1872,1.2094678591978436e-09,6.047339518033823e-09
1873,0.0,1.0176207432266438e-08
1874,4.182226565063729e-09,2.3898436563030145e-09
1875,4.005069165202713e-09,7.437985338754061e-09
1876,5.441413541973361e-09,2.418405919968336e-09
1877,3.0924081073635534e-09,5.566334504436554e-09
1878,3.6234530931267273e-09,7.850815109122777e-09
1879,5.498392852132383e-09,1.0385853066452455e-08
1880,1.9253538763308597e-09,1.9253538763308597e-09
1881,0.0,2.7890030285249168e-09
1882,1.3310770263785798e-09,3.9932310791357395e-09
1883,0.0,1.0742875922176154e-08
1884,1.5844072720483382e-08,5.941527270181268e-09
1885,3.2228177904158883e-09,9.023890079618013e-09
1886,1.2906927748801422e-09,1.1616235084943582e-08
1887,8.48760173255414e-09,9.140494583448344e-09
1888,3.1703073499755874e-09,1.4583413587843097e-08
1889,0.0,5.6386229019267375e-09
1890,3.2771931834929546e-09,1.3108772956016423e-09
1891,3.824531802365527e-09,1.3385862196457765e-08
1892,1.2537024751679837e-09,6.268512375839919e-09
1893,3.695050043717174e-09,7.390100087434348e-09
1894,6.9316934414587195e-09,5.671385139294216e-09
1895,2.4074457982692365e-09,8.426059849853118e-09
1896,2.358811590497112e-09,1.533227589334274e-08
1897,6.992056267307589e-09,1.3984112534615178e-08
1898,5.6583548957434e-10,6.7900258748920805e-09
1899,5.527578395003729e-10,3.8693048765026106e-09
1900,3.114631885736685e-09,1.245852754294674e-08
1901,3.912117296778206e-09,1.0059729937950124e-08
1902,0.0,4.910283846193408e-10
1903,1.0800440541913758e-09,1.0260418292773466e-08
1904,1.6123875568041512e-09,1.3974025492302644e-08
1905,2.0643036169332163e-09,5.676835002077496e-09
1906,2.572092316910357e-09,1.0288369267641428e-08
1907,5.142843373384665e-10,1.0799970695529737e-08
1908,4.911389073214423e-10,1.5716445034286153e-08
1909,5.500983557560346e-10,5.5009836685826485e-09
1910,2.137660271017694e-09,4.809735720812114e-09
1911,1.0640748282497725e-09,8.51259862599818e-09
1912,2.0837684910901544e-09,2.0837684910901544e-09
1913,4.772690687104841e-09,4.772690687104841e-09
1914,6.696743715117748e-10,6.696743715117748e-10
1915,0.0,1.4136913861761968e-08
1916,1.0987462051303964e-09,6.592477230782379e-09
1917,0.0,5.483212106582869e-09
1918,1.1486376294556067e-09,8.040463406189247e-09
1919,0.0,2.8544329566670967e-08
1920,7.572231730534895e-10,1.590168707821249e-08
1921,4.543648568500203e-09,2.196096815509918e-08
1922,0.0,7.377935595798135e-09
1923,1.0615948120573648e-09,1.1677542488541803e-08
1924,6.445812328337297e-09,7.734974438733389e-09
1925,0.0,3.299453377181294e-09
1926,2.229227691330493e-09,3.343841648018042e-09
1927,1.1149224876660924e-09,3.3447675740205796e-09
1928,0.0,1.5996457491951332e-08
1929,0.0,8.912325100141061e-09
1930,2.100720708497761e-09,1.6805765667982087e-08
1931,1.1405356659111021e-09,3.4216069977333063e-09
1932,0.0,6.575722188983946e-09
1933,0.0,9.176529758292418e-09
1934,0.0,1.677421224144382e-08
1935,1.196828414151696e-09,8.377798899061872e-09
1936,1.2124714565686645e-09,8.487299751891442e-09
1937,0.0,7.554670666820584e-09
1938,0.0,3.8895642262559704e-09
1939,3.058810094103137e-09,3.058810094103137e-09
1940,0.0,1.5214697057785997e-08
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,1.8205270180260413e-08
1943,0.0,5.806470415592457e-09
1944,0.0,0.0
1945,0.0,2.3963544037997053e-08
1946,0.0,9.744772988540262e-09
1947,2.3841741914054637e-09,1.3112957830685446e-08
1948,1.0871887834440486e-09,9.784699273041042e-09
1949,0.0,1.1780409536754632e-08
1950,0.0,9.571825110299415e-09
1951,1.0661401761424827e-09,9.595261474260042e-09
1952,2.1089607837865287e-09,7.381362632230548e-09
1953,0.0,1.0773827385790469e-09
1954,1.9545072227344917e-09,4.886268278880834e-09
1955,0.0,9.385607846468247e-10
1956,0.0,6.104799332717903e-09
1957,0.0,1.9437083054185678e-08
1958,0.0,4.1361216673863055e-09
1959,7.750747821333448e-10,5.425523585955716e-09
1960,6.920833350854139e-10,6.2287499602575735e-09
1961,6.948159270159238e-10,2.779263708063695e-09
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,6.466053248388448e-10,3.879631726988464e-09
1964,4.258777774879263e-09,7.300761772910391e-09
1965,1.0944086747954884e-09,9.302473458205895e-09
1966,5.539074754423723e-10,3.8773522170743036e-09
1967,2.9582012395223956e-09,9.860671168482327e-10
1968,8.982831700699023e-10,3.5931326802796093e-09
1969,1.8167031212712459e-09,6.8126366770115965e-09
1970,1.8394900047624674e-09,1.6555409487750694e-08
1971,3.5968783507200897e-09,8.735275613958038e-09
1972,5.130146862875051e-10,4.104117490300041e-09
1973,3.3079223804577396e-09,5.513203671370093e-09
1974,2.812785782069227e-09,9.00091468025721e-09
1975,1.1422960355389478e-09,6.8537762132336866e-09
1976,1.7140580066410394e-09,6.2848797277581525e-09
1977,2.3507127355770763e-09,7.639816779203557e-09
1978,4.752473081737207e-09,4.752473081737207e-09
1979,3.5111840102075575e-09,8.777959692451986e-09
1980,1.7055452605774235e-09,7.95921106799824e-09
1981,2.5302198114474095e-09,1.0753434587229549e-08
1982,2.483000915987077e-09,7.449002747961231e-09
1983,1.2630632095778083e-09,4.4207211225000265e-09
1984,1.739702604197646e-09,4.639206796497319e-09
1985,1.2031116103372597e-09,8.421781494405423e-09
1986,2.3977941854269602e-09,6.593933843390687e-09
1987,1.2221633705067347e-09,6.110816741511371e-09
1988,4.797243047249822e-09,5.396898483667201e-09
1989,2.1952488715726304e-09,9.878619700032232e-09
1990,3.2691906959314565e-09,6.538381391862913e-09
1991,6.4476117778156095e-09,7.033758464558559e-09
1992,1.65298330578878e-09,6.61193322315512e-09
1993,2.2156829704300662e-09,5.539207315052863e-09
1994,4.2199412852994556e-09,3.164955852952289e-09
1995,2.1689803286761844e-09,8.675921314704738e-09
1996,5.871901187504136e-09,6.4057106285986265e-09
1997,2.876936688878118e-09,9.58978851883785e-09
1998,2.3840645013706308e-09,6.198567881199324e-09
1999,5.0272213059088244e-09,9.597422412355172e-09
2000,2.2090156370779823e-09,5.3016377954406835e-09
2001,2.190605918883648e-09,8.324302136486494e-09
2002,3.066854992184176e-09,8.762443215459825e-09
2003,5.416999737661854e-09,6.667076668520622e-09
2004,3.0833537945085254e-09,1.5416770082765652e-08
2005,1.3511248786457486e-09,7.656374201303606e-09
2006,2.0589450144825605e-09,1.0294725072412803e-08
2007,2.3966877371606188e-09,3.595031605740928e-09
2008,3.405951742863067e-09,2.9802078582719105e-09
2009,1.430457752249481e-09,3.814554005998616e-09
2010,6.140930874920514e-09,5.196172381261022e-09
2011,3.82397197240536e-10,4.206369030868018e-09
2012,3.744677901096338e-09,2.382976926895708e-09
2013,2.7891249310130206e-09,8.08846234434668e-09
2014,4.7639794331644225e-09,4.980523993225461e-09
2015,3.546520632724537e-09,4.654808538617772e-09
2016,4.556948152156792e-09,5.59261792432153e-09
2017,2.264050280587071e-09,7.043711836018929e-09
2018,4.64663996169179e-09,6.711813327342497e-09
2019,4.846876677788714e-09,4.846876677788714e-09
