year,petit_ADJ empire_NOUN,petit_ADJ vampire_NOUN
1800,1.1004575828366114e-07,0.0
1801,4.286128651997956e-08,0.0
1802,9.398928568771225e-08,0.0
1803,9.556662305953978e-08,1.950339223455444e-09
1804,6.426812215742927e-08,0.0
1805,7.391481915419718e-08,0.0
1806,8.356840375256525e-08,0.0
1807,7.971474680346091e-08,0.0
1808,1.0877155176558517e-07,0.0
1809,1.0391540428145163e-07,0.0
1810,4.44624070894406e-08,0.0
1811,4.512738271955641e-08,0.0
1812,1.2002436733382638e-07,0.0
1813,1.0927818050454619e-07,0.0
1814,8.81069599500961e-08,0.0
1815,6.743059044467259e-08,0.0
1816,7.184571693130692e-08,0.0
1817,7.31730516179141e-08,0.0
1818,5.0068944545955674e-08,0.0
1819,8.073818946741085e-08,0.0
1820,3.44127952800477e-08,0.0
1821,8.08642042215979e-08,0.0
1822,6.215881853677274e-08,0.0
1823,5.5343047478118024e-08,0.0
1824,8.336901657912676e-08,0.0
1825,1.0390422455763826e-07,0.0
1826,9.512623222462935e-08,0.0
1827,8.848581956044654e-08,0.0
1828,5.778549660995225e-08,0.0
1829,1.0802202154991392e-07,0.0
1830,8.140732177253085e-08,0.0
1831,6.39239448041451e-08,0.0
1832,5.682587200794842e-08,0.0
1833,7.29768601104297e-08,0.0
1834,1.1294782620296928e-07,0.0
1835,8.773182003096736e-08,0.0
1836,8.871390377862554e-08,0.0
1837,5.98378591121218e-08,0.0
1838,5.680945847075236e-08,0.0
1839,4.824117993962318e-08,0.0
1840,5.796416857606346e-08,0.0
1841,1.1107548880673335e-07,0.0
1842,5.2324466093267574e-08,6.708265054555795e-10
1843,4.430183153658618e-08,0.0
1844,4.445734802516199e-08,0.0
1845,5.747634868047413e-08,0.0
1846,8.371936788265089e-08,0.0
1847,5.177494699637464e-08,0.0
1848,3.942158599556933e-08,8.045221711050488e-10
1849,4.1059134758825167e-08,8.379414939696517e-10
1850,2.9192683825840504e-08,0.0
1851,1.5994608149050293e-07,1.9348316282474798e-09
1852,3.971432604998881e-08,0.0
1853,6.628844317901894e-08,0.0
1854,4.72805474771576e-08,0.0
1855,1.294892655323565e-07,0.0
1856,7.66223990922299e-08,5.177189232874468e-10
1857,1.0885765533430458e-07,0.0
1858,5.3830437440893775e-08,0.0
1859,4.6338776371612767e-08,0.0
1860,6.36228545403128e-08,1.8308735638683515e-09
1861,8.488734692946309e-08,0.0
1862,5.511943257374696e-08,0.0
1863,4.4951587341302e-08,0.0
1864,4.171413292564097e-08,0.0
1865,4.753912818955541e-08,4.706844358715045e-10
1866,4.0871150019938796e-08,0.0
1867,4.755755256269367e-08,0.0
1868,2.5193357400254968e-08,3.457911734727759e-09
1869,3.85797997992654e-08,4.883519144627257e-10
1870,3.2110672343321767e-08,1.1468097582678638e-09
1871,2.442870750130055e-08,0.0
1872,2.0560953717385644e-08,3.0236697590169115e-09
1873,2.6937020392026056e-08,5.986004469882289e-10
1874,2.688574052278625e-08,1.1949218281515073e-09
1875,2.5746872522880437e-08,5.721527140956084e-10
1876,5.3809530609072453e-08,0.0
1877,2.1646856751544874e-08,6.184815992682502e-10
1878,3.200717013651655e-08,0.0
1879,3.0546626561545054e-08,0.0
1880,3.529815373326528e-08,2.5671385017744797e-09
1881,2.6495528049341743e-08,1.3945015142624584e-09
1882,2.2628309892525067e-08,0.0
1883,2.0221884611260066e-08,0.0
1884,3.6309332429596e-08,6.601696966868076e-10
1885,2.1915161241281567e-08,0.0
1886,2.7104549049639104e-08,1.2906927748801422e-09
1887,2.3504128421336645e-08,6.528924623161458e-10
1888,2.6630581739794934e-08,0.0
1889,1.566284169030041e-08,2.5060546970934183e-09
1890,3.2771932723107966e-08,6.554386478008212e-10
1891,1.7210394887001712e-08,0.0
1892,2.382034658410248e-08,6.268512375839919e-10
1893,1.7859408174558666e-08,0.0
1894,2.898708117982096e-08,0.0
1895,2.347259631108045e-08,0.0
1896,2.889544248318998e-08,0.0
1897,3.554295346930303e-08,0.0
1898,2.5462596253689185e-08,0.0
1899,2.5979618456517528e-08,0.0
1900,2.5955266269583888e-08,0.0
1901,1.1177477665658131e-08,0.0
1902,1.7185994183321895e-08,4.910283846193408e-10
1903,2.9161189019077938e-08,0.0
1904,2.5260737501753283e-08,0.0
1905,2.9416326985387542e-08,0.0
1906,1.5432552735727967e-08,0.0
1907,1.4399961556499363e-08,1.5428529565042481e-09
1908,2.3083528422063182e-08,4.911389073214423e-10
1909,2.6954819709601452e-08,3.850688656825696e-09
1910,3.046165797382372e-08,1.6032452032632705e-09
1911,2.074945981700438e-08,3.1922244847493175e-09
1912,1.5628263128064646e-08,1.5628263128064646e-09
1913,1.5908969752675972e-08,1.060597942803554e-09
1914,3.4153393002611665e-08,2.0090231700464756e-09
1915,3.180805752123206e-08,0.0
1916,2.197492365851872e-08,0.0
1917,2.8512703753591495e-08,0.0
1918,2.6418665477478953e-08,0.0
1919,2.1178051312631396e-08,0.0
1920,9.843901249695364e-09,0.0
1921,3.7106461014957404e-08,0.0
1922,1.992042591991705e-08,3.6889677978990676e-09
1923,2.1231896241147297e-08,1.0615948120573648e-09
1924,1.933743654092268e-08,0.0
1925,2.0896537389347714e-08,0.0
1926,4.904300787700322e-08,1.1146138456652466e-09
1927,3.0102906833917586e-08,3.3447675740205796e-09
1928,1.4853853147478446e-08,6.8556245125250825e-09
1929,1.6710609784809094e-08,0.0
1930,2.8359730563920493e-08,0.0
1931,1.7108034988666532e-08,0.0
1932,1.8631212239661465e-08,1.0959536611565568e-09
1933,1.9500125958415992e-08,0.0
1934,2.036868629318178e-08,0.0
1935,2.2739738980703805e-08,0.0
1936,1.4549657478823974e-08,2.424942913137329e-09
1937,1.1332006444320086e-08,0.0
1938,3.3709557811789637e-08,0.0
1939,9.176430282309411e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,3.246652768851277e-08,0.0
1942,3.337632992206352e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,2.83205521256491e-08,0.0
1946,2.5057986796639398e-08,0.0
1947,1.0728783639279982e-08,0.0
1948,1.4133454406817236e-08,0.0
1949,3.5341231163776854e-08,2.945102384188658e-09
1950,3.08425478490193e-08,1.0635361480382244e-09
1951,2.4521223718210194e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,2.693456935265459e-08,1.0773827385790469e-09
1954,7.818028890937967e-09,0.0
1955,1.783265446420046e-08,0.0
1956,1.9186511268642903e-08,8.72114158667614e-10
1957,2.47381048978923e-08,1.7670075402875796e-09
1958,2.1507833292133682e-08,3.3088973783179654e-09
1959,1.2401196514133517e-08,1.5501495642666896e-09
1960,5.536666680683311e-09,1.3841666701708277e-09
1961,2.0149662161017545e-08,3.474079635079619e-09
1962,1.6489087428794846e-08,1.2683912808952869e-09
1963,6.466053470433053e-09,6.466053248388448e-10
1964,2.0685492319039156e-08,3.6503808864551957e-09
1965,2.188817349590977e-08,0.0
1966,2.2710206160070356e-08,1.1078149508847446e-09
1967,1.2325838516513699e-08,1.4791006197611978e-09
1968,1.5719955337445413e-08,4.042274071025531e-09
1969,2.8613074354311152e-08,1.8167031212712459e-09
1970,1.931464521653936e-08,9.197450023812337e-10
1971,2.003974941544584e-08,0.0
1972,3.07808807331611e-08,5.130146862875051e-10
1973,2.4258095976392724e-08,2.2052815684681093e-09
1974,1.8564385695363228e-08,1.1251143350321513e-09
1975,1.1422960355389478e-08,2.8557400888473694e-09
1976,1.8854638517140643e-08,6.284879672247001e-09
1977,3.055926500739048e-08,5.876781838942691e-10
1978,3.089107503129185e-08,2.970295565063452e-09
1979,2.5163485517509798e-08,1.1703946700691858e-09
1980,2.728872350310496e-08,2.2740602734216964e-09
1981,2.213942373874289e-08,1.8976649140967083e-09
1982,2.483000827169235e-08,4.9660017209518514e-09
1983,3.0313516474755886e-08,6.946847541655643e-09
1984,2.203623150620615e-08,5.799008495621649e-10
1985,4.030423994549892e-08,1.2031116103372597e-09
1986,2.577628693822831e-08,4.196139880008332e-09
1987,3.788706381957496e-08,2.4443267965246207e-09
1988,3.418035621205462e-08,1.7989661149631075e-08
1989,3.84168536982088e-08,2.9635859100096695e-08
1990,4.95827229274326e-08,3.814055626882862e-09
1991,4.103025530444171e-08,2.344586080837985e-09
1992,4.297756461824065e-08,3.856960972825618e-09
1993,4.874502401719383e-08,2.2156830259412175e-09
1994,4.378189166764912e-08,3.6924486246370236e-09
1995,4.012613474824178e-08,1.0844901643380922e-09
1996,2.615665173344439e-08,1.0676184158953106e-08
1997,3.020783545526484e-08,2.8769365778558154e-09
1998,4.863491875894965e-08,9.536258449571733e-10
1999,2.9249287880617203e-08,1.2339543276063125e-08
2000,4.064588854379991e-08,1.899753554468475e-08
2001,3.023036149185643e-08,6.133696550669754e-09
2002,3.811662696584506e-08,3.943099291525698e-09
2003,2.6251613882699587e-08,1.291746132281446e-08
2004,3.7881206449430493e-08,2.4226352757228398e-08
2005,4.4587121550421216e-08,1.1259373877692269e-08
2006,4.2414267209522905e-08,6.17683498793653e-09
2007,3.8746449604332156e-08,6.790615098006825e-09
2008,5.2792252347444446e-08,8.089135250521906e-09
2009,4.6251467544777825e-08,9.536384792951935e-09
2010,4.4876034221985606e-08,1.086472356526258e-08
2011,4.971163647393695e-08,8.030341169806832e-09
2012,5.412761933110133e-08,2.0765941854961056e-08
2013,5.10409898790698e-08,1.729257609328627e-08
2014,5.586848528249533e-08,1.645738414990383e-08
2015,4.588310958952846e-08,1.2634479976125768e-08
2016,6.214020009664978e-08,1.3463710396566242e-08
2017,6.037467531472274e-08,2.7168602034777223e-08
2018,6.402037389108273e-08,1.729582749243619e-08
2019,5.433604061133579e-08,9.183556193281817e-09
