year,eurent_VERB eu_VERB,eurent_VERB vu_VERB
1800,6.60274537267469e-08,4.7162465932615305e-08
1801,3.095537337571841e-08,4.0480102825313224e-08
1802,1.1189200677108602e-08,4.4756802708434407e-08
1803,2.3404069793286908e-08,6.046051481689574e-08
1804,7.4155526164076946e-09,2.4718509905596875e-08
1805,1.9900143755080535e-08,1.7057265822018053e-08
1806,3.458002950651462e-08,7.780506905419315e-08
1807,2.562259560079383e-08,1.2811298688575334e-07
1808,2.2660739062985158e-08,5.211970233176544e-08
1809,1.581321384946932e-08,1.0165637576164954e-07
1810,2.3401267590372754e-09,3.7442028144596406e-08
1811,0.0,9.526891631139733e-08
1812,4.5342538612658245e-08,5.601137331723294e-08
1813,1.1502966579257645e-08,8.052076339026826e-08
1814,0.0,7.552024783308298e-08
1815,2.6972236000233352e-08,2.966945977789237e-08
1816,1.1588019432906549e-08,7.184571870766376e-08
1817,1.0898113522728181e-08,3.7364962679475866e-08
1818,1.0729059418679299e-08,8.702459552978326e-08
1819,3.3123360054787554e-08,7.24573467891787e-08
1820,7.119888678630559e-09,8.42520151422832e-08
1821,7.396116075142345e-08,1.065040748926549e-07
1822,8.02049271442229e-09,1.2832788343075663e-07
1823,3.854247765389118e-08,1.373693407913379e-07
1824,8.336901657912676e-08,2.6610715053720924e-07
1825,4.402721387464226e-08,1.725866809465515e-07
1826,1.4885493726524146e-07,1.4533173953168443e-07
1827,2.488663675137559e-08,1.382590966159114e-07
1828,2.2930752408001354e-08,1.192399139426925e-07
1829,4.372319750700626e-08,7.030004667285539e-08
1830,2.400472176589119e-08,9.184415716845251e-08
1831,2.3386808933878456e-08,6.236482619215167e-08
1832,2.841293600397421e-08,4.058990654698391e-08
1833,2.4325620628928846e-08,8.108539617524002e-08
1834,1.5868701908061666e-08,1.166816332442977e-07
1835,3.2521278114927554e-08,1.0739584865859797e-07
1836,6.72075017860152e-08,1.2971047169685335e-07
1837,4.0355768504696243e-08,6.74915412446353e-08
1838,6.817134590164642e-08,1.6096012700472784e-07
1839,4.264799713382672e-08,8.599514700335931e-08
1840,3.3759349093998026e-08,1.6943371861088963e-07
1841,2.118781061710706e-08,8.346712832008052e-08
1842,1.0062397137744483e-08,9.659901678560345e-08
1843,1.1223130869097986e-08,9.51012708583221e-08
1844,8.232841963717874e-09,9.056125804818294e-08
1845,2.4553003186156275e-08,6.752075876192976e-08
1846,6.439951683034906e-09,7.727941664370519e-08
1847,1.6718992412734224e-08,1.251227956799994e-07
1848,8.04522137798358e-09,5.470750608083108e-08
1849,2.513824526317876e-08,9.301150782903278e-08
1850,2.2403686017469226e-08,6.517436190733861e-08
1851,2.3217978650791338e-08,6.513933215046563e-08
1852,1.2370036550635177e-08,5.7943854159248076e-08
1853,1.970737528722566e-08,1.1107793085329831e-07
1854,2.338049043260071e-08,5.247621004400571e-08
1855,1.751289246954002e-08,1.003011078637428e-07
1856,1.0872097000458325e-08,5.694908011832922e-08
1857,1.8061584228235006e-08,7.66396937024183e-08
1858,2.495774786837046e-08,7.04689355757182e-08
1859,2.64793023063703e-08,6.059686086246074e-08
1860,9.15436793036406e-09,6.682688535875059e-08
1861,1.226150558863992e-08,6.979626476777412e-08
1862,2.1686334505943705e-08,8.855253241790706e-08
1863,1.6482248454963155e-08,8.041339327746755e-08
1864,7.671564716815737e-09,5.9454627887589595e-08
1865,9.413688495385486e-09,4.6127073716206723e-08
1866,9.731225603104576e-09,7.833637027943041e-08
1867,9.7056229719783e-09,6.988048539824376e-08
1868,3.951899252285784e-09,9.286963376098356e-08
1869,2.8324411260882698e-08,5.07885999923019e-08
1870,1.2614907340946502e-08,6.135432073506308e-08
1871,1.4869648623516696e-08,4.460894587055009e-08
1872,2.7817760539505798e-08,4.7169248063028135e-08
1873,1.3169209722718733e-08,4.549363552541763e-08
1874,8.364453130127458e-09,5.078417686377179e-08
1875,1.4875970677508121e-08,6.40811066432434e-08
1876,1.3905833817773328e-08,5.74371412653818e-08
1877,1.7317484335421796e-08,5.937423352975202e-08
1878,1.0870359723469392e-08,3.01954443671093e-08
1879,2.3826368433788048e-08,3.9099681714560575e-08
1880,1.0268554007097919e-08,3.658172431642015e-08
1881,1.3945014920579979e-08,3.416528571165145e-08
1882,1.7969540522244642e-08,3.128031167420886e-08
1883,1.516641390253426e-08,5.434631589196215e-08
1884,3.9610181801208455e-09,3.762967182296961e-08
1885,5.80107206715752e-09,3.996294140051759e-08
1886,2.2587123282846733e-08,4.001147502208369e-08
1887,1.3710741875172516e-08,3.852065688647599e-08
1888,5.706553452000662e-09,3.7409627395845746e-08
1889,6.891650361495749e-09,4.1976417008982025e-08
1890,9.831579994568074e-09,2.7528423984790606e-08
1891,1.0836173736095134e-08,1.9760081571007504e-08
1892,1.8805536683430546e-08,2.4447198043731078e-08
1893,9.23762488724833e-09,2.155445777418663e-08
1894,1.5753848003896564e-08,2.7096618282484997e-08
1895,6.018614495673091e-09,3.250051960890232e-08
1896,1.4152869098893461e-08,4.0689499769541726e-08
1897,1.2236098356765979e-08,2.0393496669157685e-08
1898,1.0750873968845553e-08,4.866185321361627e-08
1899,3.8693048765026106e-09,3.040167939616367e-08
1900,9.34389543516545e-09,2.6474371139784125e-08
1901,1.676621685930968e-08,3.520905522691464e-08
1902,1.0311596021495006e-08,1.9641134940684424e-08
1903,1.296052865029651e-08,2.754112315983548e-08
1904,3.7622376325430196e-09,2.8485512615361586e-08
1905,7.2250627702885595e-09,2.2707340008309984e-08
1906,6.173021205313489e-09,3.755254596171653e-08
1907,1.4399961223432456e-08,1.9542804707839423e-08
1908,1.276961114626829e-08,3.830883343880487e-08
1909,8.801573692096554e-09,3.080550925460557e-08
1910,6.947395991829808e-09,3.099607326362275e-08
1911,9.576673676292558e-09,2.979409430281521e-08
1912,5.730363294986773e-09,1.510732161591477e-08
1913,9.015082902408267e-09,2.227255713194154e-08
1914,7.366418142140674e-09,1.1384464038144415e-08
1915,1.295883844676382e-08,1.295883844676382e-08
1916,1.0987461607214755e-08,1.648119329900055e-08
1917,2.1932848870420685e-09,2.3029491202919417e-08
1918,4.594550517822427e-09,1.722956355365568e-08
1919,1.5653341733923298e-08,4.603924352863942e-09
1920,9.843901693784574e-09,1.1358347151713133e-08
1921,2.2718242842501013e-09,1.5902768879527684e-08
1922,2.951174193910333e-09,2.5822775029382683e-08
1923,7.431163684401554e-09,2.5478275489376756e-08
1924,1.289162443462999e-09,2.0626599095407983e-08
1925,1.0998177923937646e-09,2.0896537833436923e-08
1926,8.916910765321973e-09,2.229227646921572e-08
1927,4.4596899506643695e-09,1.7838759802657478e-08
1928,7.998228745975666e-09,1.5996457491951332e-08
1929,6.684243825105796e-09,3.342121956961819e-08
1930,8.402882833991043e-09,1.7856125467119455e-08
1931,1.2545892325022123e-08,1.4826963656844327e-08
1932,4.383814644626227e-09,2.1919072779041926e-08
1933,1.0323596200123575e-08,8.02946331646126e-09
1934,3.5944740517379614e-09,8.38710612072191e-09
1935,4.787313656606784e-09,2.0346082152400413e-08
1936,3.6374143697059935e-09,1.576212937948185e-08
1937,6.295559185076627e-09,1.2591118370153254e-08
1938,1.2965214679638848e-08,1.5558256905023882e-08
1939,6.117620188206274e-09,7.647025235257843e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,0.0,1.1806010391524069e-08
1942,1.8205270180260413e-08,1.517105907566929e-08
1943,5.806470415592457e-09,2.322588166236983e-08
1944,2.2492303131116387e-08,2.5705489292704442e-08
1945,0.0,3.703456741277478e-08
1946,0.0,2.0881657292193267e-08
1947,2.3841741914054637e-09,2.5033829231801974e-08
1948,1.0871887834440486e-09,2.2830963786191205e-08
1949,1.9634016634739737e-09,2.1597418964347526e-08
1950,7.444753258312176e-09,1.914365022059883e-08
1951,6.396841278899501e-09,2.6653504292539765e-08
1952,2.1089607837865287e-09,1.370824520563474e-08
1953,3.232148326759443e-09,2.2625037843226892e-08
1954,4.886268278880834e-09,2.247683283940205e-08
1955,6.569925492527773e-09,7.508486277174597e-09
1956,1.744228317335228e-09,9.593255967388359e-09
1957,5.301022731885041e-09,1.1485549400447326e-08
1958,3.3088973783179654e-09,1.9853384713997002e-08
1959,5.425523585955716e-09,1.0851047171911432e-08
1960,2.076250060767393e-09,9.689166802218097e-09
1961,1.250668635321972e-08,3.126671543896009e-08
1962,5.0735651235811474e-09,1.77574772664002e-08
1963,0.0,1.7458344103715717e-08
1964,5.475571551727398e-09,1.6426714211092985e-08
1965,2.73602163147757e-09,1.6963333848707407e-08
1966,5.539074976468328e-09,2.1602390987141007e-08
1967,5.423369309198733e-09,1.3311906243984595e-08
1968,4.940557296606585e-09,2.380450325745187e-08
1969,5.450109252791435e-09,1.544197658631674e-08
1970,1.1496812390987543e-08,1.7935027685211935e-08
1971,6.166076982339064e-09,2.1067430466814585e-08
1972,5.643161493651405e-09,1.6416469961200164e-08
1973,4.410563025913916e-09,1.2129047988196362e-08
1974,7.313243344242437e-09,1.7439271360331077e-08
1975,3.998036124386317e-09,1.3707552426467373e-08
1976,4.570821499072508e-09,1.2569759455516305e-08
1977,1.1753563677885381e-09,1.645498848290572e-08
1978,1.0099005187669263e-08,2.1386128423728223e-08
1979,4.681578680276743e-09,1.1703946256602649e-08
1980,2.8425752862659692e-09,1.7055452161685025e-08
1981,4.427884725544118e-09,1.5813874654213578e-08
1982,2.483000915987077e-09,1.3035754697909852e-08
1983,3.157658134966823e-09,2.273513821648976e-08
1984,4.639206796497319e-09,1.333771937339634e-08
1985,1.142956040922627e-08,1.3234227935754461e-08
1986,2.3977941854269602e-09,1.8582904104391673e-08
1987,4.888653482026939e-09,1.4054879038383206e-08
1988,1.1993107618124554e-09,8.395175221664886e-09
1989,4.939309850016116e-09,2.0854864501984594e-08
1990,1.6345953479657283e-09,2.179460345530515e-08
1991,2.9307325455363298e-09,1.1136783939491579e-08
1992,7.162927584403178e-09,1.2121876835635703e-08
