year,tout_DET if_NOUN,tout_DET vif_ADJ
1800,0.0,2.829747991484055e-08
1801,0.0,9.524730337773235e-09
1802,2.2378401354217203e-09,1.1189200677108602e-08
1803,0.0,1.950339223455444e-09
1804,0.0,7.4155526164076946e-09
1805,0.0,5.685755422035754e-09
1806,0.0,5.76333825108577e-09
1807,0.0,0.0
1808,0.0,2.2660739062985158e-08
1809,0.0,9.036122072814123e-09
1810,0.0,2.3401267590372754e-09
1811,0.0,5.0141535368197765e-09
1812,0.0,2.6672082320544632e-09
1813,2.8757416448144113e-09,0.0
1814,0.0,3.776012391654149e-08
1815,2.697223555614414e-09,2.697223555614414e-09
1816,0.0,6.952811659743929e-09
1817,0.0,4.670620334934483e-09
1818,1.1921177378582115e-09,2.1458118837358597e-08
1819,0.0,2.2772310259711048e-08
1820,1.1866481131050932e-09,3.5599443393152796e-09
1821,0.0,7.88919063410276e-09
1822,1.0025615893027862e-09,1.4035862250239006e-08
1823,0.0,4.941343334508019e-09
1824,0.0,3.2842340402794434e-08
1825,8.805443041381977e-10,1.6730341556581152e-08
1826,8.807984341885344e-10,3.5231937367541377e-09
1827,0.0,1.1982455028203276e-08
1828,0.0,7.337841001486822e-09
1829,0.0,1.3717081692732336e-08
1830,3.1310507520032616e-09,1.3567886369969528e-08
1831,1.5591206103948707e-09,3.1182412207897414e-09
1832,0.0,9.470978667991403e-09
1833,0.0,1.1583628278799551e-08
1834,0.0,0.0
1835,0.0,1.3613558280667348e-08
1836,6.720750067579218e-10,1.2769425516978572e-08
1837,6.957890930081589e-10,2.99189295560609e-08
1838,0.0,1.2624323808552163e-08
1839,0.0,1.3283802502428443e-08
1840,0.0,6.3696887764308485e-09
1841,0.0,4.494383976094696e-09
1842,0.0,6.037438549100216e-09
1843,1.1813822142769936e-09,4.7255288571079745e-09
1844,0.0,2.5796238034558883e-08
1845,0.0,1.674068439427856e-09
1846,0.0,2.985795788390533e-08
1847,0.0,1.0247124926365814e-08
1848,0.0,5.63165514222419e-09
1849,8.379414939696517e-10,4.1897072478036534e-09
1850,6.788996032014438e-10,6.1100964288129944e-09
1851,6.449438760824933e-10,1.096404567135778e-08
1852,6.510545436100301e-10,8.463708844885787e-09
1853,0.0,7.763511611358354e-09
1854,0.0,1.1430461910322265e-08
1855,1.0613874223963649e-09,2.4942604426314574e-08
1856,1.0354378465748937e-09,5.694908100650764e-09
1857,0.0,2.5383847912507917e-08
1858,0.0,8.31924928945682e-09
1859,5.092173349652285e-10,9.165912473463322e-09
1860,0.0,9.15436793036406e-09
1861,4.715963730639317e-10,8.960331143725853e-09
1862,0.0,1.400575744270327e-08
1863,4.994620828036034e-10,5.494082966350788e-09
1864,0.0,6.712618905169165e-09
1865,0.0,5.177528628053096e-09
1866,4.865612912574591e-10,1.0704348518686402e-08
1867,0.0,1.6014277903764196e-08
1868,0.0,1.0867722721741302e-08
1869,0.0,9.278686263769487e-09
1870,0.0,5.734048791339319e-10
1871,0.0,1.0621177271019633e-09
1872,0.0,7.256807155187062e-09
1873,1.1972008939764578e-09,4.190203295451056e-09
1874,0.0,4.182226565063729e-09
1875,0.0,4.005069165202713e-09
1876,0.0,4.836811839936672e-09
1877,6.184815992682502e-10,2.4739263970730008e-09
1878,0.0,1.2078177347163432e-09
1879,0.0,9.163987790827832e-09
1880,0.0,6.417846254436199e-09
1881,0.0,1.4642266066289267e-08
1882,0.0,4.6587693702804245e-09
1883,1.8958017378167824e-09,4.423537092179686e-09
1884,0.0,7.2618666635548834e-09
1885,0.0,5.80107206715752e-09
1886,6.453463874400711e-10,3.872078213618124e-09
1887,1.9586774424595887e-09,7.834709769838355e-09
1888,6.340614699951175e-10,1.268122939990235e-09
1889,6.265136742733546e-10,3.759081934617825e-09
1890,6.554386478008212e-10,3.9326319978272295e-09
1891,0.0,3.1871101313640793e-09
1892,0.0,6.268512375839919e-10
1893,6.158416554491453e-10,4.926733243593162e-09
1894,0.0,2.520615716150587e-09
1895,0.0,1.8055843487019274e-09
1896,0.0,5.89702897624278e-10
1897,1.1653427112179315e-09,2.9133566670225264e-09
1898,0.0,5.6583548957434e-10
1899,5.527578395003729e-10,6.080336234504102e-09
1900,0.0,3.114631885736685e-09
1901,5.588738916095792e-10,1.1177477832191585e-09
1902,0.0,2.455141867585553e-09
1903,5.400220270956879e-10,5.940242076007962e-09
1904,0.0,2.1498500757388683e-09
1905,0.0,5.160758931310738e-09
1906,1.0288369045596824e-09,0.0
1907,0.0,6.685696440911215e-09
1908,4.911389073214423e-10,4.4202499438483756e-09
1909,0.0,8.801573692096554e-09
1910,0.0,5.878565634276356e-09
1911,0.0,1.5961122423746588e-09
1912,0.0,6.772247651554153e-09
1913,0.0,1.590896969716482e-09
1914,0.0,2.0090231700464756e-09
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,0.0,5.493730803607377e-09
1917,0.0,3.289927441585405e-09
1918,0.0,1.1486376294556067e-09
1919,0.0,1.8415696745321952e-09
1920,0.0,2.2716695191604686e-09
1921,0.0,1.5145494858259667e-09
1922,7.377935484775833e-10,4.426761179843197e-09
1923,0.0,2.1231896241147297e-09
1924,0.0,1.289162443462999e-09
1925,0.0,5.499089184013428e-09
1926,0.0,7.802296586589819e-09
1927,0.0,5.574612327308159e-09
1928,0.0,1.1426041224282812e-09
1929,0.0,3.342121912552898e-09
1930,0.0,2.100720708497761e-09
1931,0.0,0.0
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,1.1470662197865522e-09,0.0
1934,0.0,0.0
1935,0.0,0.0
1936,0.0,1.2124714565686645e-09
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,0.0,1.4516175816936538e-08
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,4.1763312808029696e-09
1947,0.0,3.5762612871081956e-09
1948,1.0871887834440486e-09,0.0
1949,0.0,1.9634016634739737e-09
1950,0.0,2.1270722960764488e-09
1951,0.0,0.0
1952,0.0,0.0
1953,0.0,2.1547654771580937e-09
1954,9.772536113672459e-10,0.0
1955,9.385607846468247e-10,1.8771215692936494e-09
1956,8.72114158667614e-10,2.616342476002842e-09
1957,0.0,2.6505113659425206e-09
1958,8.272243445794913e-10,9.926692356998501e-09
1959,7.750747821333448e-10,2.325224457422337e-09
1960,6.920833350854139e-10,5.536666680683311e-09
1961,0.0,2.08444772553662e-09
1962,1.2683912808952869e-09,1.9025869768540815e-09
1963,1.9398159745165344e-09,5.1728425987107585e-09
1964,6.083968329129164e-10,3.041984220075733e-09
1965,0.0,2.188817349590977e-09
1966,5.539074754423723e-10,7.754704434148607e-09
1967,9.860671168482327e-10,3.451234853457663e-09
1968,4.4914158503495116e-10,3.5931326802796093e-09
1969,9.083515606356229e-10,1.8167031212712459e-09
1970,0.0,2.7592350626548523e-09
1971,1.541519245584766e-09,3.083038491169532e-09
1972,5.130146862875051e-10,5.643161493651405e-09
1973,1.6539611902288698e-09,3.859242703185828e-09
1974,0.0,3.937900228123681e-09
1975,0.0,3.4268881066168433e-09
1976,0.0,3.9994687561772935e-09
1977,2.3507127355770763e-09,4.7014254711541525e-09
1978,1.7821774056514528e-09,4.752473081737207e-09
1979,0.0,1.7555920051037788e-09
1980,0.0,1.1370301367108482e-09
1981,6.325549528618524e-10,3.795329828193417e-09
1982,0.0,4.345251713999687e-09
1983,0.0,1.2630632095778083e-09
1984,1.1598016991243298e-09,2.8995041922996734e-09
1985,0.0,3.0077789148208467e-09
1986,0.0,1.7983456945813714e-09
1987,0.0,3.0554083707556856e-09
1988,0.0,4.797243047249822e-09
1989,5.488122178931576e-10,8.780995486290522e-09
1990,0.0,3.814055737905164e-09
1991,5.861465202094962e-10,7.033758464558559e-09
1992,5.509944167592096e-10,1.1019888335184191e-09
1993,0.0,1.1078414852150331e-09
1994,0.0,1.5824779264761446e-09
1995,5.422450821690461e-10,2.1689803286761844e-09
1996,5.338092190498855e-10,6.4057106285986265e-09
1997,4.79489448146353e-10,1.917957792585412e-09
1998,0.0,3.814503379828693e-09
1999,0.0,5.0272213059088244e-09
2000,4.4180314962005696e-10,1.192868470667463e-08
2001,4.3812117822561447e-10,6.571817756650944e-09
2002,0.0,6.133709984368352e-09
2003,0.0,3.7502307925763034e-09
2004,0.0,4.404791198453495e-09
2005,4.5037495954858286e-10,3.1526248278623825e-09
2006,0.0,1.2353669198716943e-09
2007,0.0,6.391167151065247e-09
2008,0.0,3.405951742863067e-09
2009,0.0,4.76819250749827e-09
2010,0.0,3.7790344187271785e-09
2011,0.0,1.529588788962144e-09
2012,0.0,4.765953853791416e-09
2013,0.0,1.6734750252211938e-09
2014,0.0,2.3819897165822113e-09
2015,0.0,3.989835573037226e-09
2016,0.0,4.764082017771898e-09
2017,0.0,3.5218559180094644e-09
2018,0.0,1.5488800242380307e-09
2019,0.0,2.806086474294034e-09
