year,faut_VERB ôter_VERB,faut_VERB oter_VERB,faut_VERB voter_VERB
1851,7.67483214758613e-08,3.2247193804124663e-09,3.998652076120379e-08
1852,8.593919886834556e-08,6.510545436100301e-10,9.765818376195057e-09
1853,1.0331442013011838e-07,5.971931837933653e-10,2.09017620989016e-08
1854,1.3404813614670275e-07,2.0782657816909023e-09,5.7152309551611324e-09
1855,8.438030363322468e-08,2.653468555990912e-09,6.368324534378189e-09
1856,1.0250834492353533e-07,5.177189232874468e-10,6.212626857404757e-09
1857,9.47012779306533e-08,1.9526036343364694e-09,6.8341128311999455e-09
1858,8.417122643322728e-08,4.893676019968041e-10,5.3830437884982985e-09
1859,8.300242626546606e-08,1.5276520048956854e-09,8.147477359443656e-09
1860,1.1168328484245649e-07,4.119465601970518e-09,2.1055045706930287e-08
1861,9.431927594505396e-08,2.3579819208308095e-09,2.3108222890755314e-08
1862,1.3147339927854773e-07,4.066187719864445e-09,1.490935552794781e-08
1863,1.598278629444394e-07,1.9978483867255648e-09,1.1987090431375691e-08
1864,1.1459399473778831e-07,2.3973640850272204e-09,1.821996598039277e-08
1865,1.143763199706882e-07,3.765475542483188e-09,1.2237795665726026e-08
1866,1.041241191046538e-07,1.9462451650298362e-09,2.092213513549268e-08
1867,1.1598219629149753e-07,4.367530337390235e-09,3.396968040192405e-08
1868,1.397984306095168e-07,2.4699371437009177e-09,2.865126980111654e-08
1869,6.104399119521986e-08,0.0,3.320792885119772e-08
1870,7.396923251690168e-08,1.7202146374017957e-09,6.82351810610271e-08
1871,9.877695106297324e-08,1.0621177271019633e-09,1.2851624831000663e-07
1872,6.77301983387224e-08,1.8142017887967654e-09,6.22875973022019e-08
1873,7.781805777540285e-08,5.986004469882289e-10,6.46488516053978e-08
1874,5.078417686377179e-08,1.792382742227261e-09,5.078417686377179e-08
1875,9.040012827199462e-08,5.721527140956084e-10,3.3757011408397375e-08
1876,9.613163598487517e-08,0.0,7.13429741949767e-08
1877,9.895705943563371e-08,3.7108897066318036e-09,3.154256233983688e-08
1878,8.333942247418236e-08,3.6234530931267273e-09,4.046189516770937e-08
1879,1.1546624989478005e-07,3.054662633950045e-09,5.498392852132383e-08
1880,6.802917340564818e-08,1.9253538763308597e-09,5.711883233061599e-08
1881,9.62206030408197e-08,6.972507571312292e-10,9.482610607847164e-08
1882,4.5256619785050134e-08,0.0,3.9932309903178975e-08
1883,3.4756364897248204e-08,6.319338941018771e-10,4.549924170760278e-08
1884,7.327883366770038e-08,6.601696966868076e-10,4.885255577846692e-08
1885,6.252266615547342e-08,2.5782542767416317e-09,6.123353557541122e-08
1886,4.5174246565693466e-08,0.0,3.484870347847391e-08
1887,6.659502815864471e-08,6.528924623161458e-10,7.312395666758675e-08
1888,3.7409627395845746e-08,1.9021844099853524e-09,7.862362139121615e-08
1889,6.57839365203472e-08,2.506054641582267e-09,7.267558288504006e-08
1890,4.129263331265065e-08,2.6217545912032847e-09,9.110597432027134e-08
1891,4.270727416155751e-08,1.2748440081367107e-09,5.2268603667471325e-08
1892,5.140180192597654e-08,0.0,6.519253048509199e-08
1893,2.7097032173628577e-08,0.0,8.375446469699455e-08
1894,3.150769600779313e-08,1.2603078580752936e-09,7.435816229417469e-08
1895,5.8982422501685505e-08,2.4074457982692365e-09,6.018614584490933e-08
1896,3.184395680477792e-08,1.179405795248556e-09,6.309821287686646e-08
1897,3.96216535136773e-08,0.0,6.118049356018673e-08
1898,7.129526835569777e-08,1.13167097914868e-09,4.187182511827814e-08
1899,3.758753308602536e-08,2.2110313580014918e-09,7.075300345604774e-08
1900,3.218453059616877e-08,3.114631885736685e-09,6.644548022904928e-08
1901,3.520905522691464e-08,5.588738916095792e-10,8.10367168924131e-08
1902,3.5845072687834545e-08,0.0,6.334266089425e-08
1903,5.400220359774721e-08,5.400220270956879e-10,4.104167317109386e-08
1904,2.5260739278110123e-08,2.1498500757388683e-09,7.578221783433037e-08
1905,4.902721073563043e-08,5.160759042333041e-10,8.670075146710587e-08
1906,3.755254596171653e-08,5.144184522798412e-10,5.761486576716379e-08
1907,2.674278576364486e-08,1.028568674676933e-09,4.6285588695127444e-08
1908,4.5675918158849527e-08,0.0,6.72860309691714e-08
1909,4.34577707153494e-08,0.0,6.766209992292715e-08
1910,4.435645095668406e-08,3.206490406526541e-09,5.183825990684454e-08
1911,4.735132819178034e-08,2.6601870706244313e-09,4.256299490634774e-08
1912,5.678269232589628e-08,1.5628263128064646e-09,3.5945006970905524e-08
1913,4.7726906871048413e-08,0.0,3.1287640922528226e-08
1914,2.9465672568562695e-08,6.696743715117748e-10,7.165515825136026e-08
1915,2.591767689352764e-08,0.0,4.5944972271172446e-08
1916,3.4061130804730055e-08,0.0,3.4061130804730055e-08
1917,2.3029491202919417e-08,5.483212106582869e-09,2.3029491202919417e-08
1918,5.168869421368072e-08,0.0,5.168869421368072e-08
1919,3.498982437122322e-08,0.0,5.248473655683483e-08
1920,2.6502810612782923e-08,7.572231730534895e-10,4.997673030970873e-08
1921,3.559191341651058e-08,0.0,4.013556065274315e-08
1922,3.024953443286904e-08,0.0,5.2383342108441866e-08
1923,3.290944050604594e-08,1.0615948120573648e-09,3.715581797791856e-08
1924,3.480738541838946e-08,0.0,9.024137170854374e-08
1925,2.639562701745035e-08,0.0,6.158979459769398e-08
1926,2.8979959765251806e-08,0.0,4.0126099776216506e-08
1927,3.3447673075670536e-08,3.3447675740205796e-09,3.0102906833917586e-08
1928,2.6279895593006586e-08,0.0,4.227635130860108e-08
1929,3.230717737778832e-08,0.0,3.5649300400564243e-08
1930,2.520864939015155e-08,2.100720708497761e-09,5.3568378177715203e-08
1931,1.2545892325022123e-08,1.1405356659111021e-09,6.158892773555635e-08
1932,2.9590749406338546e-08,0.0,5.918149881267709e-08
1933,3.211785326584504e-08,0.0,4.01473165823063e-08
1934,2.156684431042777e-08,0.0,4.193552882725271e-08
1935,2.752705441366743e-08,0.0,3.4708023122220766e-08
1936,3.8799086610197264e-08,1.2124714565686645e-09,4.607391446143083e-08
1937,3.5255130370615007e-08,0.0,2.0145789036973838e-08
1938,2.463390735840676e-08,0.0,4.148868626430158e-08
1939,3.364691281149135e-08,0.0,2.141167065872196e-08
1940,6.846613587185857e-08,0.0,1.0143131667916805e-08
1941,3.5418032950929046e-08,0.0,1.7709016475464523e-08
1942,2.730790527039062e-08,0.0,9.102635090130207e-09
1943,3.193558839598154e-08,0.0,1.4516175816936538e-08
1944,2.5705489292704442e-08,0.0,3.534504600111177e-08
1945,1.9606536838523425e-08,0.0,1.3071024262956144e-08
1946,2.227376683094917e-08,0.0,5.986074569364064e-08
1947,3.5762614203349585e-08,1.1920870957027319e-09,4.649139739854036e-08
1948,2.9354097819123126e-08,0.0,1.0002136718867405e-07
1949,1.570721330779179e-08,0.0,5.104844191805569e-08
1950,2.5524867552917385e-08,1.0635361480382244e-09,5.530387880980925e-08
1951,4.371174711081949e-08,1.0661401761424827e-09,6.503454841322309e-08
1952,1.687168627029223e-08,0.0,5.2724018928529404e-08
1953,2.9089333608567358e-08,2.1547654771580937e-09,5.386913670690774e-08
1954,1.7590565448699635e-08,9.772536113672459e-10,4.397641362174909e-08
1955,3.378819002364253e-08,0.0,5.819076775992471e-08
1956,2.9651880950609666e-08,3.488456634670456e-09,6.45364508500279e-08
1957,2.3854601849393475e-08,8.835037701437898e-10,4.240818185508033e-08
1958,1.5717262158432277e-08,0.0,4.880623549752272e-08
1959,2.4802393028267034e-08,3.100299128533379e-09,3.720359131875739e-08
1960,2.4914999841030294e-08,2.7683333403416555e-09,4.0832915715327545e-08
1961,4.238377115939329e-08,6.948159270159238e-10,2.709782087606527e-08
1962,4.50278889729816e-08,1.2683912808952869e-09,2.7904608401740916e-08
1963,2.7804029301137234e-08,6.466053248388448e-10,4.526237162849611e-08
1964,5.293052396382336e-08,2.4335873316516654e-09,2.4335873760605864e-08
1965,3.83043037288644e-08,1.6416130677043839e-09,5.1984411442163037e-08
1966,5.81602854765606e-08,5.539074754423723e-10,2.99110034518435e-08
1967,4.338695447358987e-08,4.930335584241163e-10,4.1907853187694855e-08
1968,3.09907690621003e-08,3.1439910674890825e-09,3.5482184301827147e-08
1969,5.223021304345821e-08,2.2708788183223305e-09,5.04135115875215e-08
1970,5.104584843707016e-08,2.2993624781975086e-09,7.357959930232028e-08
1971,4.4704059121158934e-08,2.0553589941130213e-09,4.367637984614703e-08
1972,4.924940810724365e-08,3.5911027485013847e-09,2.5137719461554298e-08
1973,2.536073751002732e-08,1.6539611902288698e-09,6.174788325097325e-08
1974,1.9689501584707614e-08,0.0,4.106667361725158e-08
1975,2.227477224892027e-08,1.7134440533084216e-09,3.7695770060963696e-08
1976,3.428116102099921e-08,1.7140580621521906e-09,5.3135799760184454e-08
1977,2.703319701424789e-08,4.11374712072643e-09,3.819908300783936e-08
1978,2.3762364520507617e-08,5.940591352171509e-10,4.633661276898238e-08
1979,3.3941446986318624e-08,0.0,3.160065631391262e-08
1980,3.467942022439274e-08,1.7055452605774235e-09,5.002932468300969e-08
1981,3.7320742052315836e-08,0.0,5.123695245856652e-08
1982,2.855450986771757e-08,2.483000915987077e-09,3.662426451001011e-08
1983,2.9681984869966982e-08,1.89459470334441e-09,2.841892232652299e-08
1984,4.465236713713239e-08,0.0,3.595385322796574e-08
1985,2.6468455871508922e-08,6.015558051686298e-10,2.8273122509858695e-08
1986,2.45773907892044e-08,1.1988970927134801e-09,4.435919365164409e-08
1987,2.9331921780340053e-08,6.110816852533674e-10,3.0554083707556856e-08
1988,2.938311283173789e-08,5.996553809062277e-10,4.4374498742172364e-08
1989,3.5123981945162086e-08,0.0,3.1831110192115375e-08
1990,3.2691904294779306e-08,1.089730194969718e-09,3.378163526690514e-08
1991,2.6376593353916178e-08,1.1722930404189924e-09,3.692722927439718e-08
1992,3.4161654838271716e-08,5.509944167592096e-10,5.840540850954312e-08
1993,2.4926434250005514e-08,0.0,4.09901339537555e-08
1994,2.5319646823618314e-08,5.274926606624319e-10,3.586950114708998e-08
1995,3.470368525881895e-08,0.0,4.771756678678685e-08
1996,3.736664666575962e-08,5.338092190498855e-10,5.017806614660003e-08
1997,4.075660342550691e-08,4.79489448146353e-10,4.027711497656128e-08
1998,3.242328006081152e-08,0.0,4.86349165385036e-08
1999,3.062034892309384e-08,4.570201161957499e-10,3.97607493596297e-08
2000,2.6066386382694873e-08,8.836062992401139e-10,3.269343196166119e-08
2001,3.5487815353008045e-08,2.6287270138425356e-09,4.687896648647438e-08
2002,3.2859162502063555e-08,0.0,6.659456630586646e-08
2003,4.333599790129483e-08,8.333845835650777e-10,3.791899771954377e-08
2004,4.052407831522942e-08,4.404791253964646e-10,4.052407831522942e-08
2005,3.1075870765562286e-08,9.007499190971657e-10,7.701412130245444e-08
2006,3.211954080484247e-08,4.1178899179428186e-10,3.6237430833807593e-08
2007,3.235528467371296e-08,0.0,5.312657691547429e-08
2008,4.001993403335291e-08,8.514879357157668e-10,3.8316958494988285e-08
2009,4.768192596316112e-08,0.0,4.529782771101054e-08
2010,3.023227534981743e-08,0.0,4.062462011233947e-08
2011,3.135657067332431e-08,3.82397197240536e-10,3.4415748473293206e-08
2012,4.391485930455019e-08,3.404252713057332e-10,3.472337795074054e-08
2013,4.490491178898992e-08,0.0,2.370756213565528e-08
2014,4.049382340554075e-08,0.0,3.031623307947484e-08
2015,3.657349267882637e-08,2.2165753954528356e-10,2.992376835209143e-08
2016,3.997686448542481e-08,0.0,2.1749070100440804e-08
2017,3.245138557872451e-08,0.0,2.8174847344075715e-08
2018,3.046130814254866e-08,1.0325866828253538e-09,3.175204099647999e-08
2019,3.3673039467885246e-08,0.0,2.8571061960747102e-08
