year,eût_VERB omis_VERB,eût_VERB vomi_VERB
1800,5.973912209356058e-08,1.5720821977538435e-08
1801,1.1905912700171939e-08,0.0
1802,4.2518962573012686e-08,0.0
1803,1.755305234496518e-08,3.900678446910888e-09
1804,4.449331569844617e-08,0.0
1805,5.685755422035754e-09,0.0
1806,2.305335300434308e-08,2.881669125542885e-09
1807,5.693910054560547e-08,0.0
1808,3.172503681980743e-08,0.0
1809,4.969867006821005e-08,0.0
1810,6.31834211617388e-08,0.0
1811,3.008491944456182e-08,0.0
1812,1.0935553973467904e-07,2.6672082320544632e-09
1813,5.176335093892703e-08,0.0
1814,1.5733386149463513e-08,1.8880061958270744e-08
1815,9.170560133497929e-08,1.6183340889597275e-08
1816,1.3905623319487859e-08,4.6352077731626196e-09
1817,2.6466848268569265e-08,1.556873407970727e-09
1818,3.457141417584353e-08,1.1921177378582115e-09
1819,3.2088255608186955e-08,0.0
1820,2.4919611263385377e-08,0.0
1821,1.972297702934611e-08,4.930744257336528e-09
1822,3.208197085768916e-08,0.0
1823,3.063632902922109e-08,9.882686891060644e-10
1824,2.4421225930382207e-08,4.210556348027694e-09
1825,6.868245350233337e-08,0.0
1826,3.2589543508265706e-08,7.0463874735082754e-09
1827,7.650336897313537e-08,9.217273055917019e-10
1828,7.246117661452445e-08,1.8344602503717056e-09
1829,7.715858174606183e-08,5.143905745796928e-09
1830,4.800944353178238e-08,3.1310507520032616e-09
1831,6.236482619215167e-08,1.5591206103948707e-09
1832,3.788391467196561e-08,8.117981842303834e-09
1833,6.370995464521911e-08,2.3167257001688313e-09
1834,5.0406466556296436e-08,1.8669061851994684e-09
1835,3.932805725526123e-08,0.0
1836,3.763620171071125e-08,4.704525213838906e-09
1837,1.6698937344017395e-08,5.5663127440652715e-09
1838,2.840472923537618e-08,7.574594285131298e-09
1839,4.47454411300896e-08,2.7965900706306e-09
1840,4.58617570586739e-08,0.0
1841,4.3017674755674307e-08,6.420548537278137e-10
1842,1.408735705865638e-08,0.0
1843,2.4809025944705354e-08,4.134837805480629e-09
1844,4.39084892889241e-08,0.0
1845,2.9017185099178278e-08,5.580227946389016e-10
1846,2.9272506196775794e-08,0.0
1847,3.883121024728098e-08,0.0
1848,4.746680914990975e-08,3.218088684420195e-09
1849,2.1786478399121734e-08,2.513824481908955e-09
1850,2.851378333446064e-08,0.0
1851,3.353708066811123e-08,6.449438760824933e-10
1852,1.3672145193766028e-08,1.3021090872200602e-09
1853,2.149895550473957e-08,5.971931837933653e-10
1854,1.558699302961486e-08,1.558699391779328e-09
1855,3.6087172361476405e-08,6.8990182455763716e-09
1856,3.572260709461261e-08,5.177189232874468e-10
1857,2.782460128969433e-08,1.4644527812635033e-09
1858,1.4191660291373864e-08,9.787352039936081e-10
1859,2.8516170758052795e-08,1.5276520048956854e-09
1860,2.0139609091529564e-08,4.577183909670879e-10
1861,1.9335450573976232e-08,9.431927461278633e-10
1862,4.156547461775517e-08,2.710791813242963e-09
1863,3.696019490462277e-08,9.989241656072068e-10
1864,2.205574922697906e-08,1.4384183844029508e-09
1865,2.023943146411966e-08,5.177528628053096e-09
1866,3.113992264047738e-08,4.865612912574591e-10
1867,1.5043715606566366e-08,4.367530337390235e-09
1868,2.1241458370013788e-08,1.4819622196071691e-09
1869,8.30198221279943e-09,9.767038289254515e-10
1870,1.2614907340946502e-08,0.0
1871,1.0621176826930423e-08,0.0
1872,1.0280476914203973e-08,6.047339295989218e-10
1873,1.5563610844537834e-08,2.3944017879529156e-09
1874,1.3144139998644278e-08,1.1949218281515073e-09
1875,1.2587359599081083e-08,5.149374260327022e-09
1876,3.748529309177684e-08,3.02300739996042e-09
1877,1.9172929910382663e-08,6.184815992682502e-10
1878,1.6305540029293297e-08,6.039088673581716e-10
1879,3.9099681714560575e-08,0.0
1880,3.0805662021293756e-08,2.5671385017744797e-09
1881,1.6036766581351003e-08,0.0
1882,3.128031167420886e-08,3.9932310791357395e-09
1883,3.222862687835004e-08,6.319338941018771e-10
1884,3.1027976632458376e-08,3.9610181801208455e-09
1885,2.0626034213933053e-08,2.5782542767416317e-09
1886,7.098810428374236e-09,0.0
1887,2.2198344495905076e-08,6.528924623161458e-10
1888,2.599652049184442e-08,4.4384300679212174e-09
1889,1.0650732740202784e-08,1.8795409673089125e-09
1890,9.176140736144589e-09,6.554386478008212e-10
1891,1.211101796627645e-08,0.0
1892,1.4417578242387208e-08,0.0
1893,1.6011883374744684e-08,2.463366621796581e-09
1894,1.8904618315218613e-08,6.301539290376468e-10
1895,2.046328972937772e-08,3.0093072478365457e-09
1896,2.299841384001411e-08,2.948514543632541e-09
1897,1.6897470089816125e-08,2.330685422435863e-09
1898,1.6975064909274806e-08,0.0
1899,1.6582735185011188e-08,5.527578395003729e-10
1900,1.7130474816440255e-08,0.0
1901,1.2854099118442264e-08,1.676621730339889e-09
1902,7.856454153909453e-09,9.820567692386817e-10
1903,1.7280704867062013e-08,0.0
1904,1.3436562973367927e-08,0.0
1905,4.1286072338664326e-09,0.0
1906,1.1317205839134203e-08,5.144184522798412e-10
1907,6.685696440911215e-09,0.0
1908,1.080505640516094e-08,0.0
1909,1.265226234892225e-08,1.1001967115120692e-09
1910,1.7101282168141552e-08,0.0
1911,1.1704822888702893e-08,0.0
1912,7.293189607793238e-09,5.209421227725386e-10
1913,1.5378670781274195e-08,0.0
1914,1.4732836284281348e-08,0.0
1915,1.295883844676382e-08,0.0
1916,1.0987461607214755e-08,3.2962386153911893e-09
1917,2.1932848426331475e-08,2.1932848870420685e-09
1918,9.189101035644853e-09,4.594550517822427e-09
1919,1.012863304339362e-08,9.207848372660976e-10
1920,1.741613253614105e-08,1.514446346106979e-09
1921,1.9689142760626055e-08,0.0
1922,1.696925089333945e-08,2.951174193910333e-09
1923,2.1231896241147297e-09,0.0
1924,1.289162443462999e-09,0.0
1925,2.1996355847875293e-09,2.1996355847875293e-09
1926,8.916910765321973e-09,5.57306911730393e-09
1927,5.574612327308159e-09,1.1149224876660924e-09
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,2.0052731031228177e-08,3.342121912552898e-09
1930,1.1553964007759987e-08,0.0
1931,1.710803587684495e-08,0.0
1932,7.6716757391182e-09,1.0959536611565568e-09
1933,6.882397318719313e-09,0.0
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,5.98414207075848e-09,0.0
1936,2.424942913137329e-09,0.0
1937,1.1332006444320086e-08,0.0
1938,3.8895642262559704e-09,3.8895642262559704e-09
1939,3.058810094103137e-09,0.0
1940,7.607348528892999e-09,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,0.0
1943,5.806470415592457e-09,1.4516175816936538e-08
1944,9.639558484764166e-09,0.0
1945,4.357008087652048e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,8.344609447874518e-09,0.0
1948,2.174377566888097e-09,2.174377566888097e-09
1949,7.853606653895895e-09,9.817008317369869e-10
1950,8.508289184305795e-09,0.0
1951,1.0661401761424827e-09,0.0
1952,8.435843135146115e-09,0.0
1953,1.0773827163745864e-08,0.0
1954,5.863521668203475e-09,0.0
1955,1.1262729415761896e-08,0.0
1956,4.360570571293465e-09,0.0
1957,2.6505113659425206e-09,0.0
1958,5.790570245522986e-09,0.0
1959,8.525822714489095e-09,0.0
1960,6.920833239831836e-09,0.0
1961,9.03260666262895e-09,0.0
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,2.5864212993553792e-09,0.0
1964,8.517555549758526e-09,0.0
1965,9.849678406226303e-09,5.472043373977442e-10
1966,6.092982118843793e-09,0.0
1967,6.902469706915326e-09,9.860671168482327e-10
1968,4.940557296606585e-09,0.0
1969,1.090021850558287e-08,1.3625273131978588e-09
1970,5.518470125309705e-09,9.197450023812337e-10
1971,4.1107179882260425e-09,0.0
1972,2.0520587451500205e-09,5.130146862875051e-10
1973,5.513203671370093e-09,1.102640756478479e-09
1974,1.1251143350321513e-09,0.0
1975,5.711480177694739e-09,5.711480177694739e-10
1976,5.142174241967723e-09,0.0
1977,1.7630346071939584e-09,1.1753563677885381e-09
1978,7.128709622605811e-09,5.940591352171509e-10
1979,2.3407893401383717e-09,1.7555920051037788e-09
1980,4.548120546843393e-09,1.1370301367108482e-09
1981,4.427884725544118e-09,6.325549528618524e-10
1982,1.2415004579935385e-09,0.0
1983,1.89459470334441e-09,0.0
1984,3.479405208395292e-09,0.0
1985,2.4062232206745193e-09,1.2031116103372597e-09
1986,1.7983456945813714e-09,1.1988970927134801e-09
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,0.0,0.0
1989,1.6464366536794728e-09,0.0
1990,3.2691906959314565e-09,1.089730194969718e-09
1991,4.68917216167597e-09,0.0
1992,5.509944167592096e-10,0.0
1993,0.0,4.985286850001103e-09
1994,5.274926717646622e-09,1.5824779264761446e-09
1995,2.7112254663563817e-09,0.0
1996,3.736664311304594e-09,0.0
1997,2.3974471297094624e-09,0.0
1998,9.536258449571733e-10,0.0
1999,2.7421207526856506e-09,1.3710603763428253e-09
2000,1.7672125984802278e-09,0.0
2001,1.3143635069212678e-09,0.0
2002,2.1906108038649563e-09,8.76244299341522e-10
2003,2.9168460979889232e-09,1.2500769308587678e-09
2004,3.9643119897903034e-09,2.642874807889939e-09
2005,2.702249757291497e-09,0.0
2006,8.235779835885637e-10,4.1178899179428186e-10
2007,4.7933754743212376e-09,7.988958938831558e-10
2008,1.7029758714315335e-09,8.514879357157668e-10
2009,9.53638501499654e-10,0.0
2010,2.3618964561933353e-09,9.447586046817946e-10
2011,7.64794394481072e-10,7.64794394481072e-10
2012,2.0425516833455504e-09,0.0
2013,3.904775169871755e-09,2.789125042035323e-10
2014,3.4647122948427977e-09,8.661780737106994e-10
2015,1.7732603163622684e-09,6.649726325136385e-10
