year,aurait_VERB ôté_VERB,aurait_VERB oté_VERB,aurait_VERB voté_VERB
1847,5.662884916546318e-08,1.6179670936367074e-09,4.2067142658197554e-08
1848,3.700802153616678e-08,8.045221711050488e-10,4.103063133698015e-08
1849,4.273501730267526e-08,0.0,2.5138245973721496e-07
1850,5.4311968256115506e-08,0.0,1.9348638602423307e-07
1851,5.804495017969202e-08,6.449438760824933e-10,9.287191460316535e-08
1852,4.7526981461487594e-08,6.510545436100301e-10,2.6042181744401205e-08
1853,2.9262466227919504e-08,2.9859659189668264e-09,2.09017620989016e-08
1854,4.1565314745639625e-08,1.558699391779328e-09,2.4939190268469247e-08
1855,4.7231740296638236e-08,1.5920811335945473e-09,1.1675261646360013e-08
1856,3.882891874695815e-08,1.0354378465748937e-09,2.7439103433835044e-08
1857,6.101886640408338e-08,0.0,2.880090299584026e-08
1858,3.034079298913639e-08,0.0,2.104280660830682e-08
1859,6.416138376152958e-08,5.092173349652285e-10,2.3933214521321133e-08
1860,5.813023662426531e-08,0.0,2.6089947979812678e-08
1861,3.1125360067107977e-08,4.715963730639317e-10,2.4051415081771665e-08
1862,5.1956842384015545e-08,1.8071945051545413e-09,2.981871105589562e-08
1863,3.5461809488879226e-08,0.0,4.395266373080631e-08
1864,3.548098703731739e-08,4.794727948009836e-10,2.8768367243969806e-08
1865,3.4830648587558244e-08,4.706844358715045e-10,4.471502279557171e-08
1866,3.795178216137174e-08,9.731225825149181e-10,5.54679857600604e-08
1867,3.34843974769683e-08,9.7056229719783e-10,4.561642796829801e-08
1868,2.9639243948054173e-08,0.0,3.1615194018286275e-08
1869,3.2231227464762924e-08,4.883519144627257e-10,4.3463320054115684e-08
1870,3.383088653663435e-08,1.1468097582678638e-09,5.8487298559839473e-08
1871,2.442870794538976e-08,1.0621177271019633e-09,1.5294494914996903e-07
1872,2.53988243770209e-08,0.0,6.168286148522384e-08
1873,1.7958013742713774e-08,0.0,1.0535367778174987e-07
1874,3.2860349108432274e-08,0.0,6.751308490038355e-08
1875,2.2886109007913547e-08,2.2886108563824337e-09,4.863298030954866e-08
1876,3.023007266733657e-08,0.0,4.776351758550845e-08
1877,4.4530676035492434e-08,6.184815992682502e-10,7.792868217393334e-08
1878,3.2611080058586595e-08,6.039088673581716e-10,6.03908887342186e-08
1879,2.871382953628654e-08,3.0546627449723474e-09,7.209003882735487e-08
1880,2.0537108014195837e-08,0.0,9.883483187422826e-08
1881,1.1156012114099667e-08,0.0,7.39085805889772e-08
1882,2.861815673327328e-08,6.655385131892899e-10,4.5256619785050134e-08
1883,2.9700892412165558e-08,0.0,7.835980397885578e-08
1884,2.970763546272792e-08,6.601696966868076e-10,4.621188054443337e-08
1885,2.6427105837001363e-08,6.445635691854079e-10,9.088346075714071e-08
1886,2.19417763958063e-08,0.0,5.8726520535401505e-08
1887,1.828098916689669e-08,0.0,6.920659956222153e-08
1888,2.2192152115962926e-08,6.340614699951175e-10,9.193891514769348e-08
1889,1.628935564212952e-08,1.2530273485467092e-09,6.891650627949275e-08
1890,1.6385966361553983e-08,0.0,8.782878069268918e-08
1891,1.4023283867459213e-08,6.374220040683554e-10,6.437961985739094e-08
1892,1.1283322720601063e-08,2.5074049503359674e-09,9.026658176480851e-08
1893,2.771287377356657e-08,6.158416554491453e-10,1.2932675019783346e-07
1894,1.827446460822557e-08,3.780923574225881e-09,1.0712616926866758e-07
1895,1.6852119699706236e-08,1.2037228991346183e-09,8.847363375252826e-08
1896,2.6536630670648265e-08,1.179405795248556e-09,1.0083919477210657e-07
1897,1.8645483379486905e-08,0.0,8.507002036139966e-08
1898,1.640922953072277e-08,1.13167097914868e-09,1.0071871514583108e-07
1899,1.492446166651007e-08,0.0,9.617986052035121e-08
1900,1.5054054003371675e-08,0.0,7.527027179321522e-08
1901,1.1736351446245408e-08,0.0,8.774320292559423e-08
1902,6.874397495693074e-09,4.910283846193408e-10,1.2373915581065376e-07
1903,1.5120615870500842e-08,1.0800440541913758e-09,1.2366504620331398e-07
1904,9.674325340824907e-09,5.374625189347171e-10,1.3490308958807873e-07
1905,7.2250627702885595e-09,0.0,8.721682576151579e-08
1906,1.9033482345776065e-08,5.144184522798412e-10,6.533114316198407e-08
1907,6.1714118260169926e-09,0.0,6.017126708002252e-08
1908,1.080505640516094e-08,4.911389073214423e-10,8.594930989147542e-08
1909,9.901770070541716e-09,5.500983557560346e-10,3.245580160182726e-08
1910,1.0153886620400954e-08,0.0,5.2907090264397993e-08
1911,1.4897047151407605e-08,0.0,4.362706818028528e-08
1912,1.614920641657136e-08,0.0,5.782457535019603e-08
1913,7.954484182448596e-09,0.0,4.7726906871048413e-08
1914,1.2054139020278853e-08,0.0,5.2904276515164383e-08
1915,1.5314990164938536e-08,0.0,4.358881966481931e-08
1916,1.0987461607214755e-08,0.0,3.735737053034427e-08
1917,8.773139548168274e-09,0.0,5.812205117194935e-08
1918,1.9526840588923733e-08,0.0,4.9391417178412667e-08
1919,1.1970202606903513e-08,0.0,3.038589824200244e-08
1920,9.843901693784574e-09,7.572231730534895e-10,4.770506123463747e-08
1921,1.2873671018098776e-08,0.0,5.2251955651172466e-08
1922,1.1804696775641332e-08,0.0,2.5084981203349344e-08
1923,1.3800733000834953e-08,0.0,3.078624999375279e-08
1924,1.2891624656674594e-08,0.0,4.383152329978657e-08
1925,1.6497267552040284e-08,0.0,4.179307566687385e-08
1926,7.802296586589819e-09,0.0,2.7865345586519652e-08
1927,8.919379901328739e-09,0.0,4.0137209111890115e-08
1928,9.14083297942625e-09,0.0,5.255979118601317e-08
1929,1.4482528065684619e-08,0.0,5.23599084090165e-08
1930,1.6805765667982087e-08,0.0,3.7812974085227324e-08
1931,6.843213995466613e-09,0.0,3.193499864551086e-08
1932,6.575722188983946e-09,0.0,3.507051715700982e-08
1933,1.1470662641954732e-08,1.1470662197865522e-09,2.982372038218273e-08
1934,9.585264137967897e-09,0.0,3.9539216345474415e-08
1935,2.154291145473053e-08,1.196828414151696e-09,3.949533677882755e-08
1936,1.6974599503782883e-08,0.0,4.00115567344983e-08
1937,7.554670666820584e-09,0.0,6.1696475484041e-08
1938,1.9447821131279852e-08,0.0,3.241303758727554e-08
1939,1.2235240376412548e-08,0.0,2.2941076593951948e-08
1940,1.0143131667916805e-08,0.0,1.5214697057785997e-08
1941,1.1806010391524069e-08,0.0,2.3612020783048138e-08
1942,1.2136847082899749e-08,0.0,6.068423541449874e-09
1943,0.0,0.0,1.4516175816936538e-08
1944,2.5705489292704442e-08,0.0,2.2492303131116387e-08
1945,1.3071024262956144e-08,0.0,9.803267886354661e-08
1946,1.1136883415474585e-08,1.3921104269343232e-09,3.480275978517966e-08
1947,1.1920871401116528e-08,0.0,4.2915136333476767e-08
1948,1.6307831529616124e-08,0.0,4.892349636520521e-08
1949,1.9634017078828947e-08,0.0,3.7304630495782476e-08
1950,1.2762433776458693e-08,0.0,2.1270722072586068e-08
1951,1.2793682557799002e-08,0.0,4.691016641800161e-08
1952,1.2653764258629963e-08,0.0,4.428817490520487e-08
1953,1.6160740301529586e-08,0.0,2.9089333608567358e-08
1954,2.443134050622575e-08,0.0,1.3681550115052232e-08
1955,1.220129064449793e-08,0.0,2.627970197011109e-08
1956,1.2209598665435806e-08,0.0,2.616342520411763e-08
1957,1.1485549400447326e-08,0.0,1.236905244894615e-08
1958,9.926692356998501e-09,0.0,3.557064687242928e-08
1959,8.525822714489095e-09,0.0,2.325224279786653e-08
1960,2.0070416439921246e-08,0.0,2.0070416439921246e-08
1961,1.737039845295385e-08,0.0,2.640300600376122e-08
1962,1.331810839388936e-08,6.341956404476434e-10,3.107558654846798e-08
1963,1.939815952312074e-08,6.466053248388448e-10,2.0044765847160306e-08
1964,1.3993127545575135e-08,0.0,3.467862086381501e-08
1965,1.0396882466068291e-08,1.0944086747954884e-09,2.681301225493371e-08
1966,1.495550172592175e-08,5.539074754423723e-10,2.3818021332999706e-08
1967,1.5777073869571723e-08,0.0,2.415864486238206e-08
1968,1.7067380397861598e-08,1.7965663401398047e-09,2.515192853991266e-08
1969,1.407944960618579e-08,0.0,3.8150766101807676e-08
1970,2.0694262303777577e-08,0.0,4.230826888829142e-08
1971,1.0276794526475896e-08,0.0,1.5929032315398217e-08
1972,1.7442499000708267e-08,1.0260293725750103e-09,1.846852804021637e-08
1973,1.7090931336838366e-08,0.0,2.4809416743210022e-08
1974,9.563471792262135e-09,0.0,3.206575982517279e-08
1975,1.6563292959403952e-08,0.0,3.3126585918807905e-08
1976,1.428381679602353e-08,5.713526873840635e-10,2.5710871653927825e-08
1977,1.2928920156696222e-08,0.0,2.703319701424789e-08
1978,2.4950484345254154e-08,0.0,2.7326720442033547e-08
1979,2.5163485517509798e-08,0.0,2.925986741786346e-08
1980,7.390696055153967e-09,0.0,2.9562784220615868e-08
1981,1.644642821929665e-08,0.0,2.4669642328944974e-08
1982,1.0552754226011984e-08,0.0,2.4209258597807093e-08
1983,1.6419821946556112e-08,6.315316047889041e-10,2.9050454486423405e-08
1984,8.118611560803402e-09,0.0,1.275781880138993e-08
1985,1.6242006850575308e-08,0.0,2.4062231318566774e-08
1986,2.2779044428489215e-08,0.0,1.9182353483415682e-08
1987,1.2832715334809564e-08,6.110816852533674e-10,3.116516467116526e-08
1988,1.199310784016916e-08,5.996553809062277e-10,1.798966131616453e-08
1989,1.8110803523541108e-08,0.0,2.250130037850795e-08
1990,1.7980548605578406e-08,0.0,2.2339468941368068e-08
1991,1.992898113201136e-08,5.861465202094962e-10,3.223805933316726e-08
1992,1.5427843891302473e-08,0.0,3.305966345124034e-08
1993,1.883330469354405e-08,0.0,2.2710750613441633e-08
1994,1.635227242502424e-08,0.0,2.953958855300698e-08
1995,1.572510655023507e-08,1.626735190995987e-09,2.982347879765257e-08
1996,1.7081895009596337e-08,0.0,3.202855225481471e-08
1997,2.061804593722627e-08,0.0,3.356426248046773e-08
1998,2.288702027897216e-08,0.0,2.527108478034279e-08
1999,1.7823785114501334e-08,0.0,2.8792268125243936e-08
2000,1.899753598877396e-08,0.0,2.5624583344097118e-08
2001,2.541102794850758e-08,0.0,2.190605918883648e-08
2002,1.4019908789464353e-08,4.38122149670761e-10,1.752488643091965e-08
2003,2.083461403401543e-08,0.0,2.3334768783911386e-08
2004,2.026203915761471e-08,0.0,2.7750184372621334e-08
2005,1.7114247796712334e-08,0.0,2.7472871977352042e-08
2006,1.3589036562677848e-08,0.0,2.5530917824312382e-08
2007,2.5165221018141892e-08,0.0,2.4765773432022797e-08
2008,2.299017509699297e-08,0.0,3.618823640749724e-08
2009,2.4794601927169424e-08,0.0,2.6701878041990312e-08
2010,3.023227534981743e-08,0.0,2.0784689525044087e-08
2011,2.6385405860196443e-08,0.0,1.5295887223487625e-08
2012,2.2127641940983267e-08,0.0,1.736168897537027e-08
2013,2.8449075983871808e-08,0.0,1.9802786965783525e-08
2014,3.551330252093976e-08,0.0,2.2087540685333806e-08
2015,3.901172718201451e-08,0.0,1.4851055496478693e-08
2016,3.3762841411544287e-08,0.0,1.9677729667932908e-08
2017,3.496699818583693e-08,0.0,1.6099912514278003e-08
2018,3.6914972412205316e-08,0.0,1.6779534206534663e-08
2019,2.8571061960747102e-08,0.0,1.6581420680950032e-08
