year,ont_VERB omis_VERB,ont_VERB vomi_VERB
1800,8.803660733747165e-08,9.432493897065797e-08
1801,9.762848662830947e-08,1.0000967165524344e-07
1802,1.1860552717735118e-07,1.1860552717735118e-07
1803,1.2287136996746995e-07,4.4857802805609026e-08
1804,2.3482583344502928e-07,1.60670310833666e-07
1805,1.2224374756897305e-07,8.24434565060983e-08
1806,1.930718269704812e-07,1.0950342499427279e-07
1807,2.5337899955957255e-07,1.7651122163897526e-07
1808,2.787271000670444e-07,4.5321479902327155e-08
1809,1.1746958961111886e-07,4.9698672066611493e-08
1810,2.386929338626942e-07,3.2761775514700275e-08
1811,1.7549537290051376e-07,4.011322829455821e-08
1812,1.7336853375127248e-07,6.134578844907423e-08
1813,2.3581081620704936e-07,6.901780125190271e-08
1814,1.7306724942045548e-07,1.5104050588021778e-07
1815,1.1867783911156948e-07,1.9150286667546368e-07
1816,1.8309070526356663e-07,3.244645441213834e-08
1817,1.8059731132780144e-07,7.472992535895173e-08
1818,1.7524131123991538e-07,1.9550730678830064e-07
1819,1.9874016743415268e-07,6.521161566297451e-08
1820,1.0798498095709874e-07,4.9839221638592335e-08
1821,1.8342367980039853e-07,1.0847636922051151e-07
1822,2.245737960038241e-07,1.4938167680611514e-07
1823,1.917241263527103e-07,5.435477845594505e-08
1824,2.7537038249647594e-07,6.400046004273463e-08
1825,1.215151144151605e-07,6.692136711450303e-08
1826,1.9113325322450692e-07,5.0205510859768765e-08
1827,2.636139981859742e-07,6.820781928151831e-08
1828,3.0360317282429605e-07,5.961995697134626e-08
1829,2.503367397821421e-07,1.1488055662312036e-07
1830,2.9118771749381267e-07,9.810625556383457e-08
1831,2.4945930476860667e-07,1.1225668661296595e-07
1832,1.6506562872109498e-07,7.03558440395824e-08
1833,2.1313876175099722e-07,5.09679658478035e-08
1834,1.8108990218479448e-07,5.1339920759119195e-08
1835,1.845393455823796e-07,7.789980571715205e-08
1836,1.9893420244443405e-07,5.040562589542219e-08
1837,1.941251639436814e-07,7.236206300831327e-08
1838,2.3165634388533363e-07,7.953324132614625e-08
1839,2.2232890728446364e-07,6.571986688186371e-08
1840,2.3185667430425383e-07,7.834717052901397e-08
1841,2.1894069845984632e-07,6.484754200286602e-08
1842,2.3478928312670178e-07,6.372851713010164e-08
1843,2.1028603214290342e-07,9.687333873964477e-08
1844,1.888065099819869e-07,6.75093022040052e-08
1845,1.4508592016682087e-07,4.6873916137446514e-08
1846,1.7329324464299134e-07,5.5032313373004627e-08
1847,2.831442316164612e-07,4.0449179117274525e-08
1848,2.2204811500614596e-07,2.976732055293141e-08
1849,2.3546155603071384e-07,2.6814127807028854e-08
1850,1.575047008373076e-07,7.467895812851566e-08
1851,2.2444046976488607e-07,7.287865955163397e-08
1852,2.584686455975316e-07,7.422021752745422e-08
1853,1.6124215562740574e-07,4.717826129763125e-08
1854,2.3172663077275502e-07,4.2604447969551984e-08
1855,1.5283978882507654e-07,3.874064091746732e-08
1856,2.2469001237368502e-07,3.261629077933037e-08
1857,1.5376753026430379e-07,2.5383847912507917e-08
1858,2.1238554381852737e-07,2.936205589776364e-08
1859,1.8026292991635273e-07,6.721668643905332e-08
1860,1.684403656554423e-07,3.249800428761773e-08
1861,1.8769536325180525e-07,3.914249901981748e-08
1862,1.4502735723453952e-07,4.066187742068905e-08
1863,1.5583216850245662e-07,4.994621005671718e-08
1864,1.8315860472739587e-07,3.691940619887646e-08
1865,2.0474773521073075e-07,6.071829261600215e-08
1866,1.6445771677808807e-07,3.065336118268647e-08
1867,1.8489211583982978e-07,3.2513838732484146e-08
1868,1.8969116410971765e-07,2.0747471296544973e-08
1869,2.0266604394691967e-07,3.906815326804036e-08
1870,1.4449803131810768e-07,3.669791226457164e-08
1871,1.7312518707512936e-07,2.8677177965619194e-08
1872,1.6872076002982794e-07,3.0841430520567314e-08
1873,1.9155214658894693e-07,4.669083608632718e-08
1874,1.0873788625076486e-07,1.8521287614703397e-08
1875,1.321672726817269e-07,4.748867610260277e-08
1876,1.989138809221913e-07,2.418405919968336e-08
1877,1.3792138986445934e-07,2.9687117097942917e-08
1878,1.7151012343674665e-07,9.662541877730746e-09
1879,2.1688104823169851e-07,3.237942536316041e-08
1880,1.8996824735495466e-07,1.9253539207397807e-08
1881,1.5967042088504968e-07,1.8825769887431676e-08
1882,1.3576985224972304e-07,2.3959387140948252e-08
1883,1.8010115354627487e-07,1.3902545781263598e-08
1884,1.4523733682381135e-07,4.027035060971684e-08
1885,1.4824962590864743e-07,3.351730454292934e-08
1886,1.99412028223378e-07,3.0976625708944994e-08
1887,1.7954542386178218e-07,1.6975204464309e-08
1888,1.3822540267938166e-07,1.4583413587843097e-08
1889,1.553753889993459e-07,2.8193115397812107e-08
1890,1.848336950160956e-07,2.097403728473779e-08
1891,1.6636714406104147e-07,8.92390783491237e-09
1892,1.7238409100173158e-07,3.19694137829174e-08
1893,1.471861565960353e-07,2.46336657738766e-08
1894,1.795938686655063e-07,1.890461720499559e-08
1895,1.5407653108923114e-07,3.8519132772307785e-08
1896,1.4388750457783317e-07,2.063960102827167e-08
1897,1.75966746951417e-07,2.0976168357833558e-08
1898,1.7654066652994516e-07,2.1501747937691107e-08
1899,1.9180697563569993e-07,2.5979618456517528e-08
1900,1.3185274383431533e-07,4.56812685456498e-08
1901,1.6039680872381723e-07,1.7325090917452712e-08
1902,1.5025469224383414e-07,1.5221880644844532e-08
1903,1.9926812910853187e-07,7.020286574288548e-09
1904,1.2415384276209807e-07,1.5586412160928376e-08
1905,1.414047972048138e-07,1.4450125540577119e-08
1906,1.574120460645645e-07,2.0062319527891503e-08
1907,1.5891386340172176e-07,1.5428530175665145e-08
1908,1.6305811811889726e-07,2.0136695866312948e-08
1909,2.1563855057138426e-07,2.2003934396774838e-08
1910,1.8544203328474396e-07,4.8631772386897865e-08
1911,1.659956723187861e-07,2.6601870928288918e-08
1912,1.9170670384482946e-07,1.614920641657136e-08
1913,1.3734742765336705e-07,2.2802856491921375e-08
1914,1.4933738157196785e-07,3.4823067096567684e-08
1915,1.8613603458561556e-07,2.3561524287174507e-08
1916,2.0436679903923505e-07,2.4172416956957932e-08
1917,1.3817694366480282e-07,2.0836205649743533e-08
1918,1.4932288650015835e-07,1.722956355365568e-08
1919,1.1509810349252803e-07,2.762354434082681e-08
1920,1.7416132891412417e-07,1.3630017559052021e-08
1921,2.0976510484160826e-07,1.2116395997630036e-08
1922,1.7485706393927103e-07,4.426761179843197e-09
1923,1.8047111893793044e-07,9.554353752605493e-09
1924,1.740369270919473e-07,1.5469948877466777e-08
1925,1.5177485579442873e-07,8.798542339150117e-09
1926,1.5716055656866956e-07,1.89484357093761e-08
1927,1.5274437714651867e-07,1.2264147475349318e-08
1928,1.6796280988273793e-07,1.2568645679778001e-08
1929,1.9161498698849755e-07,1.4482528509773829e-08
1930,1.974677417138082e-07,2.4158288369768854e-08
1931,1.4598856523662107e-07,1.3686427990933225e-08
1932,1.6000923608316953e-07,1.9727165678773417e-08
1933,1.2503021196152986e-07,9.176529980337023e-09
1934,1.6414765013905708e-07,1.0783422155213884e-08
1935,1.1968283786245593e-07,1.196828414151696e-08
1936,1.2245961045209697e-07,2.182448710641438e-08
1937,1.737574280014087e-07,2.1404900851784703e-08
1938,1.7762343418326054e-07,1.1668692678767911e-08
1939,1.2082300315796601e-07,9.176430282309411e-09
1940,1.5468275194052694e-07,1.2678914806940611e-08
1941,1.3872062254449702e-07,1.4757512545315876e-08
1942,1.4260795921927638e-07,2.4273694831933312e-08
1943,1.4225852851268428e-07,2.6129116648121453e-08
1944,1.767252371109862e-07,3.2131861615880553e-09
1945,1.1763921747842687e-07,1.5249527862692958e-08
1946,1.7122958695381385e-07,1.9489545977080525e-08
1947,1.3947419574833475e-07,9.53669654357725e-09
1948,1.4350891319736547e-07,1.4133454406817236e-08
1949,1.4038322149190208e-07,2.1597418964347526e-08
1950,1.5314920176479063e-07,1.8080114516649815e-08
1951,1.6525173407444527e-07,1.4925962688039363e-08
1952,1.940243947728959e-07,2.2144087452602434e-08
1953,1.335954635806047e-07,6.464296320451979e-09
1954,1.504970583710019e-07,3.9090144454689835e-09
1955,1.2013578043479356e-07,9.385607846468247e-09
1956,1.2732866139231191e-07,1.8314396443841474e-08
1957,1.3075856486466364e-07,7.951533653738352e-09
1958,1.1581141023953023e-07,1.4890038368964298e-08
1959,1.4881436527502956e-07,1.2401196514133517e-08
1960,1.4256916358590388e-07,1.1765417085030094e-08
1961,1.5563877298063744e-07,1.9454845900934714e-08
1962,1.2683912586908264e-07,1.5220695814832652e-08
1963,1.3966675282972574e-07,1.7458344103715717e-08
1964,1.2472135324514966e-07,1.5818317322668918e-08
1965,1.5540602760211186e-07,1.6963333848707407e-08
1966,1.3016826017064886e-07,9.416427415587236e-09
1967,1.2818873074138537e-07,1.8242242272314968e-08
1968,1.1722595161245408e-07,1.7067380286839295e-08
1969,1.1445229830542303e-07,2.7250546708046386e-08
1970,1.2462544418667676e-07,1.5175792400512478e-08
1971,1.2743225852318574e-07,2.1581270104320538e-08
1972,1.0773308645184443e-07,1.1799337507056862e-08
1973,1.3397085751876148e-07,1.4334330167287135e-08
1974,1.3613883709240326e-07,8.438357568252286e-09
1975,1.1822763923419188e-07,1.1422960355389478e-08
1976,1.2684029115916928e-07,9.712995741040231e-09
1977,1.3575366608620243e-07,7.639816779203557e-09
1978,1.3485141892033425e-07,1.5445537515645924e-08
1979,1.0182433385352851e-07,1.1118749476679568e-08
1980,1.245047940301447e-07,1.0233271119375331e-08
1981,1.0879945477881847e-07,1.644642821929665e-08
1982,1.545668055769056e-07,1.1173503899897241e-08
1983,1.0483424972562716e-07,6.946847541655643e-09
1984,1.0554195739587158e-07,9.278413259927731e-09
1985,9.324114813580309e-08,6.015557829641693e-09
1986,1.1269632693711173e-07,6.593933843390687e-09
1987,1.2954932060438296e-07,7.332980445085013e-09
1988,1.193314176362037e-07,1.3792074093910145e-08
1989,1.1470175564909368e-07,1.3171493229435782e-08
1990,1.2858816944572027e-07,1.0352437129768077e-08
1991,1.5122580521165219e-07,1.0550637363770932e-08
1992,1.1791280485340394e-07,9.366905473484621e-09
1993,1.2574000152199005e-07,1.606370148010683e-08
1994,1.1974083236054867e-07,8.967375231261343e-09
1995,1.1441371583487125e-07,8.675921037148981e-09
1996,1.0676184558633395e-07,1.4946657245218375e-08
1997,1.3042112811945117e-07,1.4384683888479799e-08
1998,1.0203796563246215e-07,1.4304387785379902e-08
1999,1.0008740503053559e-07,1.5995704316651427e-08
2000,1.1884504402814855e-07,1.5904913164277446e-08
2001,9.989162919055161e-08,8.762423314712109e-09
2002,1.1610237038439664e-07,7.448076377869484e-09
2003,9.625591701478697e-08,1.8751153352258854e-08
2004,9.07387018855843e-08,1.1452457121530202e-08
2005,7.746449171008862e-08,6.7556245042510454e-09
2006,9.141715651139748e-08,9.059357874985352e-09
2007,8.94763374503782e-08,7.988958827809256e-09
2008,7.450519490248553e-08,1.2772319368803409e-08
2009,7.343016505956257e-08,1.2874119548200724e-08
2010,7.510831068202606e-08,1.2754241052181925e-08
2011,7.036108229385718e-08,1.1471915861704929e-08
2012,6.025527454767143e-08,1.4297861367085218e-08
2013,8.367375414763956e-08,1.4782363000342968e-08
2014,8.077110891235861e-08,2.2304085689484054e-08
2015,5.873924635579897e-08,1.8397575574091718e-08
2016,6.8354218285549e-08,1.8642061005991195e-08
2017,5.0312227273252574e-08,1.8112402244696568e-08
2018,4.8789722484343656e-08,1.858655984676716e-08
2019,6.964196330727646e-08,1.403043281555938e-08
